Entry name K12 (Uniprot)	Entry name BL21(DE3) (Uniprot)	Total #Tryptic Peptides	# Detectable Tryptic Peptides	mean m/z	mean gravy	mean mass
YDDG_ECOLI	C6EEP4_ECOBD	10	3	1002,843078	0,956773485	2512,523579
FDNI_ECOLI	C6EEP1_ECOBD	22	6	1188,712636	0,54962963	2513,532978
DDPB_ECOLI	C6EEN1_ECOBD	15	10	702,7108813	0,712658036	1479,6553
GADC_ECOLI	C6EEM5_ECOBD	11	6	879,774077	0,738602106	1759,548154
YNEN_ECOLI	C6EEL7_ECOBD	7	2	957,3877308	0,939333244	2516,490073
YNEE_ECOLI	C6EEK3_ECOBD	22	13	814,91998	0,675921757	1785,632449
YHIM_ECOLI	C6EEJ4_ECOBD	8	3	950,5558045	0,511397849	2016,048553
PITA_ECOLI	C6EEJ2_ECOBD	11	5	1178,88638	1,248135965	2357,77276
USPB_ECOLI	C6EEJ1_ECOBD	10	5	1170,774723	0,893424362	2553,162618
DTPB_ECOLI	C6EEI9_ECOBD	12	8	1349,035675	0,362098642	4809,791013
ARSB_ECOLI	C6EEI2_ECOBD	10	4	1263,604809	0,957768711	2527,209619
YHID_ECOLI	C6EEH7_ECOBD	17	7	961,0202607	0,857424603	2227,60567
HDEA_ECOLI	C6EEH5_ECOBD	10	3	1144,175992	0,857425388	2495,687785
HDED_ECOLI	C6EEH4_ECOBD	12	4	1181,13353	0,993738151	2362,26706
YHJE_ECOLI	C6EEG0_ECOBD	10	5	1284,442852	1,089225289	2960,560545
DCTA_ECOLI	C6EEF5_ECOBD	13	6	1217,222928	0,920446953	2880,404269
YHJK_ECOLI	C6EEF4_ECOBD	19	12	994,2492501	0,945035882	2200,046151
YHJT_ECOLI	C6EEE6_ECOBD	8	3	1096,041858	0,738315142	2731,075778
YHJU_ECOLI	C6EEE5_ECOBD	9	5	893,786401	0,768361638	1787,572802
LDRD_ECOLI	C6EEE4_ECOBD	2	1	1141,743227	0,952523473	2349,495625
YHJV_ECOLI	C6EEE1_ECOBD	14	10	1025,646012	1,074675564	2051,292024
DPPC_ECOLI	C6EED8_ECOBD	13	7	872,2547161	1,047905319	1744,509432
DPPB_ECOLI	C6EED7_ECOBD	11	6	1202,108213	0,936810021	3135,664123
EPTB_ECOLI	C6EED5_ECOBD	20	8	1088,527626	0,727517483	2772,149883
YHJX_ECOLI	C6EED4_ECOBD	16	9	954,1899517	0,826210623	2210,623724
YIAD_ECOLI	C6EEC9_ECOBD	19	7	1633,36781	1,492592593	3266,73562
HOKA_ECOLI	C6EEC3_ECOBD	6	3	1091,811197	0,650996969	2892,69358
YIAH_ECOLI	C6EEB7_ECOBD	15	10	991,6008647	0,705589316	2106,937983
YIAA_ECOLI	C6EEB6_ECOBD	10	3	1000,512388	0,749013949	2015,047443
YIAB_ECOLI	C6EEB5_ECOBD	9	2	998,0975951	0,421836396	2099,298908
XYLH_ECOLI	C6EEB1_ECOBD	12	5	1275,362609	1,240397208	2572,146731
YIAM_ECOLI	C6EEA2_ECOBD	9	6	983,2250445	0,637253134	2457,990234
YIAN_ECOLI	C6EEA1_ECOBD	9	6	831,0117457	0,493082707	1751,188463
YIAW_ECOLI	C6EE89_ECOBD	6	3	989,2471255	0,971135469	2475,064761
YIJE_ECOLI	C6EE65_ECOBD	14	9	806,460825	0,442301275	1861,73549
PTFC2_ECOLI	C6EE60_ECOBD	10	5	892,0078011	0,987807208	1864,47346
PTFB2_ECOLI	C6EE59_ECOBD	11	4	925,888939	0,543158508	1851,777878
YIJD_ECOLI	C6EE45_ECOBD	8	3	784,9008726	0,815738034	1667,08478
SECE_ECOLI	C6EE38_ECOBD	12	6	1114,038602	1,036316988	2414,426886
YJBB_ECOLI	C6EE04_ECOBD	11	2	1116,003466	1,075660969	2909,272187
PSIE_ECOLI	C6EDZ3_ECOBD	9	8	1183,256383	0,575850918	2663,981438
XYLE_ECOLI	C6EDZ2_ECOBD	10	4	1147,234088	0,663112645	2859,403493
MALG_ECOLI	C6EDZ1_ECOBD	15	9	1056,561568	1,439919808	2605,656632
KDGL_ECOLI	C6EDX8_ECOBD	10	6	925,885769	1,006803197	2054,977086
DINF_ECOLI	C6EDX6_ECOBD	11	7	888,7599831	0,472295251	1985,339834
SOTB_ECOLI	C6EDW1_ECOBD	12	9	1073,064333	0,614527188	2164,343193
MARC_ECOLI	C6EDW0_ECOBD	15	7	1060,611839	0,342912091	2281,717934
EAMA_ECOLI	C6EDV4_ECOBD	8	4	1098,582881	0,46509078	2370,500023
YDEE_ECOLI	C6EDV3_ECOBD	13	5	1044,841343	0,82039976	2430,493308
YNEM_ECOLI	C6EDV2_ECOBD	2	1	976,813313	0,827333584	1953,626626
YNFA_ECOLI	C6EDR6_ECOBD	6	4	1170,539331	1,190034858	2591,549623
YNFH_ECOLI	C6EDQ8_ECOBD	12	4	1004,953025	0,685773337	2558,052413
CLCB_ECOLI	C6EDQ6_ECOBD	12	7	1060,217365	0,654733283	2676,579172
MDTI_ECOLI	C6EDP9_ECOBD	6	4	805,122371	0,675082828	1947,826158
MDTJ_ECOLI	C6EDP8_ECOBD	7	4	1088,33111	0,908666255	2464,78605
TQSA_ECOLI	C6EDP7_ECOBD	13	8	1052,082316	1,22386574	2117,459283
PNTB_ECOLI	C6EDP6_ECOBD	10	4	872,8673289	0,414342486	1689,462713
ARCD_ECOLI	C6EDP3_ECOBD	12	6	1034,82397	0,68728688	2619,858143
YDGC_ECOLI	C6EDP1_ECOBD	8	4	871,3372	0,608441558	1742,6744
UIDB_ECOLI	C6EDN1_ECOBD	15	7	758,46174	1,486666667	1516,92348
PTOCB_ECOLI	C6EDM6_ECOBD	12	8	1177,465328	0,82948502	2575,262058
BLR_ECOLI	C6EDM2_ECOBD	2	1	893,4515865	0,882261905	2347,7112
YDGK_ECOLI	C6EDM0_ECOBD	8	4	991,3775908	0,703632472	2102,836911
RNFA_ECOLI	C6EDL9_ECOBD	9	6	1160,705837	0,681833333	3006,158534
DTPA_ECOLI	C6EDL1_ECOBD	14	9	709,4795857	0,846599493	1686,909885
YDHI_ECOLI	C6EDK2_ECOBD	5	2	916,1856444	0,36484972	2199,26634
PTM3C_ECOLI	C6EDJ3_ECOBD	12	4	1154,394435	0,770135843	2309,711333
LLDP_ECOLI	C6EDI6_ECOBD	11	4	1175,553827	0,365541101	2421,692068
RFAL_ECOLI	C6EDG8_ECOBD	15	11	847,2058946	0,51847519	1907,637599
YICG_ECOLI	C6EDE4_ECOBD	11	8	1139,878972	0,523367285	2627,626936
GLTS_ECOLI	C6EDD6_ECOBD	12	9	809,41859	0,770130454	1618,83718
XANP_ECOLI	C6EDD5_ECOBD	10	5	1141,160591	0,332625982	2418,132534
SETC_ECOLI	C6EDB2_ECOBD	16	7	1329,28778	0,775078255	3414,13604
YICL_ECOLI	C6EDB1_ECOBD	9	6	973,4193959	0,568492063	2189,695808
YICS_ECOLI	C6EDA8_ECOBD	7	4	1018,95192	0,269319031	2974,938792
NEPI_ECOLI	C6EDA7_ECOBD	11	7	870,1781041	0,826262626	2196,79355
YICO_ECOLI	C6EDA5_ECOBD	11	8	943,3987478	0,369334759	3036,173176
UHPC_ECOLI	C6EDA2_ECOBD	18	10	1311,19028	0,538637871	3056,569884
UHPB_ECOLI	C6EDA1_ECOBD	13	7	1005,990305	0,371611622	2202,820502
EMRD_ECOLI	C6ED95_ECOBD	15	5	1029,470772	0,262030183	2335,027691
YIDG_ECOLI	C6ED93_ECOBD	10	6	1061,801091	0,627455764	2417,270066
YIDK_ECOLI	C6ED89_ECOBD	13	8	991,33424	0,681840062	2002,76609
YIDE_ECOLI	C6ED85_ECOBD	13	7	1132,838629	0,680263877	2551,014298
YJCB_ECOLI	C6ED64_ECOBD	4	2	1144,177729	1,026960107	2504,921996
YJCD_ECOLI	C6ED60_ECOBD	11	5	1202,644201	0,249091327	2815,901345
YJCE_ECOLI	C6ED59_ECOBD	12	5	1267,847137	0,815654762	3619,519893
ACTP_ECOLI	C6ED58_ECOBD	15	6	1310,199306	1,062889444	3758,4088
NRFD_ECOLI	C6ED52_ECOBD	12	9	917,3909977	0,53309896	2208,904063
NRFE_ECOLI	C6ED51_ECOBD	11	6	1044,562333	0,916099567	2410,357008
GLTP_ECOLI	C6ED48_ECOBD	14	9	1121,853469	0,386593276	2411,950453
MDTO_ECOLI	C6ED43_ECOBD	15	9	846,1227007	0,624123954	1946,25175
ALSC_ECOLI	C6ED37_ECOBD	12	5	944,5455712	0,444683877	2333,053638
PHNE_ECOLI	C6ED20_ECOBD	11	6	1114,562499	0,96068698	2568,972428
PROP_ECOLI	C6ED13_ECOBD	12	7	904,921864	1,016781136	1879,212882
EPTA_ECOLI	C6ED10_ECOBD	16	5	1235,706891	1,406958804	2795,207283
ADIC_ECOLI	C6ED09_ECOBD	10	4	918,6115274	1,087727924	2558,528738
MELB_ECOLI	C6ED04_ECOBD	14	7	987,87872	0,461554959	1975,75744
YJDF_ECOLI	C6ED03_ECOBD	14	5	1085,467703	0,994129464	2125,876543
DCUB_ECOLI	C6ED01_ECOBD	12	7	1212,188004	0,58628663	4493,066277
YJDO_ECOLI	C6ECZ6_ECOBD	4	1	1261,228736	0,786178451	2687,653615
YJDL_ECOLI	C6ECZ4_ECOBD	12	5	953,1373357	0,934499322	2183,561582
CADB_ECOLI	C6ECZ2_ECOBD	8	2	1031,8655	0,722508082	2222,177936
DCUA_ECOLI	C6ECY7_ECOBD	13	6	863,4336007	1,077153846	2012,481028
FXSA_ECOLI	C6ECY5_ECOBD	15	5	958,95687	0,922340426	2309,924673
ECNB_ECOLI	C6ECX6_ECOBD	4	2	1031,430845	0,669909957	2343,384177
SUGE_ECOLI	C6ECX5_ECOBD	6	5	1476,5306	1,395381232	2953,0612
YJEM_ECOLI	C6ECW7_ECOBD	9	4	839,5049374	0,753878877	1959,022633
YDHP_ECOLI	C6ECU6_ECOBD	10	7	1054,240766	0,485332912	2301,84193
YDHC_ECOLI	C6ECU3_ECOBD	12	4	866,8336424	0,58755654	1878,782873
MDTK_ECOLI	C6ECU0_ECOBD	15	5	832,2045306	0,55023088	1741,088426
PHSC_ECOLI	C6ECT5_ECOBD	15	6	1059,63442	0,309102216	2401,769237
YDIK_ECOLI	C6ECR8_ECOBD	15	6	638,2141083	0,639046093	1336,202575
YDIN_ECOLI	C6ECR6_ECOBD	10	4	1075,088236	0,614026254	2150,176473
BTUC_ECOLI	C6ECP6_ECOBD	13	5	1139,40055	1,175908046	2600,378857
YNID_ECOLI	C6ECN7_ECOBD	12	5	1427,393742	1,038709677	3425,74498
YNIB_ECOLI	C6ECN2_ECOBD	14	4	988,6204397	0,368471433	2611,064031
YDJM_ECOLI	C6ECN0_ECOBD	16	8	1211,073404	0,55	4152,25167
YDJN_ECOLI	C6ECM9_ECOBD	15	7	1074,801144	0,806613231	2120,371078
PTQB_ECOLI	C6ECM0_ECOBD	10	4	1470,032973	1,094893521	4508,869055
YDJX_ECOLI	C6ECK7_ECOBD	14	5	922,1413278	0,533892254	2583,560437
YDJZ_ECOLI	C6ECK5_ECOBD	16	6	1078,053053	0,869355229	3142,964983
YNJC_ECOLI	C6ECK2_ECOBD	9	4	954,8764921	0,370598395	2052,412598
YDJE_ECOLI	C6ECI8_ECOBD	19	9	1147,292328	1,06444674	2796,64577
YDJK_ECOLI	C6ECI2_ECOBD	17	9	760,6678303	0,537575758	1924,344657
YJET_ECOLI	C6ECH3_ECOBD	5	3	1244,29223	1,062068966	3445,73233
YJFL_ECOLI	C6ECG5_ECOBD	5	4	947,7811311	1,243956044	2289,70553
ULAA_ECOLI	C6ECF6_ECOBD	11	6	1170,541842	0,228972222	2328,217703
CYCA_ECOLI	C6ECD6_ECOBD	10	6	1207,122648	0,833650794	2414,245297
YTFF_ECOLI	C6ECD4_ECOBD	15	6	1036,921428	1,100918782	2213,946676
YTFL_ECOLI	C6ECC7_ECOBD	15	10	933,13912	0,333680556	1866,27824
YTFT_ECOLI	C6ECB9_ECOBD	11	5	1133,985499	0,399010217	2355,84576
YJFF_ECOLI	C6ECB8_ECOBD	11	5	818,9609146	0,49672619	1965,506195
YJGN_ECOLI	C6EC94_ECOBD	14	8	850,3468883	0,460042819	1955,992452
IDNT_ECOLI	C6EC86_ECOBD	8	5	1145,646038	1,652173913	2749,55049
YEAI_ECOLI	C6EC45_ECOBD	14	10	820,4726868	0,796285714	1683,404876
YEAL_ECOLI	C6EC42_ECOBD	6	6	1011,372939	1,695009074	2022,745878
YEAN_ECOLI	C6EC40_ECOBD	14	8	1320,716103	1,160456372	3605,194066
YMGE_ECOLI	C6EC36_ECOBD	5	1	1114,0895	0,679901961	2228,179
LEUE_ECOLI	C6EC32_ECOBD	15	8	1213,203161	1,529783249	2519,395045
ADRB_ECOLI	C6EC16_ECOBD	19	6	1052,944849	1,076775362	2105,889698
YOAE_ECOLI	C6EC15_ECOBD	13	8	1027,243671	0,76720637	2333,348219
PTNC_ECOLI	C6EC12_ECOBD	6	3	1239,999689	1,114649123	3563,688684
YOBD_ECOLI	C6EC10_ECOBD	15	6	904,1723417	0,384789067	2070,341
YEBN_ECOLI	C6EC09_ECOBD	10	8	901,9842773	0,394810745	1825,91543
YOBH_ECOLI	C6EC03_ECOBD	12	7	1260,54927	0,822329702	3168,67362
YEBQ_ECOLI	C6EC01_ECOBD	13	6	1052,686721	1,106161491	2105,373442
YEBY_ECOLI	C6EBZ0_ECOBD	11	4	729,309292	0,811156417	1601,31916
YEBZ_ECOLI	C6EBY9_ECOBD	12	6	724,6326988	0,689722222	1449,265398
ZNUB_ECOLI	C6EBW8_ECOBD	10	6	1054,114871	1,012466055	2614,062872
YECN_ECOLI	C6EBV8_ECOBD	10	6	999,9646481	0,499345938	3121,672526
GNTP_ECOLI	C6EBR2_ECOBD	11	5	1007,361833	1,02657526	2203,698825
YJJB_ECOLI	C6EBK7_ECOBD	8	5	1010,863357	0,811434313	2238,89847
YJJZ_ECOLI	C6EBK2_ECOBD	5	3	950,6010295	0,600172466	2042,31668
YAAJ_ECOLI	C6EBG2_ECOBD	15	7	1238,446626	0,493390931	3207,663725
YECR_ECOLI	C6EBF5_ECOBD	7	4	997,9748412	0,277967172	2834,646372
TYRP_ECOLI	C6EBF2_ECOBD	10	2	1166,166243	0,972620879	2570,90758
PGSA_ECOLI	C6EBF0_ECOBD	11	7	1368,882051	0,704651163	4693,30989
YEDA_ECOLI	C6EBA7_ECOBD	12	5	919,1235855	0,927327762	1978,876705
YEDZ_ECOLI	C6EB96_ECOBD	18	7	1084,316563	0,490866437	3304,697612
C56H_ECOLI	C6EB94_ECOBD	15	7	1061,503514	0,788792484	2488,187565
MTFA_ECOLI	C6EB91_ECOBD	14	7	946,1176809	0,357685252	2326,566827
SHIA_ECOLI	C6EB88_ECOBD	11	6	1535,83611	1,313793103	3071,67222
YEEO_ECOLI	C6EB85_ECOBD	15	5	978,56842	2,016666667	1957,13684
COBS_ECOLI	C6EB80_ECOBD	18	8	1202,559778	0,618246007	2683,04554
YEEE_ECOLI	C6EB70_ECOBD	14	6	974,7034244	1,278867102	2337,7624
YAAH_ECOLI	C6EB43_ECOBD	7	3	1208,42154	1,281062271	2416,84308
YAAY_ECOLI	C6EB29_ECOBD	7	4	908,1060767	0,82125	1869,21473
LSPA_ECOLI	C6EB26_ECOBD	9	7	1228,92115	0,929545455	2457,8423
CAIT_ECOLI	C6EB13_ECOBD	10	3	720,8909082	0,50122288	1541,601924
YAAU_ECOLI	C6EB08_ECOBD	16	8	1105,712776	0,773608295	2614,119225
KEFC_ECOLI	C6EB06_ECOBD	13	8	1088,938134	0,882322869	2227,445961
YABI_ECOLI	C6EAZ0_ECOBD	15	4	732,915653	0,693891807	1535,607318
THIP_ECOLI	C6EAY8_ECOBD	13	7	814,645098	0,674186813	1948,069374
SETA_ECOLI	C6EAY4_ECOBD	11	8	975,823195	0,999358974	2319,25213
FTSW_ECOLI	C6EAW6_ECOBD	21	11	1102,967616	0,450383041	2355,099486
FTSA_ECOLI	C6EAW1_ECOBD	21	10	836,0700735	0,668698484	1778,858911
HOFC_ECOLI	C6EAV1_ECOBD	18	8	906,4038932	0,3934375	2620,794845
PPDD_ECOLI	C6EAU9_ECOBD	9	6	997,8679477	0,385677657	2336,482994
AROP_ECOLI	C6EAU5_ECOBD	9	5	1015,950185	0,868491956	2539,76944
YADH_ECOLI	C6EAS9_ECOBD	11	5	1295,00808	1,304847222	2590,01616
YADK_ECOLI	C6EAS1_ECOBD	12	6	1114,277501	0,423787879	2475,235038
YEGE_ECOLI	C6EAP0_ECOBD	11	4	981,104485	0,553136147	1962,20897
MDTD_ECOLI	C6EAM8_ECOBD	10	5	1354,987713	1,419905412	3172,690338
YEGT_ECOLI	C6EAL2_ECOBD	14	3	721,0473426	0,552380952	1897,99976
YEHU_ECOLI	C6EAI6_ECOBD	15	9	1111,412393	0,429641562	3938,042728
YEHW_ECOLI	C6EAI3_ECOBD	10	1	928,4628725	0,733519952	2198,549344
YEHY_ECOLI	C6EAI1_ECOBD	12	8	875,6837741	0,744955342	1761,830568
YOHC_ECOLI	C6EAH6_ECOBD	7	6	1012,662053	0,482868159	2346,767523
YOHD_ECOLI	C6EAH5_ECOBD	16	7	983,2748892	0,684700292	2300,485845
YOHJ_ECOLI	C6EAH1_ECOBD	8	4	1271,42036	0,9020539	2717,734387
YOHK_ECOLI	C6EAH0_ECOBD	11	5	1002,198384	0,771183261	2262,214508
YEIS_ECOLI	C6EAG7_ECOBD	8	3	1043,916243	0,309381024	3035,060578
MGLC_ECOLI	C6EAG4_ECOBD	11	5	1147,084008	0,624555556	2525,640953
YEIB_ECOLI	C6EAG1_ECOBD	19	10	1322,272107	1,005836364	4001,128142
LYSP_ECOLI	C6EAF7_ECOBD	8	3	986,5020317	0,737080491	1986,808346
YEIH_ECOLI	C6EAF5_ECOBD	12	7	1048,759763	0,677172981	2439,201047
NUPX_ECOLI	C6EAF2_ECOBD	15	7	913,5669103	0,624444444	1936,02501
PSUT_ECOLI	C6EAE9_ECOBD	14	8	884,6021531	0,424162492	1866,722022
PSUG_ECOLI	C6EAE8_ECOBD	19	12	764,205265	0,47145979	1704,909033
CLCA_ECOLI	C6EAC9_ECOBD	20	11	840,0281693	0,687111111	1731,837606
YADS_ECOLI	C6EAC7_ECOBD	15	9	891,1404038	0,655538194	1782,280808
CDSA_ECOLI	C6EAB0_ECOBD	15	4	1204,30118	1,203125	3612,90354
METI_ECOLI	C6EA86_ECOBD	10	7	1021,37851	0,762697285	2538,847136
SETB_ECOLI	C6EA28_ECOBD	12	6	857,6434727	0,41508834	1799,492616
YEIU_ECOLI	C6EA23_ECOBD	17	10	821,6219783	0,700883838	1643,243957
BCR_ECOLI	C6EA15_ECOBD	12	4	1036,039686	1,053867785	2080,436633
YEJM_ECOLI	C6EA09_ECOBD	18	9	1277,065716	0,761514103	3099,627546
CCMF_ECOLI	C6EA04_ECOBD	11	8	1002,596685	0,56457284	3341,675253
CCMD_ECOLI	C6EA02_ECOBD	6	1	1118,055852	1,257823027	3003,595858
CCMC_ECOLI	C6EA01_ECOBD	12	8	1055,741109	0,940098708	2253,902716
CCMB_ECOLI	C6EA00_ECOBD	11	3	1083,960897	1,061652711	2798,993428
NAPH_ECOLI	C6E9Z6_ECOBD	16	5	918,0409144	0,611050725	2434,622143
YOJI_ECOLI	C6E9Y8_ECOBD	19	10	1118,953782	0,575840548	2237,907564
ATOE_ECOLI	C6E9X7_ECOBD	14	4	965,5627017	0,461159091	2248,140113
RHMT_ECOLI	C6E9V4_ECOBD	16	5	703,40635	0,904861111	1406,8127
ARNT_ECOLI	C6E9U3_ECOBD	16	8	802,4420042	0,570562771	1560,176313
ARNF_ECOLI	C6E9U1_ECOBD	7	4	1105,61918	1,815	2211,23836
NUON_ECOLI	C6E9S6_ECOBD	9	6	1160,20138	2,2	2320,40276
NUOM_ECOLI	C6E9S5_ECOBD	11	3	1219,77652	2,7	2439,55304
NUOL_ECOLI	C6E9S4_ECOBD	10	3	980,584075	2,394117647	1961,16815
NUOK_ECOLI	C6E9S3_ECOBD	3	2	705,629825	0,832142857	1411,25965
NUOJ_ECOLI	C6E9S2_ECOBD	8	4	780,688345	1,306845238	1561,37669
NUOH_ECOLI	C6E9S0_ECOBD	12	7	962,2349203	0,508225901	1902,988536
NUOA_ECOLI	C6E9R4_ECOBD	13	6	713,1514525	0,496381579	1426,302905
