Merge ID	400Mobile_Elements	Mobile_Elements_BL21	# Studies	400Mobile_Elements Duplicates	Mobile_Elements_BL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location(this study)	Common Core 	Pseudogene/Mobile Element Notes
CSPF_ECOLI	1		1	1		CSPF_ECOLI	Null	A		Prophage Integrase (EcoGene)
CSPI_ECOLI	1		1	1		CSPI_ECOLI	Null	A		Prophage Integrase (EcoGene)
ESSQ_ECOLI	1		1	1		ESSQ_ECOLI	Null	B		Prophage Integrase (EcoGene)
FBPC_ECOLI	1		1	1		FBPC_ECOLI	Null	F1		Prophage Integrase (EcoGene)
GNSB_ECOLI	1		1	1		GNSB_ECOLI	Null	A		Prophage Integrase (EcoGene)
GTRA_ECOLI	1		1	1		GTRA_ECOLI	Null	B		Prophage Integrase (EcoGene)
GTRB_ECOLI	1		1	1		GTRB_ECOLI	Null	B		Prophage Integrase (EcoGene)
LAR_ECOLI	1		1	1		LAR_ECOLI	Null	A		Prophage Integrase (EcoGene)
LIT_ECOLI	1		1	1		LIT_ECOLI	Null	A		Prophage Integrase (EcoGene)
LYSD_ECOLI	1		1	1		LYSD_ECOLI	Null	G		Prophage Integrase (EcoGene)
LYSQ_ECOLI	1		1	1		LYSQ_ECOLI	Null	G		Prophage Integrase (EcoGene)
MCRA_ECOLI	1		1	1		MCRA_ECOLI	Null	A		Prophage Integrase (EcoGene)
MMUM_ECOLI	1		1	1		MMUM_ECOLI	Null	A		Prophage Integrase (EcoGene)
MMUP_ECOLI	1		1	1		MMUP_ECOLI	Null	B		Prophage Integrase (EcoGene)
NOHB_ECOLI	1		1	1		NOHB_ECOLI	Null	A		Prophage Integrase (EcoGene)
OMPT_ECOLI	1		1	1		OMPT_ECOLI	Null	H		Prophage Integrase (EcoGene)
OTC2_ECOLI	1		1	1		OTC2_ECOLI	Null	A		Prophage Integrase (EcoGene)
PERR_ECOLI	1		1	1		PERR_ECOLI	Null	A		Prophage Integrase (EcoGene)
RACR_ECOLI	1		1	1		RACR_ECOLI	Null	A		Prophage Integrase (EcoGene)
RECE_ECOLI	1		1	1		RECE_ECOLI	Null	A		Prophage Integrase (EcoGene)
RELB_ECOLI	1		1	1		RELB_ECOLI	Null	A		Prophage Integrase (EcoGene)
RELE_ECOLI	1		1	1		RELE_ECOLI	Null	A		Prophage Integrase (EcoGene)
REQ1_ECOLI	1		1	1		REQ1_ECOLI	Null	A		Prophage Integrase (EcoGene)
RZOD_ECOLI	1		1	1		RZOD_ECOLI	Null	I		Prophage Integrase (EcoGene)
RZOR_ECOLI	1		1	1		RZOR_ECOLI	Null	I		Prophage Integrase (EcoGene)
RZPD_ECOLI	1		1	1		RZPD_ECOLI	Null	G		Prophage Integrase (EcoGene)
RZPQ_ECOLI	1		1	1		RZPQ_ECOLI	Null	G		Prophage Integrase (EcoGene)
STFQ_ECOLI	1		1	1		STFQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
STFR_ECOLI	1		1	1		STFR_ECOLI	Null	A		Prophage Integrase (EcoGene)
TFAQ_ECOLI	1		1	1		TFAQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
TFAR_ECOLI	1		1	1		TFAR_ECOLI	Null	A		Prophage Integrase (EcoGene)
TORI_ECOLI	1		1	1		TORI_ECOLI	Null	A		Prophage Integrase (EcoGene)
VXIS_ECOLI	1		1	1		VXIS_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAFW_ECOLI	1		1	1		YAFW_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAFX_ECOLI	1		1	1		YAFX_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAFY_ECOLI	1		1	1		YAFY_ECOLI	Null	E		Prophage Integrase (EcoGene)
YAFZ_ECOLI	1		1	1		YAFZ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGE_ECOLI	1		1	1		YAGE_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGF_ECOLI	1		1	1		YAGF_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGG_ECOLI	1		1	1		YAGG_ECOLI	Null	B		Prophage Integrase (EcoGene)
YAGH_ECOLI	1		1	1		YAGH_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGK_ECOLI	1		1	1		YAGK_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGL_ECOLI	1		1	1		YAGL_ECOLI	Null	B		Prophage Integrase (EcoGene)
YAGM_ECOLI	1		1	1		YAGM_ECOLI	Null	A		Prophage Integrase (EcoGene)
YAGN_ECOLI	1		1	1		YAGN_ECOLI	Null	A		Prophage Integrase (EcoGene)
YCFK_ECOLI	1		1	1		YCFK_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDAQ_ECOLI	1		1	1		YDAQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDAS_ECOLI	1		1	1		YDAS_ECOLI	Null	G		Prophage Integrase (EcoGene)
YDAT_ECOLI	1		1	1		YDAT_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDAU_ECOLI	1		1	1		YDAU_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDAV_ECOLI	1		1	1		YDAV_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDFA_ECOLI	1		1	1		YDFA_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDFB_ECOLI	1		1	1		YDFB_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDFC_ECOLI	1		1	1		YDFC_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDFO_ECOLI	1		1	1		YDFO_ECOLI	Null	A		Prophage Integrase (EcoGene)
YDFV_ECOLI	1		1	1		YDFV_ECOLI	Null	A		Prophage Integrase (EcoGene)
YEER_ECOLI	1		1	1		YEER_ECOLI	Null	B		Prophage Integrase (EcoGene)
YEET_ECOLI	1		1	1		YEET_ECOLI	Null	A		Prophage Integrase (EcoGene)
YEEU_ECOLI	1		1	1		YEEU_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDI_ECOLI	1		1	1		YFDI_ECOLI	Null	B		Prophage Integrase (EcoGene)
YFDK_ECOLI	1		1	1		YFDK_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDN_ECOLI	1		1	1		YFDN_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDP_ECOLI	1		1	1		YFDP_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDQ_ECOLI	1		1	1		YFDQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDR_ECOLI	1		1	1		YFDR_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDS_ECOLI	1		1	1		YFDS_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFDT_ECOLI	1		1	1		YFDT_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFL_ECOLI	1		1	1		YFFL_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFM_ECOLI	1		1	1		YFFM_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFN_ECOLI	1		1	1		YFFN_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFO_ECOLI	1		1	1		YFFO_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFP_ECOLI	1		1	1		YFFP_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFQ_ECOLI	1		1	1		YFFQ_ECOLI	Null	G		Prophage Integrase (EcoGene)
YFFR_ECOLI	1		1	1		YFFR_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFFS_ECOLI	1		1	1		YFFS_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJH_ECOLI	1		1	1		YFJH_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJI_ECOLI	1		1	1		YFJI_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJJ_ECOLI	1		1	1		YFJJ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJK_ECOLI	1		1	1		YFJK_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJL_ECOLI	1		1	1		YFJL_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJM_ECOLI	1		1	1		YFJM_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJN_ECOLI	1		1	1		YFJN_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJO_ECOLI	1		1	1		YFJO_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJP_ECOLI	1		1	1		YFJP_ECOLI	Null	F1		Prophage Integrase (EcoGene)
YFJQ_ECOLI	1		1	1		YFJQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJR_ECOLI	1		1	1		YFJR_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJS_ECOLI	1		1	1		YFJS_ECOLI	Null	E		Prophage Integrase (EcoGene)
YFJT_ECOLI	1		1	1		YFJT_ECOLI	Null	G		Prophage Integrase (EcoGene)
YFJW_ECOLI	1		1	1		YFJW_ECOLI	Null	B		Prophage Integrase (EcoGene)
YFJX_ECOLI	1		1	1		YFJX_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJY_ECOLI	1		1	1		YFJY_ECOLI	Null	A		Prophage Integrase (EcoGene)
YFJZ_ECOLI	1		1	1		YFJZ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YKFA_ECOLI	1		1	1		YKFA_ECOLI	Null	A		Prophage Integrase (EcoGene)
YKFB_ECOLI	1		1	1		YKFB_ECOLI	Null	G		Prophage Integrase (EcoGene)
YKFF_ECOLI	1		1	1		YKFF_ECOLI	Null	A		Prophage Integrase (EcoGene)
YKFG_ECOLI	1		1	1		YKFG_ECOLI	Null	A		Prophage Integrase (EcoGene)
YKFH_ECOLI	1		1	1		YKFH_ECOLI	Null	A		Prophage Integrase (EcoGene)
YKFI_ECOLI	1		1	1		YKFI_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFD_ECOLI	1		1	1		YMFD_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFE_ECOLI	1		1	1		YMFE_ECOLI	Null	B		Prophage Integrase (EcoGene)
YMFI_ECOLI	1		1	1		YMFI_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFJ_ECOLI	1		1	1		YMFJ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFL_ECOLI	1		1	1		YMFL_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFM_ECOLI	1		1	1		YMFM_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFQ_ECOLI	1		1	1		YMFQ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFR_ECOLI	1		1	1		YMFR_ECOLI	Null	B		Prophage Integrase (EcoGene)
YMFS_ECOLI	1		1	1		YMFS_ECOLI	Null	A		Prophage Integrase (EcoGene)
YMFT_ECOLI	1		1	1		YMFT_ECOLI	Null	A		Prophage Integrase (EcoGene)
YNAE_ECOLI	1		1	1		YNAE_ECOLI	Null	A		Prophage Integrase (EcoGene)
YNFN_ECOLI	1		1	1		YNFN_ECOLI	Null	A		Prophage Integrase (EcoGene)
YPJF_ECOLI	1		1	1		YPJF_ECOLI	Null	A		Prophage Integrase (EcoGene)
YPJJ_ECOLI	1		1	1		YPJJ_ECOLI	Null	A		Prophage Integrase (EcoGene)
YPJK_ECOLI	1		1	1		YPJK_ECOLI	Null	B		Prophage Integrase (EcoGene)
FIMB_ECOLI	1		1	1		FIMB_ECOLI	Null	A		Prophage Integrase
FLIZ_ECOLI	1		1	1		FLIZ_ECOLI	Null	A		Prophage Integrase
TNPA_ECOLI	1		1	1		TNPA_ECOLI	Null	A		"Plasmid F;Transposase"
YUAG_ECOLI	1		1	1		YUAG_ECOLI	Null	A		"Plasmid F;pseudogene (Ohman 2006)"
YUAS_ECOLI	1		1	1		YUAS_ECOLI	Null	E		"Plasmid F;pseudogene (Ohman 2006)"
REA1_ECOLI	1		1	1		REA1_ECOLI	Null	A		"Plasmid F;pseudogene (Ecogene/Uniprot)"
INF7_ECOLI	1		1	1		INF7_ECOLI	Null	B		"Plasmid F;Insertion Sequence;Transposase"
INSE6_ECOLI	1		1	1		INSE6_ECOLI	Null	A		"Plasmid F;Insertion Sequence;Transposase"
INSE7_ECOLI	1		1	1		INSE7_ECOLI	Null	A		"Plasmid F;Insertion Sequence;Transposase"
INSC7_ECOLI	1		1	1		INSC7_ECOLI	Null	A		"Plasmid F;Insertion Sequence;Insertion Element ;Transposase"
INSD7_ECOLI	1		1	1		INSD7_ECOLI	Null	A		"Plasmid F;Insertion Sequence;Insertion Element ;Transposase"
YUAY_ECOLI	1		1	1		YUAY_ECOLI	Null	A		"Plasmid F; Plasmid p300"
TRAD1_ECOLI	1		1	1		TRAD1_ECOLI	Null	B		"Plasmid F; Plasmid p1658/97"
TRAL1_ECOLI	1		1	1		TRAL1_ECOLI	Null	B		"Plasmid F; Plasmid IncFII R1; Plasmid IncFII ColB2"
YUBP_ECOLI	1		1	1		YUBP_ECOLI	Null	A		"Plasmid F; Plasmid IncFII R1"
TRAB1_ECOLI	1		1	1		TRAB1_ECOLI	Null	B		"Plasmid F; Plasmid IncFII ColB2"
PIL1_ECOLI	1		1	1		PIL1_ECOLI	Null	B		"Plasmid F; Plasmid IncFI R386; Plasmid IncFI ColV2-K94; Plasmid IncFI ColVBtrp"
REPB_ECOLI	1		1	1		REPB_ECOLI	Null	A		"Plasmid F; Plasmid IncFI P307; Plasmid IncFI pHH502; Plasmid IncFI ColVBtrp"
COPB1_ECOLI	1		1	1		COPB1_ECOLI	Null	A		"Plasmid F; Plasmid IncFI P307"
SSBF_ECOLI	1		1	1		SSBF_ECOLI	Null	A		Plasmid F
ARTA_ECOLI	1		1	1		ARTA_ECOLI	Null	B		Plasmid F
CCDA_ECOLI	1		1	1		CCDA_ECOLI	Null	A		Plasmid F
CCDB_ECOLI	1		1	1		CCDB_ECOLI	Null	A		Plasmid F
FINO_ECOLI	1		1	1		FINO_ECOLI	Null	A		Plasmid F
FLMA_ECOLI	1		1	1		FLMA_ECOLI	Null	B		Plasmid F
FLMC1_ECOLI	1		1	1		FLMC1_ECOLI	Null	A		Plasmid F
INTM_ECOLI	1		1	1		INTM_ECOLI	Null	A		Plasmid F
OMPP_ECOLI	1		1	1		OMPP_ECOLI	Null	B		Plasmid F
PIFA_ECOLI	1		1	1		PIFA_ECOLI	Null	A		Plasmid F
PIFC_ECOLI	1		1	1		PIFC_ECOLI	Null	A		Plasmid F
PSIA1_ECOLI	1		1	1		PSIA1_ECOLI	Null	A		Plasmid F
PSIB1_ECOLI	1		1	1		PSIB1_ECOLI	Null	A		Plasmid F
REDF_ECOLI	1		1	1		REDF_ECOLI	Null	A		Plasmid F
REPE1_ECOLI	1		1	1		REPE1_ECOLI	Null	A		Plasmid F
REPL1_ECOLI	1		1	1		REPL1_ECOLI	Null	A		Plasmid F
SOPA_ECOLI	1		1	1		SOPA_ECOLI	Null	A		Plasmid F
SOPB_ECOLI	1		1	1		SOPB_ECOLI	Null	A		Plasmid F
SRNB_ECOLI	1		1	1		SRNB_ECOLI	Null	B		Plasmid F
TNPX_ECOLI	1		1	1		TNPX_ECOLI	Null	A		Plasmid F
TNR1_ECOLI	1		1	1		TNR1_ECOLI	Null	A		Plasmid F
TRAC_ECOLI	1		1	1		TRAC_ECOLI	Null	F1		Plasmid F
TRAE1_ECOLI	1		1	1		TRAE1_ECOLI	Null	B		Plasmid F
TRAF_ECOLI	1		1	1		TRAF_ECOLI	Null	G		Plasmid F
TRAG1_ECOLI	1		1	1		TRAG1_ECOLI	Null	B		Plasmid F
TRAH1_ECOLI	1		1	1		TRAH1_ECOLI	Null	G		Plasmid F
TRAI1_ECOLI	1		1	1		TRAI1_ECOLI	Null	A		Plasmid F
TRAJ1_ECOLI	1		1	1		TRAJ1_ECOLI	Null	A		Plasmid F
TRAK1_ECOLI	1		1	1		TRAK1_ECOLI	Null	E		Plasmid F
TRAM1_ECOLI	1		1	1		TRAM1_ECOLI	Null	A		Plasmid F
TRAN_ECOLI	1		1	1		TRAN_ECOLI	Null	H		Plasmid F
TRAP_ECOLI	1		1	1		TRAP_ECOLI	Null	B		Plasmid F
TRAQ_ECOLI	1		1	1		TRAQ_ECOLI	Null	B		Plasmid F
TRAR_ECOLI	1		1	1		TRAR_ECOLI	Null	A		Plasmid F
TRAS1_ECOLI	1		1	1		TRAS1_ECOLI	Null	B		Plasmid F
TRAT1_ECOLI	1		1	1		TRAT1_ECOLI	Null	I		Plasmid F
TRAU_ECOLI	1		1	1		TRAU_ECOLI	Null	G		Plasmid F
TRAV_ECOLI	1		1	1		TRAV_ECOLI	Null	I		Plasmid F
TRAW_ECOLI	1		1	1		TRAW_ECOLI	Null	G		Plasmid F
TRAX1_ECOLI	1		1	1		TRAX1_ECOLI	Null	B		Plasmid F
TRAY1_ECOLI	1		1	1		TRAY1_ECOLI	Null	A		Plasmid F
TRBA_ECOLI	1		1	1		TRBA_ECOLI	Null	B		Plasmid F
TRBB_ECOLI	1		1	1		TRBB_ECOLI	Null	G		Plasmid F
TRBC_ECOLI	1		1	1		TRBC_ECOLI	Null	G		Plasmid F
TRBD_ECOLI	1		1	1		TRBD_ECOLI	Null	A		Plasmid F
TRBE_ECOLI	1		1	1		TRBE_ECOLI	Null	B		Plasmid F
TRBF_ECOLI	1		1	1		TRBF_ECOLI	Null	B		Plasmid F
TRBG_ECOLI	1		1	1		TRBG_ECOLI	Null	A		Plasmid F
TRBH_ECOLI	1		1	1		TRBH_ECOLI	Null	B		Plasmid F
TRBI_ECOLI	1		1	1		TRBI_ECOLI	Null	B		Plasmid F
TRBJ_ECOLI	1		1	1		TRBJ_ECOLI	Null	B		Plasmid F
X19F_ECOLI	1		1	1		X19F_ECOLI	Null	G		Plasmid F
YUAA_ECOLI	1		1	1		YUAA_ECOLI	Null	A		Plasmid F
YUAB_ECOLI	1		1	1		YUAB_ECOLI	Null	A		Plasmid F
YUAC_ECOLI	1		1	1		YUAC_ECOLI	Null	B		Plasmid F
YUAD_ECOLI	1		1	1		YUAD_ECOLI	Null	B		Plasmid F
YUAE_ECOLI	1		1	1		YUAE_ECOLI	Null	E		Plasmid F
YUAF_ECOLI	1		1	1		YUAF_ECOLI	Null	B		Plasmid F
YUAH_ECOLI	1		1	1		YUAH_ECOLI	Null	A		Plasmid F
YUAK_ECOLI	1		1	1		YUAK_ECOLI	Null	A		Plasmid F
YUAL_ECOLI	1		1	1		YUAL_ECOLI	Null	A		Plasmid F
YUAM_ECOLI	1		1	1		YUAM_ECOLI	Null	B		Plasmid F
YUAN_ECOLI	1		1	1		YUAN_ECOLI	Null	A		Plasmid F
YUAO_ECOLI	1		1	1		YUAO_ECOLI	Null	H		Plasmid F
YUAP_ECOLI	1		1	1		YUAP_ECOLI	Null	B		Plasmid F
YUAR_ECOLI	1		1	1		YUAR_ECOLI	Null	B		Plasmid F
YUAT_ECOLI	1		1	1		YUAT_ECOLI	Null	A		Plasmid F
YUAU_ECOLI	1		1	1		YUAU_ECOLI	Null	A		Plasmid F
YUAV_ECOLI	1		1	1		YUAV_ECOLI	Null	A		Plasmid F
YUAW_ECOLI	1		1	1		YUAW_ECOLI	Null	A		Plasmid F
YUAX_ECOLI	1		1	1		YUAX_ECOLI	Null	A		Plasmid F
YUAZ_ECOLI	1		1	1		YUAZ_ECOLI	Null	F1		Plasmid F
YUBA_ECOLI	1		1	1		YUBA_ECOLI	Null	A		Plasmid F
YUBB_ECOLI	1		1	1		YUBB_ECOLI	Null	A		Plasmid F
YUBC_ECOLI	1		1	1		YUBC_ECOLI	Null	A		Plasmid F
YUBD_ECOLI	1		1	1		YUBD_ECOLI	Null	A		Plasmid F
YUBE_ECOLI	1		1	1		YUBE_ECOLI	Null	A		Plasmid F
YUBF_ECOLI	1		1	1		YUBF_ECOLI	Null	A		Plasmid F
YUBG_ECOLI	1		1	1		YUBG_ECOLI	Null	A		Plasmid F
YUBH_ECOLI	1		1	1		YUBH_ECOLI	Null	A		Plasmid F
YUBI_ECOLI	1		1	1		YUBI_ECOLI	Null	B		Plasmid F
YUBJ_ECOLI	1		1	1		YUBJ_ECOLI	Null	A		Plasmid F
YUBK_ECOLI	1		1	1		YUBK_ECOLI	Null	E		Plasmid F
YUBL1_ECOLI	1		1	1		YUBL1_ECOLI	Null	A		Plasmid F
YUBN_ECOLI	1		1	1		YUBN_ECOLI	Null	A		Plasmid F
YUBO_ECOLI	1		1	1		YUBO_ECOLI	Null	A		Plasmid F
INSF2_ECOLI	1		1	1		INSF2_ECOLI	Null	A		"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INSF3_ECOLI	1		1	1		INSF3_ECOLI	Null	A		"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INSF4_ECOLI	1		1	1		INSF4_ECOLI	Null	A		"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INSF5_ECOLI	1		1	1		INSF5_ECOLI	Null	A		"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INH10_ECOLI	1		1	1		INH10_ECOLI	Null	A		"Insertion Sequence;Transposase"
INH11_ECOLI	1		1	1		INH11_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSE1_ECOLI	1		1	1		INSE1_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSE2_ECOLI	1		1	1		INSE2_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSE3_ECOLI	1		1	1		INSE3_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSE4_ECOLI	1		1	1		INSE4_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSE5_ECOLI	1		1	1		INSE5_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH1_ECOLI	1		1	1		INSH1_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH2_ECOLI	1		1	1		INSH2_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH3_ECOLI	1		1	1		INSH3_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH4_ECOLI	1		1	1		INSH4_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH5_ECOLI	1		1	1		INSH5_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH6_ECOLI	1		1	1		INSH6_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH7_ECOLI	1		1	1		INSH7_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH8_ECOLI	1		1	1		INSH8_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSH9_ECOLI	1		1	1		INSH9_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSL2_ECOLI	1		1	1		INSL2_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSL3_ECOLI	1		1	1		INSL3_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSN1_ECOLI	1		1	1		INSN1_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSN2_ECOLI	1		1	1		INSN2_ECOLI	Null	A		"Insertion Sequence;Transposase"
INSD1_ECOLI	1		1	1		INSD1_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSD2_ECOLI	1		1	1		INSD2_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSD3_ECOLI	1		1	1		INSD3_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSD4_ECOLI	1		1	1		INSD4_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSD5_ECOLI	1		1	1		INSD5_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSD6_ECOLI	1		1	1		INSD6_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSI1_ECOLI	1		1	1		INSI1_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSI3_ECOLI	1		1	1		INSI3_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSI4_ECOLI	1		1	1		INSI4_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSK_ECOLI	1		1	1		INSK_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
INSC1_ECOLI	1		1	1		INSC1_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSC2_ECOLI	1		1	1		INSC2_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSC3_ECOLI	1		1	1		INSC3_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSC4_ECOLI	1		1	1		INSC4_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSC5_ECOLI	1		1	1		INSC5_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSC6_ECOLI	1		1	1		INSC6_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSL1_ECOLI	1		1	1		INSL1_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSQ_ECOLI	1		1	1		INSQ_ECOLI	Null	A		"Insertion Sequence;Insertion Element ;Transposase"
INSB1_ECOLI	1		1	1		INSB1_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSB2_ECOLI	1		1	1		INSB2_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSB3_ECOLI	1		1	1		INSB3_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSB4_ECOLI	1		1	1		INSB4_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSB5_ECOLI	1		1	1		INSB5_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSB6_ECOLI	1		1	1		INSB6_ECOLI	Null	A		"Insertion Element ;Transposase"	
INSA1_ECOLI	1		1	1		INSA1_ECOLI	Null	A		Insertion Element 	
INSA2_ECOLI	1		1	1		INSA2_ECOLI	Null	A		Insertion Element 	
INSA3_ECOLI	1		1	1		INSA3_ECOLI	Null	A		Insertion Element 	
INSA4_ECOLI	1		1	1		INSA4_ECOLI	Null	A		Insertion Element 	
INSA5_ECOLI	1		1	1		INSA5_ECOLI	Null	A		Insertion Element 	
INSA6_ECOLI	1		1	1		INSA6_ECOLI	Null	A		Insertion Element 	
INSA7_ECOLI	1		1	1		INSA7_ECOLI	Null	A		Insertion Element 	

DICC_ECOLI						DICC_ECOLI	C6EJG8_ECOBD		 	A	Prophage Integrase (EcoGene) 
BORD_ECOLI						BORD_ECOLI	C6EKD4_ECOBD		 	I	Prophage Integrase (EcoGene) 
Null						Null	C6E9S7_ECOBD		 	A	Transposase
Null						Null	C6E9S8_ECOBD		 	A	Transposase
Null						Null	C6E9Y4_ECOBD		 	A	Transposase
Null						Null	C6EA45_ECOBD		 	A	Transposase
Null						Null	C6EA59_ECOBD		 	A	Transposase
Null						Null	C6EA70_ECOBD		 	A	Transposase
Null						Null	C6EA72_ECOBD		 	A	Transposase
Null						Null	C6EAD4_ECOBD		 	A	Transposase
Null						Null	C6EAK0_ECOBD		 	A	Transposase
Null						Null	C6EB38_ECOBD		 	A	Transposase
Null						Null	C6EB53_ECOBD		 	A	Transposase
Null						Null	C6EB92_ECOBD		 	A	Transposase
Null						Null	C6EB95_ECOBD		 	A	Transposase
Null						Null	C6EBN9_ECOBD		 	A	Transposase
Null						Null	C6EC71_ECOBD		 	A	Transposase
Null						Null	C6EC75_ECOBD		 	A	Transposase
Null						Null	C6EDB8_ECOBD		 	A	Transposase
Null						Null	C6EDC3_ECOBD		 	A	Transposase
Null						Null	C6EDT6_ECOBD		 	A	Transposase
Null						Null	C6EDT7_ECOBD		 	A	Transposase
Null						Null	C6EEC1_ECOBD		 	A	Transposase
Null						Null	C6EET1_ECOBD		 	A	Transposase
