K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)
GADW_ECOLI	C6EEG9
MDTF_ECOLI	C6EEH0
MDTE_ECOLI	C6EEH1
GADE_ECOLI	C6EEH3
HDEA_ECOLI	C6EEH5
HDEB_ECOLI	C6EEH6
YHID_ECOLI	C6EEH7
DCTR_ECOLI	C6EEH8
SLP_ECOLI	C6EEH9
ARSC_ECOLI	C6EEI1
GSHR_ECOLI	C6EEI5
YHIR_ECOLI	C6EEI6
OPDA_ECOLI	C6EEI7
YHIQ_ECOLI	C6EEI8
DTPB_ECOLI	C6EEI9
USPA_ECOLI	C6EEJ0
USPB_ECOLI	C6EEJ1
PITA_ECOLI	C6EEJ2
YHIN_ECOLI	C6EEJ3
YHIH_ECOLI	C6EEJ8
YDEP_ECOLI	C6EEL6
YDEO_ECOLI	C6EEL8
YDEM_ECOLI	C6EEM0
DCEB_ECOLI	C6EEM4
YDDW_ECOLI	C6EEM6
OSMC_ECOLI	C6EEN5
BDM_ECOLI	C6EEN6
MAO1_ECOLI	C6EEN8
FDNI_ECOLI	C6EEP1
YDDG_ECOLI	C6EEP4
NARU_ECOLI	C6EEP6
NARZ_ECOLI	C6EEP7
NARY_ECOLI	C6EEP8
NHOA_ECOLI	C6EEQ1
YDDH_ECOLI	C6EEQ2
YDCF_ECOLI	C6EEU9
HRPA_ECOLI	C6EEV0
YDBH_ECOLI	C6EEW3
LDHD_ECOLI	C6EEW4
NIFJ_ECOLI	C6EEW7
GLPF_ECOLI	C6EEX1
GLPK_ECOLI	C6EEX2
GLPX_ECOLI	C6EEX3
FENR_ECOLI	C6EEX4
USPD_ECOLI	C6EEX5
YIIS_ECOLI	C6EEX6
YIIR_ECOLI	C6EEX7
YIIQ_ECOLI	C6EEX8
TPIS_ECOLI	C6EEX9
CDH_ECOLI	C6EEY0
SUBI_ECOLI	C6EEY1
K6PF1_ECOLI	C6EEY2
FIEF_ECOLI	C6EEY3
CPXA_ECOLI	C6EEY6
YIIM_ECOLI	C6EEY7
SODM_ECOLI	C6EEY9
RHAS_ECOLI	C6EEZ2
RHAB_ECOLI	C6EEZ4
RHAA_ECOLI	C6EEZ5
RHAD_ECOLI	C6EEZ6
RHAM_ECOLI	C6EEZ7
FDHD_ECOLI	C6EF04
FDOH_ECOLI	C6EF06
FDOI_ECOLI	C6EF07
FDHE_ECOLI	C6EF08
DTD_ECOLI	C6EF14
YIHX_ECOLI	C6EF16
TYPA_ECOLI	C6EF30
GLNA_ECOLI	C6EF31
NTRB_ECOLI	C6EF32
NTRC_ECOLI	C6EF33
HEMN_ECOLI	C6EF35
ENGB_ECOLI	C6EF37
YIHG_ECOLI	C6EF40
RDOA_ECOLI	C6EF44
YIHD_ECOLI	C6EF45
MOBA_ECOLI	C6EF46
MOBB_ECOLI	C6EF47
HEMG_ECOLI	C6EF48
TRKH_ECOLI	C6EF49
YIGZ_ECOLI	C6EF50
PEPQ_ECOLI	C6EF51
FADB_ECOLI	C6EF52
FADA_ECOLI	C6EF53
FRE_ECOLI	C6EF54
UBID_ECOLI	C6EF55
RFAH_ECOLI	C6EF56
TATC_ECOLI	C6EF58
TATB_ECOLI	C6EF59
UBIB_ECOLI	C6EF61
YIGP_ECOLI	C6EF62
UBIE_ECOLI	C6EF63
RMUC_ECOLI	C6EF64
UDP_ECOLI	C6EF71
DLHH_ECOLI	C6EF72
METE_ECOLI	C6EF82
YIGL_ECOLI	C6EF85
PLDB_ECOLI	C6EF86
PA1_ECOLI	C6EF90
NIKE_ECOLI	C6EF94
NIKD_ECOLI	C6EF95
NIKB_ECOLI	C6EF97
NIKA_ECOLI	C6EF98
ACPT_ECOLI	C6EF99
YHHT_ECOLI	C6EFA0
DCRB_ECOLI	C6EFA2
YHHQ_ECOLI	C6EFA3
RSMD_ECOLI	C6EFA9
FTSY_ECOLI	C6EFB0
FTSE_ECOLI	C6EFB1
FTSX_ECOLI	C6EFB2
RP32_ECOLI	C6EFB3
LIVJ_ECOLI	C6EFB4
LIVK_ECOLI	C6EFB6
LIVG_ECOLI	C6EFB9
LIVF_ECOLI	C6EFC0
UGPB_ECOLI	C6EFC1
UGPA_ECOLI	C6EFC2
UGPE_ECOLI	C6EFC3
UGPC_ECOLI	C6EFC4
GGT_ECOLI	C6EFC7
YHHX_ECOLI	C6EFD4
YHHW_ECOLI	C6EFD5
GNTR_ECOLI	C6EFD7
GNTK_ECOLI	C6EFD8
DHAS_ECOLI	C6EFE1
GLGB_ECOLI	C6EFE2
GLGX_ECOLI	C6EFE3
GLGC_ECOLI	C6EFE4
GLGA_ECOLI	C6EFE5
PHSG_ECOLI	C6EFE6
GLPE_ECOLI	C6EFE9
GLPG_ECOLI	C6EFF0
GLPR_ECOLI	C6EFF1
RTCB_ECOLI	C6EFF3
PHSM_ECOLI	C6EFF7
MALQ_ECOLI	C6EFF8
NFUA_ECOLI	C6EFG0
BIOH_ECOLI	C6EFG2
FEOB_ECOLI	C6EFG5
YHGF_ECOLI	C6EFG7
GREB_ECOLI	C6EFG8
OMPR_ECOLI	C6EFG9
ENVZ_ECOLI	C6EFH0
PCKA_ECOLI	C6EFH1
YRFG_ECOLI	C6EFH6
IGAA_ECOLI	C6EFH7
NUDE_ECOLI	C6EFH9
PBPA_ECOLI	C6EFI0
YRFD_ECOLI	C6EFI1
YRFB_ECOLI	C6EFI3
HOFQ_ECOLI	C6EFI5
AROK_ECOLI	C6EFI6
AROB_ECOLI	C6EFI7
DMA_ECOLI	C6EFI9
RPE_ECOLI	C6EFJ0
GPH_ECOLI	C6EFJ1
SYW_ECOLI	C6EFJ2
CYSG_ECOLI	C6EFK8
NIRC_ECOLI	C6EFK9
NIRD_ECOLI	C6EFL0
NIRB_ECOLI	C6EFL1
TSGA_ECOLI	C6EFL2
USPF_ECOLI	C6EFL5
TTCA_ECOLI	C6EFN8
DBPA_ECOLI	C6EFN9
ZNTB_ECOLI	C6EFP1
YDAL_ECOLI	C6EFP3
USPE_ECOLI	C6EFP9
YNAJ_ECOLI	C6EFQ0
YNAI_ECOLI	C6EFQ1
AEEP_ECOLI	C6EFQ7
TYRR_ECOLI	C6EFQ9
YCJF_ECOLI	C6EFR0
YCJX_ECOLI	C6EFR1
PSPF_ECOLI	C6EFS9
SAPA_ECOLI	C6EFT8
SAPB_ECOLI	C6EFT9
SAPC_ECOLI	C6EFU0
SAPD_ECOLI	C6EFU1
SAPF_ECOLI	C6EFU2
FABI_ECOLI	C6EFU4
RNB_ECOLI	C6EFU6
GMR_ECOLI	C6EFU8
YCIT_ECOLI	C6EFV0
PYRF_ECOLI	C6EFV3
YCIM_ECOLI	C6EFV4
PGPB_ECOLI	C6EFV6
RIBA_ECOLI	C6EFV7
CYSB_ECOLI	C6EFW2
TOP1_ECOLI	C6EFW3
YCIN_ECOLI	C6EFW4
YCIK_ECOLI	C6EFW6
RLUB_ECOLI	C6EFW8
YCIO_ECOLI	C6EFX0
TRPH_ECOLI	C6EFX1
TRPE_ECOLI	C6EFX2
TRPG_ECOLI	C6EFX3
TRPB_ECOLI	C6EFX5
YCIA_ECOLI	C6EFY3
YCII_ECOLI	C6EFY5
KCH_ECOLI	C6EFY6
CLS_ECOLI	C6EFY7
YCIU_ECOLI	C6EFY8
OPPF_ECOLI	C6EFY9
OPPD_ECOLI	C6EFZ0
YIGI_ECOLI	C6EFZ2
RARD_ECOLI	C6EFZ3
CORA_ECOLI	C6EFZ7
UVRD_ECOLI	C6EG01
DAPF_ECOLI	C6EG05
CYAY_ECOLI	C6EG08
HEM3_ECOLI	C6EG10
HEM4_ECOLI	C6EG11
HEMY_ECOLI	C6EG13
ASLB_ECOLI	C6EG15
WECG_ECOLI	C6EG17
RFFA_ECOLI	C6EG21
RMLA2_ECOLI	C6EG23
RMLB2_ECOLI	C6EG24
WECC_ECOLI	C6EG25
WECB_ECOLI	C6EG26
WZZE_ECOLI	C6EG27
RHO_ECOLI	C6EG30
RHLB_ECOLI	C6EG33
REP_ECOLI	C6EG35
PPIC_ECOLI	C6EG36
ILVC_ECOLI	C6EG37
ILVY_ECOLI	C6EG38
THD1_ECOLI	C6EG39
ILVE_ECOLI	C6EG41
YIFB_ECOLI	C6EG44
YIFE_ECOLI	C6EG45
YIEP_ECOLI	C6EG47
HSRA_ECOLI	C6EG48
RBSK_ECOLI	C6EG50
RBSB_ECOLI	C6EG51
RBSA_ECOLI	C6EG53
KUP_ECOLI	C6EG56
VIAA_ECOLI	C6EG58
ASNA_ECOLI	C6EG59
ASNC_ECOLI	C6EG60
MIOC_ECOLI	C6EG61
ATP6_ECOLI	C6EG65
ATPG_ECOLI	C6EG70
ATPB_ECOLI	C6EG71
GLMU_ECOLI	C6EG73
PSTS_ECOLI	C6EG75
PSTA_ECOLI	C6EG77
PSTB_ECOLI	C6EG78
PHOU_ECOLI	C6EG79
PURP_ECOLI	C6EG89
YIEF_ECOLI	C6EG90
YIEE_ECOLI	C6EG91
MDTL_ECOLI	C6EG93
TNAA_ECOLI	C6EG95
MNME_ECOLI	C6EG97
OXAA_ECOLI	C6EG98
RNPA_ECOLI	C6EGA0
PABA_ECOLI	C6EGA3
ARGD_ECOLI	C6EGA4
YHFK_ECOLI	C6EGA5
CRP_ECOLI	C6EGA6
YHFA_ECOLI	C6EGA7
KPPR_ECOLI	C6EGA8
YHET_ECOLI	C6EGB0
YHES_ECOLI	C6EGB1
KEFG_ECOLI	C6EGB2
SLYD_ECOLI	C6EGB5
YHEO_ECOLI	C6EGB8
RS7_ECOLI	C6EGC3
EFG_ECOLI	C6EGC4
RS10_ECOLI	C6EGE5
RL3_ECOLI	C6EGE6
RL4_ECOLI	C6EGE7
RL2_ECOLI	C6EGE9
RS19_ECOLI	C6EGF0
RL22_ECOLI	C6EGF1
RL16_ECOLI	C6EGF3
RS17_ECOLI	C6EGF5
RL14_ECOLI	C6EGF6
RL24_ECOLI	C6EGF7
RS14_ECOLI	C6EGF9
RS8_ECOLI	C6EGG0
RL6_ECOLI	C6EGG1
RS5_ECOLI	C6EGG3
RL15_ECOLI	C6EGG5
SECY_ECOLI	C6EGG6
RS13_ECOLI	C6EGG8
RS11_ECOLI	C6EGG9
RS4_ECOLI	C6EGH0
RPOA_ECOLI	C6EGH1
RL17_ECOLI	C6EGH2
ZNTR_ECOLI	C6EGH4
RSMB_ECOLI	C6EGH8
FMT_ECOLI	C6EGH9
DEF_ECOLI	C6EGI0
SMG_ECOLI	C6EGI2
YRDD_ECOLI	C6EGI3
RIMN_ECOLI	C6EGI4
AROE_ECOLI	C6EGI5
YRDA_ECOLI	C6EGI7
YHDZ_ECOLI	C6EGI8
YHDY_ECOLI	C6EGI9
YHDX_ECOLI	C6EGJ0
ENVR_ECOLI	C6EGJ6
YHDJ_ECOLI	C6EGJ8
FIS_ECOLI	C6EGJ9
DUSB_ECOLI	C6EGK0
ACCC_ECOLI	C6EGK4
CSRD_ECOLI	C6EGK8
MREB_ECOLI	C6EGL0
MRED_ECOLI	C6EGL2
YHDE_ECOLI	C6EGL3
RNG_ECOLI	C6EGL4
TLDD_ECOLI	C6EGL6
AAER_ECOLI	C6EGL7
AAEX_ECOLI	C6EGL8
AAEA_ECOLI	C6EGL9
YHCO_ECOLI	C6EGM1
OPPA_ECOLI	C6EGM4
YCHE_ECOLI	C6EGM7
ADHE_ECOLI	C6EGM8
KITH_ECOLI	C6EGM9
HNS_ECOLI	C6EGN0
GALU_ECOLI	C6EGN1
HNR_ECOLI	C6EGN2
RSSA_ECOLI	C6EGN3
YECA_ECOLI	C6EGN4
PURU_ECOLI	C6EGN5
NARI_ECOLI	C6EGN6
NARJ_ECOLI	C6EGN7
NARH_ECOLI	C6EGN8
NARG_ECOLI	C6EGN9
NARX_ECOLI	C6EGP2
NARL_ECOLI	C6EGP3
YCHO_ECOLI	C6EGP4
YCHN_ECOLI	C6EGP5
CHAC_ECOLI	C6EGP6
KDSA_ECOLI	C6EGQ1
SIRB1_ECOLI	C6EGQ2
SIRB2_ECOLI	C6EGQ3
HEMK_ECOLI	C6EGQ4
RF1_ECOLI	C6EGQ5
HEM1_ECOLI	C6EGQ6
LOLB_ECOLI	C6EGQ7
ISPE_ECOLI	C6EGQ8
KPRS_ECOLI	C6EGQ9
ENGD_ECOLI	C6EGR3
YCGR_ECOLI	C6EGS3
EMTA_ECOLI	C6EGS4
LDCA_ECOLI	C6EGS5
ALR2_ECOLI	C6EGS7
DADA_ECOLI	C6EGS8
YCGB_ECOLI	C6EGS9
FADR_ECOLI	C6EGT0
UMUC_ECOLI	C6EGT3
YCGN_ECOLI	C6EGT5
YCGM_ECOLI	C6EGT6
YCGL_ECOLI	C6EGT7
YCGJ_ECOLI	C6EGT9
MINC_ECOLI	C6EGU0
MIND_ECOLI	C6EGU1
MINE_ECOLI	C6EGU2
IDH_ECOLI	C6EGV5
RLUE_ECOLI	C6EGV6
NUDJ_ECOLI	C6EGV7
MNMA_ECOLI	C6EGV8
HFLD_ECOLI	C6EGV9
PUR8_ECOLI	C6EGW0
PHOP_ECOLI	C6EGW1
PHOQ_ECOLI	C6EGW2
YCFD_ECOLI	C6EGW3
PEPT_ECOLI	C6EGW4
POTA_ECOLI	C6EGW5
POTB_ECOLI	C6EGW6
POTC_ECOLI	C6EGW7
POTD_ECOLI	C6EGW8
NPD_ECOLI	C6EGX1
LOLD_ECOLI	C6EGX5
MFD_ECOLI	C6EGX8
YCFS_ECOLI	C6EGX9
BHSA_ECOLI	C6EGY0
YCFQ_ECOLI	C6EGY1
DHNA_ECOLI	C6EGY3
YCFP_ECOLI	C6EGY4
NAGZ_ECOLI	C6EGY5
THIK_ECOLI	C6EGY6
YCFM_ECOLI	C6EGY7
YCFL_ECOLI	C6EGY8
HINT_ECOLI	C6EGY9
PTGCB_ECOLI	C6EGZ1
YCFH_ECOLI	C6EGZ2
ARGR_ECOLI	C6EGZ4
MDH_ECOLI	C6EGZ6
YHCM_ECOLI	C6EH00
RL13_ECOLI	C6EH01
RS9_ECOLI	C6EH02
SSPA_ECOLI	C6EH03
SSPB_ECOLI	C6EH04
NANR_ECOLI	C6EH06
NANA_ECOLI	C6EH07
GLTD_ECOLI	C6EH14
YHCC_ECOLI	C6EH16
ARCB_ECOLI	C6EH17
ELBB_ECOLI	C6EH18
MTGA_ECOLI	C6EH19
YRBL_ECOLI	C6EH20
PTSO_ECOLI	C6EH21
YHBJ_ECOLI	C6EH22
PTSN_ECOLI	C6EH23
RP5M_ECOLI	C6EH24
LPTB_ECOLI	C6EH26
LPTA_ECOLI	C6EH27
LPTC_ECOLI	C6EH28
KDSC_ECOLI	C6EH29
KDSD_ECOLI	C6EH30
MLAF_ECOLI	C6EH32
MLAE_ECOLI	C6EH33
MLAD_ECOLI	C6EH34
MLAC_ECOLI	C6EH35
YRBA_ECOLI	C6EH37
SFSB_ECOLI	C6EH39
ISPB_ECOLI	C6EH40
YHBE_ECOLI	C6EH43
DACB_ECOLI	C6EH45
GREA_ECOLI	C6EH46
RLME_ECOLI	C6EH48
DHPS_ECOLI	C6EH50
GLMM_ECOLI	C6EH51
SECG_ECOLI	C6EH52
YHBX_ECOLI	C6EH53
ASSY_ECOLI	C6EH54
RIMP_ECOLI	C6EH55
NUSA_ECOLI	C6EH56
RBFA_ECOLI	C6EH58
TRUB_ECOLI	C6EH59
RS15_ECOLI	C6EH60
PNP_ECOLI	C6EH61
NLPI_ECOLI	C6EH62
DEAD_ECOLI	C6EH63
MTR_ECOLI	C6EH64
YHBW_ECOLI	C6EH65
YHBV_ECOLI	C6EH66
YHBU_ECOLI	C6EH67
YHBT_ECOLI	C6EH68
YHBS_ECOLI	C6EH69
YHBQ_ECOLI	C6EH70
YHBP_ECOLI	C6EH71
YRAR_ECOLI	C6EH73
YRAQ_ECOLI	C6EH74
DIAA_ECOLI	C6EH76
YRAN_ECOLI	C6EH77
RSMI_ECOLI	C6EH79
PTPD_ECOLI	C6EH85
KBAY_ECOLI	C6EH88
AGAS_ECOLI	C6EH89
PTPB2_ECOLI	C6EH94
KBAZ_ECOLI	C6EH95
AGAR_ECOLI	C6EH96
GARD_ECOLI	C6EH98
GARL_ECOLI	C6EHA0
GARR_ECOLI	C6EHA1
GLXK2_ECOLI	C6EHA2
TDCA_ECOLI	C6EHA6
THD2_ECOLI	C6EHA7
TDCC_ECOLI	C6EHA8
TDCE_ECOLI	C6EHB0
TDCF_ECOLI	C6EHB1
KTHY_ECOLI	C6EHB6
YCEG_ECOLI	C6EHB7
PABC_ECOLI	C6EHB8
FABF_ECOLI	C6EHB9
FABD_ECOLI	C6EHC2
FABH_ECOLI	C6EHC3
YCEF_ECOLI	C6EHC7
RLUC_ECOLI	C6EHC8
FLGL_ECOLI	C6EHD0
FLGK_ECOLI	C6EHD1
FLGJ_ECOLI	C6EHD2
FLGH_ECOLI	C6EHD4
FLGG_ECOLI	C6EHD5
FLGF_ECOLI	C6EHD6
FLGC_ECOLI	C6EHD9
FLGB_ECOLI	C6EHE0
FLGN_ECOLI	C6EHE3
YCEH_ECOLI	C6EHE6
RIMJ_ECOLI	C6EHE7
GLRX2_ECOLI	C6EHE9
YCEB_ECOLI	C6EHF0
PYRC_ECOLI	C6EHF1
DINI_ECOLI	C6EHF2
BSSS_ECOLI	C6EHF3
MTOX_ECOLI	C6EHF4
YCEI_ECOLI	C6EHF7
YCEA_ECOLI	C6EHF8
HTRB_ECOLI	C6EHF9
MSYB_ECOLI	C6EHG1
OPGH_ECOLI	C6EHG3
OPGG_ECOLI	C6EHG4
OPGC_ECOLI	C6EHG5
YMDC_ECOLI	C6EHG6
YMDB_ECOLI	C6EHG7
CSGC_ECOLI	C6EHG9
CSGB_ECOLI	C6EHH1
CSGE_ECOLI	C6EHH3
CSGG_ECOLI	C6EHH5
YCDZ_ECOLI	C6EHH6
YCDY_ECOLI	C6EHH7
YCDX_ECOLI	C6EHH8
YCDB_ECOLI	C6EHI8
YCDO_ECOLI	C6EHI9
PUTA_ECOLI	C6EHJ3
RUTR_ECOLI	C6EHJ4
RUTA_ECOLI	C6EHJ5
RUTB_ECOLI	C6EHJ6
RUTC_ECOLI	C6EHJ7
RUTE_ECOLI	C6EHJ9
RUTF_ECOLI	C6EHK0
CBPA_ECOLI	C6EHK7
CBPM_ECOLI	C6EHK8
TORD_ECOLI	C6EHK9
TORA_ECOLI	C6EHL0
TORC_ECOLI	C6EHL1
TORR_ECOLI	C6EHL2
TORT_ECOLI	C6EHL3
TORS_ECOLI	C6EHL4
YCCM_ECOLI	C6EHL5
PPA_ECOLI	C6EHM7
APPB_ECOLI	C6EHM9
APPC_ECOLI	C6EHN0
HYAF_ECOLI	C6EHN1
HYAE_ECOLI	C6EHN2
CYBH_ECOLI	C6EHN4
YHAK_ECOLI	C6EHN6
YHAJ_ECOLI	C6EHN7
YHAH_ECOLI	C6EHN9
YQJK_ECOLI	C6EHP3
YQJC_ECOLI	C6EHP6
YQJA_ECOLI	C6EHP8
EXUR_ECOLI	C6EHQ0
UXAC_ECOLI	C6EHQ2
UXAA_ECOLI	C6EHQ3
YGJV_ECOLI	C6EHQ4
ALX_ECOLI	C6EHQ7
YGJR_ECOLI	C6EHQ9
YGJQ_ECOLI	C6EHR0
RLMG_ECOLI	C6EHR2
FADH_ECOLI	C6EHR5
YGJK_ECOLI	C6EHR6
YGJJ_ECOLI	C6EHR7
YGJI_ECOLI	C6EHR8
EBGC_ECOLI	C6EHR9
BGA2_ECOLI	C6EHS0
EBGR_ECOLI	C6EHS1
PAT_ECOLI	C6EHS3
AER_ECOLI	C6EHS4
YQJI_ECOLI	C6EHS5
YQJH_ECOLI	C6EHS6
RPOD_ECOLI	C6EHS8
PRIM_ECOLI	C6EHS9
GCP_ECOLI	C6EHT1
TTDB_ECOLI	C6EHT3
TTDA_ECOLI	C6EHT4
TTDR_ECOLI	C6EHT5
PLSY_ECOLI	C6EHT6
UPPP_ECOLI	C6EHT8
CCA_ECOLI	C6EHT9
YGIF_ECOLI	C6EHU1
GLNE_ECOLI	C6EHU2
HLDE_ECOLI	C6EHU3
RIBB_ECOLI	C6EHV2
YGID_ECOLI	C6EHV5
YGIC_ECOLI	C6EHV6
YGIB_ECOLI	C6EHV7
TOLC_ECOLI	C6EHV8
ADPP_ECOLI	C6EHV9
YQIB_ECOLI	C6EHW0
ICC_ECOLI	C6EHW1
YQIA_ECOLI	C6EHW2
PARE_ECOLI	C6EHW3
MDAB_ECOLI	C6EHW5
QSEC_ECOLI	C6EHW7
QSEB_ECOLI	C6EHW8
YGIW_ECOLI	C6EHW9
YGIV_ECOLI	C6EHX0
PARC_ECOLI	C6EHX4
PLSC_ECOLI	C6EHX6
SUFI_ECOLI	C6EHX7
YQHH_ECOLI	C6EHX9
YQHG_ECOLI	C6EHY0
DKGA_ECOLI	C6EHY2
YQHD_ECOLI	C6EHY3
YQHC_ECOLI	C6EHY4
METC_ECOLI	C6EHY6
EXBB_ECOLI	C6EHY7
EXBD_ECOLI	C6EHY8
YGHA_ECOLI	C6EHY9
YQHA_ECOLI	C6EHZ0
YGHW_ECOLI	C6EHZ3
HYBA_ECOLI	C6EHZ6
HYBB_ECOLI	C6EHZ7
MBHM_ECOLI	C6EHZ8
HYBD_ECOLI	C6EHZ9
HYBE_ECOLI	C6EI00
HYBF_ECOLI	C6EI01
YGHU_ECOLI	C6EI03
GSP_ECOLI	C6EI04
MBHS_ECOLI	C6EI10
YCCA_ECOLI	C6EI11
TUSE_ECOLI	C6EI12
RLMI_ECOLI	C6EI14
HSPQ_ECOLI	C6EI15
YCCU_ECOLI	C6EI16
YCCT_ECOLI	C6EI17
MGSA_ECOLI	C6EI18
HELD_ECOLI	C6EI19
YCCF_ECOLI	C6EI20
YCCS_ECOLI	C6EI21
SXY_ECOLI	C6EI22
YCBG_ECOLI	C6EI26
LONH_ECOLI	C6EI27
FABA_ECOLI	C6EI28
YMBA_ECOLI	C6EI30
PQIB_ECOLI	C6EI31
PQIA_ECOLI	C6EI32
RLML_ECOLI	C6EI34
YCBX_ECOLI	C6EI35
YCBW_ECOLI	C6EI36
PYRD_ECOLI	C6EI37
SSUE_ECOLI	C6EI45
SSUA_ECOLI	C6EI46
SSUD_ECOLI	C6EI47
AMPN_ECOLI	C6EI50
SYN_ECOLI	C6EI52
OMPF_ECOLI	C6EI53
AAT_ECOLI	C6EI54
YCBL_ECOLI	C6EI55
YCBK_ECOLI	C6EI56
YCBB_ECOLI	C6EI57
MUKB_ECOLI	C6EI58
MUKE_ECOLI	C6EI59
MUKF_ECOLI	C6EI60
SMTA_ECOLI	C6EI61
YCBJ_ECOLI	C6EI63
KDSB_ECOLI	C6EI64
MSBA_ECOLI	C6EI68
YCAL_ECOLI	C6EI73
SERC_ECOLI	C6EI75
YCAP_ECOLI	C6EI76
YCAO_ECOLI	C6EI77
FOCA_ECOLI	C6EI78
PFLA_ECOLI	C6EI80
YCAD_ECOLI	C6EI84
DMSB_ECOLI	C6EI87
SYS_ECOLI	C6EI89
RARA_ECOLI	C6EI90
LOLA_ECOLI	C6EI91
FTSK_ECOLI	C6EI92
LRP_ECOLI	C6EI93
TRXB_ECOLI	C6EI94
CYDD_ECOLI	C6EI95
CYDC_ECOLI	C6EI96
LFTR_ECOLI	C6EI97
CLPS_ECOLI	C6EIA0
MACA_ECOLI	C6EIA3
YBJX_ECOLI	C6EIA4
YBJD_ECOLI	C6EIA5
HCP_ECOLI	C6EIA8
HCR_ECOLI	C6EIA9
POXB_ECOLI	C6EIB0
LTAE_ECOLI	C6EIB1
YBJT_ECOLI	C6EIB2
AMID_ECOLI	C6EIB4
YBJQ_ECOLI	C6EIB5
ARTP_ECOLI	C6EIB7
ARTI_ECOLI	C6EIB8
ARTQ_ECOLI	C6EIB9
RUMB_ECOLI	C6EIC2
YBJO_ECOLI	C6EIC3
POTG_ECOLI	C6EIC6
POTF_ECOLI	C6EIC7
DCOR_ECOLI	C6EIE4
MLTC_ECOLI	C6EIE7
FETP_ECOLI	C6EIE8
MUTY_ECOLI	C6EIE9
TRMB_ECOLI	C6EIF0
YGGL_ECOLI	C6EIF1
YGGN_ECOLI	C6EIF3
ASPG2_ECOLI	C6EIF4
YGGM_ECOLI	C6EIF5
YGGW_ECOLI	C6EIF6
RDGB_ECOLI	C6EIF7
YGGS_ECOLI	C6EIG0
YGGR_ECOLI	C6EIG1
RUVX_ECOLI	C6EIG2
YQGE_ECOLI	C6EIG3
GSHB_ECOLI	C6EIG4
RSME_ECOLI	C6EIG5
SPRT_ECOLI	C6EIG7
METK_ECOLI	C6EIG9
SPEA_ECOLI	C6EIH1
SPEB_ECOLI	C6EIH2
TKT1_ECOLI	C6EIH4
YGGD_ECOLI	C6EII0
E4PD_ECOLI	C6EII2
PGK_ECOLI	C6EII3
ALF_ECOLI	C6EII4
YGGE_ECOLI	C6EII7
YGFI_ECOLI	C6EII8
ICIA_ECOLI	C6EIJ3
RPIA_ECOLI	C6EIJ5
SERA_ECOLI	C6EIJ6
YGFA_ECOLI	C6EIJ7
ZAPA_ECOLI	C6EIJ8
YGFB_ECOLI	C6EIJ9
AMPP_ECOLI	C6EIK0
UBIH_ECOLI	C6EIK1
VISC_ECOLI	C6EIK2
GCSH_ECOLI	C6EIK4
GCSP_ECOLI	C6EIK5
BGLA_ECOLI	C6EIK7
YQFA_ECOLI	C6EIK9
YGFZ_ECOLI	C6EIL0
YGFY_ECOLI	C6EIL1
YGFX_ECOLI	C6EIL2
FLAW_ECOLI	C6EIL3
DSBC_ECOLI	C6EIL5
RECJ_ECOLI	C6EIL6
SYK1_ECOLI	C6EIL8
IDI_ECOLI	C6EIL9
YGFU_ECOLI	C6EIM1
YGFT_ECOLI	C6EIM2
GUAD_ECOLI	C6EIM5
XANQ_ECOLI	C6EIM6
YGFM_ECOLI	C6EIM8
SSNA_ECOLI	C6EIM9
YGFJ_ECOLI	C6EIN1
YQEC_ECOLI	C6EIN2
YQEB_ECOLI	C6EIN3
PHYDA_ECOLI	C6EIN5
YGEY_ECOLI	C6EIN6
DPAL_ECOLI	C6EIN7
YGEW_ECOLI	C6EIN8
YGEV_ECOLI	C6EIN9
XDHB_ECOLI	C6EIP1
XDHA_ECOLI	C6EIP2
YQEG_ECOLI	C6EIP8
YQEF_ECOLI	C6EIP9
KDUI_ECOLI	C6EIQ0
YBJN_ECOLI	C6EIQ2
RIMK_ECOLI	C6EIQ3
GLRX1_ECOLI	C6EIQ6
YBJM_ECOLI	C6EIQ7
YBJL_ECOLI	C6EIQ8
YBJK_ECOLI	C6EIT7
YBJI_ECOLI	C6EIT9
YBJH_ECOLI	C6EIU0
MDFA_ECOLI	C6EIU1
YBJG_ECOLI	C6EIU2
DEOR_ECOLI	C6EIU3
DACC_ECOLI	C6EIU4
YLII_ECOLI	C6EIU6
RIMO_ECOLI	C6EIU8
YLIF_ECOLI	C6EIU9
GSID_ECOLI	C6EIV0
GSIB_ECOLI	C6EIV2
GSIA_ECOLI	C6EIV3
IAAA_ECOLI	C6EIV4
MOEA_ECOLI	C6EIV5
MOEB_ECOLI	C6EIV6
FSAA_ECOLI	C6EIV7
PFLE_ECOLI	C6EIV8
PFLF_ECOLI	C6EIV9
SUPH_ECOLI	C6EIW0
YBIT_ECOLI	C6EIW2
YBIS_ECOLI	C6EIW3
MNTR_ECOLI	C6EIW5
YBIP_ECOLI	C6EIW7
OMPX_ECOLI	C6EIW8
DPS_ECOLI	C6EIX0
GLNH_ECOLI	C6EIX1
GLNQ_ECOLI	C6EIX3
MCBA_ECOLI	C6EIX6
FIU_ECOLI	C6EIX7
YBIX_ECOLI	C6EIX8
YBIC_ECOLI	C6EIY1
YBIB_ECOLI	C6EIY2
DING_ECOLI	C6EIY3
RHLE_ECOLI	C6EIY5
YBHF_ECOLI	C6EIY8
YBHS_ECOLI	C6EIY9
