Total Length (aa)	
158	YFJG_ECOLI
158	YFJG_ECOLI
232	YPFH_ECOLI
232	YPFH_ECOLI
232	YPFH_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
387	YQHD_ECOLI
713	DCLZ_ECOLI
713	DCLZ_ECOLI
713	DCLZ_ECOLI
713	DCLZ_ECOLI
713	DCLZ_ECOLI
713	DCLZ_ECOLI
193	YQIA_ECOLI
118	YOEF_ECOLI
118	YOEF_ECOLI
141	ZNTR_ECOLI
373	YCFD_ECOLI
373	YCFD_ECOLI
193	DCD_ECOLI
193	DCD_ECOLI
236	YEEP_ECOLI
236	YEEP_ECOLI
236	YEEP_ECOLI
167	DPS_ECOLI
167	DPS_ECOLI
167	DPS_ECOLI
65	YACG_ECOLI
491	ILVC_ECOLI
491	ILVC_ECOLI
491	ILVC_ECOLI
414	FRSA_ECOLI
414	FRSA_ECOLI
414	FRSA_ECOLI
414	FRSA_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
548	ILVG_ECOLI
116	HYPA_ECOLI
177	RL6_ECOLI
177	RL6_ECOLI
177	RL6_ECOLI
85	RL27_ECOLI
271	YBJI_ECOLI
271	YBJI_ECOLI
271	YBJI_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
632	ARPB_ECOLI
549	TREF_ECOLI
549	TREF_ECOLI
549	TREF_ECOLI
321	FCL_ECOLI
321	FCL_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
1093	YPHG_ECOLI
194	PTH_ECOLI
194	PTH_ECOLI
523	LEU1_ECOLI
523	LEU1_ECOLI
523	LEU1_ECOLI
208	YFJJ_ECOLI
208	YFJJ_ECOLI
438	MURD_ECOLI
438	MURD_ECOLI
438	MURD_ECOLI
438	MURD_ECOLI
438	MURD_ECOLI
278	YDJI_ECOLI
278	YDJI_ECOLI
278	YDJI_ECOLI
278	YDJI_ECOLI
471	TNAA_ECOLI
471	TNAA_ECOLI
233	YFJR_ECOLI
233	YFJR_ECOLI
233	YFJR_ECOLI
233	YFJR_ECOLI
233	YFJR_ECOLI
285	YPDC_ECOLI
285	YPDC_ECOLI
285	YPDC_ECOLI
285	YPDC_ECOLI
322	ASTE_ECOLI
322	ASTE_ECOLI
322	ASTE_ECOLI
322	ASTE_ECOLI
322	ASTE_ECOLI
1295	PUR4_ECOLI
1295	PUR4_ECOLI
1295	PUR4_ECOLI
251	ULAR_ECOLI
251	ULAR_ECOLI
251	ULAR_ECOLI
251	ULAR_ECOLI
251	ULAR_ECOLI
294	YHDJ_ECOLI
136	RL16_ECOLI
136	RL16_ECOLI
160	YBIA_ECOLI
47	YOBF_ECOLI
339	E4PD_ECOLI
339	E4PD_ECOLI
339	E4PD_ECOLI
339	E4PD_ECOLI
339	E4PD_ECOLI
445	GLMM_ECOLI
445	GLMM_ECOLI
445	GLMM_ECOLI
445	GLMM_ECOLI
445	GLMM_ECOLI
439	GUAD_ECOLI
439	GUAD_ECOLI
439	GUAD_ECOLI
439	GUAD_ECOLI
388	SUCC_ECOLI
388	SUCC_ECOLI
388	SUCC_ECOLI
388	SUCC_ECOLI
388	SUCC_ECOLI
410	YDAM_ECOLI
410	YDAM_ECOLI
410	YDAM_ECOLI
197	RDGB_ECOLI
197	RDGB_ECOLI
216	ULAD_ECOLI
216	ULAD_ECOLI
90	YPJI_ECOLI
193	SODF_ECOLI
193	SODF_ECOLI
193	SODF_ECOLI
256	YQEC_ECOLI
256	YQEC_ECOLI
256	YQEC_ECOLI
256	YQEC_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
401	PAAJ_ECOLI
83	YCIN_ECOLI
303	TTDA_ECOLI
303	TTDA_ECOLI
303	TTDA_ECOLI
303	TTDA_ECOLI
255	YHJH_ECOLI
255	YHJH_ECOLI
255	YHJH_ECOLI
255	YHJH_ECOLI
104	RL24_ECOLI
104	RL24_ECOLI
236	YIHL_ECOLI
236	YIHL_ECOLI
247	UGPQ_ECOLI
247	UGPQ_ECOLI
324	YAJO_ECOLI
324	YAJO_ECOLI
71	YFGJ_ECOLI
240	NFSA_ECOLI
240	NFSA_ECOLI
301	RSSA_ECOLI
301	RSSA_ECOLI
301	RSSA_ECOLI
301	RSSA_ECOLI
203	YDAW_ECOLI
203	YDAW_ECOLI
203	YDAW_ECOLI
135	DICA_ECOLI
866	RECE_ECOLI
866	RECE_ECOLI
866	RECE_ECOLI
284	YHBJ_ECOLI
284	YHBJ_ECOLI
91	INSA1_ECOLI
254	YBFF_ECOLI
254	YBFF_ECOLI
254	YBFF_ECOLI
51	YDFA_ECOLI
427	AROA_ECOLI
427	AROA_ECOLI
427	AROA_ECOLI
427	AROA_ECOLI
427	AROA_ECOLI
427	AROA_ECOLI
380	CAIA_ECOLI
380	CAIA_ECOLI
380	CAIA_ECOLI
380	CAIA_ECOLI
185	PHNN_ECOLI
130	IRAD_ECOLI
130	IRAD_ECOLI
298	YGFI_ECOLI
298	YGFI_ECOLI
298	YGFI_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
681	DCP_ECOLI
515	YAHF_ECOLI
515	YAHF_ECOLI
515	YAHF_ECOLI
515	YAHF_ECOLI
515	YAHF_ECOLI
292	CORC_ECOLI
292	CORC_ECOLI
171	OGT_ECOLI
171	OGT_ECOLI
172	FABA_ECOLI
172	FABA_ECOLI
172	FABA_ECOLI
172	FABA_ECOLI
285	END4_ECOLI
140	PAAI_ECOLI
140	PAAI_ECOLI
192	YGFJ_ECOLI
192	YGFJ_ECOLI
192	YGFJ_ECOLI
192	YGFJ_ECOLI
231	NARW_ECOLI
231	NARW_ECOLI
310	YAHB_ECOLI
169	PUR6_ECOLI
169	PUR6_ECOLI
169	PUR6_ECOLI
175	BGLJ_ECOLI
175	BGLJ_ECOLI
283	HCHA_ECOLI
283	HCHA_ECOLI
283	HCHA_ECOLI
283	HCHA_ECOLI
636	YOAA_ECOLI
636	YOAA_ECOLI
636	YOAA_ECOLI
636	YOAA_ECOLI
326	YIHM_ECOLI
297	YFCH_ECOLI
297	YFCH_ECOLI
297	YFCH_ECOLI
297	YFCH_ECOLI
167	YJGM_ECOLI
167	YJGM_ECOLI
167	YJGM_ECOLI
279	HDFR_ECOLI
279	HDFR_ECOLI
279	HDFR_ECOLI
279	HDFR_ECOLI
279	HDFR_ECOLI
245	TRMN6_ECOLI
245	TRMN6_ECOLI
245	TRMN6_ECOLI
346	PHOL_ECOLI
346	PHOL_ECOLI
346	PHOL_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
702	RLML_ECOLI
158	RSD_ECOLI
158	RSD_ECOLI
857	CLPB_ECOLI
857	CLPB_ECOLI
857	CLPB_ECOLI
267	EUTT_ECOLI
267	EUTT_ECOLI
71	CNU_ECOLI
328	YEIR_ECOLI
328	YEIR_ECOLI
328	YEIR_ECOLI
328	YEIR_ECOLI
340	YHET_ECOLI
340	YHET_ECOLI
340	YHET_ECOLI
340	YHET_ECOLI
340	YHET_ECOLI
340	YHET_ECOLI
111	EUTS_ECOLI
230	YIEP_ECOLI
230	YIEP_ECOLI
292	ARAC_ECOLI
292	ARAC_ECOLI
292	ARAC_ECOLI
229	PHOB_ECOLI
265	YCFH_ECOLI
265	YCFH_ECOLI
74	YECF_ECOLI
586	YEJH_ECOLI
586	YEJH_ECOLI
586	YEJH_ECOLI
586	YEJH_ECOLI
586	YEJH_ECOLI
586	YEJH_ECOLI
107	YMDE_ECOLI
226	RNC_ECOLI
226	RNC_ECOLI
156	YEHS_ECOLI
156	YEHS_ECOLI
156	YEHS_ECOLI
178	YDCN_ECOLI
178	YDCN_ECOLI
284	YEAE_ECOLI
284	YEAE_ECOLI
284	YEAE_ECOLI
284	YEAE_ECOLI
189	UBIX_ECOLI
189	UBIX_ECOLI
189	UBIX_ECOLI
366	DPO3B_ECOLI
366	DPO3B_ECOLI
366	DPO3B_ECOLI
55	RL33_ECOLI
369	FRMA_ECOLI
369	FRMA_ECOLI
369	FRMA_ECOLI
117	YCJD_ECOLI
114	YGAC_ECOLI
243	YCGE_ECOLI
243	YCGE_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
309	ALSK_ECOLI
556	HSCC_ECOLI
556	HSCC_ECOLI
556	HSCC_ECOLI
556	HSCC_ECOLI
298	YDHF_ECOLI
298	YDHF_ECOLI
424	CLPX_ECOLI
424	CLPX_ECOLI
424	CLPX_ECOLI
321	YEGV_ECOLI
321	YEGV_ECOLI
321	YEGV_ECOLI
321	YEGV_ECOLI
244	FABG_ECOLI
244	FABG_ECOLI
244	FABG_ECOLI
244	FABG_ECOLI
244	FABG_ECOLI
203	HYCB_ECOLI
203	HYCB_ECOLI
191	TFAQ_ECOLI
209	ENTD_ECOLI
209	ENTD_ECOLI
209	ENTD_ECOLI
209	ENTD_ECOLI
105	YBEB_ECOLI
341	TDH_ECOLI
341	TDH_ECOLI
341	TDH_ECOLI
341	TDH_ECOLI
341	TDH_ECOLI
359	ALR1_ECOLI
359	ALR1_ECOLI
359	ALR1_ECOLI
485	PEPD_ECOLI
310	YFCB_ECOLI
310	YFCB_ECOLI
310	YFCB_ECOLI
120	YFDP_ECOLI
323	ISPB_ECOLI
323	ISPB_ECOLI
323	ISPB_ECOLI
475	YKGF_ECOLI
475	YKGF_ECOLI
475	YKGF_ECOLI
475	YKGF_ECOLI
475	YKGF_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
406	ASTC_ECOLI
330	DUSA_ECOLI
330	DUSA_ECOLI
330	DUSA_ECOLI
330	DUSA_ECOLI
95	RELE_ECOLI
405	ODO2_ECOLI
405	ODO2_ECOLI
405	ODO2_ECOLI
142	RL11_ECOLI
142	RL11_ECOLI
1486	MUKB_ECOLI
1486	MUKB_ECOLI
1486	MUKB_ECOLI
505	PUR1_ECOLI
505	PUR1_ECOLI
505	PUR1_ECOLI
429	PUR2_ECOLI
429	PUR2_ECOLI
429	PUR2_ECOLI
429	PUR2_ECOLI
429	PUR2_ECOLI
346	YGHZ_ECOLI
346	YGHZ_ECOLI
346	YGHZ_ECOLI
106	CLPS_ECOLI
106	CLPS_ECOLI
203	THGA_ECOLI
203	THGA_ECOLI
203	THGA_ECOLI
203	THGA_ECOLI
355	HIS7_ECOLI
296	HCAR_ECOLI
296	HCAR_ECOLI
296	HCAR_ECOLI
296	HCAR_ECOLI
296	HCAR_ECOLI
296	HCAR_ECOLI
349	CHEB_ECOLI
349	CHEB_ECOLI
349	CHEB_ECOLI
349	CHEB_ECOLI
230	RUTB_ECOLI
230	RUTB_ECOLI
230	RUTB_ECOLI
294	YEAD_ECOLI
294	YEAD_ECOLI
313	FLGJ_ECOLI
200	TFAE_ECOLI
200	TFAE_ECOLI
429	YDIS_ECOLI
429	YDIS_ECOLI
429	YDIS_ECOLI
429	YDIS_ECOLI
429	YDIS_ECOLI
429	YDIS_ECOLI
467	FUMC_ECOLI
467	FUMC_ECOLI
467	FUMC_ECOLI
467	FUMC_ECOLI
467	FUMC_ECOLI
454	RHLE_ECOLI
454	RHLE_ECOLI
149	RL9_ECOLI
714	SBM_ECOLI
714	SBM_ECOLI
714	SBM_ECOLI
714	SBM_ECOLI
714	SBM_ECOLI
201	YAHD_ECOLI
201	YAHD_ECOLI
286	RSMI_ECOLI
286	RSMI_ECOLI
286	RSMI_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
362	YBDH_ECOLI
218	INSD8_ECOLI
278	RHAS_ECOLI
118	YJBR_ECOLI
478	YDIU_ECOLI
478	YDIU_ECOLI
478	YDIU_ECOLI
444	YFHA_ECOLI
67	YDFZ_ECOLI
951	SYV_ECOLI
951	SYV_ECOLI
951	SYV_ECOLI
951	SYV_ECOLI
951	SYV_ECOLI
951	SYV_ECOLI
356	HIS8_ECOLI
356	HIS8_ECOLI
356	HIS8_ECOLI
176	MPRA_ECOLI
176	MPRA_ECOLI
225	BIOD_ECOLI
225	BIOD_ECOLI
225	BIOD_ECOLI
238	YIDP_ECOLI
238	YIDP_ECOLI
238	YIDP_ECOLI
238	YIDP_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
711	DCOR_ECOLI
192	GMHA_ECOLI
192	GMHA_ECOLI
136	YBCV_ECOLI
136	YBCV_ECOLI
215	GLRX2_ECOLI
215	GLRX2_ECOLI
155	RLMH_ECOLI
155	RLMH_ECOLI
704	EFG_ECOLI
704	EFG_ECOLI
704	EFG_ECOLI
704	EFG_ECOLI
704	EFG_ECOLI
704	EFG_ECOLI
232	MTNN_ECOLI
232	MTNN_ECOLI
232	MTNN_ECOLI
232	MTNN_ECOLI
169	YBGA_ECOLI
253	ENVY_ECOLI
253	ENVY_ECOLI
253	ENVY_ECOLI
253	ENVY_ECOLI
304	ACCD_ECOLI
304	ACCD_ECOLI
304	ACCD_ECOLI
304	ACCD_ECOLI
198	RSMD_ECOLI
198	RSMD_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
1517	GLTB_ECOLI
554	ASNB_ECOLI
554	ASNB_ECOLI
145	DTD_ECOLI
145	DTD_ECOLI
145	DTD_ECOLI
198	RNH2_ECOLI
198	RNH2_ECOLI
264	PANB_ECOLI
264	PANB_ECOLI
264	PANB_ECOLI
264	PANB_ECOLI
264	PANB_ECOLI
361	YBIC_ECOLI
361	YBIC_ECOLI
361	YBIC_ECOLI
361	YBIC_ECOLI
361	YBIC_ECOLI
361	YBIC_ECOLI
180	YRDD_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
582	FRVR_ECOLI
165	UBIC_ECOLI
165	UBIC_ECOLI
228	YDFH_ECOLI
129	YBAZ_ECOLI
129	YBAZ_ECOLI
291	LSRF_ECOLI
291	LSRF_ECOLI
291	LSRF_ECOLI
291	LSRF_ECOLI
292	PHP_ECOLI
292	PHP_ECOLI
200	FIMB_ECOLI
200	FIMB_ECOLI
200	FIMB_ECOLI
200	FIMB_ECOLI
411	INTR_ECOLI
411	INTR_ECOLI
411	INTR_ECOLI
411	INTR_ECOLI
350	YCEA_ECOLI
178	YBJK_ECOLI
178	YBJK_ECOLI
178	YBJK_ECOLI
385	YDEM_ECOLI
385	YDEM_ECOLI
385	YDEM_ECOLI
385	YDEM_ECOLI
385	YDEM_ECOLI
220	ENVR_ECOLI
157	YIBK_ECOLI
157	YIBK_ECOLI
109	YPJF_ECOLI
109	YPJF_ECOLI
213	URK_ECOLI
213	URK_ECOLI
213	URK_ECOLI
156	BCCP_ECOLI
156	BCCP_ECOLI
287	YKFA_ECOLI
287	YKFA_ECOLI
287	YKFA_ECOLI
90	YMGA_ECOLI
152	MGSA_ECOLI
152	MGSA_ECOLI
211	YRAR_ECOLI
211	YRAR_ECOLI
211	YRAR_ECOLI
211	YRAR_ECOLI
86	DINJ_ECOLI
264	YBAP_ECOLI
264	YBAP_ECOLI
264	YBAP_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
419	YLBE_ECOLI
179	RIML_ECOLI
197	TEHB_ECOLI
197	TEHB_ECOLI
293	RMLA2_ECOLI
293	RMLA2_ECOLI
293	RMLA2_ECOLI
185	PUUR_ECOLI
284	KDSA_ECOLI
284	KDSA_ECOLI
284	KDSA_ECOLI
284	KDSA_ECOLI
369	YCBX_ECOLI
369	YCBX_ECOLI
281	NHOA_ECOLI
486	UXUB_ECOLI
43	YQGB_ECOLI
434	ACEA_ECOLI
434	ACEA_ECOLI
434	ACEA_ECOLI
434	ACEA_ECOLI
434	ACEA_ECOLI
434	ACEA_ECOLI
141	YPEA_ECOLI
141	YPEA_ECOLI
343	HOLA_ECOLI
118	YDIL_ECOLI
351	DPO4_ECOLI
351	DPO4_ECOLI
351	DPO4_ECOLI
351	DPO4_ECOLI
274	DAPD_ECOLI
274	DAPD_ECOLI
274	DAPD_ECOLI
274	DAPD_ECOLI
551	SGRR_ECOLI
551	SGRR_ECOLI
413	YIHS_ECOLI
413	YIHS_ECOLI
413	YIHS_ECOLI
413	YIHS_ECOLI
413	YIHS_ECOLI
413	YIHS_ECOLI
196	MATA_ECOLI
196	MATA_ECOLI
211	END3_ECOLI
211	END3_ECOLI
211	END3_ECOLI
454	YGDH_ECOLI
454	YGDH_ECOLI
454	YGDH_ECOLI
454	YGDH_ECOLI
203	COBC_ECOLI
316	COAA_ECOLI
316	COAA_ECOLI
148	FUR_ECOLI
385	CDAR_ECOLI
385	CDAR_ECOLI
385	CDAR_ECOLI
213	PYRE_ECOLI
213	PYRE_ECOLI
213	PYRE_ECOLI
213	PYRE_ECOLI
213	PYRE_ECOLI
91	YCHS_ECOLI
337	HNR_ECOLI
337	HNR_ECOLI
337	HNR_ECOLI
337	HNR_ECOLI
337	HNR_ECOLI
158	GREA_ECOLI
111	YIBV_ECOLI
111	YIBV_ECOLI
348	RFAF_ECOLI
348	RFAF_ECOLI
348	RFAF_ECOLI
418	YDHQ_ECOLI
418	YDHQ_ECOLI
418	YDHQ_ECOLI
268	EX3_ECOLI
75	FEOA_ECOLI
195	BETI_ECOLI
195	BETI_ECOLI
195	BETI_ECOLI
126	PAND_ECOLI
356	PAAE_ECOLI
356	PAAE_ECOLI
356	PAAE_ECOLI
356	PAAE_ECOLI
356	PAAE_ECOLI
296	ARND_ECOLI
296	ARND_ECOLI
163	YGEG_ECOLI
163	YGEG_ECOLI
163	YGEG_ECOLI
644	YEAG_ECOLI
644	YEAG_ECOLI
644	YEAG_ECOLI
461	ATOC_ECOLI
461	ATOC_ECOLI
461	ATOC_ECOLI
70	RL31_ECOLI
279	WCAA_ECOLI
279	WCAA_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
564	OXC_ECOLI
457	HEMN_ECOLI
457	HEMN_ECOLI
457	HEMN_ECOLI
240	SDIA_ECOLI
240	SDIA_ECOLI
240	SDIA_ECOLI
240	SDIA_ECOLI
301	NHAR_ECOLI
301	NHAR_ECOLI
312	K1PF_ECOLI
312	K1PF_ECOLI
312	K1PF_ECOLI
312	K1PF_ECOLI
312	K1PF_ECOLI
405	YFBQ_ECOLI
405	YFBQ_ECOLI
405	YFBQ_ECOLI
405	YFBQ_ECOLI
338	INSH8_ECOLI
338	INSH8_ECOLI
338	INSH8_ECOLI
338	INSH8_ECOLI
338	INSH8_ECOLI
484	YGCU_ECOLI
484	YGCU_ECOLI
484	YGCU_ECOLI
352	CITC_ECOLI
352	CITC_ECOLI
352	CITC_ECOLI
352	CITC_ECOLI
352	CITC_ECOLI
231	ARAD_ECOLI
231	ARAD_ECOLI
231	ARAD_ECOLI
231	ARAD_ECOLI
109	YQCC_ECOLI
146	YAGN_ECOLI
146	YAGN_ECOLI
250	FNR_ECOLI
250	FNR_ECOLI
250	FNR_ECOLI
728	ARPA_ECOLI
728	ARPA_ECOLI
728	ARPA_ECOLI
728	ARPA_ECOLI
728	ARPA_ECOLI
422	FOLC_ECOLI
422	FOLC_ECOLI
422	FOLC_ECOLI
422	FOLC_ECOLI
422	FOLC_ECOLI
422	FOLC_ECOLI
139	RBSD_ECOLI
139	RBSD_ECOLI
139	RBSD_ECOLI
499	FEAB_ECOLI
499	FEAB_ECOLI
499	FEAB_ECOLI
499	FEAB_ECOLI
472	PUUA_ECOLI
472	PUUA_ECOLI
472	PUUA_ECOLI
472	PUUA_ECOLI
258	ARGB_ECOLI
258	ARGB_ECOLI
258	ARGB_ECOLI
258	ARGB_ECOLI
258	ARGB_ECOLI
198	SLMA_ECOLI
198	SLMA_ECOLI
198	SLMA_ECOLI
198	SLMA_ECOLI
293	TRPH_ECOLI
293	TRPH_ECOLI
293	TRPH_ECOLI
141	INSO1_ECOLI
609	RECQ_ECOLI
609	RECQ_ECOLI
609	RECQ_ECOLI
609	RECQ_ECOLI
797	PHSM_ECOLI
797	PHSM_ECOLI
797	PHSM_ECOLI
797	PHSM_ECOLI
797	PHSM_ECOLI
797	PHSM_ECOLI
69	YIBT_ECOLI
69	YIBT_ECOLI
81	NRDH_ECOLI
285	HTRL_ECOLI
285	HTRL_ECOLI
285	HTRL_ECOLI
285	HTRL_ECOLI
285	HTRL_ECOLI
285	HTRL_ECOLI
56	NINE_ECOLI
1148	MFD_ECOLI
1148	MFD_ECOLI
1148	MFD_ECOLI
84	YEIW_ECOLI
549	G6PI_ECOLI
549	G6PI_ECOLI
549	G6PI_ECOLI
549	G6PI_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
541	AIDB_ECOLI
310	KHSE_ECOLI
310	KHSE_ECOLI
310	KHSE_ECOLI
310	KHSE_ECOLI
456	GLMU_ECOLI
456	GLMU_ECOLI
456	GLMU_ECOLI
672	FADH_ECOLI
672	FADH_ECOLI
672	FADH_ECOLI
672	FADH_ECOLI
508	YBCK_ECOLI
508	YBCK_ECOLI
508	YBCK_ECOLI
508	YBCK_ECOLI
508	YBCK_ECOLI
508	YBCK_ECOLI
108	NIRD_ECOLI
108	NIRD_ECOLI
69	CSPC_ECOLI
375	YHCG_ECOLI
375	YHCG_ECOLI
375	YHCG_ECOLI
160	YGIV_ECOLI
876	SYA_ECOLI
876	SYA_ECOLI
876	SYA_ECOLI
876	SYA_ECOLI
876	SYA_ECOLI
295	CHO_ECOLI
295	CHO_ECOLI
504	NORR_ECOLI
504	NORR_ECOLI
383	INSI1_ECOLI
184	YCDY_ECOLI
184	YCDY_ECOLI
377	NORW_ECOLI
377	NORW_ECOLI
377	NORW_ECOLI
377	NORW_ECOLI
377	NORW_ECOLI
437	PAAK_ECOLI
437	PAAK_ECOLI
437	PAAK_ECOLI
164	PPIB_ECOLI
164	PPIB_ECOLI
164	PPIB_ECOLI
113	HYBF_ECOLI
113	HYBF_ECOLI
424	SYY_ECOLI
424	SYY_ECOLI
196	BTUR_ECOLI
196	BTUR_ECOLI
616	HSCA_ECOLI
616	HSCA_ECOLI
121	INSC1_ECOLI
121	INSC1_ECOLI
285	MENB_ECOLI
285	MENB_ECOLI
285	MENB_ECOLI
292	PFLC_ECOLI
292	PFLC_ECOLI
292	PFLC_ECOLI
116	YAGB_ECOLI
116	YAGB_ECOLI
116	YAGB_ECOLI
90	HYPC_ECOLI
269	P5CR_ECOLI
269	P5CR_ECOLI
269	P5CR_ECOLI
269	P5CR_ECOLI
269	P5CR_ECOLI
309	RBSK_ECOLI
309	RBSK_ECOLI
309	RBSK_ECOLI
309	RBSK_ECOLI
309	RBSK_ECOLI
338	INSH1_ECOLI
338	INSH1_ECOLI
338	INSH1_ECOLI
338	INSH1_ECOLI
338	INSH1_ECOLI
195	CBRC_ECOLI
196	HTGA_ECOLI
196	HTGA_ECOLI
63	YEBW_ECOLI
133	CRL_ECOLI
229	DGOR_ECOLI
299	YEGS_ECOLI
456	PUR8_ECOLI
456	PUR8_ECOLI
456	PUR8_ECOLI
167	INSB4_ECOLI
88	YNAE_ECOLI
270	HCAB_ECOLI
270	HCAB_ECOLI
270	HCAB_ECOLI
270	HCAB_ECOLI
466	STHA_ECOLI
466	STHA_ECOLI
466	STHA_ECOLI
466	STHA_ECOLI
466	STHA_ECOLI
299	YFAD_ECOLI
299	YFAD_ECOLI
299	YFAD_ECOLI
165	SSPB_ECOLI
165	SSPB_ECOLI
147	PHNB_ECOLI
147	PHNB_ECOLI
159	XDHC_ECOLI
159	XDHC_ECOLI
159	XDHC_ECOLI
159	XDHC_ECOLI
243	YAGJ_ECOLI
311	PYRB_ECOLI
311	PYRB_ECOLI
311	PYRB_ECOLI
426	PUUB_ECOLI
426	PUUB_ECOLI
426	PUUB_ECOLI
426	PUUB_ECOLI
426	PUUB_ECOLI
278	YGHX_ECOLI
278	YGHX_ECOLI
278	YGHX_ECOLI
482	THII_ECOLI
482	THII_ECOLI
121	INSC3_ECOLI
121	INSC3_ECOLI
281	THTM_ECOLI
281	THTM_ECOLI
281	THTM_ECOLI
335	NDPA_ECOLI
335	NDPA_ECOLI
262	YJHI_ECOLI
262	YJHI_ECOLI
262	YJHI_ECOLI
262	YJHI_ECOLI
446	GUDH_ECOLI
446	GUDH_ECOLI
446	GUDH_ECOLI
446	GUDH_ECOLI
205	YNCG_ECOLI
205	YNCG_ECOLI
205	YNCG_ECOLI
100	YHBQ_ECOLI
100	YHBQ_ECOLI
194	YBCY_ECOLI
194	YBCY_ECOLI
194	YBCY_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
574	ILVI_ECOLI
682	RHSE_ECOLI
682	RHSE_ECOLI
682	RHSE_ECOLI
254	PUUD_ECOLI
254	PUUD_ECOLI
254	PUUD_ECOLI
254	PUUD_ECOLI
164	LOMR_ECOLI
164	LOMR_ECOLI
164	LOMR_ECOLI
164	LOMR_ECOLI
283	YIJO_ECOLI
283	YIJO_ECOLI
283	YIJO_ECOLI
534	YDHS_ECOLI
534	YDHS_ECOLI
534	YDHS_ECOLI
534	YDHS_ECOLI
534	YDHS_ECOLI
183	BTUE_ECOLI
183	BTUE_ECOLI
653	YDCP_ECOLI
653	YDCP_ECOLI
653	YDCP_ECOLI
653	YDCP_ECOLI
653	YDCP_ECOLI
406	YBDN_ECOLI
406	YBDN_ECOLI
406	YBDN_ECOLI
237	YGGC_ECOLI
237	YGGC_ECOLI
237	YGGC_ECOLI
237	YGGC_ECOLI
215	FABR_ECOLI
215	FABR_ECOLI
215	FABR_ECOLI
215	FABR_ECOLI
338	YJHR_ECOLI
338	YJHR_ECOLI
309	ILVE_ECOLI
309	ILVE_ECOLI
309	ILVE_ECOLI
309	ILVE_ECOLI
309	ILVE_ECOLI
152	YFJX_ECOLI
152	YFJX_ECOLI
152	YFJX_ECOLI
489	RNG_ECOLI
489	RNG_ECOLI
489	RNG_ECOLI
489	RNG_ECOLI
220	FSAA_ECOLI
220	FSAA_ECOLI
220	FSAA_ECOLI
220	FSAA_ECOLI
220	FSAA_ECOLI
