Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Lopez_Campistrous2005	Spelbrink2005	Stenberg2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Muller2010	Pan2010	Price2010	Thein2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	Q9S4X5	P24182	P00350	P31119	P60560	P0AG44	P0A9P0	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P0A910	P00363	P00634	C1P619	P0ACV0	Q46798	A5A615	P00350	P00448	P0AFG8	P25714	P0A910	P00350	Accession
P0A6Y8	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	23	F1	DNAK_ECOLI	C6EB40_ECOBD			P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8		P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8			P0A6Y8	P0A6Y8			P0A6Y8	P0A6Y8	P0A6Y8	P0A6Y8			P0A6Y8				P0A6Y8	P0A6Y8	P0A6Y8
P0A6Z1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	A	HSCA_ECOLI	C6EKI1_ECOBD					P0A6Z1		P0A6Z1	P0A6Z1				P0A6Z1													P0A6Z1	P0A6Z1			P0A6Z1						P0A6Z1
P0A6Z3	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	18	F1	HTPG_ECOLI	C6EKZ1_ECOBD			P0A6Z3		P0A6Z3	P0A6Z3	P0A6Z3	P0A6Z3	P0A6Z3		P0A6Z3	P0A6Z3	P0A6Z3		P0A6Z3	P0A6Z3			P0A6Z3						P0A6Z3	P0A6Z3			P0A6Z3				P0A6Z3	P0A6Z3	P0A6Z3
P0A700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	HYPA_ECOLI	C6EJE2_ECOBD																																			
P0A703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	A	HYBF_ECOLI	C6EI01_ECOBD																														P0A703					P0A703
P0A715	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	13	A	KDSA_ECOLI	C6EGQ1_ECOBD			P0A715		P0A715	P0A715	P0A715	P0A715	P0A715			P0A715	P0A715			P0A715									P0A715	P0A715			P0A715						P0A715
P0A717	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	14	A	KPRS_ECOLI	C6EGQ9_ECOBD			P0A717		P0A717	P0A717	P0A717	P0A717	P0A717			P0A717			P0A717	P0A717									P0A717	P0A717			P0A717				P0A717		P0A717
P0A720	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	8	A	KTHY_ECOLI	C6EHB6_ECOBD							P0A720	P0A720				P0A720														P0A720			P0A720	P0A720				P0A720	P0A720
P0A722	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	A	LPXA_ECOLI	C6EAA4_ECOBD					P0A722		P0A722	P0A722				P0A722													P0A722	P0A722			P0A722						P0A722
P0A725	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	7	A	LPXC_ECOLI	C6EAV9_ECOBD							P0A725	P0A725																	P0A725	P0A725			P0A725				P0A725		P0A725
P0A729	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	7	A	YCEF_ECOLI	C6EHC7_ECOBD					P0A729		P0A729					P0A729													P0A729	P0A729			P0A729	P0A729					
P0A731	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	7	A	MGSA_ECOLI	C6EI18_ECOBD			P0A731						P0A731			P0A731														P0A731			P0A731	P0A731					P0A731
P0A734	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	11	F1	MINE_ECOLI	C6EGU2_ECOBD			P0A734		P0A734		P0A734		P0A734			P0A734			P0A734										P0A734	P0A734			P0A734	P0A734					P0A734
P0A738	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	9	A	MOAC_ECOLI	C6EIZ9_ECOBD			P0A738		P0A738		P0A738	P0A738				P0A738													P0A738	P0A738			P0A738						P0A738
P0A744	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	6	A	MSRA_ECOLI	C6ECC6_ECOBD					P0A744				P0A744			P0A744																	P0A744	P0A744					P0A744
P0A746	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	7	A	MSRB_ECOLI	C6EC51_ECOBD					P0A746		P0A746	P0A746																		P0A746			P0A746	P0A746					P0A746
P0A752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	A	NADD_ECOLI	C6EK54_ECOBD																													P0A752						
P0A754	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	F1	KEFF_ECOLI	C6EB07_ECOBD							P0A754	P0A754				P0A754																	P0A754						
P0A756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	F1	KEFG_ECOLI	C6EGB2_ECOBD																										P0A756			P0A756						P0A756
P0A759	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	9	B	NAGB_ECOLI	C6EJQ7_ECOBD			P0A759		P0A759		P0A759					P0A759			P0A759										P0A759	P0A759			P0A759						P0A759
P0A763	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	11	A	NDK_ECOLI	C6EKJ1_ECOBD					P0A763		P0A763	P0A763	P0A763			P0A763													P0A763	P0A763			P0A763	P0A763			P0A763		P0A763
P0A766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	RNFA_ECOLI	C6EDL9_ECOBD																																			P0A766
P0A769	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	B	MNTH_ECOLI	C6EL77_ECOBD								P0A769																	P0A769										
P0A772	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	A	NRDI_ECOLI	C6EJV1_ECOBD												P0A772																							P0A772
P0A776	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	4	A	RPPH_ECOLI	C6EJ39_ECOBD								P0A776																	P0A776				P0A776						P0A776
P0A784	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	8	A	ORN_ECOLI	C6ECW3_ECOBD					P0A784		P0A784		P0A784			P0A784														P0A784			P0A784	P0A784					P0A784
P0A786	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	12	A	PYRB_ECOLI	C6ECA3_ECOBD	P0A786		P0A786		P0A786	P0A786			P0A786			P0A786			P0A786	P0A786									P0A786	P0A786			P0A786						P0A786
P0A790	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	A	PAND_ECOLI	C6EAS6_ECOBD					P0A790										P0A790											P0A790									P0A790
P0A794	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	9	A	PDXJ_ECOLI	C6EK23_ECOBD					P0A794	P0A794	P0A794	P0A794				P0A794				P0A794										P0A794			P0A794						P0A794
P0A796	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	12	A	K6PF1_ECOLI	C6EEY2_ECOBD			P0A796	P0A796	P0A796		P0A796	P0A796	P0A796			P0A796			P0A796										P0A796	P0A796			P0A796						P0A796
P0A799	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	18	A	PGK_ECOLI	C6EII3_ECOBD			P0A799	P0A799	P0A799	P0A799	P0A799	P0A799	P0A799			P0A799	P0A799			P0A799							P0A799		P0A799	P0A799			P0A799		P0A799		P0A799	P0A799	P0A799
P0A7A5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	A	PIMT_ECOLI	C6EJC4_ECOBD							P0A7A5																			P0A7A5			P0A7A5	P0A7A5					P0A7A5
P0A7A9	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	12	A	IPYR_ECOLI	C6ECC2_ECOBD				P0A7A9	P0A7A9		P0A7A9	P0A7A9	P0A7A9			P0A7A9				P0A7A9									P0A7A9	P0A7A9			P0A7A9	P0A7A9					P0A7A9
P0A7B1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	12	F1	PPK_ECOLI	C6EKL0_ECOBD					P0A7B1		P0A7B1	P0A7B1				P0A7B1			P0A7B1	P0A7B1									P0A7B1	P0A7B1			P0A7B1				P0A7B1	P0A7B1	P0A7B1
P0A7B3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	F1	PPNK_ECOLI	C6EJX8_ECOBD								P0A7B3																					P0A7B3						P0A7B3
P0A7B5	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	9	A	PROB_ECOLI	C6EA43_ECOBD			P0A7B5		P0A7B5		P0A7B5								P0A7B5										P0A7B5	P0A7B5			P0A7B5				P0A7B5		P0A7B5
P0A7B8	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	12	A	HSLV_ECOLI	C6EE77_ECOBD					P0A7B8		P0A7B8	P0A7B8					P0A7B8			P0A7B8			P0A7B8				P0A7B8		P0A7B8	P0A7B8			P0A7B8	P0A7B8					P0A7B8
P0A7C2	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	12	A	LEXA_ECOLI	C6EDX7_ECOBD			P0A7C2		P0A7C2	P0A7C2	P0A7C2	P0A7C2	P0A7C2				P0A7C2						P0A7C2							P0A7C2			P0A7C2	P0A7C2					P0A7C2
P0A7C6	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	7	A	PEPE_ECOLI	C6EE03_ECOBD			P0A7C6		P0A7C6		P0A7C6	P0A7C6				P0A7C6														P0A7C6			P0A7C6						
P0A7D4	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	16	A	PURA_ECOLI	C6ECH2_ECOBD			P0A7D4	P0A7D4	P0A7D4	P0A7D4	P0A7D4	P0A7D4	P0A7D4				P0A7D4		P0A7D4	P0A7D4			P0A7D4						P0A7D4	P0A7D4			P0A7D4				P0A7D4		P0A7D4
P0A7D7	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	15	A	PUR7_ECOLI	C6EKN5_ECOBD				P0A7D7	P0A7D7	P0A7D7	P0A7D7	P0A7D7	P0A7D7			P0A7D7			P0A7D7	P0A7D7				P0A7D7					P0A7D7	P0A7D7			P0A7D7				P0A7D7		P0A7D7
P0A7E1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	17	F1	PYRD_ECOLI	C6EI37_ECOBD					P0A7E1	P0A7E1	P0A7E1	P0A7E1	P0A7E1			P0A7E1	P0A7E1	P0A7E1	P0A7E1					P0A7E1			P0A7E1		P0A7E1	P0A7E1			P0A7E1		P0A7E1		P0A7E1		P0A7E1
P0A7E3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	A	PYRE_ECOLI	C6EDE9_ECOBD							P0A7E3																						P0A7E3						P0A7E3
P0A7E5	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	15	B	PYRG_ECOLI	C6EJ92_ECOBD			P0A7E5	P0A7E5	P0A7E5	P0A7E5	P0A7E5		P0A7E5			P0A7E5			P0A7E5	P0A7E5							P0A7E5		P0A7E5	P0A7E5			P0A7E5				P0A7E5		P0A7E5
P0A7E9	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	11	A	PYRH_ECOLI	C6EAB4_ECOBD			P0A7E9				P0A7E9	P0A7E9	P0A7E9			P0A7E9													P0A7E9	P0A7E9			P0A7E9				P0A7E9	P0A7E9	P0A7E9
P0A7F3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	9	A	PYRI_ECOLI	C6ECA4_ECOBD					P0A7F3				P0A7F3			P0A7F3			P0A7F3	P0A7F3									P0A7F3	P0A7F3			P0A7F3						P0A7F3
P0A7F6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	5	A	SPED_ECOLI	C6EAT7_ECOBD							P0A7F6					P0A7F6														P0A7F6			P0A7F6						P0A7F6
P0A7F9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	6	A	QUEA_ECOLI	C6ELH9_ECOBD							P0A7F9					P0A7F9			P0A7F9											P0A7F9			P0A7F9						P0A7F9
P0A7G2	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	9	A	RBFA_ECOLI	C6EH58_ECOBD			P0A7G2		P0A7G2		P0A7G2	P0A7G2				P0A7G2														P0A7G2			P0A7G2	P0A7G2					P0A7G2
P0A7H0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	6	A	RECF_ECOLI	C6ECH9_ECOBD								P0A7H0				P0A7H0								P0A7H0									P0A7H0				P0A7H0		P0A7H0
P0A7H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	B	RECO_ECOLI	C6EK22_ECOBD																													P0A7H3						
P0A7H6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	A	RECR_ECOLI	C6EKZ2_ECOBD												P0A7H6														P0A7H6			P0A7H6						
P0A7I0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	5	A	RF1_ECOLI	C6EGQ5_ECOBD							P0A7I0	P0A7I0																		P0A7I0			P0A7I0						P0A7I0
P0A7I4	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	10	A	RF3_ECOLI	C6EBJ7_ECOBD			P0A7I4		P0A7I4		P0A7I4	P0A7I4	P0A7I4			P0A7I4													P0A7I4	P0A7I4			P0A7I4						P0A7I4
P0A7I7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	6	A	RIBA_ECOLI	C6EFV7_ECOBD							P0A7I7					P0A7I7														P0A7I7			P0A7I7	P0A7I7					P0A7I7
P0A7J0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	10	F1	RIBB_ECOLI	C6EHV2_ECOBD					P0A7J0		P0A7J0	P0A7J0	P0A7J0			P0A7J0				P0A7J0									P0A7J0	P0A7J0			P0A7J0						P0A7J0
P0A7J3	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	14	A	RL10_ECOLI	C6EE34_ECOBD			P0A7J3		P0A7J3		P0A7J3	P0A7J3	P0A7J3	P0A7J3		P0A7J3								P0A7J3					P0A7J3	P0A7J3			P0A7J3	P0A7J3			P0A7J3		P0A7J3
P0A7K6	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	10	A	RL19_ECOLI	C6EJY6_ECOBD					P0A7K6		P0A7K6	P0A7K6				P0A7K6													P0A7K6	P0A7K6			P0A7K6	P0A7K6			P0A7K6		P0A7K6
P0A7R5	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	13	A	RS10_ECOLI	C6EGE5_ECOBD					P0A7R5		P0A7R5	P0A7R5				P0A7R5	P0A7R5		P0A7R5				P0A7R5						P0A7R5	P0A7R5			P0A7R5	P0A7R5			P0A7R5		P0A7R5
P0A7R9	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	11	A	RS11_ECOLI	C6EGG9_ECOBD			P0A7R9		P0A7R9		P0A7R9	P0A7R9				P0A7R9													P0A7R9	P0A7R9			P0A7R9	P0A7R9			P0A7R9		P0A7R9
P0A7S9	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	12	A	RS13_ECOLI	C6EGG8_ECOBD			P0A7S9		P0A7S9		P0A7S9	P0A7S9				P0A7S9			P0A7S9										P0A7S9	P0A7S9			P0A7S9	P0A7S9			P0A7S9		P0A7S9
P0A7T3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	10	A	RS16_ECOLI	C6EJY3_ECOBD					P0A7T3		P0A7T3	P0A7T3							P0A7T3										P0A7T3	P0A7T3			P0A7T3	P0A7T3			P0A7T3		P0A7T3
P0A7U3	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	11	A	RS19_ECOLI	C6EGF0_ECOBD			P0A7U3		P0A7U3		P0A7U3	P0A7U3				P0A7U3													P0A7U3	P0A7U3			P0A7U3	P0A7U3			P0A7U3		P0A7U3
P0A7V0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	16	A	RS2_ECOLI	C6EAB6_ECOBD			P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0			P0A7V0	P0A7V0		P0A7V0					P0A7V0					P0A7V0	P0A7V0			P0A7V0				P0A7V0		P0A7V0
P0A7V8	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	13	A	RS4_ECOLI	C6EGH0_ECOBD					P0A7V8	P0A7V8	P0A7V8	P0A7V8				P0A7V8		P0A7V8	P0A7V8										P0A7V8	P0A7V8			P0A7V8	P0A7V8			P0A7V8		P0A7V8
P0A7W1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	12	A	RS5_ECOLI	C6EGG3_ECOBD			P0A7W1		P0A7W1	P0A7W1	P0A7W1	P0A7W1				P0A7W1													P0A7W1	P0A7W1			P0A7W1	P0A7W1			P0A7W1		P0A7W1
P0A7W7	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	10	A	RS8_ECOLI	C6EGG0_ECOBD			P0A7W7		P0A7W7		P0A7W7	P0A7W7																	P0A7W7	P0A7W7			P0A7W7	P0A7W7			P0A7W7		P0A7W7
P0A7X3	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	13	A	RS9_ECOLI	C6EH02_ECOBD			P0A7X3		P0A7X3		P0A7X3	P0A7X3				P0A7X3		P0A7X3	P0A7X3										P0A7X3	P0A7X3			P0A7X3	P0A7X3			P0A7X3		P0A7X3
P0A7X6	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	10	A	RIMM_ECOLI	C6EJY4_ECOBD			P0A7X6	P0A7X6	P0A7X6		P0A7X6		P0A7X6																	P0A7X6			P0A7X6	P0A7X6			P0A7X6		P0A7X6
P0A7Y0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	12	A	RNC_ECOLI	C6EK20_ECOBD					P0A7Y0	P0A7Y0	P0A7Y0	P0A7Y0	P0A7Y0			P0A7Y0													P0A7Y0	P0A7Y0			P0A7Y0				P0A7Y0	P0A7Y0	P0A7Y0
P0A7Y4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	A	RNH_ECOLI	C6EA76_ECOBD								P0A7Y4				P0A7Y4																	P0A7Y4						P0A7Y4
P0A7Y8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	A	RNPA_ECOLI	C6EGA0_ECOBD			P0A7Y8					P0A7Y8																					P0A7Y8						P0A7Y8
P0A7Z0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	10	A	RPIA_ECOLI	C6EIJ5_ECOBD			P0A7Z0		P0A7Z0	P0A7Z0	P0A7Z0		P0A7Z0							P0A7Z0										P0A7Z0			P0A7Z0	P0A7Z0					P0A7Z0
P0A7Z4	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	16	A	RPOA_ECOLI	C6EGH1_ECOBD			P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4			P0A7Z4	P0A7Z4		P0A7Z4	P0A7Z4									P0A7Z4	P0A7Z4			P0A7Z4				P0A7Z4		P0A7Z4
P0A805	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	11	A	RRF_ECOLI	C6EAB3_ECOBD			P0A805		P0A805	P0A805	P0A805	P0A805	P0A805			P0A805														P0A805			P0A805	P0A805					P0A805
P0A809	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	A	RUVA_ECOLI	C6EBW6_ECOBD			P0A809				P0A809	P0A809																					P0A809						P0A809
P0A812	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	11	A	RUVB_ECOLI	C6EBW7_ECOBD					P0A812			P0A812				P0A812	P0A812		P0A812				P0A812						P0A812	P0A812			P0A812					P0A812	P0A812
P0A817	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	14	A	METK_ECOLI	C6EIG9_ECOBD			P0A817		P0A817	P0A817	P0A817	P0A817	P0A817						P0A817	P0A817				P0A817					P0A817	P0A817			P0A817				P0A817		P0A817
P0A823	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5	A	SFSA_ECOLI	C6EAD8_ECOBD								P0A823				P0A823													P0A823				P0A823						P0A823
P0A825	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	14	A	GLYA_ECOLI	C6EKF6_ECOBD			P0A825	P0A825	P0A825	P0A825	P0A825		P0A825			P0A825			P0A825	P0A825									P0A825	P0A825			P0A825				P0A825		P0A825
P0A828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	SMG_ECOLI	C6EGI2_ECOBD																																			
P0A832	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	8	A	SSRP_ECOLI	C6EJX3_ECOBD					P0A832		P0A832	P0A832																	P0A832	P0A832			P0A832	P0A832					P0A832
P0A836	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	12	A	SUCC_ECOLI	C6EJL0_ECOBD			P0A836		P0A836	P0A836	P0A836					P0A836			P0A836	P0A836									P0A836	P0A836			P0A836				P0A836		P0A836
