Entry name (Uniprot)		TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	# Studies	OurStudy_Feb2011_Common	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011
LPTF_ECOLI	C6EC90_ECOBD	B	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0
NHAB_ECOLI	C6EGT1_ECOBD	B	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
NIKC_ECOLI	C6EF96_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUOJ_ECOLI	C6E9S2_ECOBD	B	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
NUOK_ECOLI	C6E9S3_ECOBD	B	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
OPPB_ECOLI	C6EGM3_ECOBD	B	12	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0
OPPC_ECOLI	C6EFZ1_ECOBD	B	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0
PERM_ECOLI	C6EKL8_ECOBD	B	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
POTI_ECOLI	C6EIC4_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIA_ECOLI	C6EFL3_ECOBD	G	6	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
PSIF_ECOLI	C6ELK3_ECOBD	G	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YADH_ECOLI	C6EAS9_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YADS_ECOLI	C6EAC7_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCHM_ECOLI	C6EGR0_ECOBD	B	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
YCJO_ECOLI	C6EFS1_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDCV_ECOLI	C6EES0_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TQSA_ECOLI	C6EDP7_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDIK_ECOLI	C6ECR8_ECOBD	B	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
YECS_ECOLI	C6EBE3_ECOBD	B	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0
YFBS_ECOLI	C6ELG1_ECOBD	B	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
RSEA_ECOLI	C6EK15_ECOBD	B	8	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SOHB_ECOLI	C6EFW5_ECOBD	B	13	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0
RHTB_ECOLI	C6EF87_ECOBD	B	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHTC_ECOLI	C6EF88_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SECE_ECOLI	C6EE38_ECOBD	B	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1
MLTF_ECOLI	C6EK32_ECOBD	F3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SSTT_ECOLI	C6EHQ5_ECOBD	B	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
XYLE_ECOLI	C6EDZ2_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHHJ_ECOLI	C6EEJ9_ECOBD	B	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PSTC_ECOLI	C6EG76_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBSC_ECOLI	C6EG52_ECOBD	B	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
XYLH_ECOLI	C6EEB1_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRKA_ECOLI	C6EGH7_ECOBD	F1	11	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
UBIA_ECOLI	C6EDY0_ECOBD	B	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
YICG_ECOLI	C6EDE4_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSCS_ECOLI	C6EII5_ECOBD	B	20	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1
MEPA_ECOLI	C6ELC5_ECOBD	G	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DEGP_ECOLI	C6EAC3_ECOBD	G	16	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0
UIDB_ECOLI	C6EDN1_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFTU1_ECOLI	C6EGC5_ECOBD	F1	24	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0
EFTU2_ECOLI	C6EE39_ECOBD	F1	17	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
RLPA_ECOLI	C6EK60_ECOBD	I	10	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0
FADL_ECOLI	C6ELB0_ECOBD	H	17	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1
NARK_ECOLI	C6EGP0_ECOBD	B	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
YIAB_ECOLI	C6EEB5_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAMX_ECOLI	C6EFI8_ECOBD	B	12	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1
ARGO_ECOLI	C6EII6_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLPD_ECOLI	C6EFE8_ECOBD	F1	19	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0
FECA_ECOLI	C6EC65_ECOBD	H	16	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1
SBCC_ECOLI	C6ELI7_ECOBD	B	6	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TREA_ECOLI	C6EGS0_ECOBD	G	14	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0
CHIA_ECOLI	C6EGC7_ECOBD	G	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NHAA_ECOLI	C6EB35_ECOBD	B	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PROV_ECOLI	C6EJU8_ECOBD	F1	10	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PROW_ECOLI	C6EJU7_ECOBD	B	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZRAS_ECOLI	C6EE15_ECOBD	B	7	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
FECB_ECOLI	C6EC66_ECOBD	G	6	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
FECD_ECOLI	C6EC68_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FECC_ECOLI	C6EC67_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FECE_ECOLI	C6EC69_ECOBD	F1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
FLIN_ECOLI	C6EBB9_ECOBD	F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLK_ECOLI	C6ELD2_ECOBD	B	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
PANF_ECOLI	C6EGK2_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HYCC_ECOLI	C6EJE5_ECOBD	B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHNE_ECOLI	C6ED20_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PHNP_ECOLI	C6ED31_ECOBD	G	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CYST_ECOLI	C6EL53_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHUE_ECOLI	C6EGZ0_ECOBD	H	7	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MREC_ECOLI	C6EGL1_ECOBD	B	10	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
CIRA_ECOLI	C6EAF8_ECOBD	H	14	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0
BETA_ECOLI	C6ELS0_ECOBD	F1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CYNX_ECOLI	C6ELN9_ECOBD	B	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YFAA_ECOLI	C6E9X1_ECOBD	G	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMSA_ECOLI	C6EI88_ECOBD	F2	10	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
DMSC_ECOLI	C6EI86_ECOBD	B	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTOCB_ECOLI	C6EDM6_ECOBD	B	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AGP_ECOLI	C6EHK5_ECOBD	G	14	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0
TOLA_ECOLI	C6EJJ8_ECOBD	B	8	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
PTFBC_ECOLI	C6EA31_ECOBD	B	11	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
YCIC_ECOLI	C6EFY1_ECOBD	B	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
YCAC_ECOLI	C6EI85_ECOBD	B	11	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
RNE_ECOLI	C6EHC9_ECOBD	F1	14	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
KDPD_ECOLI	C6EJN9_ECOBD	B	9	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
CYSQ_ECOLI	C6ECD0_ECOBD	F1	10	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FLIO_ECOLI	C6EBB8_ECOBD	B	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
LIVM_ECOLI	C6EFB8_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNAB_ECOLI	C6EG94_ECOBD	B	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MGLC_ECOLI	C6EAG4_ECOBD	B	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HYFB_ECOLI	C6EKM9_ECOBD	B	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FECR_ECOLI	C6EC64_ECOBD	B	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ECOT_ECOLI	C6E9Z0_ECOBD	G	9	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
YFEA_ECOLI	C6EL75_ECOBD	B	7	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
FEPD_ECOLI	C6EKA5_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEPG_ECOLI	C6EKA6_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADC_ECOLI	C6ECZ1_ECOBD	B	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARAJ_ECOLI	C6ELI8_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTS_ECOLI	C6EKA4_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRE_ECOLI	C6EGJ5_ECOBD	E	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRF_ECOLI	C6EGJ4_ECOBD	B	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FDNG_ECOLI	C6EEP3_ECOBD	F2	10	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0
PHEP_ECOLI	C6EKC5_ECOBD	B	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
FLID_ECOLI	C6EBD7_ECOBD	F4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTIBC_ECOLI	C6EJR6_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCCB_ECOLI	C6EHM8_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TEHA_ECOLI	C6EET4_ECOBD	B	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASLA_ECOLI	C6EG14_ECOBD	G	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPPA_ECOLI	C6EG34_ECOBD	B	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
END1_ECOLI	C6EIG6_ECOBD	G	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MDTG_ECOLI	C6EHG0_ECOBD	B	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YEIB_ECOLI	C6EAG1_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLIF_ECOLI	C6EBC7_ECOBD	B	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
YGGG_ECOLI	C6EIH3_ECOBD	I	9	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
YDBD_ECOLI	C6EEV6_ECOBD	G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEP4_ECOLI	C6EGD1_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGLH_ECOLI	C6EG83_ECOBD	H	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FEPE_ECOLI	C6EKA8_ECOBD	B	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RHAT_ECOLI	C6EEZ0_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFAL_ECOLI	C6EDG8_ECOBD	B	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YJGB_ECOLI	C6EC82_ECOBD	B	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ARGK_ECOLI	C6EIJ1_ECOBD	F1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPXK_ECOLI	C6EI67_ECOBD	B	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EMRA_ECOLI	C6EJU1_ECOBD	B	10	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
RODZ_ECOLI	C6EKJ3_ECOBD	B	11	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0
WZYE_ECOLI	C6EG18_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIFK_ECOLI	C6EG16_ECOBD	B	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
YIGF_ECOLI	C6EFZ4_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCR_ECOLI	C6EA15_ECOBD	B	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
DINF_ECOLI	C6EDX6_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSGA_ECOLI	C6EHH0_ECOBD	F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHHH_ECOLI	C6EF91_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBFC_ECOLI	C6EJN3_ECOBD	G	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTSN_ECOLI	C6EE76_ECOBD	B	9	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
LHR_ECOLI	C6ECV0_ECOBD	B	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
LEUD_ECOLI	C6EAY3_ECOBD	B	5	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
