Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK2628:JW5419:b2632	yfjP	predicted GTP-binding protein	 	2766366	2767229	Chromosome Escherichia coli W3110	
ECK2629:JW2614:b2633	yfjQ	hypothetical protein	 	2767321	2768142	Chromosome Escherichia coli W3110	
ECK2630:JW2615:b2634	yfjR	predicted DNA-binding transcriptional regulator	 	2768359	2769060	Chromosome Escherichia coli W3110	
ECK2631:JW5888:b2635	ypjK	predicted inner membrane protein	 	2769101	2769337	Chromosome Escherichia coli W3110	
ECK2632:JW5921:b2636	yfjS	lipoprotein, putative	 	2769337	2769780	Chromosome Escherichia coli W3110	
ECK2633:JW2618:b2637	yfjT	hypothetical protein	 	2769804	2770271	Chromosome Escherichia coli W3110	
ECK2637:JW5420:b2641	 	CP4-57 prophage region hypothetical protein	 	2771814	2771632	Chromosome Escherichia coli W3110	
ECK2638:JW2623:b2642	yfjW	predicted inner membrane protein	 	2771974	2773677	Chromosome Escherichia coli W3110	
ECK2639:JW2624:b2643	yfjX	predicted antirestriction protein	 	2774575	2775033	Chromosome Escherichia coli W3110	
ECK2641:JW5421:b4548	ypjJ	hypothetical protein	 	2775533	2775733	Chromosome Escherichia coli W3110	
ECK2642:JW2626:b2645	yfjZ	antitoxin of the YpjF-YfjZ toxin-antitoxin system	 	2775771	2776088	Chromosome Escherichia coli W3110	
ECK2645:JW5423:b2648	 	predicted invertase fragment	 	2781864	2781721	Chromosome Escherichia coli W3110	
ECK2646:JW2629:b2649	ypjB	hypothetical protein	 	2783085	2782294	Chromosome Escherichia coli W3110	
ECK2647:JW5424:b2650	ypjC	hypothetical protein	 	2783667	2783185	Chromosome Escherichia coli W3110	
ECK2649:JW5425:b2654	ygaQ	hypothetical protein	 	2785053	2785385	Chromosome Escherichia coli W3110	
ECK2650:JW2631:b4462	ygaR	hypothetical protein	 	2785404	2786090	Chromosome Escherichia coli W3110	
ECK2651:JW5426:b2657	 	conserved hypothetical protein	 	2786298	2786894	Chromosome Escherichia coli W3110	
ECK2652:JW2633:b2658	yqaD	conserved hypothetical protein	 	2787033	2787305	Chromosome Escherichia coli W3110	
ECK2675:JW5428:b2681	 	predicted transporter	 	2807268	2808149	Chromosome Escherichia coli W3110	
ECK2749:JW5438:b2754	ygbF	hypothetical protein	 	2877509	2877225	Chromosome Escherichia coli W3110	
ECK2750:JW2725:b2755	ygbT	conserved hypothetical protein	 	2878428	2877511	Chromosome Escherichia coli W3110	
ECK2751:JW2726:b2756	ygcH	hypothetical protein	 	2879043	2878444	Chromosome Escherichia coli W3110	
ECK2752:JW5844:b2757	ygcI	hypothetical protein	 	2879704	2879030	Chromosome Escherichia coli W3110	
ECK2753:JW2728:b2758	ygcJ	hypothetical protein	 	2880798	2879707	Chromosome Escherichia coli W3110	
ECK2754:JW2729:b2759	ygcK	hypothetical protein	 	2881293	2880811	Chromosome Escherichia coli W3110	
ECK2755:JW2730:b2760	ygcL	hypothetical protein	 	2882794	2881286	Chromosome Escherichia coli W3110	
ECK2756:JW2731:b2761	ygcB	conserved hypothetical protein, member of DEAD box family	 	2885875	2883209	Chromosome Escherichia coli W3110	
ECK2796:JW2772:b2801	fucP	L-fucose transporter	 	2932891	2934207	Chromosome Escherichia coli W3110	
ECK2845:JW2815:b2847	yqeI	predicted transcriptional regulator	 	2987158	2987967	Chromosome Escherichia coli W3110	
ECK2846:JW5455:b2848	yqeJ	hypothetical protein	 	2987960	2988442	Chromosome Escherichia coli W3110	
ECK2847:JW2817:b2849	yqeK	hypothetical protein	 	2989016	2988591	Chromosome Escherichia coli W3110	
ECK2848:JW2818:b2850	ygeF	hypothetical protein	 	2989210	2989656	Chromosome Escherichia coli W3110	
ECK2849:JW2819:b2851	ygeG	predicted chaperone	 	2989924	2990415	Chromosome Escherichia coli W3110	
ECK2850:JW2820:b2852	ygeH	predictedtranscriptional regulator	 	2990750	2992126	Chromosome Escherichia coli W3110	
ECK2851:JW5456:b2853	ygeI	hypothetical protein	 	2992294	2992512	Chromosome Escherichia coli W3110	
ECK2852:JW5457:b2854	 	predicted peptidoglycan-binding enzyme	 	2992697	2993071	Chromosome Escherichia coli W3110	
ECK2854:JW2824:b2856	ygeL	hypothetical protein	 	2993748	2993593	Chromosome Escherichia coli W3110	
ECK2855:JW5459:b2857	ygeM	hypothetical protein	 	2994401	2993970	Chromosome Escherichia coli W3110	
ECK2856:JW5460:b2858	 	hypothetical protein	 	2994676	2994404	Chromosome Escherichia coli W3110	
ECK2857:JW5846:b2859	ygeO	hypothetical protein	 	2995043	2994618	Chromosome Escherichia coli W3110	
ECK0358:JW2826:b2860	insD	IS2 insertion element transposase InsAB	 	2995933	2995028	Chromosome Escherichia coli W3110	
ECK0357:JW2829:b2861	insC	IS2 insertion element repressor InsA	 	2996301	2995891	Chromosome Escherichia coli W3110	
ECK2858:JW2831:b2862	ygeP	hypothetical protein	 	2996644	2996345	Chromosome Escherichia coli W3110	
ECK2934:JW2906:b2939	yqgB	hypothetical protein	 	3084722	3084576	Chromosome Escherichia coli W3110	
ECK2935:JW2907:b2940	yqgC	hypothetical protein	 	3084843	3085058	Chromosome Escherichia coli W3110	
ECK2964:JW5924:b2969	 	predicted secretion pathway protein, L-type protein	 	3110644	3109784	Chromosome Escherichia coli W3110	
ECK2993:JW5926:b2999	 	predicted hydrolase	 	3145922	3145512	Chromosome Escherichia coli W3110	
ECK2994:JW5496:b3000	 	predicted dienlactone hydrolase	 	3146275	3145922	Chromosome Escherichia coli W3110	
ECK3027:JW5889:b3036	ygiA	hypothetical protein	 	3178252	3178512	Chromosome Escherichia coli W3110	
ECK0357:JW3012:b3044	insC	IS2 insertion element repressor InsA	 	3184798	3185208	Chromosome Escherichia coli W3110	
ECK0358:JW3013:b3045	insD	IS2 insertion element transposase InsAB	 	3185166	3186071	Chromosome Escherichia coli W3110	
ECK3118:JW3099:b3130	yhaV	conserved hypothetical protein	 	3277192	3277656	Chromosome Escherichia coli W3110	
ECK3122:JW3103:b3134	 	N-acetylgalactosamine-specific enzyme IIC component of PTS, fragment     gene            3280977..3281480 /gene=agaA	 	3280556	3280957	Chromosome Escherichia coli W3110	
ECK3204:JW3181:b3214	gltF	periplasmic protein	 	3361031	3361795	Chromosome Escherichia coli W3110	
ECK3207:JW3184:b3217	 	hypothetical protein, N-ter fragment	 	3365040	3365519	Chromosome Escherichia coli W3110	
ECK3207:JW3184+JW3187:b45	 	hypothetical protein	 	3365040	3366784	Chromosome Escherichia coli W3110	
ECK3207:JW3187:b4549	 	ECK3207:JW3187:b4549	 	3366536	3366784	Chromosome Escherichia coli W3110	
ECK3208:JW3188:b3219	yhcF	predicted transcriptional regulator	 	3366781	3367497	Chromosome Escherichia coli W3110	
ECK3852:JW3832:b3860	dsbA	periplasmic protein disulfide isomerase I	 	3593263	3592637	Chromosome Escherichia coli W3110	
ECK3812:JW5590:b3818	yigG	predicted inner membrane protein	 	3633488	3633868	Chromosome Escherichia coli W3110	
ECK3802:JW3780:b3808	yzcX	hypothetical protein	 	3642831	3642346	Chromosome Escherichia coli W3110	
ECK3769:JW3750:b3777	 	conserved hypothetical protein	 	3676221	3676439	Chromosome Escherichia coli W3110	
ECK3768:JW3749:b3776	yifO	conserved hypothetical protein	 	3676394	3676669	Chromosome Escherichia coli W3110	
ECK3760:JW3741:b3768	 	ECK3760:JW3741:b3768	 	3685058	3684477	Chromosome Escherichia coli W3110	
ECK3760:JW3740:b3767	 	acetolactate synthase II, large subunit, N-ter fragment	 	3686121	3685138	Chromosome Escherichia coli W3110	
ECK3759:JW3739:b3766	ilvL	ilv operon leader peptide	 	3686359	3686261	Chromosome Escherichia coli W3110	
ECK3742:JW5857:b3748	rbsD	predicted cytoplasmic sugar-binding protein	 	3703330	3702911	Chromosome Escherichia coli W3110	
ECK3735:JWS0001:b4489	 	origin of replication	 	3710937	3710706	Chromosome Escherichia coli W3110	
ECK0358:JW5933:unique	insD	IS2 element protein	 	3743867	3742944	Chromosome Escherichia coli W3110	
ECK0357:JW5934:unique	insC	IS2 element protein	 	3744172	3743807	Chromosome Escherichia coli W3110	
ECK3673:JW3658:b3681	 	ECK3673:JW3658:b3681	 	3778428	3779066	Chromosome Escherichia coli W3110	
ECK3672:JW5937:b4556	 	ECK3672:JW5937:b4556	 	3779066	3779242	Chromosome Escherichia coli W3110	
ECK3663:JW3647:b3672	ivbL	ilvB operon leader peptide	 	3787427	3787525	Chromosome Escherichia coli W3110	
ECK3633:JW3618:b3643	 	ribonuclease PH	 	3823866	3824552	Chromosome Escherichia coli W3110	
ECK3619:JW3604:b3629	rfaS	lipopolysaccharide core biosynthesis protein	 	3835299	3836234	Chromosome Escherichia coli W3110	
ECK3618:JW3603:b3628	rfaB	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase	 	3836248	3837357	Chromosome Escherichia coli W3110	
ECK3614:JW3599:b3624	rfaZ	lipopolysaccharide core biosynthesis protein	 	3840219	3841070	Chromosome Escherichia coli W3110	
ECK3613:JW3598:b3623	rfaK	lipopolysaccharide core biosynthesis	 	3841103	3842176	Chromosome Escherichia coli W3110	
ECK3608:JW5644:b3618	htrL	hypothetical protein	 	3846732	3847589	Chromosome Escherichia coli W3110	
ECK3519:JW5941:b3534	 	cell division protein chromosome partitioning ATPase	 	3944454	3945182	Chromosome Escherichia coli W3110	
ECK3474:JW5674:b3489	 	hypothetical protein	 	4007171	4007563	Chromosome Escherichia coli W3110	
ECK3468:JW5678:b4552	 	hypothetical protein fragment	 	4016528	4016283	Chromosome Escherichia coli W3110	
ECK3405:JW3381:b3418	malT	DNA-binding transcriptional activator, maltotriose-ATP-binding	 	4087331	4084626	Chromosome Escherichia coli W3110	
ECK3363:JW3339:b3376	yhfS	conserved hypothetical protein	 	4134396	4135481	Chromosome Escherichia coli W3110	
ECK4003:JW3971:b4011	yjaA	conserved hypothetical protein	 	4216824	4217207	Chromosome Escherichia coli W3110	
ECK4009:JW3977:b4017	arpA	regulator of acetyl CoA synthetase	 	4226077	4223891	Chromosome Escherichia coli W3110	
ECK4018:JW3986:b4026	yjbE	hypothetical protein	 	4239496	4239738	Chromosome Escherichia coli W3110	
ECK4059:JW4027:b4066	yjcF	conserved hypothetical protein	 	4286665	4285373	Chromosome Escherichia coli W3110	
ECK4096:JW4064:b4103	 	phosphonate/organophosphate ester transporter	 	4327959	4327121	Chromosome Escherichia coli W3110	
ECK4142:JW5737:b4410	ecnA	entericidin A membrane lipoprotein, antidote entericidin B	 	4380997	4381122	Chromosome Escherichia coli W3110	
ECK4153:JW4118:b4157	yjeN	hypothetical protein	 	4390073	4390387	Chromosome Escherichia coli W3110	
ECK4154:JW4119:b4158	yjeO	conserved inner membrane protein	 	4390384	4390698	Chromosome Escherichia coli W3110	
ECK4211:JW5748:b4215	ytfI	hypothetical protein	 	4442387	4443325	Chromosome Escherichia coli W3110	
ECK4219:JW4182:b4223	yzfA	hypothetical protein	 	4452925	4452656	Chromosome Escherichia coli W3110	
ECK4231:JW4195:b4236	 	cytochrome b562, truncated	 	4464233	4464535	Chromosome Escherichia coli W3110	
ECK4241:JW4205:b4246	pyrL	pyrBI operon leader peptide	 	4477213	4477079	Chromosome Escherichia coli W3110	
ECK0357:JW4229:b4272	insC	IS2 insertion element repressor InsA	 	4502907	4503317	Chromosome Escherichia coli W3110	
ECK0358:JW4230:b4273	insD	IS2 insertion element transposase InsAB	 	4503275	4504180	Chromosome Escherichia coli W3110	
ECK4265:JW4233:b4274	yjgW	hypothetical protein	 	4504279	4504614	Chromosome Escherichia coli W3110	
ECK4266:JW5763:b4560	 	KpLE2 phage-like element hypothetical protein, C-ter fragment	 	4504599	4504357	Chromosome Escherichia coli W3110	
ECK4266:JW5764+JW4234+JW5	 	KpLE2 phage-like element hypothetical protein	 	4505471	4504357	Chromosome Escherichia coli W3110	
ECK4266:JW4234:b4275	 	KpLE2 phage-like element  hypothetical protein, middle fragment	 	4505169	4504723	Chromosome Escherichia coli W3110	
ECK4266:JW5764:b4276	 	KpLE2 phage-like element hypothetical protein, N-ter fragment	 	4505471	4505112	Chromosome Escherichia coli W3110	
ECK4267:JW4236:b4277	yjgZ	hypothetical protein	 	4505940	4506269	Chromosome Escherichia coli W3110	
ECK4271:JW5770:b4281	 	KpLE2 phage-like element  hypothetical protein	 	4511536	4511306	Chromosome Escherichia coli W3110	
ECK4272:JW4242:b4282	 	KpLE2 phage-like element predicted membrane protein	 	4511541	4511789	Chromosome Escherichia coli W3110	
ECK4273:JW5772:b4561	 	KpLE2 phage-like element predicted transposase fragment	 	4513622	4513254	Chromosome Escherichia coli W3110	
ECK4274:JW4245:b4285	 	ECK4274:JW4245:b4285	 	4513638	4514234	Chromosome Escherichia coli W3110	
ECK4275:JW5773:b4562	 	KpLE2 phage-like element predicted transposase fragment	 	4514231	4514473	Chromosome Escherichia coli W3110	
ECK0022:JW4255:b4563	 	IS1 transposase InsAB, N-ter fragment	 	4523401	4523694	Chromosome Escherichia coli W3110	
ECK0022:JW4256:b4564	 	IS1 transposase InsAB, C-ter fragment	 	4523695	4523904	Chromosome Escherichia coli W3110	
ECK4284:JW5952:b4295	yjhU	predicted DNA-binding transcriptional regulator	 	4525004	4524018	Chromosome Escherichia coli W3110	
ECK4286:JW4259:b4297	yjhG	predicted dehydratase	 	4528774	4526807	Chromosome Escherichia coli W3110	
ECK4299:JW4271:b4308	yjhR	predicted frameshift suppressor	 	4539695	4540711	Chromosome Escherichia coli W3110	
ECK4329:JW5953:b4338	 	predicted transposase	 	4573678	4573989	Chromosome Escherichia coli W3110	
ECK4332:JW4304:b4341	yjiS	conserved hypothetical protein	 	4576431	4576595	Chromosome Escherichia coli W3110	
ECK4333:JW5787:b4342	yjiT	conserved hypothetical protein	 	4577094	4578611	Chromosome Escherichia coli W3110	
ECK4334:JW5954:b4486	 	conserved hypothetical protein	 	4578815	4581535	Chromosome Escherichia coli W3110	
ECK4338:JW4311:b4348	hsdS	specificity determinant for hsdM and hsdR	 	4586142	4584748	Chromosome Escherichia coli W3110	
ECK4347:JW5792:b4357	yjjM	predicted DNA-binding transcriptional regulator	 	4600531	4599617	Chromosome Escherichia coli W3110	
ECK4368:JW5891:b4568	ytjA	hypothetical protein	 	4616790	4616969	Chromosome Escherichia coli W3110	
ECK4377:JW4348:b4385	yjjJ	predicted DNA-binding transcriptional regulator	 	4626449	4627780	Chromosome Escherichia coli W3110	
