16128788	ybiT	b0820	530	945440	1787041	0,562062602	161	46,35	0,98	9,2	2	230,21				1,84	1,04	1,443147653
16128789	ybiU	b0821	421	945439	1787042	0,40436982	101	30,58								0,65	0,45	0,550065324
16128790	b0822	b0822	271	945432	1787043	0,440263304	73	20,03									0,85	
16128791	ybiW	b0823	810	945444	1787044	0,551565482	212	54,42									0,39	
16128792	ybiY	b0824	308	945445	1787045	0,422122668	80	21,31										
16128793	mipB					0,447039654									0,74	0,50	0,43	0,555488801
16128794	moeB	b0826	249	945452	1787048	0,452616424	57	11,52					831,00	0,026				
16128795	moeA	b0827	411	945454	1787049	0,45779244	86	17,93	0,95	22,9	1	288,44			2,47		0,96	1,718300595
16128796	ybiK	b0828	321	945456	1787050	0,393925865	69	20,63								1,71	1,54	1,623854482
16128797	b0829	b0829	612	945457	1787051	0,375120947	181	62,34									2,22	
16128798	b0830	b0830	512	945459	1787052	0,445347651	132	36,27	0,69	8,4	2	207,13					1,31	
16128799	b0831	b0831	306	945460	1787053	0,364644351	53	12,98									0,99	
16128800	b0832	b0832	303	945461	1787054	0,371822838	59	14,89									0,55	
16128801	b0833	b0833	782	945462	1787055	0,365737931	248	62,06	0,99	15,9	4	347,37					0,22	
16128802	b0834	b0834	442	945463	1787056	0,379394681	138	33,16									0,31	
16128803	yliG	b0835	441	945465	1787057	0,564468231	133	31,88										
16128804	b0836	b0836	127	945466	1787059	0,334193036	41	8,85										
16128805	yliI	b0837	371	945467	1787060	0,402135777	112	34,35									1,32	
16128806	yliJ					0,395461506										2,76	2,06	2,41207429
16128807	dacC	b0839	400	945455	1787062	0,46869513	107	33,21							3,41	1,12	2,17	2,234326667
16128808	deoR	b0840	252	945453	1787063	0,424227672	77	16,3							1,70	1,03	0,63	1,122293455
16128809	ybjG	b0841	198	945450	1787064	0,352794511	26	4,32								1,62	2,78	2,198985871
16128810	cmr	b0842	410	945448	1787065	0,381207171	61	8,71							1,33	0,79	0,49	0,867352212
16128811	ybjH	b0843	94	945447	1787066	0,404487945	7	1,29								0,51		
16128812	b0844					0,432453078											0,60	
16128813	b0845	b0845	402	945471	1787068	0,377882067	55	10,4									0,53	
16128814	b0846	b0846	178	945473	1787069	0,326681601	43	10,5									0,41	
16128815	b0847	b0847	561	945474	1787071	0,375864991	115	28,48									0,45	
16128816	ybjM	b0848	125	945477	1787072	0,316487818	27	4,04										
16128817	grxA	b0849	85	945479	1787073	0,50186837	26	6,27							1,77	1,31	0,67	1,247169766
16128818	ybjC	b0850	95	945481	1787074	0,353340599	20	2,75								2,42	2,78	2,601346413
16128819	mdaA	b0851	240	945483	1787075	0,414561386	59	14,21	0,24	7,1	1				4,06	1,69	3,62	3,12261572
16128820	rimK	b0852	300	945484	1787076	0,395030172	98	24,72										
16128821	ybjN	b0853	158	945482	1787077	0,438577519	10	3,15								1,96	0,80	1,378154346
16128822	potF	b0854	370	945480	1787078	0,477750863	104	27,91					1917,69	0,06	6,54	3,16	3,47	4,388846564
16128823	potG					0,418483661									1,54		0,66	1,101840938
16128824	potH	b0856	317	945475	1787080	0,396757298	36	11,79							1,36	0,83	0,50	0,896479551
16128825	potI	b0857	281	945485	1787081	0,323833917	51	9,13							1,58	1,37	0,61	1,187534924
16128826	ybjO	b0858	162	945488	1787082	0,393591213	40	12,06	0,26	11,1	1					0,71	0,47	0,589080409
16128827	ybjF	b0859	375	947260	1787083	0,450856005	88	19,61								0,67		
16128828	artJ	b0860	243	948981	1787085	0,506389693	70	21,72	1	38,3	13	3258,34			11,74	10,51	5,56	9,269660773
16128829	artM	b0861	222	949066	1787086	0,438756555	34	10,2							2,74		1,32	2,028583821
16128830	artQ	b0862	238	949046	1787087	0,414533161	38	9,62							2,79	1,26	1,80	1,950422796
16128831	artI	b0863	243	948988	1787088	0,618409279	71	22,65	0,73	6,6	1	175,46	6008,75	0,188	7,86	3,34	5,51	5,57017203
16128832	artP	b0864	242	945489	1787089	0,511784563	63	13,94							6,99	3,79	5,24	5,339510101
16128833	ybjP	b0865	171	945491	1787090	0,380426385	47	13,21								1,15	3,30	2,227756713
16128834	b0866	b0866	107	945493	1787091	0,430319017	26	4,39									2,51	
16128835	b0867	b0867	276	945494	1787092	0,417394724	75	22,02									0,95	
16128836	b0868					0,456175705											0,55	
16128837	ybjT					0,383079142										1,22	0,95	1,086821544
16128838	ybjU	b0870	333	944955	1787095	0,432664488	92	26,75								1,51	1,88	1,695148289
16128839	poxB	b0871	572	946132	1787096	0,439833086	139	35,24							5,59	1,03	3,89	3,502476004
16128840	b0872	b0872	322	947660	1787098	0,475558065	85	19,77									0,24	
16128841	ybjW					0,578117228												
16128842	ybjE					0,338912873										0,58		
16128843	aqpZ	b0875	231	945497	1787101	0,515160684	17	2,21							0,58	0,20		0,392507353
16128844	ybjD	b0876	552	945498	1787102	0,334745223	198	51,73								0,75	0,41	0,580356739
16128845	ybjX	b0877	330	946025	1787103	0,366463657	117	29,16								2,16	7,28	4,717608965
16128846	b0878					0,393050699											0,64	
16128847	ybjZ	b0879	648	945164	1787105	0,364019675	163	47,9								1,32	0,62	0,970707613
16128848	cspD	b0880	74	945669	1787107	0,43794139	18	3,9							7,30	5,16	22,37	11,60575913
16128849	yljA	b0881	106	948443	1787108	0,394062761	31	9,36								7,03	6,58	6,806459918
16128850	clpA	b0882	758	945764	1787109	0,492479975	239	66,18	0,28	9,6	1				6,92	3,99	2,91	4,60746976
16128851	infA	b0884	72	945500	1787110	0,579205038	26	6,45							18,71	15,27	6,58	13,51894196
16128852	aat	b0885	234	945490	1787111	0,333076535	68	20,28							1,94			
16128853	cydC	b0886	573	945504	1787112	0,338782446	131	38,91							2,79		0,83	1,807271643
16128854	cydD	b0887	588	949052	1787113	0,349664071	131	37,52							1,45	0,69	0,47	0,869136071
16128855	trxB	b0888	321	949054	1787114	0,549875611	72	16,27	1	22,1	9	3011,39	2013,57	0,063	4,75	3,52	1,82	3,36456256
16128856	lrp	b0889	164	949051	1787116	0,374077185	65	16,38	0,99	31,1	6	1974,17			12,21	12,62	4,30	9,708373704
16128857	ftsK	b0890	1329	945102	1787117	0,459474462	256	74,66							6,28	2,37	2,14	3,59868841
16128858	lolA	b0891	204	948989	1787118	0,512620853	51	17,03	0,96	14,2	1	306,88			5,56	3,35	3,33	4,077518322
16128859	ycaJ	b0892	447	945505	1787119	0,430203724	140	41,1								1,05	0,70	0,875470929
16128860	serS	b0893	430	945506	1787120	0,615264235	138	34,76	0,98	5,1	7	1074,38	29148,84	0,912	3,17	3,01	0,80	2,327246579
16128861	dmsA					0,524831391												
16128862	dmsB	b0895	205	945507	1787122	0,551502146	54	13,9	0,55	27,8	2						0,18	
16128863	dmsC	b0896	287	945502	1787123	0,42230706	32	7,29							0,58			
16128864	ycaC	b0897	208	945512	1787124	0,38618083	48	11,51								0,98	2,18	1,58075384
16128865	ycaD	b0898	382	945515	1787126	0,347950093	48	7,94								0,98	0,46	0,723563966
16128866	b0899					0,398027654												
16128867	ycaN	b0900	302	945523	1787128	0,358317138	84	21,31								0,56		
16128868	ycaK	b0901	196	945520	1787129	0,326768711	53	16,33								0,21	0,16	0,187473473
16128869	pflA	b0902	246	945517	1787130	0,592128935	85	23,7					1054,73	0,033	3,72	1,55	1,09	2,1219178
16128870	pflB	b0903	760	945514	1787131	0,820039912	242	70,35	1	41,1	66	5107,31	3451,84	0,108	10,32	5,12	6,29	7,242483264
16128871	focA	b0904	285	945513	1787132	0,465552423	34	6,98							7,59	3,57	4,84	5,332064396
16128872	ycaO					0,526340074										0,87	0,34	0,603021494
16128873	ycaP	b0906	230	945525	1787135	0,34897394	67	15,15								0,77	1,18	0,977935357
16128874	serC	b0907	362	945527	1787136	0,497534417	95	28,84	1	43,4	44	8305,57	5273,64	0,165	14,31	8,79	7,28	10,12543467
16128875	aroA	b0908	427	945528	1787137	0,45803012	100	29,14	1	8,4	6	1120,92			13,63	7,64	4,52	8,594225534
16128876	ycaL					0,497547168											0,26	
16128877	cmk	b0910	227	945535	1787139	0,403996877	70	18,91	0,37	19,8	2		95,88	0,003	7,91	5,68	3,18	5,588328413
16128878	rpsA	b0911	557	945536	1787140	0,809727258	190	54,83	1	54,8	208	20651,77	86711,41	2,713	27,77	48,88	36,57	37,73966375
16128879	himD	b0912	94	945533	1787141	0,419089771	44	10,6	0,98	16	2	1006,61			16,79	12,62	13,03	14,14938345
16128880	ycaI					0,277821864												
16128881	msbA	b0914	582	945530	1787143	0,495583342	164	45,85							2,93	1,28	0,94	1,715242647
16128882	ycaH	b0915	328	945526	1787144	0,393363712	95	26,12								0,81	0,71	0,75674693
16128883	ycaQ	b0916	410	945524	1787145	0,385621555	137	41,56										
16128884	ycaR	b0917	60	945537	1787146	0,483306407	20	7,01								5,26	4,93	5,09489265
16128885	kdsB	b0918	248	945539	1787147	0,51434675	65	20,62							5,69	2,36	2,51	3,518762852
16128886	b0919	b0919	297	945545	1787149	0,322367458	96	28,65										
16128887	ycbC	b0920	259	945546	1787150	0,368125039	63	22,51	0,57	4,6	1					0,92		
16128888	smtA	b0921	261	945547	1787151	0,422691067	78	21,98							7,30	3,63	2,74	4,553725438
16128889	mukF	b0922	440	945548	1787152	0,47634381	135	50,43							4,01	2,52	1,24	2,588646172
16128890	mukE	b0923	225	945550	1787153	0,461092241	75	18,31	0,95	10,7	1	282,45			5,17	2,83	3,60	3,865273376
16128891	mukB	b0924	1486	945549	1787154	0,527036235	527	142,34	0,56	7,3	2				2,11	1,05	1,19	1,449651555
16128892	ycbB	b0925	615	945541	1787155	0,379706156	139	41,73	0,47	7	2					1,42	1,12	1,269525915
16128893	ycbK	b0926	182	945538	1787157	0,36501288	69	20,46								5,78	8,82	7,30101536
16128894	ycbL	b0927	215	945551	1787158	0,453392673	41	12,6					5785,02	0,181		2,23	2,01	2,12174745
16128895	aspC	b0928	396	945553	1787159	0,565149316	105	34,64	1	48,7	53	8329,33	2365,15	0,074	16,63	9,46	10,33	12,1374081
16128896	ompF	b0929	362	945554	1787160	0,723459086	84	23,09	0,25	5,5	1		5081,87	0,159	33,75	85,17	40,92	53,2806
16128897	asnS	b0930	466	945555	1787161	0,588555107	150	42,18	1	26	34	4388,18			3,51	2,01	0,84	2,120020979
16128898	pncB	b0931	400	946648	1787162	0,449058296	121	38,16	1	19	4	570,64			4,93	2,35	1,83	3,033666147
16128899	pepN	b0932	870	947253	1787163	0,53186548	246	67,23	1	13,1	6	485,85			4,22	2,57	2,45	3,077770552
16128900	ycbE	b0933	255	947220	1787164	0,318613087	75	18,93										
16128901	ycbM					0,339336352										0,78		
16128902	ycbN	b0935	381	945557	1787166	0,366993942	92	22,92										
16128903	ycbO					0,412781124												
16128904	ycbP	b0937	191	945947	1787168	0,397683861	44	15,21										
16128905	ycbQ					0,3734295												
16128906	ycbR	b0939	233	946773	1787171	0,303093955	73	22,06								0,20		
16128907	ycbS	b0940	866	946934	1787172	0,343413593	202	54,28										
16128908	b0941	b0941	356	947185	1787173	0,29412723	59	18,19	0,24	14,9	3							
16128909	b0942	b0942	180	945561	1787174	0,331953708	20	3,55									0,27	
16128910	b0943					0,273138403											0,23	
16128911	ycbF					0,282652947												
16128912	pyrD	b0945	336	945556	1787177	0,415425172	94	32,15	0,25	23,5	1		3004,38	0,094	4,63	3,58	2,44	3,547280517
16128913	ycbW					0,392141621										1,74	1,47	1,606918379
16128914	b0947	b0947	369	945563	1787179	0,384295828	106	30,87							1,89	1,22	0,53	1,215961792
16128915	ycbY	b0948	702	945564	1787181	0,511838895	244	60,33								1,06	0,99	1,025461073
16128916	uup	b0949	635	945566	1787182	0,480278882	221	52,25							2,83	1,33	1,06	1,740224708
16128917	pqiA	b0950	417	944999	1787183	0,343984453	82	19,12							1,06	0,60	0,46	0,704422119
16128918	pqiB	b0951	546	945653	1787184	0,413609711	174	53,19							2,33	1,40	1,20	1,641589309
16128919	ymbA	b0952	182	946972	1787185	0,399364462	30	7,65	0,28	9,9	1					0,63	0,45	0,542060184
16128920	rmf	b0953	55	945567	1787186	0,25717735	30	5,34							23,14	20,66	52,60	32,130843
16128921	fabA	b0954	172	945568	1787187	0,628518633	55	16,12	1	14,5	9	3039,41			6,32	4,01	3,20	4,511987671
16128922	b0955	b0955	586	945569	1787188	0,408516346	117	34,18							3,36	2,21	1,47	2,345284596
16128923	ycbG	b0956	150	945570	1787190	0,407931257	63	16,34								2,28	1,29	1,788684077
16128924	ompA	b0957	346	945571	1787191	0,820450845	83	25,82					1310,42	0,041	39,50	47,46	46,00	44,32330643
16128925	sulA	b0958	169	947335	1787192	0,31861095	36	10,87							2,21	0,95	1,31	1,4882485
16128926	b0959	b0959	209	946504	1787193	0,307768493	85	21,03									0,38	
16128927	b0960					0,363072694											0,32	
16128928	yccF	b0961	148	945594	1787195	0,45274254	24	5,14								0,69	0,97	0,83093789
16128929	helD	b0962	684	946227	1787196	0,394242129	244	74,89							2,80	0,96	0,95	1,569054043
16128930	mgsA					0,428427252									5,00	2,89	4,75	4,213230353
16128931	b0964	b0964	220	945577	1787198	0,366159349	65	22,75									0,36	
16128932	b0965					0,388134764											0,91	
16128933	yccV					0,413013367										3,76	2,51	3,133018691
16128934	b0967					0,500150561											1,22	
16128935	b0968	b0968	92	945304	1787203	0,355829993	34	9,39									1,40	
16128936	yccK					0,484445474										1,51	0,63	1,07392897
16128937	yccA	b0970	219	946016	1787205	0,504804264	18	3,98								4,43	10,71	7,567106469
16128938	hyaA	b0972	372	945579	1787206	0,459815246	85	16,34										
16128939	hyaB	b0973	597	945580	1787207	0,497555901	143	43,12								1,27		
16128940	hyaC	b0974	235	945581	1787208	0,466874922	45	12,04							0,62	0,96	0,35	0,644695989
16128941	hyaD	b0975	195	945575	1787209	0,360772642	34	8,6										
16128942	hyaE	b0976	132	945573	1787210	0,364811029	31	12,73										
16128943	hyaF	b0977	285	945572	1787211	0,335810443	44	9,43										
16128944	appC	b0978	514	945585	1787212	0,416316775	84	18,12							1,24	0,65	0,39	0,759632476
16128945	appB	b0979	378	947547	1787213	0,382220453	46	7,8							0,51		0,24	0,377788097
16128946	appA	b0980	432	946206	1787215	0,323328519	99	30,93										
16128947	yccC	b0981	726	947409	1787216	0,443186546	210	62,63								0,56	0,30	0,434236433
16128948	yccY					0,395809739												
16128949	yccZ	b0983	379	945586	1787218	0,421317799	97	27,55								0,69	0,46	0,576247466
16128950	ymcA	b0984	698	945588	1787219	0,443300177	182	54,15										
16128951	ymcB	b0985	248	944978	1787220	0,365524255	50	16,01										
16128952	ymcC	b0986	214	949118	1787221	0,323634431	48	12,64								0,28		
16128953	ymcD					0,436729962										1,11	0,49	0,799433813
16128954	insB_4	b0988	167	945009	1787223	0,322542348	69	19,01										
16128955	cspH	b0989	70	945590	2367112	0,330619442	33	9,56							0,45	0,39		0,417905205
16128956	cspG	b0990	70	945591	2367114	0,524389568	21	7,75							1,13	0,74	0,39	0,752924592
16128957	sfa	b0991	76	946951	1787225	0,295990866	13	2,02							0,36	0,66		0,507865047
16128958	yccM	b0992	357	946295	1787226	0,321750719	89	16,53										
16128959	torS					0,383328277									0,43			
16128960	torT	b0994	342	946289	1787228	0,355839531	87	24,59										
16128961	torR	b0995	230	946182	1787229	0,367509727	77	19,7							0,68	0,38	0,55	0,539938623
16128962	torC	b0996	390	946252	1787230	0,489833526	127	30,75										
16128963	torA	b0997	848	946267	1787231	0,481612295	233	70,88							1,66	1,39	0,75	1,265823715
16128964	torD	b0998	199	945625	1787232	0,391611172	41	10,31	0,26	11,6	1							
16128965	yccD	b0999	101	945597	1787234	0,456558663	25	5,44									0,56	
16128966	cbpA	b1000	306	947572	1787235	0,49410476	94	23,91							7,55	1,42	3,26	4,075977914
16128967	yccE	b1001	418	947468	1787236	0,287035912	98	26,54								0,20	0,13	0,166973202
16128968	agp	b1002	413	945773	1787237	0,460123011	102	26,48					5561,29	0,174	2,82	0,97	2,74	2,175027746
16128969	yccJ	b1003	75	948930	1787238	0,481155995	25	7,94								0,82	3,24	2,031467348
16128970	wrbA	b1004	198	947263	1787239	0,521824987	38	14,4					1789,84	0,056	10,74	1,63	8,22	6,862247619
16128971	ycdF	b1005	76	945598	1787240	0,200373172	38	7,23								1,20	2,00	1,600129807
16128972	ycdG					0,350513695												
16128973	b1007					0,371428243												
16128974	b1008	b1008	196	946591	1787243	0,371975729	53	17,16										
16128975	b1009	b1009	266	946586	1787244	0,358761772	43	7,99										
16128976	b1010	b1010	128	945599	1787245	0,472473919	20	3,77									0,21	
16128977	b1011					0,426253873												
16128978	b1012					0,436349886												
16128979	ycdC	b1013	212	945075	1787249	0,4117689	66	17,2										
16128980	putA	b1014	1320	945600	1787250	0,462506476	328	92,61							0,61		0,45	0,525895919
16128981	putP	b1015	502	945602	1787251	0,441800765	79	18,63							3,27	1,91	1,41	2,19752925
16128982	ycdO	b1018	375	945603	1787254	0,510265683	119	39,39					2876,53	0,09		1,11	1,54	1,326127934
16128983	ycdB	b1019	423	946500	1787255	0,369841081	123	35,78								0,88	0,47	0,67451137
16128984	phoH	b1020	354	948010	1787257	0,345609296	123	27,22							1,97	0,83	0,46	1,085694126
16128985	ycdP	b1021	137	947503	1787258	0,283121157	33	6,97										
16128986	ycdQ	b1022	441	945606	1787259	0,365335087	113	27,3										
16128987	ycdR	b1023	672	945604	1787260	0,325792715	182	51,81										
16128988	ycdS	b1024	807	945596	1787261	0,341960683	228	73,45	0,79	4,8	1	58,55					0,08	
16128989	ycdT	b1025	452	945593	1787262	0,282903271	103	23,59								0,34	0,31	0,321272737
16128990	tra5_3	b1026	288	945587	1787263	0,352808877	118	25,43							1,40	0,91		1,151340774
16128991	b1027	b1027	102	945584	1787264	0,438848547	48	12,48										
16128992	b1028					0,359662682												
16128993	ycdU	b1029	328	945592	1787267	0,291464747	77	13,65								0,19	0,14	0,163033765
16128994	b1030					0,258885099												
16128995	ycdV					0,255079616												
16128996	ycdW					0,352686988										2,38	3,05	2,716294247
16128997	ycdX	b1034	245	948477	1787271	0,408960867	60	17,05								1,44	2,37	1,907221195
16128998	ycdY	b1035	184	945609	1787272	0,413095558	33	11,47	0,99	23,9	7	3289,14				2,39	1,63	2,010741242
16128999	ycdZ					0,393944551										1,30	0,62	0,958076147
16129000	csgG	b1037	277	945619	1787274	0,392660912	67	18,93							0,84		0,24	0,540302477
16129001	csgF	b1038	138	945622	1787275	0,354749151	19	6,3							1,92	0,48	0,64	1,013890415
16129002	csgE	b1039	129	945711	1787276	0,290278393	29	6,1							1,15		0,27	0,708330969
16129003	csgD	b1040	216	949119	1787277	0,328394864	68	23,09							2,12	0,42	0,58	1,042162908
16129004	csgB	b1041	151	947391	1787278	0,31911447	33	7,98										
16129005	csgA	b1042	151	949055	1787279	0,639741646	14	3,2									0,40	
16129006	csgC	b1043	110	945623	1787280	0,231242134	22	9,85										
16129007	b1044	b1044	103	949012	1787281	0,391329561	18	4,45									0,22	
16129008	b1045	b1045	177	946987	1787283	0,360979833	36	10,37									0,76	
16129009	ymdC					0,303623826										0,49	0,24	0,365378798
16129010	ymdD	b1047	385	946944	1787285	0,334557114	79	15,92								0,45	0,25	0,349948873
16129011	mdoG	b1048	511	945005	1787286	0,487529087	158	49,59	0,99	5,5	3	326,04	3995,18	0,125	10,97	5,28	4,73	6,991717186
16129012	mdoH	b1049	847	945624	1787287	0,457172449	229	62,16							2,52	2,79	1,22	2,17421457
16129013	yceK	b1050	75	945613	1787288	0,40780046	11	2,81								0,46		
16129014	msyB					0,42369961									20,43	4,37	24,48	16,42817819
16129015	b1052	b1052	32	945610	1787290	0,25290032	9	3,43										
16129016	yceE	b1053	408	945627	1787291	0,304148443	76	14,43										
16129017	htrB	b1054	306	946216	1787292	0,452125728	107	19,82							1,80	1,63	0,76	1,3944789
16129018	yceA	b1055	350	945601	1787294	0,434961553	115	26,83	0,37	9,1	1					3,12	1,95	2,533286089
16129019	yceI	b1056	191	946145	1787295	0,504506582	56	18,42								2,05	2,82	2,432689621
16129020	b1057	b1057	188	945628	1787296	0,390149212	29	7,84									0,71	
16129021	yceO	b1058	46	945629	1787297	0,252136136	8	2,56										
16129022	solA	b1059	372	944983	1787298	0,412450781	88	29,92							2,83		0,96	1,895934517
16129023	yceP					0,382999254										0,97	1,17	1,071641144
16129024	dinI	b1061	81	945022	1787300	0,383513993	21	8,29							4,39	4,90	1,53	3,606985465
16129025	pyrC	b1062	348	945787	1787301	0,445588274	80	24,83	1	26,4	10	2192,48	447,46	0,014	11,58	4,03	5,63	7,07862326
16129026	yceB	b1063	186	947377	1787302	0,437647626	50	15,04								1,09	0,95	1,019961582
16129027	grxB	b1064	215	946926	1787303	0,41914594	75	26,39							7,84	3,79	10,86	7,497658415
16129028	yceL					0,408015544										0,43		
16129029	rimJ	b1066	194	946910	1787305	0,400709993	70	21,56							8,36	3,26	3,88	5,168527599
16129030	yceH	b1067	215	945633	1787306	0,412384154	70	18,88	0,81	27,9	2	467,12				2,13	1,98	2,056727543
16129031	mviM	b1068	307	945204	1787307	0,376704965	79	18,82							1,55	0,55	0,51	0,8699276
16129032	mviN	b1069	511	945487	1787309	0,396320516	104	28,65							1,22	0,83	0,41	0,816069163
16129033	flgN	b1070	138	945634	1787310	0,361099587	35	9,45							1,06	15,54	0,34	5,644892252
16129034	flgM	b1071	97	946684	1787311	0,429334702	30	9,76							1,13	13,91	0,33	5,12218381
16129035	flgA	b1072	219	946300	1787312	0,282229562	59	13,9							0,87	6,78	0,30	2,647669188
16129036	flgB	b1073	138	945678	1787313	0,399575463	36	10,64								15,43		
16129037	flgC	b1074	134	946687	1787314	0,435774892	29	12,32								21,43		
16129038	flgD	b1075	231	945813	1787315	0,420852075	14	3,34					3483,80	0,109	1,10	13,44	0,27	4,934627055
16129039	flgE	b1076	402	945636	1787316	0,465160354	38	13,67					7670,75	0,24	0,58	12,37		6,474982331
16129040	flgF	b1077	251	945639	1787317	0,374068724	43	14,4					3611,64	0,113		7,53	0,22	3,876373564
16129041	flgG	b1078	260	945647	1787318	0,441700029	31	9,89								9,70		
16129042	flgH	b1079	232	946996	1787319	0,424051685	40	13,28							0,29	3,86		2,079684827
16129043	flgI					0,358394024										2,99		
16129044	flgJ	b1081	313	947456	1787321	0,42722561	89	28,52							0,58	2,13		1,357437462
16129045	flgK	b1082	547	945648	1787323	0,425133217	90	29,41							0,72	11,33		6,022941244
16129046	flgL	b1083	317	945646	1787324	0,426637016	71	23,59					5689,14	0,178		7,49		
16129047	rne	b1084	1061	945641	1787325	0,57345621	330	76,71	1	12,2	9	638,71			5,84	3,13	2,05	3,669805421
16129048	b1085					0,325074906									0,43	0,35		0,390441456
16129049	yceC	b1086	319	945637	1787327	0,431574911	138	36,05								1,06	0,48	0,772855781
16129050	yceF					0,365024143										1,10	1,20	1,148422348
16129051	yceD	b1088	173	945650	1787329	0,44503779	25	7,13					3643,61	0,114		47,19	28,79	37,98716651
16129052	rpmF	b1089	57	945657	1787330	0,685092349	28	5,1							17,30	32,27	19,09	22,88925749
16129053	plsX					0,281587581									9,59	6,34	5,74	7,219348561
16129054	fabH	b1091	317	946003	1787333	0,48634205	65	16,54	1	21,5	8	2633,10	4985,99	0,156	9,64	6,23	7,02	7,633798072
16129055	fabD	b1092	309	945766	1787334	0,55404493	58	12,89	1	21,7	10	4223,37	10163,74	0,318	11,69	8,78	10,10	10,19192828
16129056	fabG	b1093	244	945645	1787335	0,543372869	70	19,04	1	27,9	9	2573,28	23299,90	0,729	18,29	27,52	30,52	25,444058
16129057	acpP	b1094	78	944805	1787336	0,733417054	13	2,94	1	32,1	41	75918,70	24354,62	0,762	30,19	65,82	53,33	49,78303498
16129058	fabF	b1095	413	946665	1787337	0,559403449	85	19,24	1	25,7	4	1131,79				0,88		
16129059	pabC	b1096	269	946647	1787338	0,310323735	66	23,62							0,92	0,61	0,53	0,688116082
16129060	yceG	b1097	340	945660	1787339	0,417693388	126	34,62								0,64	0,35	0,49504271
16129061	tmk	b1098	213	945663	1787340	0,456314712	67	21,87							2,27	0,85	1,55	1,554155683
16129062	holB	b1099	334	945661	1787341	0,363526962	79	24,05							1,33			
16129063	ycfH	b1100	265	945656	1787342	0,447559474	78	24,38					1150,61	0,036		0,55	0,75	0,645853727
16129064	ptsG	b1101	477	945651	1787343	0,643234627	77	23,77							16,00	10,29	2,01	9,434938521
16129065	fhuE	b1102	729	945649	1787344	0,434489244	164	52,26							0,48		0,27	0,376792932
16129066	ycfF					0,466542368										1,22	3,46	2,343296914
16129067	ycfL	b1104	125	948539	1787347	0,279745841	23	5,84								1,14	3,08	2,107044303
16129068	ycfM	b1105	213	948536	1787348	0,405617779	35	8,7								1,54	3,23	2,386103621
16129069	ycfN	b1106	274	948525	1787349	0,277934859	90	26,04								1,87	2,61	2,242962539
16129070	ycfO	b1107	341	945671	1787350	0,437974687	106	26,87					799,04	0,025		3,86	3,85	3,853780343
16129071	ycfP					0,386447179										2,86	5,11	3,988610766
16129072	ndh	b1109	434	946792	1787352	0,504036461	118	34,77							2,45	0,89	0,45	1,262132903
16129073	ycfJ	b1110	179	945977	1787353	0,432231918	53	14,23								0,48		
16129074	ycfQ					0,37574984										3,25	0,76	2,004286108
16129075	ycfR	b1112	85	945492	1787355	0,41633828	17	3,81										
16129076	ycfS	b1113	320	945666	1787356	0,434654661	83	31,15								0,61	1,25	0,932766749
16129077	mfd	b1114	1148	945681	1787357	0,449620742	374	110,22							3,52	1,46	1,37	2,117317284
16129078	ycfT	b1115	357	945679	1787359	0,385998513	62	13,45										
16129079	ycfU	b1116	399	945673	1787360	0,402605618	83	26,34								0,96	0,74	0,851429175
16129080	ycfV					0,509750201										1,09	1,05	1,072204763
16129081	ycfW	b1118	414	945665	1787362	0,404384581	93	23,44	0,21	8,2	1					1,15	1,10	1,124170438
16129082	ycfX	b1119	303	945664	1787363	0,404564153	70	16,75								2,34	1,44	1,892461774
16129083	cobB	b1120	279	945687	1787364	0,406261707	81	21,28	0,25	8,2	1				5,16	2,80	2,05	3,333584185
16129084	b1121	b1121	262	945685	1787365	0,259136063	45	11,26										
16129085	ymfA					0,355740292										0,34		
16129086	potD	b1123	348	945682	1787367	0,565621051	91	23,68	0,97	16,7	3	669,00	862,96	0,027	10,22	6,50	6,37	7,698626534
16129087	potC	b1124	264	945691	1787368	0,44128246	46	7,84							6,62	4,53	4,23	5,12533243
16129088	potB	b1125	275	945692	1787369	0,453322883	59	13,04							2,75	1,36	0,87	1,661054825
16129089	potA	b1126	378	946323	1787370	0,467593282	113	30,83	0,28	18	2				4,08	3,15	1,46	2,896580363
16129090	pepT	b1127	408	946333	1787372	0,473100043	109	28,49							1,77	0,82	0,72	1,100924709
16129091	ycfD					0,47134701										1,75	1,06	1,407545598
16129092	phoQ	b1129	486	946326	1787374	0,341181418	145	40,9							1,92	1,01	1,43	1,450017476
16129093	phoP	b1130	223	945697	1787375	0,404017557	63	20,22					2045,53	0,064	8,41	2,68	8,36	6,485503931
16129094	purB	b1131	456	945695	1787376	0,595893641	132	41,37	1	32,9	25	3289,78			6,81	3,58	2,83	4,409722178
16129095	ycfC	b1132	213	945693	1787377	0,397898226	50	17,3								2,63	3,93	3,280353007
16129096	ycfB					0,532121002										2,77	2,92	2,845678762
16129097	b1134	b1134	153	945689	1787379	0,439672427	33	10,3									0,71	
16129098	ymfC					0,36524582										0,56	0,74	0,650796203
16129099	icdA	b1136	416	945702	1787381	0,65791617	126	36,61	1	49	131	19479,77			33,10	39,05	53,17	41,77504358
16129100	ymfD	b1137	221	945329	1787383	0,246577074	84	19,49										
16129101	ymfE	b1138	234	946722	1787384	0,246398945	64	12,58								0,16	0,26	0,207714057
16129102	lit	b1139	297	948421	1787385	0,261417943	70	15,24							0,20	0,06		0,129205403
16129103	intE	b1140	375	948034	1787386	0,284467318	163	45,43							0,17	0,13		0,145951406
