Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID	Merge ID	Pan2010	Thein2010	Taoka2004	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Huang2006	Ji2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Iwasaki2010	Wickstrom2010	# Studies	DB_NoveV12 Duplicates	P0AFG8	P0A910	P00350	P0AG44	P0A9P0	P08660	P17583	P0A6F5	P0A6H8	P0AC47	P06129	P0ADT8	P02925	P0A910	C1P619	P0ACV0	Q46798	P00561	P00350
P56579	1	1	1	1	0	4	B	1	2	2	2		P56579	1	0	0	1	B	1.37			P56579	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	5	B		P56579					P56579				P56579				P56579	P56579			
P56580	1	1	1	1	0	4	B	1	0	0	2		P56580	1	0	0	1	B	1.74			P56580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P56580	P56580		P56580	
P56976	0	0	0	0	0	0	B						P56976	0	0	0	0	B				P56976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P58034	0	0	0	0	0	0	B						P58034	0	0	0	0	B				P58034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P58035	0	0	0	0	0	0	F1						P58035	0	0	0	0	F1				P58035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	F1																		P58035	
P60632	0	1	1	1	1	4	B		2	0	0	P60632	P60632	0	0	1	1	B			P60632	P60632	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P60632												
P60844	0	1	1	1	0	3	B		2	0			P60844	0	0	0	0	B				P60844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P60872	1	1	1	1	0	4	B	1	1	0	2		P60872	1	0	0	1	B	1.43			P60872	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P60872						P60872	P60872		P60872	
P62723	0	1	1	1	1	4	B		2	0	0	P62723	P62723	0	0	1	1	B			P62723	P62723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P63235	1	1	1	1	0	4	B	1	2	2			P63235	1	0	0	1	B	1.27			P63235	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	5	B									P63235	P63235					P63235	P63235		P63235	
P64429	1	1	1	1	1	5	B	1	2	2	2	P64429	P64429	1	0	1	2	B	1.58		P64429	P64429	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	B			P64429												P64429	P64429		P64429	
P64432	0	1	1	1	1	4	B		2	2	2	P64432	P64432	0	0	1	1	B			P64432	P64432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P64432	
P64442	0	1	1	1	0	3	B		0	0	0		P64442	0	0	0	0	B				P64442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64448	1	1	1	1	1	5	I	1	2	2	2	P64448	P64448	1	0	1	2	I			P64448	P64448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	I															P64448	P64448		P64448	
P64451	1	1	1	1	1	5	I	1	2	2	2	P64451	P64451	1	0	1	2	I	34.35		P64451	P64451	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	8	I		P64451	P64451						P64451		P64451				P64451	P64451	P64451	P64451	
P64453	0	1	1	1	0	3	B		2	2	2		P64453	0	0	0	0	B				P64453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64459	0	1	1	1	0	3	G		0	0	0		P64459	0	0	0	0	G				P64459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P64471	0	1	1	1	0	3	B		2	0	2		P64471	0	0	0	0	B				P64471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64493	1	1	1	1	0	4	I	1	2	2	2		P64493	1	0	0	1	I				P64493	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	I									P64493						P64493	P64493		P64493	
P64499	1	1	1	1	1	5	B	1	2	2	2	P64499	P64499	1	0	1	2	B	136.13		P64499	P64499	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	B		P64499	P64499												P64499	P64499			
P64506	0	1	1	1	0	3	G		2	2	2		P64506	0	0	0	0	G				P64506	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	G			P64506															P64506	
P64512	0	1	1	1	0	3	G		2	2	2		P64512	0	0	0	0	G				P64512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P64536	0	1	1	1	0	3	B		2	0			P64536	0	0	0	0	B				P64536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64542	0	1	1	1	0	3	G		0	0	0		P64542	0	0	0	0	G				P64542	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P64542												
P64545	0	1	1	1	0	3	B		2	2	2		P64545	0	0	0	0	B				P64545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64564	1	1	1	1	1	5	B	1	2	2	2	P64564	P64564	1	0	1	2	B	99.64		P64564	P64564	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	B							P64564								P64564	P64564		P64564	
P64572	0	1	1	1	0	3	B		0	0	0		P64572	0	0	0	0	B				P64572	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B							P64572											P64572	
P64581	1	1	1	1	1	5	B	1	2	2	2	P64581	P64581	1	1	1	3	B	563.11	0.40617	P64581	P64581	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	7	B		P64581	P64581						P64581	P64581					P64581	P64581		P64581	
P64585	1	1	1	1	1	5	B	1	2	2	2	P64585	P64585	1	0	1	2	B	1.37		P64585	P64585	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P64585				P64585								P64585	P64585		P64585	
P64592	0	1	1	1	0	3	B		0	0	0		P64592	0	0	0	0	B				P64592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64596	1	1	1	1	1	5	I	1	2	2	2	P64596	P64596	1	0	1	2	I	165.27		P64596	P64596	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	7	I		P64596	P64596						P64596	P64596					P64596	P64596		P64596	
P64602	1	1	1	1	0	4	F1	1	2	2	2		P64602	1	1	0	2	F1	136.13	0.023668		P64602	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	F1			P64602													P64602		P64602	
P64614	0	1	1	1	0	3	G		2	0	2		P64614	0	0	0	0	G				P64614	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P64614											P64614	
P64619	0	1	1	1	0	3	B		0	2	2		P64619	0	0	0	0	B				P64619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64622	0	1	1	1	0	3	I		2	2	2		P64622	0	0	0	0	I				P64622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	I																		P64622	
P64627	1	1	1	1	0	4	I	1	2	2	2		P64627	1	0	0	1	I				P64627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	I																P64627			
P64631	0	1	1	1	0	3	B		0	2	2		P64631	0	0	0	0	B				P64631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P64631	
P64634	0	1	1	1	0	3	B		0	0	0		P64634	0	0	0	0	B				P64634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P64634	
P64646	0	0	0	0	0	0	B						P64646	0	0	0	0	B				P64646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P65290	0	1	1	1	0	3	I		0	0	0		P65290	0	0	0	0	I				P65290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
P65292	1	1	1	1	1	5	I	1	2	2	2	P65292	P65292	1	0	1	2	I	1.75		P65292	P65292	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	6	I			P65292						P65292						P65292	P65292	P65292	P65292	
P65294	0	1	1	1	0	3	I		2	2	2		P65294	0	0	0	0	I				P65294	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	I			P65294												P65294		P65294	P65294	
P67127	0	1	1	1	0	3	B		0	0	0		P67127	0	0	0	0	B				P67127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P67127				
P67143	0	1	1	1	0	3	B		2	2	2		P67143	0	0	0	0	B				P67143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P67729	0	1	1	1	0	3	B		2	0	0		P67729	0	0	0	0	B				P67729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P68699	1	1	1	1	1	5	B	1	2	2	2	P68699	P68699	1	0	1	2	B	398		P68699	P68699	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P68699			P68699		P68699								P68699	P68699		P68699	
P69210	0	1	1	1	0	3	B		2	2	2		P69210	0	0	0	0	B				P69210	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P69210												
P69212	0	1	1	1	0	3	B		2	2	2		P69212	0	0	0	0	B				P69212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P69367	0	1	1	1	0	3	B		0	0	0		P69367	0	0	0	0	B				P69367	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P69367												
P69411	1	1	1	1	1	5	I	1	2	2	2	P69411	P69411	1	0	1	2	I	208.24		P69411	P69411	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	8	I		P69411	P69411				P69411		P69411						P69411	P69411	P69411	P69411	
P69428	1	1	1	1	1	5	B	2	2	2	2	P69428	P69428	1	1	1	3	B	398	0.32593	P69428	P69428	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P69428	P69428				P69428		P69428						P69428	P69428		P69428	
P69432	0	1	1	1	0	3	B		0	2	0		P69432	0	0	0	0	B				P69432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P69434	0	1	1	1	0	3	H		2	2			P69434	0	1	0	1	H		0.00053636		P69434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	H							P69434								P69434	P69434			
P69681	0	1	1	1	0	3	B		0	2	0		P69681	0	0	0	0	B				P69681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P69681			P69681	
P69741	1	1	1	1	1	5	F2	1	2	2	2	P69741	P69741	1	0	1	2	F2	54.08		P69741	P69741	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	5	F2							P69741			P69741					P69741	P69741		P69741	
P69776	1	1	1	1	1	5	I	2	2	2	2	P69776	P69776	1	0	1	2	I	398		P69776	P69776	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	10	I		P69776	P69776		P69776				P69776	P69776					P69776	P69776	P69776	P69776	P69776
P69795	0	1	1	1	0	3	F1		2	2	2		P69795	0	0	0	0	F1				P69795	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F1							P69795											P69795	
P69797	1	1	1	1	1	5	F1	2	2	2	2	P69797	P69797	1	1	1	3	F1	554.63	0.024573	P69797	P69797	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	15	F1	P69797	P69797	P69797	P69797	P69797	P69797	P69797	P69797	P69797	P69797		P69797			P69797	P69797		P69797	P69797
P69808	0	1	1	1	0	3	G		0	0	0		P69808	0	0	0	0	G				P69808	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P69808											P69808	
P69811	1	1	1	1	1	5	F1	1	2	2	2	P69811	P69811	1	0	1	2	F1	29.71		P69811	P69811	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	F1			P69811				P69811									P69811		P69811	
P69816	0	1	1	1	0	3	F1		2	2	2		P69816	0	1	0	1	F1		0.0052567		P69816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1																			
P69820	0	1	1	1	0	3	F1		1	2	2		P69820	0	0	0	0	F1				P69820	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	F1							P69820												
P69824	0	1	1	1	0	3	F1		0	2			P69824	0	0	0	0	F1				P69824	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	F1										P69824									P69824
P69826	0	1	1	1	0	3	B		0	0	0		P69826	0	0	0	0	B				P69826	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	B			P69826				P69826												
P69828	1	1	1	1	1	5	F1	1	2	2	2	P69828	P69828	1	1	1	3	F1	645.93	0.024126	P69828	P69828	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	8	F1		P69828	P69828			P69828			P69828			P69828			P69828	P69828		P69828	
P69831	1	1	1	1	1	5	B	2	2	2	2	P69831	P69831	1	0	1	2	B	118.82		P69831	P69831	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P69831			P69831	P69831			P69831						P69831	P69831		P69831	
P69856	1	1	1	1	0	4	G	1	0	0	2		P69856	1	0	0	1	G				P69856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	G															P69856	P69856			
P69937	0	1	1	1	0	3	B		0	0			P69937	0	0	0	0	B				P69937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P71238	0	1	1	1	0	3	B		0	0	0		P71238	0	0	0	0	B				P71238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75620	0	1	1	1	0	3	F1		0	1	2		P75620	0	0	0	0	F1				P75620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1																			
P75685	0	1	1	1	0	3	B		2	0	0		P75685	0	0	0	0	B				P75685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75687	0	1	1	1	0	3	G		0	0	0		P75687	0	0	0	0	G				P75687	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P75687												
P75691	1	1	1	1	1	5	B	1	2	2		P75691	P75691	1	0	1	2	B	140.56		P75691	P75691	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	6	B			P75691			P75691				P75691					P75691	P75691		P75691	
P75693	0	1	1	1	0	3	B		0	2	0		P75693	0	0	0	0	B				P75693	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P75693												
P75694	0	1	1	1	0	3	G		0	2	0		P75694	0	0	0	0	G				P75694	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	G			P75694				P75694											P75694	
P75712	0	1	1	1	0	3	B		0	0	0		P75712	0	0	0	0	B				P75712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75715	0	1	1	1	0	3	G		0	0	0		P75715	0	0	0	0	G				P75715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75737	0	1	1	1	0	3	I		0	0	0		P75737	0	0	0	0	I				P75737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
P75747	0	1	1	1	0	3	B		2	1	2		P75747	0	0	0	0	B				P75747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75748	0	1	1	1	0	3	G		0	0	0		P75748	0	0	0	0	G				P75748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	G															P75748				
P75749	0	1	1	1	0	3	G		0	0	0		P75749	0	0	0	0	G				P75749	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P75749												
P75750	1	1	1	1	0	4	H	1	0	0			P75750	1	0	0	1	H	7.99			P75750	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	H											P75750					P75750			
P75757	0	1	1	1	0	3	B		2	2	0		P75757	0	0	0	0	B				P75757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P75757				
P75769	0	1	1	1	0	3	B		0	0	0		P75769	0	0	0	0	B				P75769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75770	0	1	1	1	0	3	B		0	0	0		P75770	0	0	0	0	B				P75770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75777	1	1	1	1	1	5	B	1	2	2	2	P75777	P75777	1	0	1	2	B	1.93		P75777	P75777	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P75777	P75777			P75777			P75777						P75777	P75777		P75777	
P75783	0	1	1	1	1	4	B		2	2	2	P75783	P75783	0	0	1	1	B			P75783	P75783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P75783	P75783		P75783	
P75788	0	1	1	1	0	3	B		2	2	0		P75788	0	0	0	0	B				P75788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75798	0	1	1	1	1	4	B		2	2		P75798	P75798	0	0	1	1	B			P75798	P75798	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	B							P75798									P75798			
P75810	0	1	1	1	0	3	B		2	0	0		P75810	0	0	0	0	B				P75810	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B											P75810								
P75818	1	1	1	1	1	5	I	1	2	2		P75818	P75818	1	1	1	3	I	85.75	0.00051379	P75818	P75818	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	10	I	P75818	P75818	P75818	P75818				P75818	P75818						P75818	P75818	P75818	P75818	
P75826	0	1	1	1	1	4	B		2	0		P75826	P75826	0	0	1	1	B			P75826	P75826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75831	1	1	1	1	1	5	B	1	2	2	2	P75831	P75831	1	0	1	2	B	0.93		P75831	P75831	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P75831		P75831						P75831	P75831		P75831	
P75835	0	1	1	1	0	3	B		0	2	0		P75835	0	0	0	0	B				P75835	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P75835												
P75851	0	1	1	1	0	3	B		0	0	0		P75851	0	0	0	0	B				P75851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	B									P75851										
P75855	0	1	1	1	0	3	G		0	1			P75855	0	0	0	0	G				P75855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75856	0	1	1	1	0	3	G		0	0	0		P75856	0	0	0	0	G				P75856	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P75856											P75856	
P75857	0	1	1	1	0	3	H		0	0	0		P75857	0	0	0	0	H				P75857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	H																		P75857	
P75858	0	1	1	1	0	3	G		0	0	0		P75858	0	0	0	0	G				P75858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75859	0	1	1	1	0	3	G		0	0	0		P75859	0	0	0	0	G				P75859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75860	0	1	1	1	0	3	G		0	0	0		P75860	0	0	0	0	G				P75860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75882	0	1	1	1	0	3	G		0	0	0		P75882	0	0	0	0	G				P75882	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P75882											P75882	
P75883	0	1	1	1	0	3	G		0	0	0		P75883	0	0	0	0	G				P75883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75884	0	1	1	1	0	3	I		2	0			P75884	0	0	0	0	I				P75884	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	I							P75884												
P75885	0	1	1	1	0	3	B		2	2	2		P75885	0	0	0	0	B				P75885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75892	0	1	1	1	0	3	B		0	0	0		P75892	0	0	0	0	B				P75892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75905	0	1	1	1	0	3	B		0	2	0		P75905	0	0	0	0	B				P75905	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B							P75905											P75905	
P75906	0	1	1	1	0	3	I		0	2	0		P75906	0	0	0	0	I				P75906	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	4	I							P75906				P75906				P75906			P75906	
P75908	0	1	1	1	0	3	B		2	2			P75908	0	0	0	0	B				P75908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75917	0	1	1	1	0	3	G		1	2	2		P75917	0	0	0	0	G				P75917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75925	0	1	1	1	0	3	B		0	0	0		P75925	0	0	0	0	B				P75925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75933	0	1	1	1	0	3	G		2	2	2		P75933	0	0	0	0	G				P75933	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3	G						P75933	P75933					P75933							
P75937	0	1	1	1	0	3	F4		2	2	2		P75937	0	0	0	0	F4				P75937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	F4																P75937			
P75955	0	1	1	1	0	3	B		0	0	0		P75955	0	0	0	0	B				P75955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75958	1	1	1	1	1	5	B	1	2	2	2	P75958	P75958	1	0	1	2	B	16.12		P75958	P75958	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P75958		P75958						P75958	P75958		P75958	
P75961	0	1	1	1	0	3	B		0	0	0		P75961	0	0	0	0	B				P75961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75962	0	1	1	1	0	3	B		2	0			P75962	0	0	0	0	B				P75962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76002	0	1	1	1	1	4	G		2	2	2	P76002	P76002	0	0	1	1	G			P76002	P76002	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	G		P76002	P76002						P76002									P76002	
P76007	1	1	1	1	1	5	B	1	2	2		P76007	P76007	1	0	1	2	B	1.27		P76007	P76007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P76007	P76007		P76007	
P76011	0	1	1	1	0	3	B		2	0	0		P76011	0	0	0	0	B				P76011	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B			P76011																
P76017	0	1	1	1	0	3	H		2	2	2		P76017	0	1	0	1	H		0.00015252		P76017	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	H						P76017						P76017							
P76037	0	1	1	1	0	3	B		0	0	0		P76037	0	0	0	0	B				P76037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76042	0	1	1	1	0	3	I		2	2	0		P76042	0	0	0	0	I				P76042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
P76043	0	1	1	1	0	3	B		0	0	0		P76043	0	0	0	0	B				P76043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76045	0	1	1	1	0	3	H		0	0			P76045	0	0	0	0	H				P76045	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	H													P76045						
P76076	0	1	1	1	0	3	G		2	2	2		P76076	0	0	0	0	G				P76076	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P76076											P76076	
P76090	0	1	1	1	0	3	B		0	0	0		P76090	0	0	0	0	B				P76090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76091	0	1	1	1	0	3	B		0	0	0		P76091	0	0	0	0	B				P76091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P76091				
P76093	0	1	1	1	0	3	B		0	0	0		P76093	0	0	0	0	B				P76093	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P76093												
P76097	0	1	1	1	0	3	B		2	2	2		P76097	0	1	0	1	B		0.0015582		P76097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P76097			P76097	
P76103	0	1	1	1	0	3	B		0	2	0		P76103	0	0	0	0	B				P76103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76108	0	1	1	1	0	3	G		0	2	0		P76108	0	0	0	0	G				P76108	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	G						P76108	P76108											P76108	
P76111	0	1	1	1	0	3	B		2	2	2		P76111	0	0	0	0	B				P76111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76115	1	1	1	1	1	5	H	1	2	0	0	P76115	P76115	1	0	1	2	H			P76115	P76115	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	7	H		P76115					P76115	P76115					P76115		P76115	P76115	P76115		
P76116	1	1	1	1	1	5	G	1	2	2	2	P76116	P76116	1	0	1	2	G	18.01		P76116	P76116	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	G			P76116				P76116									P76116		P76116	
P76118	0	1	1	1	0	3	B		0	0	0		P76118	0	0	0	0	B				P76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76128	0	1	1	1	0	3	G		0	2	0		P76128	0	1	0	1	G		0.0058402		P76128	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P76128											P76128	
P76136	0	1	1	1	0	3	B		0	0	0		P76136	0	0	0	0	B				P76136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76142	0	1	1	1	0	3	G		2	2	0		P76142	0	0	0	0	G				P76142	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	G							P76142								P76142	P76142		P76142	
