Entry name (Uniprot)	Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Normalized And Descr Itensity	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
YBER_ECOLI	P77627	0	1	1	1	0	0	0	3	A		0	0	0			
HCAB_ECOLI	P77646	0	0	1	1	0	0	0	2	A			0	0			
HCAD_ECOLI	P77650	0	1	1	1	0	0	0	3	A		0	0	0			
ARNB_ECOLI	P77690	0	1	1	1	0	0	1	4	A		0	0	0			A
YAHB_ECOLI	P77700	0	1	1	1	0	0	1	4	A		0	0	0			A
YDJI_ECOLI	P77704	0	1	1	1	0	1	0	4	A		0	0	0			
YDCR_ECOLI	P77730	0	1	1	1	0	0	1	4	A		0	0	0			A
PRPR_ECOLI	P77743	0	1	1	1	0	0	0	3	A		0	0	0			
FEAB_ECOLI	P80668	0	1	1	1	0	0	1	4	A		0	0	0			A
YGFS_ECOLI	Q46819	0	1	1	1	0	0	0	3	A		0	0	0			
NORV_ECOLI	Q46877	0	1	1	1	0	0	0	3	A		0	0	0			
YGBK_ECOLI	Q46889	0	1	1	1	0	0	1	4	A		0	0	0			A
YGBM_ECOLI	Q46891	0	1	1	1	0	0	1	4	A		0	0				A
YGCO_ECOLI	Q46905	0	1	1	1	0	0	0	3	A		0	0				
YQEH_ECOLI	Q46941	0	1	1	1	0	0	0	3	A		0	0	0			
ELAD_ECOLI	Q47013	0	1	1	1	0	0	0	3	A		0	0	0			
FEAR_ECOLI	Q47129	0	1	1	1	0	0	1	4	A		0	0	0			A
YDFE_ECOLI	Q47138	0	1	1	1	0	0	0	3	A		0	0	0			
HCAF_ECOLI	Q47140	0	1	1	1	0	0	1	4	A		0	1	0			A
YAFP_ECOLI	Q47158	0	1	1	1	0	0	0	3	A		2	0				
DGOA_ECOLI	Q6BF16	0	1	1	1	0	0	1	4	A		0	0	0			A
MODE_ECOLI	P0A9G8	1	1	1	1	0	0	0	4	A	1	2	0				
RCNR_ECOLI	P64530	0	1	1	1	0	0	0	3	A		0	0	0			
YJFZ_ECOLI	P39308	0	1	1	1	0	0	0	3	A		0	0	0			
ARPA_ECOLI	P23325	0	1	1	1	1	1	0	5	A		0	1	0	0		
ENVY_ECOLI	P10805	0	1	1	1	1	0	0	4	A		0	0	0	0		
LPW_ECOLI	P0AD92	0	1	1	1	1	0	0	4	A		0	0	0	0		
PAAA_ECOLI	P76077	0	1	1	1	0	1	0	4	A		0	0	0			
PAAC_ECOLI	P76079	0	1	1	1	0	0	0	3	A		0	0	0			
PAAD_ECOLI	P76080	0	1	1	1	0	1	0	4	A		0	0	0			
PAAE_ECOLI	P76081	0	1	1	1	0	0	0	3	A		0	0	0			
PAAG_ECOLI	P77467	1	1	1	1	0	0	0	4	A	1	0	0	0			
PAAI_ECOLI	P76084	0	1	1	1	0	1	0	4	A		0	0	0			
PRTL_ECOLI	P02338	0	1	1	1	1	0	0	4	A		0	0		0		
XAPA_ECOLI	P45563	0	1	1	1	0	0	0	3	A		0	0	0			
Y309_ECOLI	P75688	0	1	1	1	0	0	0	3	A		0	0	0			
Y4223_ECOLI	P08339	0	1	1	1	0	0	0	3	A		0	0	0
YAIS_ECOLI	P71311	0	1	1	1	0	0	0	3	A		0	0	0
YBDN_ECOLI	P77216	0	1	1	1	0	1	0	4	A		1	0	0
YBDO_ECOLI	P77746	0	1	1	1	0	0	0	3	A		0	0	0
YBHA_ECOLI	P21829	0	0	1	1	0	0	0	2	A			0	0
YBHH_ECOLI	P0AAV8	0	1	1	1	0	0	0	3	A		0	0	0
YCHS_ECOLI	P76023	0	1	1	1	0	1	0	4	A		0	0	0
YDDJ_ECOLI	P76122	0	1	1	1	0	0	0	3	A		0	0	0
YDDK_ECOLI	P76123	0	1	1	1	0	0	0	3	A		0	0	0
YDIV_ECOLI	P76204	0	1	1	1	0	0	0	3	A		2	1	0
YEDM_ECOLI	P76322	0	1	1	1	0	0	0	3	A		2	0	0
YFBN_ECOLI	P76484	0	1	1	1	0	0	0	3	A		0	0	0
YFBO_ECOLI	P76485	0	1	1	1	0	0	0	3	A		2	0	
YFDF_ECOLI	P76505	0	1	1	1	0	0	0	3	A		0	0	0
YGCH_ECOLI	Q46897	0	1	1	1	0	0	0	3	A		2	0	0
YGCI_ECOLI	Q46898	0	1	1	1	0	0	0	3	A		0	0	0
YGCJ_ECOLI	Q46899	0	1	1	1	0	0	0	3	A		0	0	0	
YGEG_ECOLI	Q46787	0	1	1	1	1	0	0	4	A		0	0	0	0
YGEI_ECOLI	Q46789	0	1	1	1	0	0	0	3	A		0	0	0	
YGEP_ECOLI	Q46796	0	1	1	1	0	0	0	3	A		0	0		
YIDP_ECOLI	P31453	0	1	1	1	0	0	0	3	A		0	0	0	
YJAA_ECOLI	P09162	0	1	1	1	0	0	0	3	A		2	0	0	
YJCF_ECOLI	P32704	0	1	1	1	0	0	0	3	A		0	0	0	
YJEN_ECOLI	P39283	0	1	1	1	0	0	0	3	A		0	0	0	
YJFJ_ECOLI	P0AF78	0	1	1	1	0	0	0	3	A		0	0	0	
YJHG_ECOLI	P39358	0	1	1	1	0	1	0	4	A		0	0	0	
YJIR_ECOLI	P39389	0	1	1	1	0	0	0	3	A		0	0	0	
YJIS_ECOLI	P39390	0	1	1	1	0	0	0	3	A		0	0	0	
YJJJ_ECOLI	P39410	0	1	1	1	0	0	0	3	A		1	0	0	
YNAA_ECOLI	P77658	0	1	1	1	0	0	0	3	A		0	0	0	
YPJC_ECOLI	P76613	0	1	1	1	0	0	0	3	A		0	0	0	
YQEK_ECOLI	P77136	0	1	1	1	0	0	0	3	A		0	0	0	
YTFI_ECOLI	P39317	0	1	1	1	0	0	0	3	A		0	0	0			
DICC_ECOLI	P06965	0	1	1	1	1	0	0	4	A		2	0	0	0		
YIIE_ECOLI	P0ADQ5	0	1	1	1	0	0	0	3	A		2	0				
RNPH_ECOLI	P0CG19	1	1	1	1	0	0	1	5	A	1	2	0				A
SSBF_ECOLI	P18310	1	1	0	0	0	0	0	2	A	1	2					
RFH_ECOLI	P28369	0	1	1	1	1	0	0	4	A		0	0	0	0		
YJBI_ECOLI	P32690	0	1	1	1	0	0	0	3	A		0	0	0			
STFE_ECOLI	P33227	0	1	1	1	0	0	0	3	A		0	0	0			
MOLR_ECOLI	P33345	0	0	1	1	1	0	0	3	A			0	0	0		
YBFG_ECOLI	P37003	0	1	1	1	0	0	0	3	A		0	0	0			
YFAD_ECOLI	P37014	0	1	1	1	0	0	0	3	A		0	0	0			
ARSR_ECOLI	P37309	0	1	1	1	1	0	0	4	A		2	0	0	0		
YHIS_ECOLI	P37635	0	1	1	1	0	0	0	3	A		0	0	0			
YTFA_ECOLI	P39309	0	1	1	1	0	0	1	4	A		0	0	0			A
YJHD_ECOLI	P39354	0	1	1	1	0	0	0	3	A		2	0				
YBEM_ECOLI	P39874	0	1	1	1	0	0	0	3	A		0	0	0			
FRLC_ECOLI	P45541	0	1	1	1	0	0	0	3	A		0	0	0			
YRHA_ECOLI	P46856	0	1	1	1	0	0	0	3	A		0	0	0			
YQFE_ECOLI	P64562	0	1	1	1	0	0	0	3	A		0	0	0			
YKFJ_ECOLI	P75675	0	1	1	1	0	0	0	3	A		0	0	0			
YNEL_ECOLI	P76138	0	1	1	1	0	0	0	3	A		0	0	0			
REQ2_ECOLI	P76161	0	1	1	1	0	0	0	3	A		0	0	0			
YDFX_ECOLI	P76165	0	1	1	1	0	0	1	4	A		2	0				A
LOMR_ECOLI	P77184	0	0	0	0	0	0	1	1	A							A
YAGI_ECOLI	P77300	0	1	1	1	0	0	1	4	A		0	0	0			A
YLBG_ECOLI	P77688	0	1	1	1	0	1	1	5	A		0	0	0			A
TFAD_ECOLI	P77699	0	1	1	1	0	0	0	3	A		0	0	0			
YGCU_ECOLI	Q46911	0	1	1	1	0	0	1	4	A		0	0				A
MBHA_ECOLI	Q47154	0	1	1	1	0	0	0	3	A		0	0	0			
Y4286_ECOLI	Q47719	0	1	1	1	0	0	0	3	A		0	0	0			
YGHX_ECOLI	Q7DFU6	0	0	0	0	0	0	1	1	A							A
YUBM_ECOLI	Q9S4W2	0	0	0	0	0	0	1	1	A							A
YKGN_ECOLI	Q79E92	0	0	0	0	0	0	1	1	A							A
DICB_ECOLI	P09557	0	1	1	1	1	0	0	4	A		0	0		0		
INTR_ECOLI	P76056	0	1	1	1	0	0	0	3	A		0	0	0			
KIL_ECOLI	P38393	0	1	1	1	0	0	0	3	A		0	0	0			
NINE_ECOLI	Q47270	0	1	1	1	0	0	0	3	A		0	0	0			
RACC_ECOLI	P15033	0	1	1	1	1	0	0	4	A		0	0	0	0		
RECT_ECOLI	P33228	0	1	1	1	1	0	0	4	A		0	0	0	0		
RHSA_ECOLI	P16916	0	1	1	1	0	0	0	3	A		2	0				
RUSA_ECOLI	P0AG74	0	1	1	1	0	0	0	3	A		0	0	0			
TFAE_ECOLI	P09153	0	1	1	1	0	0	1	4	A		0	0	0			A
YBCK_ECOLI	P77698	0	1	1	1	0	0	0	3	A		0	0	0			
YBCN_ECOLI	Q47269	0	1	1	1	0	0	0	3	A		0	0	0			
YBCW_ECOLI	P64435	0	1	1	1	0	0	0	3	A		0	0				
YDAC_ECOLI	P33230	0	1	1	1	0	0	0	3	A		0	0	0			
YDAG_ECOLI	P76061	0	1	1	1	0	1	0	4	A		0	0	0			
YDFD_ECOLI	P29010	0	1	1	1	0	0	0	3	A		0	0	0			
YDFR_ECOLI	P76160	0	1	1	1	0	1	0	4	A		0	0	0
YDFU_ECOLI	P76162	0	1	1	1	0	0	0	3	A		0	0	0
YEEV_ECOLI	P64524	0	1	1	1	0	0	0	3	A		0	0	0
YNAK_ECOLI	P76068	0	1	1	1	0	0	0	3	A		0	0	0
YMFN_ECOLI	P75978	0	1	1	1	0	0	0	3	A		0	0	0
YGEF_ECOLI	Q46786	0	1	1	1	0	0	0	3	A		0	0	0
YGEK_ECOLI	Q46791	0	1	1	1	0	0	0	3	A		0	0	0
YFDO_ECOLI	P0AD35	0	1	1	1	0	0	0	3	A		0	0	0
RHSE_ECOLI	P24211	0	1	1	1	0	0	0	3	A		0	0	0
YCHG_ECOLI	P30192	0	1	1	1	0	0	0	3	A		0	0	0
YIBJ_ECOLI	P32109	0	1	1	1	0	0	0	3	A		0	0	0
YJIP_ECOLI	P39387	0	1	1	1	0	0	0	3	A		0	0	0
YKIA_ECOLI	P75704	0	1	1	1	0	0	0	3	A		0	0	0
YMDE_ECOLI	Q7DFV4	0	1	1	1	0	0	0	3	A		0	0	0
YMFO_ECOLI	P75980	0	1	1	1	0	0	0	3	A		0	0	0
YDAY_ECOLI	P76069	0	1	1	1	0	0	0	3	A		0	0	0
YDET_ECOLI	P76137	0	1	1	1	0	0	0	3	A		0	0	0	
YEDN_ECOLI	P76321	0	1	1	1	0	0	0	3	A		0	0	0	
INTG_ECOLI	P76323	0	1	1	1	0	0	0	3	A		2	0		
YEEP_ECOLI	P76359	0	1	1	1	0	0	0	3	A		0	0	0	
YFDL_ECOLI	P76508	0	1	1	1	0	0	0	3	A		0	0	0	
YFDM_ECOLI	P76509	0	1	1	1	0	0	0	3	A		0	0	0	
PINH_ECOLI	P76611	0	1	1	1	0	0	0	3	A		0	0	0	
YLCE_ECOLI	P77087	0	1	1	1	0	0	0	3	A		0	0	0	
YBCY_ECOLI	P77460	0	1	1	1	0	0	0	3	A		0	0	0	
YBFO_ECOLI	P77779	0	1	1	1	0	1	0	4	A		0	0	0	
YGEN_ECOLI	Q46793	0	1	1	1	0	0	0	3	A		0	0	0	
YKFC_ECOLI	Q47688	0	1	1	1	0	0	0	3	A		0	0	0	
HTGA_ECOLI	P28697	0	1	1	1	0	0	0	3	A		0	0		
LPFS_ECOLI	P0ADF0	0	1	1	1	1	0	0	4	A		2	0	0	0
Y3808_ECOLI	P11291	0	1	1	1	0	0	0	3	A		0	0	0	
YQGC_ECOLI	P64570	0	1	1	1	0	0	0	3	A		2	0		
YPJB_ECOLI	P76612	0	1	1	1	0	0	0	3	A		0	0	0	
YUAG_ECOLI	Q9JMT2	0	1	0	0	0	0	0	1	A		2			
APPY_ECOLI	P05052	0	1	1	1	1	0	0	4	A		2	0		0
OTC2_ECOLI	P06960	0	1	1	1	0	0	0	3	A		0	0	0	
MCRA_ECOLI	P24200	0	1	1	1	1	0	0	4	A		0	0		0
RECE_ECOLI	P15032	0	1	1	1	0	1	0	4	A		0	0	0	
YDFA_ECOLI	P0ACW8	0	0	1	1	0	0	0	2	A			0	0	
YDFC_ECOLI	P21418	0	1	1	1	0	0	0	3	A		0	0	0	
LAR_ECOLI	P33229	0	1	1	1	1	0	0	4	A		0	0	0	0
ALPA_ECOLI	P33997	0	1	1	1	1	0	0	4	A		0	0	0	0
CSPF_ECOLI	P0A976	0	1	1	1	1	0	0	4	A		0	1	0	0
YAGA_ECOLI	P37007	0	1	1	1	0	0	0	3	A		0	0		
YCFK_ECOLI	P45581	0	1	1	1	0	0	0	3	A		0	0	0	
YFDN_ECOLI	P76510	1	1	1	1	0	0	0	4	A		0	0	0	
YFJI_ECOLI	P52124	0	1	1	1	0	0	0	3	A		0	0	0	
YFJJ_ECOLI	P52125	0	1	1	1	0	0	0	3	A		0	0	0	
YFJM_ECOLI	P52128	0	1	1	1	0	0	0	3	A		0	1	0	
YFJQ_ECOLI	P52132	0	1	1	1	0	0	0	3	A		0	0	0	
YFJR_ECOLI	P52133	0	1	1	1	0	0	0	3	A		0	0	0	
YFJY_ECOLI	P52140	0	1	1	1	0	0	0	3	A		0	0	0	
YFJZ_ECOLI	P52141	0	1	1	1	0	0	0	3	A		0	0	0	
YAFW_ECOLI	Q47684	0	1	1	1	0	0	0	3	A		0	0	0	
YAFX_ECOLI	P75676	0	1	1	1	0	0	0	3	A		0	0	0	
YAFZ_ECOLI	P77206	0	1	1	1	0	0	0	3	A		0	0	0	
YKFA_ECOLI	P75678	0	1	1	1	0	0	0	3	A		0	0	0	
MMUM_ECOLI	Q47690	0	1	1	1	0	0	0	3	A		0	0		
YAGH_ECOLI	P77713	0	1	1	1	1	0	0	4	A		0	0	0	0
YDAQ_ECOLI	P76057	0	1	1	1	0	0	0	3	A		0	0	0	
YDAT_ECOLI	P76064	0	1	1	1	0	0	0	3	A		0	0	0	
YDAU_ECOLI	P76065	0	1	1	1	0	0	0	3	A		0	0	0	
STFR_ECOLI	P76072	0	1	1	1	0	0	0	3	A		0	0	0	
YEET_ECOLI	P64521	0	1	1	1	0	0	0	3	A		0	0	0	
YEEU_ECOLI	P76364	0	1	1	1	0	0	0	3	A		0	0	0
YMFD_ECOLI	P75967	0	1	1	1	0	0	0	3	A		0	0	0
YAGM_ECOLI	P71296	0	1	1	1	0	0	0	3	A		0	0	
REQ1_ECOLI	Q47274	0	1	1	1	0	0	0	3	A		0	0	0
STFQ_ECOLI	P77515	0	1	1	1	0	0	0	3	A		0	0	0
YDFV_ECOLI	P76163	0	1	1	1	0	0	0	3	A		1	0	0
YFDK_ECOLI	P77656	0	1	1	1	0	0	0	3	A		0	0	0
YFDP_ECOLI	P76512	0	1	1	1	0	0	0	3	A		0	0	0
YFDQ_ECOLI	P76513	0	1	1	1	0	0	0	3	A		1	0	0
YFDR_ECOLI	P76514	0	1	1	1	0	0	0	3	A		0	0	0
YFDS_ECOLI	P76515	0	1	1	1	0	0	0	3	A		0	0	0
YFDT_ECOLI	P76516	0	1	1	1	0	0	0	3	A		0	0	
INTZ_ECOLI	P76542	0	1	1	1	0	0	0	3	A		2	0	0
YFFM_ECOLI	P76544	0	1	1	1	0	0	0	3	A		0	0	0
YFFN_ECOLI	P76545	0	1	1	1	0	0	0	3	A		0	0	0
YFFO_ECOLI	P76546	0	1	1	1	0	0	0	3	A		0	0	0
VXIS_ECOLI	P75970	0	1	1	1	0	0	0	3	A		0	0	0	
YMFJ_ECOLI	P75973	0	1	1	1	0	0	0	3	A		0	0	0	
YMFL_ECOLI	P75976	0	1	1	1	0	0	0	3	A		0	0	0	
YMFQ_ECOLI	P75982	0	1	1	1	0	0	0	3	A		0	0	0	
YPJF_ECOLI	Q46953	0	1	1	1	0	0	0	3	A		0	0	0	
YKFG_ECOLI	Q47685	0	1	1	1	0	0	0	3	A		0	0	0	
YKFI_ECOLI	P77692	0	1	1	1	0	0	0	3	A		0	0	0	
YMFS_ECOLI	P09154	0	1	1	1	0	0	0	3	A		0	0		
YNFN_ECOLI	P76157	0	1	1	1	0	0	0	3	A		0	0	0	
YMFT_ECOLI	P75975	0	1	1	1	0	0	0	3	A		0	0	0	
INSC7_ECOLI	P0CF46	0	1	0	0	0	0	0	1	A		0			
INSD7_ECOLI	P0CF59	0	1	0	0	0	0	0	1	A		2			
INSE5_ECOLI	P0CF70	0	0	0	0	1	0	0	1	A					0
INSE6_ECOLI	P0CF71	1	1	0	0	0	0	0	2	A	1	2			
INSE7_ECOLI	P0CF72	0	1	0	0	0	0	0	1	A		2			
INSF4_ECOLI	P0CF82	0	1	1	1	0	0	0	3	A		0	0	0	
INSH1_ECOLI	P0CE49	1	0	0	0	0	0	0	1	A	1				
INSH5_ECOLI	P76071	0	1	1	1	0	0	0	3	A		0	0	0	
INSN1_ECOLI	P75679	0	1	1	1	0	0	0	3	A		0	0	0	
INSA3_ECOLI	P0CF09	0	0	0	0	1	0	0	1	A					0
INTQ_ECOLI	P76168	0	1	1	1	0	0	0	3	A		0	0	0	
RHSC_ECOLI	P16918	0	1	1	1	0	0	0	3	A		0	0	0	
CCDA_ECOLI	P62552	0	0	1	1	0	0	0	2	A			0	0	
CCDB_ECOLI	P62554	0	0	1	1	0	0	0	2	A			0	0	
PIFC_ECOLI	P10030	0	0	1	1	0	0	0	2	A			0	0	
REDF_ECOLI	P06615	0	0	1	1	0	0	0	2	A			0	0	
REPB_ECOLI	Q57154	0	0	1	1	0	0	0	2	A			0	0	
REPE1_ECOLI	P03856	1	1	1	1	0	0	0	4	A	1	2	0	0	
SOPA_ECOLI	P62556	0	0	1	1	0	0	0	2	A			0	0	
SOPB_ECOLI	P62558	0	0	1	1	0	0	0	2	A			0	0	
TRAI1_ECOLI	P14565	0	1	1	1	0	0	0	3	A		0	0	0	
YUAB_ECOLI	Q9JMT8	0	1	0	0	0	0	0	1	A		2			
YUAH_ECOLI	Q9JMT1	1	1	0	0	0	0	0	2	A	1	2
YUAK_ECOLI	Q9JMS9	1	1	0	0	0	0	0	2	A	1	2
YUAU_ECOLI	Q9JMS0	1	1	0	0	0	0	0	2	A	1	2
YUAV_ECOLI	Q9JMR9	1	1	0	0	0	0	0	2	A	1	2
YUAX_ECOLI	Q9JMR7	1	1	0	0	0	0	0	2	A		2
YUAY_ECOLI	Q9JMR6	0	1	0	0	0	0	0	1	A		0
YUBA_ECOLI	Q9S4X5	0	1	0	0	0	0	0	1	A		2
YUBD_ECOLI	Q9S4X2	1	1	0	0	0	0	0	2	A	1	2
YUBG_ECOLI	Q9S4W9	1	1	0	0	0	0	0	2	A	1	2
YUBJ_ECOLI	P0C243	0	1	0	0	0	0	0	1	A		2
YUBO_ECOLI	Q02885	0	1	0	0	0	0	0	1	A		2
