From	To	To
CP001396	C5A0M7	C5A0M7_ECOBW
CP001396	C4ZQ02	C4ZQ02_ECOBW
CP001396	C4ZRW3	C4ZRW3_ECOBW
CP001396	C4ZU02	C4ZU02_ECOBW
CP001396	C4ZVF3	C4ZVF3_ECOBW
CP001396	C4ZX20	C4ZX20_ECOBW
CP001396	C4ZYV7	C4ZYV7_ECOBW
CP001396	C5A0G6	C5A0G6_ECOBW
CP001396	C5A0W4	C5A0W4_ECOBW
CP001396	C4ZR84	C4ZR84_ECOBW
CP001396	C4ZSX2	C4ZSX2_ECOBW
CP001396	C4ZUP9	C4ZUP9_ECOBW
CP001396	C4ZWL7	C4ZWL7_ECOBW
CP001396	C4ZY30	C4ZY30_ECOBW
CP001396	C5A0F3	C5A0F3_ECOBW
CP001396	C4ZQ09	C4ZQ09_ECOBW
CP001396	C4ZRF8	C4ZRF8_ECOBW
CP001396	C4ZTC2	C4ZTC2_ECOBW
CP001396	C4ZUN6	C4ZUN6_ECOBW
CP001396	C4ZVW7	C4ZVW7_ECOBW
CP001396	C4ZXQ5	C4ZXQ5_ECOBW
CP001396	C4ZZG1	C4ZZG1_ECOBW
CP001396	C5A191	C5A191_ECOBW
CP001396	C4ZR04	C4ZR04_ECOBW
CP001396	C4ZSA2	C4ZSA2_ECOBW
CP001396	C4ZUY9	C4ZUY9_ECOBW
CP001396	C4ZWW5	C4ZWW5_ECOBW
CP001396	C4ZYB6	C4ZYB6_ECOBW
CP001396	C5A0B8	C5A0B8_ECOBW
CP001396	C4ZRZ1	C4ZRZ1_ECOBW
CP001396	C4ZTV2	C4ZTV2_ECOBW
CP001396	C4ZW90	C4ZW90_ECOBW
CP001396	C4ZXB8	C4ZXB8_ECOBW
CP001396	C4ZZ30	C4ZZ30_ECOBW
CP001396	C5A114	C5A114_ECOBW
CP001396	C4ZQB2	C4ZQB2_ECOBW
CP001396	C4ZSA4	C4ZSA4_ECOBW
CP001396	C4ZUC8	C4ZUC8_ECOBW
CP001396	C4ZVI1	C4ZVI1_ECOBW
CP001396	C4ZWW3	C4ZWW3_ECOBW
CP001396	C4ZYL9	C4ZYL9_ECOBW
CP001396	C5A0B1	C5A0B1_ECOBW
CP001396	C4ZQ13	C4ZQ13_ECOBW
CP001396	C4ZRM2	C4ZRM2_ECOBW
CP001396	C4ZU84	C4ZU84_ECOBW
CP001396	C4ZW57	C4ZW57_ECOBW
CP001396	C4ZY15	C4ZY15_ECOBW
CP001396	C4ZZI0	C4ZZI0_ECOBW
CP001396	C5A1F9	C5A1F9_ECOBW
CP001396	C4ZQF7	C4ZQF7_ECOBW
CP001396	C4ZS74	C4ZS74_ECOBW
CP001396	C4ZTJ8	C4ZTJ8_ECOBW
CP001396	C4ZVC0	C4ZVC0_ECOBW
CP001396	C4ZWS0	C4ZWS0_ECOBW
CP001396	C4ZYH2	C4ZYH2_ECOBW
CP001396	C5A0K2	C5A0K2_ECOBW
CP001396	C4ZQN1	C4ZQN1_ECOBW
CP001396	C4ZS31	C4ZS31_ECOBW
CP001396	C4ZTS8	C4ZTS8_ECOBW
CP001396	C4ZVL9	C4ZVL9_ECOBW
CP001396	C4ZX34	C4ZX34_ECOBW
CP001396	C4ZY05	C4ZY05_ECOBW
CP001396	C4ZZJ8	C4ZZJ8_ECOBW
CP001396	C5A115	C5A115_ECOBW
CP001396	C4ZQZ2	C4ZQZ2_ECOBW
CP001396	C4ZST9	C4ZST9_ECOBW
CP001396	C4ZUP1	C4ZUP1_ECOBW
CP001396	C4ZWI3	C4ZWI3_ECOBW
CP001396	C4ZXT1	C4ZXT1_ECOBW
CP001396	C5A010	C5A010_ECOBW
CP001396	C5A146	C5A146_ECOBW
CP001396	C4ZPX9	C4ZPX9_ECOBW
CP001396	C4ZRC2	C4ZRC2_ECOBW
CP001396	C4ZT11	C4ZT11_ECOBW
CP001396	C4ZUU0	C4ZUU0_ECOBW
CP001396	C4ZWK7	C4ZWK7_ECOBW
CP001396	C4ZYF7	C4ZYF7_ECOBW
CP001396	C4ZYS0	C4ZYS0_ECOBW
CP001396	C5A0K8	C5A0K8_ECOBW
CP001396	C4ZSY8	C4ZSY8_ECOBW
CP001396	C4ZUS7	C4ZUS7_ECOBW
CP001396	C4ZVZ9	C4ZVZ9_ECOBW
CP001396	C4ZXQ9	C4ZXQ9_ECOBW
CP001396	C4ZZC5	C4ZZC5_ECOBW
CP001396	C5A0X9	C5A0X9_ECOBW
CP001396	C4ZR99	C4ZR99_ECOBW
CP001396	C4ZPX4	C4ZPX4_ECOBW
CP001396	C4ZRN1	C4ZRN1_ECOBW
CP001396	C4ZSV7	C4ZSV7_ECOBW
CP001396	C4ZUE0	C4ZUE0_ECOBW
CP001396	C4ZVN8	C4ZVN8_ECOBW
CP001396	C4ZXH0	C4ZXH0_ECOBW
CP001396	C4ZZ77	C4ZZ77_ECOBW
CP001396	C4ZPV4	C4ZPV4_ECOBW
CP001396	C4ZRC3	C4ZRC3_ECOBW
CP001396	C4ZT03	C4ZT03_ECOBW
CP001396	C4ZV65	C4ZV65_ECOBW
CP001396	C4ZWK1	C4ZWK1_ECOBW
CP001396	C4ZXP8	C4ZXP8_ECOBW
CP001396	C4ZZK5	C4ZZK5_ECOBW
CP001396	C5A1G0	C5A1G0_ECOBW
CP001396	C4ZRT8	C4ZRT8_ECOBW
CP001396	C4ZTL6	C4ZTL6_ECOBW
CP001396	C4ZVF9	C4ZVF9_ECOBW
CP001396	C4ZX44	C4ZX44_ECOBW
CP001396	C4ZZH5	C4ZZH5_ECOBW
CP001396	C5A0S1	C5A0S1_ECOBW
CP001396	C4ZQH2	C4ZQH2_ECOBW
CP001396	C4ZRW8	C4ZRW8_ECOBW
CP001396	C4ZU65	C4ZU65_ECOBW
CP001396	C4ZVV7	C4ZVV7_ECOBW
CP001396	C4ZX95	C4ZX95_ECOBW
CP001396	C4ZYZ5	C4ZYZ5_ECOBW
CP001396	C5A0K7	C5A0K7_ECOBW
CP001396	C4ZPU5	C4ZPU5_ECOBW
CP001396	C4ZRV0	C4ZRV0_ECOBW
CP001396	C4ZTZ6	C4ZTZ6_ECOBW
CP001396	C4ZVF2	C4ZVF2_ECOBW
CP001396	C4ZX19	C4ZX19_ECOBW
CP001396	C4ZYU0	C4ZYU0_ECOBW
CP001396	C5A0G5	C5A0G5_ECOBW
CP001396	C5A198	C5A198_ECOBW
CP001396	C4ZRQ7	C4ZRQ7_ECOBW
CP001396	C4ZTG7	C4ZTG7_ECOBW
CP001396	C4ZVK4	C4ZVK4_ECOBW
CP001396	C4ZWV8	C4ZWV8_ECOBW
CP001396	C4ZZ52	C4ZZ52_ECOBW
CP001396	C4ZQK1	C4ZQK1_ECOBW
CP001396	C4ZRW0	C4ZRW0_ECOBW
CP001396	C4ZTM1	C4ZTM1_ECOBW
CP001396	C4ZUZ6	C4ZUZ6_ECOBW
CP001396	C4ZWF2	C4ZWF2_ECOBW
CP001396	C4ZYA2	C4ZYA2_ECOBW
CP001396	C5A040	C5A040_ECOBW
CP001396	C4ZPU6	C4ZPU6_ECOBW
CP001396	C4ZRG6	C4ZRG6_ECOBW
CP001396	C4ZTD4	C4ZTD4_ECOBW
CP001396	C4ZVI5	C4ZVI5_ECOBW
CP001396	C4ZXF3	C4ZXF3_ECOBW
CP001396	C4ZZ34	C4ZZ34_ECOBW
CP001396	C5A0Y9	C5A0Y9_ECOBW
CP001396	C4ZPY9	C4ZPY9_ECOBW
CP001396	C4ZSI5	C4ZSI5_ECOBW
CP001396	C4ZUN9	C4ZUN9_ECOBW
CP001396	C4ZWJ9	C4ZWJ9_ECOBW
CP001396	C4ZXN6	C4ZXN6_ECOBW
CP001396	C4ZZG8	C4ZZG8_ECOBW
CP001396	C4ZR51	C4ZR51_ECOBW
CP001396	C4ZT23	C4ZT23_ECOBW
CP001396	C4ZUS4	C4ZUS4_ECOBW
CP001396	C4ZW23	C4ZW23_ECOBW
CP001396	C4ZXI0	C4ZXI0_ECOBW
CP001396	C4ZZ70	C4ZZ70_ECOBW
CP001396	C5A104	C5A104_ECOBW
CP001396	C4ZQX2	C4ZQX2_ECOBW
CP001396	C4ZSK5	C4ZSK5_ECOBW
CP001396	C4ZUW4	C4ZUW4_ECOBW
CP001396	C4ZWL6	C4ZWL6_ECOBW
CP001396	C4ZY89	C4ZY89_ECOBW
CP001396	C5A097	C5A097_ECOBW
CP001396	C4ZQV4	C4ZQV4_ECOBW
CP001396	C4ZSK6	C4ZSK6_ECOBW
CP001396	C4ZU24	C4ZU24_ECOBW
CP001396	C4ZVK8	C4ZVK8_ECOBW
CP001396	C4ZXB2	C4ZXB2_ECOBW
CP001396	C4ZZ80	C4ZZ80_ECOBW
CP001396	C5A0Z5	C5A0Z5_ECOBW
CP001396	C4ZR37	C4ZR37_ECOBW
CP001396	C4ZSJ1	C4ZSJ1_ECOBW
CP001396	C4ZUA3	C4ZUA3_ECOBW
CP001396	C4ZW62	C4ZW62_ECOBW
CP001396	C4ZYD2	C4ZYD2_ECOBW
CP001396	C4ZZX0	C4ZZX0_ECOBW
CP001396	C4ZQ54	C4ZQ54_ECOBW
CP001396	C4ZRN2	C4ZRN2_ECOBW
CP001396	C4ZTI4	C4ZTI4_ECOBW
CP001396	C4ZVA0	C4ZVA0_ECOBW
CP001396	C4ZWS8	C4ZWS8_ECOBW
CP001396	C4ZYK4	C4ZYK4_ECOBW
CP001396	C5A0I3	C5A0I3_ECOBW
CP001396	C4ZQH7	C4ZQH7_ECOBW
CP001396	C4ZRS8	C4ZRS8_ECOBW
CP001396	C4ZTA5	C4ZTA5_ECOBW
CP001396	C4ZVF5	C4ZVF5_ECOBW
CP001396	C4ZX57	C4ZX57_ECOBW
CP001396	C4ZZF4	C4ZZF4_ECOBW
CP001396	C5A0Z1	C5A0Z1_ECOBW
CP001396	C4ZTL2	C4ZTL2_ECOBW
CP001396	C4ZV87	C4ZV87_ECOBW
CP001396	C4ZWD6	C4ZWD6_ECOBW
CP001396	C4ZY66	C4ZY66_ECOBW
CP001396	C4ZZU1	C4ZZU1_ECOBW
CP001396	C4ZQ63	C4ZQ63_ECOBW
CP001396	C4ZS35	C4ZS35_ECOBW
CP001396	C4ZQI4	C4ZQI4_ECOBW
CP001396	C4ZSC7	C4ZSC7_ECOBW
CP001396	C4ZTB4	C4ZTB4_ECOBW
CP001396	C4ZUW7	C4ZUW7_ECOBW
CP001396	C4ZW97	C4ZW97_ECOBW
CP001396	C4ZYB1	C4ZYB1_ECOBW
CP001396	C4ZZY3	C4ZZY3_ECOBW
CP001396	C4ZQ51	C4ZQ51_ECOBW
CP001396	C4ZS86	C4ZS86_ECOBW
CP001396	C4ZTH1	C4ZTH1_ECOBW
CP001396	C4ZVJ1	C4ZVJ1_ECOBW
CP001396	C4ZWZ1	C4ZWZ1_ECOBW
CP001396	C4ZYG1	C4ZYG1_ECOBW
CP001396	C5A037	C5A037_ECOBW
CP001396	C4ZQ12	C4ZQ12_ECOBW
CP001396	C4ZSI9	C4ZSI9_ECOBW
CP001396	C4ZU11	C4ZU11_ECOBW
CP001396	C4ZW65	C4ZW65_ECOBW
CP001396	C4ZXT3	C4ZXT3_ECOBW
CP001396	C4ZZW5	C4ZZW5_ECOBW
CP001396	C5A1A9	C5A1A9_ECOBW
CP001396	C4ZR33	C4ZR33_ECOBW
CP001396	C4ZSK3	C4ZSK3_ECOBW
CP001396	C4ZUQ7	C4ZUQ7_ECOBW
CP001396	C4ZWB9	C4ZWB9_ECOBW
CP001396	C4ZXZ7	C4ZXZ7_ECOBW
CP001396	C4ZZF2	C4ZZF2_ECOBW
CP001396	C5A167	C5A167_ECOBW
CP001396	C4ZQG8	C4ZQG8_ECOBW
CP001396	C4ZSS9	C4ZSS9_ECOBW
CP001396	C4ZSZ1	C4ZSZ1_ECOBW
CP001396	C4ZUC4	C4ZUC4_ECOBW
CP001396	C4ZVU8	C4ZVU8_ECOBW
CP001396	C4ZXM4	C4ZXM4_ECOBW
CP001396	C4ZZ84	C4ZZ84_ECOBW
CP001396	C5A103	C5A103_ECOBW
CP001396	C4ZUS6	RECR_ECOBW
CP001396	C4ZTQ2	RF1_ECOBW
CP001396	C4ZR80	RL9_ECOBW
CP001396	C4ZUG6	RS17_ECOBW
CP001396	C4ZRN9	SFSA_ECOBW
CP001396	C4ZXN3	SLMA_ECOBW
CP001396	C4ZT30	SYME_ECOBW
CP001396	C4ZVL1	TRUA_ECOBW
CP001396	C4ZUM0	TSGA_ECOBW
CP001396	C4ZS34	ACP_ECOBW
CP001396	C4ZQL1	FLIE_ECOBW
CP001396	C5A0H5	GCSP_ECOBW
CP001396	C4ZRP7	GSA_ECOBW
CP001396	C4ZZ35	HDFR_ECOBW
CP001396	C4ZZ25	KUP_ECOBW
CP001396	C5A0L1	METK_ECOBW
CP001396	C4ZUC2	NUOK_ECOBW
CP001396	C5A0W8	PSIE_ECOBW
CP001396	C5A071	RHAA_ECOBW
CP001396	C4ZPV6	RIHC_ECOBW
CP001396	C4ZYY1	RNPA_ECOBW
CP001396	C4ZUJ6	RS7_ECOBW
CP001396	C4ZUG1	RS8_ECOBW
CP001396	C4ZSW8	RS9_ECOBW
CP001396	C4ZQE7	RUVC_ECOBW
CP001396	C5A0L3	SPRT_ECOBW
CP001396	C4ZZP8	SURE_ECOBW
CP001396	C4ZUX4	SYC_ECOBW
CP001396	C4ZUJ9	TUSC_ECOBW
CP001396	C4ZZ62	WECG_ECOBW
CP001396	C4ZRQ6	YAEH_ECOBW
CP001396	C4ZXX6	YBIX_ECOBW
CP001396	C4ZQR6	YEEX_ECOBW
CP001396	C5A034	YIHI_ECOBW
CP001396	C4ZQV8	ZUPT_ECOBW
CP001396	C4ZPU7	C4ZPU7_ECOBW
CP001396	C4ZPU7	C4ZPU7_ECOBW
CP001396	C4ZPU7	C4ZPU7_ECOBW
CP001396	C4ZPU7	C4ZPU7_ECOBW
CP001396	C4ZPU7	C4ZPU7_ECOBW
CP001396	C4ZQI1	C4ZQI1_ECOBW
CP001396	C4ZSH1	C4ZSH1_ECOBW
CP001396	C4ZU57	C4ZU57_ECOBW
CP001396	C4ZW18	C4ZW18_ECOBW
CP001396	C4ZXR1	C4ZXR1_ECOBW
CP001396	C5A036	C5A036_ECOBW
CP001396	C4ZQZ5	C4ZQZ5_ECOBW
CP001396	C4ZSX0	C4ZSX0_ECOBW
CP001396	C4ZUE6	C4ZUE6_ECOBW
CP001396	C4ZVJ0	C4ZVJ0_ECOBW
CP001396	C4ZXG4	C4ZXG4_ECOBW
CP001396	C4ZZA9	C4ZZA9_ECOBW
CP001396	C5A118	C5A118_ECOBW
CP001396	C4ZQL8	C4ZQL8_ECOBW
CP001396	C4ZS11	C4ZS11_ECOBW
CP001396	C4ZUF3	C4ZUF3_ECOBW
CP001396	C4ZW92	C4ZW92_ECOBW
CP001396	C4ZXZ0	C4ZXZ0_ECOBW
CP001396	C4ZZW7	C4ZZW7_ECOBW
CP001396	C4ZQX9	C4ZQX9_ECOBW
CP001396	C4ZRP5	C4ZRP5_ECOBW
CP001396	C4ZTG4	C4ZTG4_ECOBW
CP001396	C4ZVT3	C4ZVT3_ECOBW
CP001396	C4ZX25	C4ZX25_ECOBW
CP001396	C4ZYB7	C4ZYB7_ECOBW
CP001396	C5A0E2	C5A0E2_ECOBW
CP001396	C4ZS15	C4ZS15_ECOBW
CP001396	C4ZTY1	C4ZTY1_ECOBW
CP001396	C4ZV32	C4ZV32_ECOBW
CP001396	C4ZWK9	C4ZWK9_ECOBW
CP001396	C4ZY32	C4ZY32_ECOBW
CP001396	C4ZZX4	C4ZZX4_ECOBW
CP001396	C4ZRH4	C4ZRH4_ECOBW
CP001396	C4ZTN9	C4ZTN9_ECOBW
CP001396	C4ZVM8	C4ZVM8_ECOBW
CP001396	C4ZXS0	C4ZXS0_ECOBW
CP001396	C4ZZ66	C4ZZ66_ECOBW
CP001396	C5A0X7	C5A0X7_ECOBW
CP001396	C4ZQC0	C4ZQC0_ECOBW
CP001396	C4ZRW1	C4ZRW1_ECOBW
CP001396	C4ZT67	C4ZT67_ECOBW
CP001396	C4ZUT7	C4ZUT7_ECOBW
CP001396	C4ZWC6	C4ZWC6_ECOBW
CP001396	C4ZY26	C4ZY26_ECOBW
CP001396	C5A088	C5A088_ECOBW
CP001396	C4ZRV7	C4ZRV7_ECOBW
CP001396	C4ZTD7	C4ZTD7_ECOBW
CP001396	C4ZVD1	C4ZVD1_ECOBW
CP001396	C4ZWW7	C4ZWW7_ECOBW
CP001396	C4ZXP9	C4ZXP9_ECOBW
CP001396	C4ZYV2	C4ZYV2_ECOBW
CP001396	C5A0Q5	C5A0Q5_ECOBW
CP001396	C4ZQN4	C4ZQN4_ECOBW
CP001396	C4ZSC5	C4ZSC5_ECOBW
CP001396	C4ZU90	C4ZU90_ECOBW
CP001396	C4ZVZ5	C4ZVZ5_ECOBW
CP001396	C4ZXC1	C4ZXC1_ECOBW
CP001396	C4ZZH8	C4ZZH8_ECOBW
CP001396	C5A0U5	C5A0U5_ECOBW
CP001396	C4ZR34	C4ZR34_ECOBW
CP001396	C4ZSL7	C4ZSL7_ECOBW
CP001396	C4ZU46	C4ZU46_ECOBW
CP001396	C4ZW60	C4ZW60_ECOBW
CP001396	C4ZXY8	C4ZXY8_ECOBW
CP001396	C5A057	C5A057_ECOBW
CP001396	C4ZSI4	C4ZSI4_ECOBW
CP001396	C4ZUC9	C4ZUC9_ECOBW
CP001396	C4ZVP8	C4ZVP8_ECOBW
CP001396	C4ZX96	C4ZX96_ECOBW
CP001396	C4ZYV9	C4ZYV9_ECOBW
CP001396	C5A0E9	C5A0E9_ECOBW
CP001396	C4ZQT0	C4ZQT0_ECOBW
CP001396	C4ZR72	C4ZR72_ECOBW
CP001396	C4ZSN4	C4ZSN4_ECOBW
CP001396	C4ZTZ9	C4ZTZ9_ECOBW
CP001396	C4ZVB4	C4ZVB4_ECOBW
CP001396	C4ZWX4	C4ZWX4_ECOBW
CP001396	C4ZYR6	C4ZYR6_ECOBW
CP001396	C5A145	C5A145_ECOBW
CP001396	C4ZQU4	C4ZQU4_ECOBW
CP001396	C4ZSP1	C4ZSP1_ECOBW
CP001396	C4ZUP6	C4ZUP6_ECOBW
CP001396	C4ZW89	C4ZW89_ECOBW
CP001396	C4ZXE4	C4ZXE4_ECOBW
CP001396	C4ZZ86	C4ZZ86_ECOBW
CP001396	C5A123	C5A123_ECOBW
CP001396	C4ZR14	C4ZR14_ECOBW
CP001396	C4ZT54	C4ZT54_ECOBW
CP001396	C4ZV29	C4ZV29_ECOBW
CP001396	C4ZWT2	C4ZWT2_ECOBW
CP001396	C4ZYJ3	C4ZYJ3_ECOBW
CP001396	C4ZYZ9	C4ZYZ9_ECOBW
CP001396	C5A0F8	C5A0F8_ECOBW
CP001396	C4ZQ62	C4ZQ62_ECOBW
CP001396	C4ZRK2	C4ZRK2_ECOBW
CP001396	C4ZTU4	C4ZTU4_ECOBW
CP001396	C4ZVG0	C4ZVG0_ECOBW
CP001396	C4ZWW0	C4ZWW0_ECOBW
CP001396	C4ZYG9	C4ZYG9_ECOBW
CP001396	C5A026	C5A026_ECOBW
CP001396	C4ZRE7	C4ZRE7_ECOBW
CP001396	C4ZTR1	C4ZTR1_ECOBW
CP001396	C4ZV42	C4ZV42_ECOBW
CP001396	C4ZWE5	C4ZWE5_ECOBW
CP001396	C4ZYD1	C4ZYD1_ECOBW
CP001396	C5A050	C5A050_ECOBW
CP001396	C5A1A0	C5A1A0_ECOBW
CP001396	C4ZRZ0	C4ZRZ0_ECOBW
CP001396	C4ZTI6	C4ZTI6_ECOBW
CP001396	C4ZVM0	C4ZVM0_ECOBW
CP001396	C4ZWX8	C4ZWX8_ECOBW
CP001396	C4ZZ68	C4ZZ68_ECOBW
CP001396	C4ZQK2	C4ZQK2_ECOBW
CP001396	C4ZRY7	C4ZRY7_ECOBW
CP001396	C4ZTP4	C4ZTP4_ECOBW
CP001396	C4ZV02	C4ZV02_ECOBW
CP001396	C4ZWH8	C4ZWH8_ECOBW
CP001396	C4ZYF3	C4ZYF3_ECOBW
CP001396	C5A052	C5A052_ECOBW
CP001396	C4ZPZ2	C4ZPZ2_ECOBW
CP001396	C4ZRM3	C4ZRM3_ECOBW
CP001396	C4ZTJ1	C4ZTJ1_ECOBW
CP001396	C4ZVK7	C4ZVK7_ECOBW
CP001396	C4ZXF8	C4ZXF8_ECOBW
CP001396	C4ZZ46	C4ZZ46_ECOBW
CP001396	C5A0Z0	C5A0Z0_ECOBW
CP001396	C4ZQ96	C4ZQ96_ECOBW
CP001396	C4ZSK8	C4ZSK8_ECOBW
CP001396	C4ZUR6	C4ZUR6_ECOBW
CP001396	C4ZWK0	C4ZWK0_ECOBW
CP001396	C4ZXQ2	C4ZXQ2_ECOBW
CP001396	C4ZZM1	C4ZZM1_ECOBW
CP001396	C4ZR97	C4ZR97_ECOBW
CP001396	C4ZT47	C4ZT47_ECOBW
CP001396	C4ZUU9	C4ZUU9_ECOBW
CP001396	C4ZW28	C4ZW28_ECOBW
CP001396	C4ZXK2	C4ZXK2_ECOBW
CP001396	C4ZZ79	C4ZZ79_ECOBW
CP001396	C5A107	C5A107_ECOBW
CP001396	C4ZQX7	C4ZQX7_ECOBW
CP001396	C4ZSM8	C4ZSM8_ECOBW
CP001396	C4ZUY0	C4ZUY0_ECOBW
CP001396	C4ZWL8	C4ZWL8_ECOBW
CP001396	C4ZYC9	C4ZYC9_ECOBW
CP001396	C5A0A1	C5A0A1_ECOBW
CP001396	C4ZQW7	C4ZQW7_ECOBW
CP001396	C4ZSM2	C4ZSM2_ECOBW
CP001396	C4ZU40	C4ZU40_ECOBW
CP001396	C4ZVL2	C4ZVL2_ECOBW
CP001396	C4ZXD5	C4ZXD5_ECOBW
CP001396	C4ZZB6	C4ZZB6_ECOBW
CP001396	C5A0Z9	C5A0Z9_ECOBW
CP001396	C4ZR53	C4ZR53_ECOBW
CP001396	C4ZSL8	C4ZSL8_ECOBW
CP001396	C4ZUE4	C4ZUE4_ECOBW
CP001396	C4ZW81	C4ZW81_ECOBW
CP001396	C4ZXC7	C4ZXC7_ECOBW
CP001396	C4ZYF2	C4ZYF2_ECOBW
CP001396	C4ZZY7	C4ZZY7_ECOBW
CP001396	C4ZQ65	C4ZQ65_ECOBW
CP001396	C4ZRS0	C4ZRS0_ECOBW
CP001396	C4ZTI5	C4ZTI5_ECOBW
CP001396	C4ZVB6	C4ZVB6_ECOBW
CP001396	C4ZWW9	C4ZWW9_ECOBW
CP001396	C4ZYK5	C4ZYK5_ECOBW
CP001396	C5A0L4	C5A0L4_ECOBW
CP001396	C4ZQI0	C4ZQI0_ECOBW
CP001396	C4ZRT3	C4ZRT3_ECOBW
CP001396	C4ZTB8	C4ZTB8_ECOBW
CP001396	C4ZVJ9	C4ZVJ9_ECOBW
CP001396	C4ZX70	C4ZX70_ECOBW
CP001396	C4ZZH0	C4ZZH0_ECOBW
CP001396	C5A149	C5A149_ECOBW
CP001396	C4ZTL4	C4ZTL4_ECOBW
CP001396	C4ZVB1	C4ZVB1_ECOBW
CP001396	C4ZWG7	C4ZWG7_ECOBW
CP001396	C4ZY74	C4ZY74_ECOBW
CP001396	C4ZZU3	C4ZZU3_ECOBW
CP001396	C4ZQ64	C4ZQ64_ECOBW
CP001396	C4ZS56	C4ZS56_ECOBW
CP001396	C4ZQI7	C4ZQI7_ECOBW
CP001396	C4ZSD0	C4ZSD0_ECOBW
CP001396	C4ZTC9	C4ZTC9_ECOBW
CP001396	C4ZUY1	C4ZUY1_ECOBW
CP001396	C4ZWF9	C4ZWF9_ECOBW
CP001396	C4ZYB9	C4ZYB9_ECOBW
CP001396	C4ZZZ2	C4ZZZ2_ECOBW
CP001396	C4ZQ83	C4ZQ83_ECOBW
CP001396	C4ZS87	C4ZS87_ECOBW
CP001396	C4ZTJ2	C4ZTJ2_ECOBW
CP001396	C4ZVK0	C4ZVK0_ECOBW
CP001396	C4ZWZ9	C4ZWZ9_ECOBW
CP001396	C4ZYI7	C4ZYI7_ECOBW
CP001396	C5A041	C5A041_ECOBW
CP001396	C4ZQ26	C4ZQ26_ECOBW
CP001396	C4ZSJ0	C4ZSJ0_ECOBW
CP001396	C4ZU16	C4ZU16_ECOBW
CP001396	C4ZW72	C4ZW72_ECOBW
CP001396	C4ZXV6	C4ZXV6_ECOBW
CP001396	C4ZZX6	C4ZZX6_ECOBW
CP001396	C5A1B0	C5A1B0_ECOBW
CP001396	C4ZR40	C4ZR40_ECOBW
CP001396	C4ZSR9	C4ZSR9_ECOBW
CP001396	C4ZUR9	C4ZUR9_ECOBW
CP001396	C4ZWC4	C4ZWC4_ECOBW
CP001396	C4ZY06	C4ZY06_ECOBW
CP001396	C4ZZF8	C4ZZF8_ECOBW
CP001396	C5A169	C5A169_ECOBW
CP001396	C4ZQI2	C4ZQI2_ECOBW
CP001396	C4ZST5	C4ZST5_ECOBW
CP001396	C4ZT25	C4ZT25_ECOBW
CP001396	C4ZUD5	C4ZUD5_ECOBW
CP001396	C4ZVV0	C4ZVV0_ECOBW
CP001396	C4ZXR6	C4ZXR6_ECOBW
CP001396	C4ZZB7	C4ZZB7_ECOBW
CP001396	C5A105	C5A105_ECOBW
CP001396	C5A124	C5A124_ECOBW
CP001396	C4ZRA4	C4ZRA4_ECOBW
CP001396	C4ZT61	C4ZT61_ECOBW
CP001396	C4ZV00	C4ZV00_ECOBW
CP001396	C4ZWR0	C4ZWR0_ECOBW
CP001396	C4ZYL3	C4ZYL3_ECOBW
CP001396	C5A0P1	C5A0P1_ECOBW
CP001396	C4ZQ25	C4ZQ25_ECOBW
CP001396	C4ZRI1	C4ZRI1_ECOBW
CP001396	C4ZTE0	C4ZTE0_ECOBW
CP001396	C4ZUR0	C4ZUR0_ECOBW
CP001396	C4ZW22	C4ZW22_ECOBW
CP001396	C4ZXY7	C4ZXY7_ECOBW
CP001396	C4ZZJ1	C4ZZJ1_ECOBW
CP001396	C5A1A3	C5A1A3_ECOBW
CP001396	C4ZR39	C4ZR39_ECOBW
CP001396	C4ZSS6	C4ZSS6_ECOBW
CP001396	C4ZV36	C4ZV36_ECOBW
CP001396	C4ZX03	C4ZX03_ECOBW
CP001396	C4ZYJ5	C4ZYJ5_ECOBW
CP001396	C5A0G8	C5A0G8_ECOBW
CP001396	C4ZS27	C4ZS27_ECOBW
CP001396	C4ZU51	C4ZU51_ECOBW
CP001396	C4ZWD1	C4ZWD1_ECOBW
CP001396	C4ZXD2	C4ZXD2_ECOBW
CP001396	C4ZZ82	C4ZZ82_ECOBW
CP001396	C5A148	C5A148_ECOBW
CP001396	C4ZQN9	C4ZQN9_ECOBW
CP001396	C4ZSH7	C4ZSH7_ECOBW
CP001396	C4ZUL3	C4ZUL3_ECOBW
CP001396	C4ZVL6	C4ZVL6_ECOBW
CP001396	C4ZWZ3	C4ZWZ3_ECOBW
CP001396	C4ZYQ8	C4ZYQ8_ECOBW
CP001396	C5A0I7	C5A0I7_ECOBW
CP001396	C4ZQ72	C4ZQ72_ECOBW
CP001396	C4ZRW5	C4ZRW5_ECOBW
CP001396	C4ZUB7	C4ZUB7_ECOBW
CP001396	C4ZWE2	C4ZWE2_ECOBW
CP001396	C4ZY39	C4ZY39_ECOBW
CP001396	C4ZZP6	C4ZZP6_ECOBW
CP001396	C4ZQJ8	C4ZQJ8_ECOBW
CP001396	C4ZSC2	C4ZSC2_ECOBW
CP001396	C4ZTR8	C4ZTR8_ECOBW
CP001396	C4ZVD4	C4ZVD4_ECOBW
CP001396	C4ZWV9	C4ZWV9_ECOBW
CP001396	C4ZYX1	C4ZYX1_ECOBW
CP001396	C5A0L5	C5A0L5_ECOBW
CP001396	C4ZQQ3	C4ZQQ3_ECOBW
