ID	Thoretical	Experimental
P55734	11	12
P56258	23	9
P56262	13	2
P57998	14	2
P60240	63	15
P60293	35	8
P60390	21	7
P60422	19	59
P60438	17	50
P60546	13	6
P60595	12	10
P60624	6	28
P60664	19	13
P60716	21	33
P60720	12	6
P60723	13	44
P60752	37	46
P60757	23	23
P60785	34	43
P60869	27	2
P60906	29	9
P60932	13	2
P60955	14	5
P61175	6	29
P61316	14	3
P61320	16	27
P61517	14	8
P61714	7	10
P61889	19	33
P61949	9	4
P62399	13	54
P62517	49	42
P62552	4	2
P62620	27	34
P62623	20	17
P62672	7	5
P62707	15	22
P62768	12	23
P63020	10	4
P63177	13	17
P63183	34	5
P63204	16	
P63224	13	6
P63284	61	79
P63284-2	54	2
P63340	15	3
P63386	16	30
P63389	40	9
P63883	26	33
P64423	18	10
P64429	16	8
P64451	17	5
P64467	6	2
P64483	12	3
P64499	6	8
P64526	4	1
P64554	14	12
P64564	9	5
P64574	9	4
P64581	7	17
P64585	8	4
P64590	8	3
P64596	13	25
P64604	12	26
P64606	12	10
P64612	23	12
P64624	15	8
P64634	13	2
P64636	12	6
P65292	5	2
P65643	18	2
P66817	10	5
P66948	30	12
P67080	14	3
P67087	20	9
P67095	8	2
P67127	11	1
P67430	14	
P67553	13	5
P67660	23	11
P67662	19	7
P67762	11	5
P67910	20	31
P68066	11	4
P68187	23	1
P68206	6	2
P68398	12	2
P68644	29	3
P68679	3	9
P68699	4	2
P68767	32	42
P68919	8	13
P69054	6	3
P69222	4	3
P69228	18	17
P69330	8	2
P69380	14	6
P69411	8	16
P69423	8	4
P69425	12	15
P69428	5	12
P69434	56	1
P69441	18	19
P69451	30	21
P69503	11	5
P69741	19	6
P69776	5	19
P69783	10	24
P69786	20	31
P69797	22	66
P69801	7	2
P69805	16	24
P69811	22	14
P69828	10	7
P69829	9	5
P69831	18	12
P69874	25	27
P69902	23	1
P69913	6	3
P69922	31	2
P69924	25	17
P69931	15	5
P71243	26	
P71298	32	5
P75672	15	6
P75679	8	3
P75728	20	2
P75745	18	6
P75746	14	2
P75749	18	3
P75764	37	3
P75777	21	26
P75780	42	2
P75782	16	7
P75793	54	1
P75796	43	20
P75797	27	9
P75798	13	2
P75801	26	1
P75809	16	
P75817	17	2
P75818	11	10
P75820	15	6
P75821	20	17
P75822	32	14
P75823	21	2
P75825	31	2
P75828	39	9
P75829	22	11
P75830	24	29
P75831	39	12
P75838	27	4
P75843	30	2
P75849	11	3
P75851	13	2
P75857	50	2
P75863	28	4
P75864	47	25
P75867	32	30
P75870	35	10
P75876	26	14
P75901	11	1
P75913	20	6
P75915	11	8
P75919	31	10
P75933	11	
P75946	7	2
P75949	20	5
P75957	14	23
P75958	21	5
P75969	30	2
P75970	6	2
P75978	27	1
P75988	9	2
P76002	8	14
P76007	25	10
P76014	14	5
P76016	37	4
P76017	40	3
P76027	22	12
P76034	19	5
P76038	11	2
P76041	30	1
P76046	28	18
P76053	12	13
P76055	22	5
P76072	65	18
P76076	7	2
P76081	23	2
P76092	36	2
P76097	32	1
P76100	17	2
P76102	33	2
P76104	45	27
P76115	44	39
P76116	23	8
P76119	24	
P76128	35	4
P76129	44	4
P76143	20	5
P76170	6	1
P76177	23	40
P76182	11	2
P76185	16	13
P76186	40	2
P76192	46	4
P76193	17	18
P76205	34	1
P76206	12	2
P76208	8	7
P76222	13	2
P76237	31	5
P76241	16	2
P76245	24	5
P76250	23	
P76251	22	5
P76256	13	2
P76257	42	13
P76268	23	10
P76272	48	62
P76290	17	7
P76298	33	8
P76330	37	2
P76339	33	10
P76340	16	5
P76345	9	2
P76346	12	5
P76347	113	32
P76372	19	16
P76373	30	40
P76387	48	8
P76389	29	11
P76393	35	2
P76397	24	15
P76398	47	11
P76399	47	9
P76419	18	2
P76422	15	13
P76445	12	9
P76446	31	5
P76464	89	7
P76472	18	28
P76473	28	15
P76481	38	4
P76491	12	5
P76502	6	2
P76503	27	32
P76505	23	2
P76506	14	9
P76515	7	2
P76518	23	2
P76535	20	8
P76536	21	2
P76537	11	14
P76542	29	3
P76550	22	2
P76551	23	
P76558	45	14
P76562	38	1
P76569	8	
P76573	13	2
P76576	18	29
P76577	48	4
P76578	102	58
P76594	47	14
P76630	7	2
P76655	46	5
P76658	30	20
P76909	13	7
P77129	25	2
P77154	43	
P77161	16	2
P77165	12	
P77171	18	19
P77172	38	2
P77173	13	17
P77179	12	2
P77187	27	11
P77199	35	
P77213	21	3
P77215	20	2
P77239	30	2
P77245	19	2
P77257	36	3
P77258	23	2
P77260	28	4
P77265	35	12
P77269	21	4
P77279	15	
P77285	11	7
P77286	23	4
P77297	16	2
P77301	13	2
P77302	26	3
P77304	20	3
P77306	41	4
P77307	13	4
P77318	34	4
P77329	35	2
P77330	6	6
P77333	14	
P77334	39	14
P77335	22	2
P77337	26	3
P77338	71	59
P77339	17	2
P77348	38	2
P77360	20	3
P77374	52	2
P77379	18	3
P77395	15	8
P77397	35	3
P77398	42	40
P77399	45	44
P77427	17	1
P77433	18	6
P77434	26	9
P77444	22	2
P77445	25	2
P77455	38	3
P77467	17	2
P77473	30	9
P77475	10	10
P77485	30	10
P77488	32	29
P77499	16	20
P77504	38	16
P77509	30	4
P77510	36	2
P77522	32	10
P77529	18	5
P77536	25	
P77549	14	3
P77552	22	5
P77559	19	5
P77562	22	10
P77569	20	24
P77581	27	25
P77609	8	3
P77611	42	28
P77616	17	4
P77625	12	5
P77649	32	6
P77658	25	2
P77689	27	1
P77690	21	18
P77704	14	2
P77717	7	7
P77718	33	4
P77721	17	3
P77730	28	2
P77735	18	12
P77736	11	3
P77737	24	14
P77739	16	3
P77744	20	2
P77748	67	66
P77756	14	2
P77757	18	35
P77766	17	3
P77768	21	3
P77774	22	22
P77775	21	17
P77781	8	2
P77783	50	2
P77804	30	65
P78061	22	9
P78271	14	2
P80644	11	2
P96329	49	6
Q00037	69	9
Q00042	50	1
Q06065	35	2
Q06067	34	4
Q2MB16	5	4
Q46786	10	4
Q46791	15	1
Q46798	19	20
Q46811	75	8
Q46824	9	2
Q46829	31	5
Q46833	21	5
Q46837	82	34
Q46851	21	
Q46855	17	7
Q46861	51	2
Q46868	10	12
Q46877	28	2
Q46899	20	4
Q46906	12	1
Q46916	21	2
Q46920	21	7
Q46925	23	2
Q46927	17	6
Q46939	22	11
Q47129	20	2
Q47141	14	6
Q47146	48	57
Q47147	18	8
Q47150	7	2
Q47319	12	4
Q47538	17	2
Q47622	35	19
Q57083	20	2
Q57261	23	2
Q59385	40	41
Q6BEX5	10	2
Q6BF16	10	2
Q9JMS5	85	33
