ID	Thoretical	Experimental
P55734	8	8
P56258	21	9
P56262	11	2
P57998	9	2
P60240	48	12
P60293	30	7
P60390	14	6
P60422	13	13
P60438	12	11
P60546	9	5
P60595	10	7
P60624	4	4
P60664	15	9
P60716	17	16
P60720	9	3
P60723	7	7
P60752	27	22
P60757	14	12
P60785	26	21
P60869	18	2
P60906	24	6
P60932	12	2
P60955	12	4
P61175	4	4
P61316	12	2
P61320	16	15
P61517	10	5
P61714	6	5
P61889	15	15
P61949	7	3
P62399	11	11
P62517	38	23
P62552	4	1
P62620	22	21
P62623	17	12
P62672	5	3
P62707	14	12
P62768	7	7
P63020	8	4
P63177	11	8
P63183	27	4
P63204	12	
P63224	11	3
P63284	46	40
P63284-2	39	1
P63340	11	2
P63386	12	12
P63389	34	9
P63883	22	18
P64423	11	6
P64429	11	6
P64451	12	5
P64467	5	2
P64483	9	2
P64499	3	2
P64526	3	1
P64554	12	8
P64564	7	3
P64574	7	4
P64581	4	4
P64585	7	4
P64590	3	0
P64596	9	8
P64604	11	10
P64606	11	6
P64612	19	9
P64624	9	7
P64634	11	0
P64636	11	4
P65292	2	1
P65643	13	5
P66817	9	5
P66948	21	11
P67080	12	2
P67087	14	10
P67095	7	2
P67127	8	0
P67430	12	
P67553	10	3
P67660	17	10
P67662	17	6
P67762	7	4
P67910	20	18
P68066	9	4
P68187	17	2
P68206	3	1
P68398	8	0
P68644	21	5
P68679	3	3
P68699	2	1
P68767	23	21
P68919	6	6
P69054	4	2
P69222	3	2
P69228	15	14
P69330	6	2
P69380	10	6
P69411	6	5
P69423	6	2
P69425	10	9
P69428	5	4
P69434	49	2
P69441	13	9
P69451	23	15
P69503	9	5
P69741	16	6
P69776	3	3
P69783	8	7
P69786	16	14
P69797	16	16
P69801	3	1
P69805	13	11
P69811	15	9
P69828	8	4
P69829	6	3
P69831	14	6
P69874	20	15
P69902	21	1
P69913	2	1
P69922	28	3
P69924	21	13
P69931	12	4
P71243	20	
P71298	23	5
P75672	11	4
P75679	7	3
P75728	17	2
P75745	14	4
P75746	11	2
P75749	13	3
P75764	31	3
P75777	18	16
P75780	35	4
P75782	13	4
P75793	41	1
P75796	36	18
P75797	21	9
P75798	11	2
P75801	20	1
P75809	12	
P75817	16	2
P75818	8	6
P75820	14	6
P75821	17	12
P75822	24	8
P75823	18	2
P75825	29	2
P75828	30	9
P75829	18	7
P75830	20	15
P75831	29	13
P75838	24	3
P75843	25	2
P75849	10	3
P75851	11	2
P75857	39	2
P75863	20	4
P75864	39	19
P75867	24	20
P75870	27	8
P75876	18	11
P75901	9	1
P75913	17	5
P75915	7	4
P75919	26	9
P75933	8	
P75946	6	2
P75949	17	3
P75957	9	8
P75958	16	3
P75969	21	1
P75970	5	3
P75978	23	1
P75988	9	0
P76002	7	6
P76007	14	5
P76014	11	4
P76016	31	4
P76017	32	3
P76027	20	10
P76034	16	4
P76038	11	2
P76041	22	0
P76046	21	12
P76053	10	8
P76055	18	4
P76072	53	23
P76076	6	3
P76081	13	1
P76092	31	2
P76097	23	1
P76100	14	1
P76102	19	2
P76104	34	20
P76115	33	26
P76116	16	5
P76119	22	
P76128	26	5
P76129	37	3
P76143	18	5
P76170	6	1
P76177	20	19
P76182	7	2
P76185	13	8
P76186	27	2
P76192	36	4
P76193	11	8
P76205	26	1
P76206	10	1
P76208	4	2
P76222	11	2
P76237	26	3
P76241	11	2
P76245	18	6
P76250	20	
P76251	20	4
P76256	10	3
P76257	36	15
P76268	18	9
P76272	43	35
P76290	15	6
P76298	28	8
P76330	27	1
P76339	25	8
P76340	13	4
P76345	7	2
P76346	10	5
P76347	86	30
P76372	17	9
P76373	23	20
P76387	37	10
P76389	21	8
P76393	29	2
P76397	18	12
P76398	36	11
P76399	40	9
P76419	13	2
P76422	14	9
P76445	10	4
P76446	24	5
P76464	76	9
P76472	14	11
P76473	23	12
P76481	30	8
P76491	11	4
P76502	4	1
P76503	23	19
P76505	19	2
P76506	13	8
P76515	5	2
P76518	21	2
P76535	17	7
P76536	15	1
P76537	7	6
P76542	24	3
P76550	15	2
P76551	19	
P76558	36	12
P76562	30	1
P76569	6	
P76573	7	0
P76576	10	9
P76577	43	4
P76578	86	45
P76594	40	14
P76630	4	1
P76655	44	10
P76658	26	18
P76909	10	5
P77129	21	2
P77154	38	
P77161	14	4
P77165	11	
P77171	18	16
P77172	31	0
P77173	9	7
P77179	6	1
P77187	21	12
P77199	25	
P77213	18	5
P77215	15	3
P77239	19	4
P77245	16	2
P77257	27	4
P77258	19	2
P77260	27	4
P77265	26	11
P77269	17	4
P77279	14	
P77285	9	6
P77286	17	5
P77297	14	2
P77301	11	2
P77302	21	3
P77304	16	2
P77306	26	3
P77307	10	4
P77318	25	4
P77329	30	1
P77330	4	3
P77333	11	
P77334	33	16
P77335	15	3
P77337	22	4
P77338	53	31
P77339	15	2
P77348	29	2
P77360	18	2
P77374	41	3
P77379	16	4
P77395	12	6
P77397	24	2
P77398	36	28
P77399	36	31
P77427	13	1
P77433	13	3
P77434	24	8
P77444	18	2
P77445	17	2
P77455	29	5
P77467	14	1
P77473	23	7
P77475	9	8
P77485	25	9
P77488	28	19
P77499	15	11
P77504	33	14
P77509	25	6
P77510	29	2
P77522	26	8
P77529	14	5
P77536	22	
P77549	11	2
P77552	15	4
P77559	17	5
P77562	15	8
P77569	16	10
P77581	23	18
P77609	6	3
P77611	32	17
P77616	10	4
P77625	9	4
P77649	24	5
P77658	19	2
P77689	21	0
P77690	18	13
P77704	12	3
P77717	5	1
P77718	27	4
P77721	15	3
P77730	20	2
P77735	18	9
P77736	8	0
P77737	18	12
P77739	15	4
P77744	15	2
P77748	49	37
P77756	11	2
P77757	14	13
P77766	12	3
P77768	19	3
P77774	19	15
P77775	14	10
P77781	6	2
P77783	43	2
P77804	27	25
P78061	17	7
P78271	13	2
P80644	9	2
P96329	42	7
Q00037	50	10
Q00042	40	0
Q06065	25	2
Q06067	28	5
Q2MB16	4	3
Q46786	8	3
Q46791	9	0
Q46798	16	13
Q46811	62	8
Q46824	5	1
Q46829	28	4
Q46833	19	5
Q46837	66	27
Q46851	20	
Q46855	15	6
Q46861	42	2
Q46868	6	5
Q46877	25	4
Q46899	16	4
Q46906	12	1
Q46916	13	1
Q46920	15	5
Q46925	18	2
Q46927	11	5
Q46939	18	10
Q47129	15	2
Q47141	11	4
Q47146	41	33
Q47147	15	7
Q47150	6	2
Q47319	10	4
Q47538	15	2
Q47622	27	16
Q57083	15	1
Q57261	20	1
Q59385	33	26
Q6BEX5	2	0
Q6BF16	8	2
Q9JMS5	69	30
