ID	Thoretical	Experimental
P55734	11	11
P56258	23	9
P56262	13	2
P57998	14	2
P60240	63	11
P60293	35	8
P60390	21	7
P60422	19	60
P60438	17	52
P60546	13	6
P60595	12	8
P60624	6	30
P60664	19	10
P60716	21	24
P60720	12	6
P60723	13	47
P60752	37	45
P60757	23	19
P60785	34	41
P60869	27	2
P60906	29	9
P60932	13	4
P60955	14	7
P61175	6	33
P61316	14	2
P61320	16	33
P61517	14	9
P61714	7	11
P61889	19	30
P61949	9	4
P62399	13	52
P62517	49	42
P62552	4	2
P62620	27	30
P62623	20	13
P62672	7	4
P62707	15	18
P62768	12	19
P63020	10	4
P63177	13	12
P63183	34	4
P63204	16	
P63224	13	6
P63284	61	49
P63284-2	54	2
P63340	15	4
P63386	16	30
P63389	40	8
P63883	26	27
P64423	18	10
P64429	16	10
P64451	17	8
P64467	6	2
P64483	12	2
P64499	6	8
P64526	4	1
P64554	14	9
P64564	9	7
P64574	9	6
P64581	7	18
P64585	8	7
P64590	8	2
P64596	13	25
P64604	12	32
P64606	12	10
P64612	23	9
P64624	15	8
P64634	13	2
P64636	12	6
P65292	5	2
P65643	18	2
P66817	10	4
P66948	30	9
P67080	14	2
P67087	20	8
P67095	8	2
P67127	11	1
P67430	14	
P67553	13	4
P67660	23	9
P67662	19	7
P67762	11	4
P67910	20	27
P68066	11	4
P68187	23	1
P68206	6	2
P68398	12	2
P68644	29	4
P68679	3	12
P68699	4	2
P68767	32	39
P68919	8	12
P69054	6	2
P69222	4	4
P69228	18	12
P69330	8	2
P69380	14	8
P69411	8	19
P69423	8	6
P69425	12	18
P69428	5	14
P69434	56	1
P69441	18	16
P69451	30	25
P69503	11	4
P69741	19	6
P69776	5	20
P69783	10	21
P69786	20	30
P69797	22	60
P69801	7	2
P69805	16	25
P69811	22	10
P69828	10	9
P69829	9	4
P69831	18	16
P69874	25	23
P69902	23	1
P69913	6	2
P69922	31	2
P69924	25	12
P69931	15	4
P71243	26	
P71298	32	4
P75672	15	6
P75679	8	2
P75728	20	2
P75745	18	6
P75746	14	2
P75749	18	2
P75764	37	2
P75777	21	25
P75780	42	2
P75782	16	7
P75793	54	1
P75796	43	14
P75797	27	9
P75798	13	2
P75801	26	1
P75809	16	
P75817	17	2
P75818	11	12
P75820	15	6
P75821	20	18
P75822	32	10
P75823	21	2
P75825	31	2
P75828	39	8
P75829	22	10
P75830	24	24
P75831	39	10
P75838	27	4
P75843	30	2
P75849	11	2
P75851	13	2
P75857	50	2
P75863	28	4
P75864	47	18
P75867	32	26
P75870	35	8
P75876	26	10
P75901	11	1
P75913	20	6
P75915	11	8
P75919	31	8
P75933	11	
P75946	7	2
P75949	20	4
P75957	14	24
P75958	21	4
P75969	30	2
P75970	6	2
P75978	27	1
P75988	9	2
P76002	8	17
P76007	25	8
P76014	14	4
P76016	37	4
P76017	40	2
P76027	22	9
P76034	19	4
P76038	11	2
P76041	30	1
P76046	28	18
P76053	12	10
P76055	22	4
P76072	65	12
P76076	7	2
P76081	23	2
P76092	36	2
P76097	32	1
P76100	17	2
P76102	33	2
P76104	45	19
P76115	44	43
P76116	23	8
P76119	24	
P76128	35	4
P76129	44	4
P76143	20	4
P76170	6	1
P76177	23	40
P76182	11	2
P76185	16	14
P76186	40	2
P76192	46	4
P76193	17	18
P76205	34	1
P76206	12	2
P76208	8	9
P76222	13	2
P76237	31	4
P76241	16	2
P76245	24	4
P76250	23	
P76251	22	4
P76256	13	2
P76257	42	10
P76268	23	8
P76272	48	51
P76290	17	7
P76298	33	8
P76330	37	2
P76339	33	8
P76340	16	4
P76345	9	2
P76346	12	4
P76347	114	21
P76372	19	19
P76373	30	37
P76387	48	8
P76389	29	12
P76393	35	2
P76397	24	12
P76398	47	9
P76399	47	8
P76419	18	2
P76422	15	10
P76445	12	11
P76446	31	4
P76464	89	7
P76472	18	33
P76473	28	13
P76481	38	4
P76491	12	4
P76502	6	2
P76503	27	33
P76505	23	2
P76506	14	12
P76515	7	2
P76518	23	2
P76535	20	8
P76536	21	2
P76537	11	16
P76542	29	2
P76550	22	2
P76551	23	
P76558	45	10
P76562	38	1
P76569	8	
P76573	13	2
P76576	18	32
P76577	48	4
P76578	103	47
P76594	47	10
P76630	7	2
P76655	46	4
P76658	30	18
P76909	13	7
P77129	25	2
P77154	43	
P77161	16	2
P77165	12	
P77171	18	18
P77172	38	2
P77173	13	18
P77179	12	2
P77187	27	9
P77199	35	
P77213	21	2
P77215	20	2
P77239	30	2
P77245	19	2
P77257	36	2
P77258	23	2
P77260	28	4
P77265	35	10
P77269	21	4
P77279	15	
P77285	11	8
P77286	23	4
P77297	16	2
P77301	13	2
P77302	26	2
P77304	20	2
P77306	41	4
P77307	13	4
P77318	34	4
P77329	35	2
P77330	6	8
P77333	14	
P77334	39	12
P77335	22	2
P77337	26	2
P77338	71	49
P77339	17	2
P77348	38	2
P77360	20	2
P77374	52	2
P77379	18	2
P77395	15	8
P77397	35	2
P77398	42	45
P77399	45	45
P77427	17	1
P77433	18	6
P77434	26	8
P77444	22	2
P77445	25	2
P77455	38	2
P77467	17	2
P77473	30	8
P77475	10	11
P77485	30	9
P77488	32	23
P77499	16	14
P77504	38	13
P77509	30	4
P77510	36	2
P77522	32	11
P77529	18	7
P77536	25	
P77549	14	4
P77552	22	4
P77559	19	4
P77562	22	9
P77569	20	18
P77581	27	19
P77609	8	2
P77611	42	19
P77616	17	4
P77625	12	4
P77649	32	6
P77658	25	2
P77689	27	1
P77690	21	14
P77704	14	2
P77717	7	10
P77718	33	4
P77721	17	2
P77730	28	2
P77735	18	11
P77736	11	2
P77737	24	10
P77739	16	2
P77744	20	2
P77748	67	59
P77756	14	2
P77757	18	40
P77766	17	2
P77768	21	2
P77774	22	23
P77775	21	18
P77781	8	2
P77783	50	2
P77804	30	60
P78061	22	9
P78271	14	2
P80644	11	2
P96329	49	6
Q00037	69	8
Q00042	50	1
Q06065	35	2
Q06067	34	4
Q2MB16	5	4
Q46786	10	4
Q46791	15	1
Q46798	19	19
Q46811	75	8
Q46824	9	2
Q46829	31	4
Q46833	21	4
Q46837	82	37
Q46851	21	
Q46855	17	7
Q46861	51	2
Q46868	10	11
Q46877	28	2
Q46899	20	4
Q46906	12	1
Q46916	21	2
Q46920	21	7
Q46925	23	2
Q46927	17	8
Q46939	22	11
Q47129	20	2
Q47141	14	6
Q47146	48	50
Q47147	18	8
Q47150	7	2
Q47319	12	4
Q47538	17	2
Q47622	35	13
Q57083	20	2
Q57261	23	2
Q59385	40	38
Q6BEX5	10	2
Q6BF16	10	2
Q9JMS5	85	23
