Join Name	emPAI 5 Methods	BL21(DE3) OLC	K12 Entry Name	BL21(DE3) OLC	K12 Accession
253773461	"0,26 |   | 0,26;0,65 | 0,98 | 1,36;0,26 |  | ; | 0,26 | 0,26;0,26 | 0,26 | 0,26"	ECBD_2063	YNFB_ECOLI	C6EDR5_ECOBD	P76170
253771995	  | 0,12 | 0,19	ECBD_0571	NUSA_ECOLI	C6EH56_ECOBD	P0AFF6
253774023	"  |   | 0,38; | 0,04 | "	ECBD_2647	RLML_ECOLI	C6EI34_ECOBD	P75864
253772938	0,10 | 0,10 | 0,10	ECBD_1524	PBP7_ECOLI	C6EAH7_ECOBD	P0AFI5
253773333	"0,70 | 0,70 |  ; |  | 0,30"	ECBD_1933	IHFA_ECOLI	C6ECP5_ECOBD	P0A6X7
253771860	"0,79 |   | 1,40; | 0,15 | 0,07; |  | 0,32; |  | 0,34"	ECBD_0435	RS19_ECOLI	C6EGF0_ECOBD	P0A7U3
253772846	  | 0,14 | 0,07	ECBD_1429	GYRA_ECOLI	C6E9X0_ECOBD	P0AES4
253775371	  | 0,15 | 0,15	ECBD_4033	YJAG_ECOLI	C6EE19_ECOBD	P32680
253773263	"  |   | 0,25; |  | 0,12;0,4 | 0,12 | 0,25;0,25 | 0,57 | 0,25; |  | 0,57"	ECBD_1862	MIPA_ECOLI	C6EC47_ECOBD	P0A908
253772606	"  | 0,25 | 0,18; | 0,32 | "	ECBD_1186	PPX_ECOLI	C6EKK9_ECOBD	P0AFL6
253775201	"  | 0,15 | 0,15; |  | 0,24;1,49 | 0,42 | 1,16;0,23 | 0,42 | 0,52;0,15 | 0,52 | 0,42"	ECBD_3860	HFLK_ECOLI	C6ECH5_ECOBD	P0ABC7
253773765	  | 0,22 | 0,48	ECBD_2385	HNS_ECOLI	C6EGN0_ECOBD	P0ACF8
253774059	  | 2,08 | 1,32	ECBD_2683	IHFB_ECOLI	C6EI70_ECOBD	P0A6Y1
253774980	  | 0,07 | 0,14	ECBD_3630	NADR_ECOLI	C6EBI1_ECOBD	P27278
253773534	"  | 0,07 | 0,04; | 0,3 | ; |  | 0,11; | 0,11 | "	ECBD_2144	YDDB_ECOLI	C6EEM2_ECOBD	P31827
253773612	"  | 0,11 |  ; |  | 0,02"	ECBD_2227	HRPA_ECOLI	C6EEV0_ECOBD	P43329
253772824	"  | 0,32 | 0,15; | 0,74 | ;0,15 | 2,48 | 0,52;0,74 |  | "	ECBD_1407	AIS_ECOLI	C6E9U8_ECOBD	P45565
253774838	0,12 | 0,25 |  	ECBD_3485	PANB_ECOLI	C6EAS3_ECOBD	P31057
253773574	"0,04 | 0,09 |  ; |  | 0,36; | 0,04 | ;0,09 | 0,13 | 0,18"	ECBD_2188	YNCD_ECOLI	C6EER2_ECOBD	P76115
253775202	"  |   | 0,39; | 0,14 | ; | 0,07 | 0,14"	ECBD_3861	HFLX_ECOLI	C6ECH6_ECOBD	P25519
253774858	"  | 0,07 | 0,07; | 0,06 | 0,06; | 0,21 | 0,1; | 0,52 | 0,07;0,34 |  | 0,25"	ECBD_3505	ODP1_ECOLI	C6EAU3_ECOBD	P0AFG8
253772980	"  | 0,29 |  ; | 0,09 | 0,04; | 1,13 | ;0,52 | 0,09 | 0,40;0,29 | 0,29 | 0,40"	ECBD_1566	GATD_ECOLI	C6EAL9_ECOBD	P0A9S3
253774666	  | 0,18 | 0,09	ECBD_3312	LACI_ECOLI	C6EJI7_ECOBD	P03023
253772790	"  | 0,20 | 0,45; |  | 0,04;0,45 |  | 0,75;0,45 | 0,75 | 0,45;0,20 | 0,45 | 0,20"	ECBD_1373	NUOA_ECOLI	C6E9R4_ECOBD	P0AFC3
253772132	  |   | 0,25	ECBD_0709	PARE_ECOLI	C6EHW3_ECOBD	P20083
253775660	"  | 0,17 |  ; |  | 0,04; | 0,05 | 0,3;0,05 | 0,30 | 0,05;0,23 | 0,11 | 0,30"	ECBD_4327	OXAA_ECOLI	C6EG98_ECOBD	P25714
253771938	"  | 0,23 |  ; | 0,09 | 0,19;1,27 | 1,78 | 1,78;0,51 | 0,85 | 0,85;0,51 | 1,27 | 1,27"	ECBD_0514	YHCB_ECOLI	C6EGZ9_ECOBD	P0ADW3
253774640	"  | 0,08 | 0,08; | 1,97 | 1,07; | 0,08 | 0,08; | 0,08 | "	ECBD_3286	YAIW_ECOLI	C6ELK9_ECOBD	P77562
253774875	"  | 0,17 |  ;0,42 | 1,41 | 1,88; | 1,03 | 0,17;0,48 | 0,48 | 0,88;0,17 |  | 0,61"	ECBD_3522	FTSZ_ECOLI	C6EAW0_ECOBD	P0A9A6
253775629	"  | 1,04 |  ; |  | 0,05;2,48 | 1,92 | 1,44;1,04 | 7,50 | 1,44;0,43 | 0,71 | 1,92"	ECBD_4296	ATPF_ECOLI	C6EG67_ECOBD	P0ABA0
253771709	"  | 0,09 | 0,09; |  | 0,18; |  | 0,09"	ECBD_0279	FTSX_ECOLI	C6EFB2_ECOBD	P0AC30
253772592	"  | 0,07 | 0,07;0,07 |  | ; | 0,07 | "	ECBD_1172	SYH_ECOLI	C6EKJ5_ECOBD	P60906
253774872	"  | 0,03 | 0,07; | 0,12 | 0,12; | 0,1 | ; | 0,03 | 0,07;0,03 | 0,07 | 0,03"	ECBD_3519	SECA_ECOLI	C6EAV7_ECOBD	P10408
253771888	  | 0,14 |  	ECBD_0463	RSMB_ECOLI	C6EGH8_ECOBD	P36929
253775339	"  | 0,08 | 0,08; |  | 0,05; | 0,47 | 0,47;0,26 | 0,17 | 0,17;0,26 |  | "	ECBD_4000	MALK_ECOLI	C6EDY7_ECOBD	P68187
253772018	  | 0,11 | 0,11	ECBD_0594	RSMI_ECOLI	C6EH79_ECOBD	P67087
253773888	"  | 0,56 | 1,42; | 0,06 | ; | 1,42 | "	ECBD_2512	RL32_ECOLI	C6EHC5_ECOBD	P0A7N4
253773729	  | 0,10 |  	ECBD_2348	TOP1_ECOLI	C6EFW3_ECOBD	P06612
253775630	"  | 0,38 |  ; | 0,9 | ;0,17 | 0,17 | 0,17; |  | 0,17"	ECBD_4297	ATPD_ECOLI	C6EG68_ECOBD	P0ABA4
253775574	"  |   | 0,25; |  | 0,26;0,16 | 0,08 | 0,35; | 0,45 | ; | 0,08 | 0,25"	ECBD_4239	HEMX_ECOLI	C6EG12_ECOBD	P09127
253774003	  | 0,24 |  	ECBD_2627	RLMI_ECOLI	C6EI14_ECOBD	P75876
253771865	"  |   | 0,84; | 0,1 | 0,28; |  | 0,36; |  | "	ECBD_0440	RS17_ECOLI	C6EGF5_ECOBD	P0AG63
253772496	"  |   | 0,29; | 0,29 | ;0,14 |  | 0,21"	ECBD_1076	SRP54_ECOLI	C6EJY2_ECOBD	P0AGD7
253774202	"  | 0,19 |  ; | 0,19 | ; |  | 0,19"	ECBD_2828	YBHG_ECOLI	C6EIY7_ECOBD	P75777
253772446	"  | 0,18 |  ; | 0,11 | 0,11; | 0,65 | ;0,52 |  | 0,28; |  | 0,08"	ECBD_1026	RECA_ECOLI	C6EJT2_ECOBD	P0A7G6
253772147	"  |   | 0,16; | 0,08 | "	ECBD_0724	YGIQ_ECOLI	C6EHX8_ECOBD	Q46861
253773229	"0,20 |   |  ;0,09 | 0,72 | 0,09;0,88 |  | 1,06"	ECBD_1824	PTNAB_ECOLI	C6EC13_ECOBD	P69797
253775428	"  | 0,19 |  ;0,04 | 0,2 | 0,33; | 0,09 | ;0,09 |  | ; |  | 0,09"	ECBD_4091	FTSN_ECOLI	C6EE76_ECOBD	P29131
253775141	  | 0,16 |  	ECBD_3800	YJGA_ECOLI	C6ECB5_ECOBD	P0A8X0
253772979	"  | 0,14 |  ;0,09 | 0,23 | 0,23;0,3 | 0,39 | 0,22;0,22 | 0,30 | 0,30;0,49 | 0,14 | 0,30"	ECBD_1565	PTKC_ECOLI	C6EAL8_ECOBD	P69831
253774355	"  | 0,07 |  ;0,03 | 0,09 | 0,25; | 0,19 | ;0,19 | 0,06 | 0,19;0,07 |  | "	ECBD_2990	MIAB_ECOLI	C6EK34_ECOBD	P0AEI1
253773190	  |   | 0,10	ECBD_1785	HEXR_ECOLI	C6EBX4_ECOBD	P46118
253774291	"  | 0,22 |  ; | 0,49 | 1,23;0,22 | 0,22 | 0,22; | 0,22 | ; | 0,22 | "	ECBD_2922	TOLR_ECOLI	C6EJJ9_ECOBD	P0ABV6
253771439	"  |   | 0,07; | 0,18 | ; | 0,2 | ;0,11 |  | 0,20"	ECBD_0004	GYRB_ECOLI	C6ECI0_ECOBD	P0AES6
253773441	"  |   | 0,12; | 0,18 | ;0,12 | 0,12 | 0,42; | 0,12 | 0,12; | 0,34 | 0,26"	ECBD_2043	PNTA_ECOLI	C6EDP5_ECOBD	P07001
253773731	"  |   | 0,17; | 0,08 | 0,08"	ECBD_2350	SOHB_ECOLI	C6EFW5_ECOBD	P0AG14
253773908	0,10 |   |  	ECBD_2532	MVIM_ECOLI	C6EHE5_ECOBD	P75931
253772330	"  | 0,37 |  ;0,55 | 1,39 | 0,79; |  | 0,17; | 0,08 | 0,17"	ECBD_0909	MLTA_ECOLI	C6EJ53_ECOBD	P0A935
253771544	  | 0,07 |  	ECBD_0112	YIBP_ECOLI	C6EDH6_ECOBD	P37690
253772598	"  | 0,06 |  ; | 0,06 | "	ECBD_1178	IMDH_ECOLI	C6EKK1_ECOBD	P0ADG7
253772840	"  | 0,13 |  ; | 0,13 | ; |  | 0,13"	ECBD_1423	INAA_ECOLI	C6E9W4_ECOBD	P27294
253772899	"  |   | 0,12;0,45 | 1,11 | 0,45; |  | 0,12; | 0,12 | ; | 0,12 | "	ECBD_1483	YEIU_ECOLI	C6EA23_ECOBD	P76445
253772698	  | 0,04 |  	ECBD_1279	YFEA_ECOLI	C6EL75_ECOBD	P23842
253774575	"  | 0,30 |  ; | 0,39 | ;0,07 |  | 0,14"	ECBD_3221	TIG_ECOLI	C6EL29_ECOBD	P0A850
253772329	  | 0,15 |  	ECBD_0908	AMIC_ECOLI	C6EJ52_ECOBD	P63883
253771987	"  | 0,31 |  ; | 0,14 | ;0,14 |  | "	ECBD_0563	RLME_ECOLI	C6EH48_ECOBD	P0C0R7
253771526	"  | 0,07 |  ; | 0,14 | 0,31; |  | 0,07; |  | 0,14"	ECBD_0093	KDTA_ECOLI	C6EDF8_ECOBD	P0AC75
253771561	"  |   | 0,05; | 0,57 | 0,4;0,1 | 0,27 | 0,33;0,10 | 0,27 | 0,21;0,05 | 0,10 | 0,21"	ECBD_0129	PTM3C_ECOLI	C6EDJ3_ECOBD	P00550
253772968	  |   | 0,25	ECBD_1554	THID_ECOLI	C6EAK7_ECOBD	P76422
253774348	"  | 0,05 |  ; | 0,11 | 0,18; |  | 0,15; | 0,21 | ;0,15 | 0,10 | 0,05"	ECBD_2983	PTW3C_ECOLI	C6EJQ6_ECOBD	P09323
253771876	"  | 0,09 |  ; | 2,19 | ; |  | 0,22; | 0,09 | 0,09"	ECBD_0451	SECY_ECOLI	C6EGG6_ECOBD	P0AGA2
253774859	  |   | 0,11	ECBD_3506	PDHR_ECOLI	C6EAU4_ECOBD	P0ACL9
253775025	"  |   | 0,04; | 0,04 | 0,04; | 0,04 | 0,09"	ECBD_3676	YJIY_ECOLI	C6EBM6_ECOBD	P39396
253773887	  | 0,09 |  	ECBD_2511	PLSX_ECOLI	C6EHC4_ECOBD	P27247
253774008	  |   | 0,09	ECBD_2632	HELD_ECOLI	C6EI19_ECOBD	P15038
253773049	"  |   | 0,08; | 0,17 | "	ECBD_1637	HIS7_ECOLI	C6EB63_ECOBD	P06987
253773413	"  |   | 0,04; | 1,78 | 1,78; | 0,04 | ; | 0,08 | "	ECBD_2015	RNFC_ECOLI	C6EDL7_ECOBD	P77611
253772490	"  |   | 0,28; | 0,28 | 0,28; |  | 0,28"	ECBD_1070	SMPA_ECOLI	C6EJX6_ECOBD	P0A937
253771785	"  |   | 0,15;1,69 | 6,25 | 2,45; | 0,15 | 0,15; | 0,32 | 0,15;0,07 | 0,07 | "	ECBD_0359	DAMX_ECOLI	C6EFI8_ECOBD	P11557
253773043	"  | 0,08 |  ; | 0,55 | ;0,08 | 0,08 | "	ECBD_1631	UDG_ECOLI	C6EB57_ECOBD	P76373
253772792	"  | 0,05 |  ; | 0,14 | 0,22; |  | 0,2; | 1,22 | ; |  | 0,10"	ECBD_1375	NUOCD_ECOLI	C6E9R6_ECOBD	P33599
253774812	  |   | 0,06	ECBD_3458	DGTP_ECOLI	C6EAC4_ECOBD	P15723
253771436	"0,06 |   |  ; |  | "	ECBD_0001	DNAA_ECOLI	C6ECH7_ECOBD	P03004
253772411	"  | 0,03 |  ; | 0,19 | ;0,03 |  | ; |  | 0,03"	ECBD_0991	MUTS_ECOLI	C6EJD4_ECOBD	P23909
253774447	"  | 0,06 |  ; |  | 0,03"	ECBD_3087	CUSA_ECOLI	C6EKC6_ECOBD	P38054
253772795	"0,03 |   |  ;0,13 | 0,28 | 0,45; |  | 0,03; | 0,66 | ;0,47 |  | 0,38"	ECBD_1378	NUOG_ECOLI	C6E9R9_ECOBD	P33602
253773884	"  | 0,13 |  ; | 0,16 | 0,16; | 0,28 | 0,13;0,13 |  | 0,45; |  | 0,13"	ECBD_2508	FABG_ECOLI	C6EHC1_ECOBD	P0AEK2
253772444	"  |   | 0,08; |  | 0,17"	ECBD_1024	MLTB_ECOLI	C6EJT0_ECOBD	P41052
253771915	  |   | 0,20	ECBD_0490	BCCP_ECOLI	C6EGK5_ECOBD	P0ABD8
253772695	"  |   | 0,06; | 0,36 | ; |  | 0,06"	ECBD_1276	SYE_ECOLI	C6EL72_ECOBD	P04805
253772967	"  |   | 0,12; | 0,02 | ; | 0,12 | "	ECBD_1553	THIM_ECOLI	C6EAK6_ECOBD	P76423
253774842	  |   | 0,07	ECBD_3489	YADE_ECOLI	C6EAS7_ECOBD	P31666
253773062	"0,26 |   |  ;0,44 | 0,28 | 0,13"	ECBD_1650	YEEX_ECOLI	C6EB76_ECOBD	P0A8M6
253771858	  | 0,31 |  	ECBD_0433	RL23_ECOLI	C6EGE8_ECOBD	P0ADZ0
253771753	"  |  |  ; | 1,04 | 0,27;0,3 | 0,3 | ; | 0,49 | 0,30;0,30 |  | 0,14"	ECBD_0326		http://www.uniprot.org/uniprot/?query=C6EFF6_ECOBD&sort=score	
253774450	"  | 0,07 |  ;0,55 | 1,98 | 1,39; | 0,07 | 0,14"	ECBD_3090	CUSC_ECOLI	C6EKC9_ECOBD	P77211
253774141	  | 0,09 |  	ECBD_2766		http://www.uniprot.org/uniprot/?query=C6EIS6_ECOBD&sort=score	
253774901	  | 0,05 |  	ECBD_3548	SGRR_ECOLI	C6EAY6_ECOBD	P33595
253775597	  | 0,09 |  	ECBD_4262	REP_ECOLI	C6EG35_ECOBD	P09980
253775229	"  |   | 0,06; | 0,56 | 0,25; | 0,06 | 0,18; | 0,74 | ; |  | 0,06"	ECBD_3888	CH60_ECOLI	C6ECY2_ECOBD	P0A6F5
253774809	  |   | 0,22	ECBD_3455	YAEH_ECOLI	C6EAC1_ECOBD	P62768
253775405	"0,03 |   |  ; | 0,1 | ; |  | 0,18; |  | 0,03"	ECBD_4068	CAPP_ECOLI	C6EE53_ECOBD	P00864
253775511	  | 0,16 |  	ECBD_4175	HEMG_ECOLI	C6EF48_ECOBD	P0ACB4
253772589	"  |   | 0,08;0,08 |  | "	ECBD_1169	RLMN_ECOLI	C6EKJ2_ECOBD	P36979
253775362	0,09 |   |  	ECBD_4024	META_ECOLI	C6EE10_ECOBD	P07623
253773135	  | 0,05 |  	ECBD_1730	UVRC_ECOLI	C6EBE9_ECOBD	P0A8G0
253774430	"  | 0,01 |  ; | 0,01 | "	ECBD_3069	ENTF_ECOLI	C6EKA9_ECOBD	P11454
253774102	  |   | 0,09	ECBD_2726	YBJS_ECOLI	C6EIB3_ECOBD	P75821
253772448	"  | 0,03 |  ; | 0,18 | ; |  | 0,07; | 0,03 | ;0,03 | 0,03 | 0,07"	ECBD_1028	SYA_ECOLI	C6EJT4_ECOBD	P00957
253773221	"7,26 | 67,19 | 10,74; | 0,32 | "	ECBD_1816	YEBO_ECOLI	C6EC05_ECOBD	P64499
253773594	"2,36 | 2,1 | 1,86; |  | 0,29"	ECBD_2209	YDCL_ECOLI	C6EET2_ECOBD	P64451
253774378	"4,48 | 2,29 | 4,97; |  | 0,19; | 0,19 | ;0,19 |  | "	ECBD_3015	RLMH_ECOLI	C6EK57_ECOBD	P0A8I8
253773004	1,17 | 1,04 | 1,75	ECBD_1591	ASMA_ECOLI	C6EAP3_ECOBD	P28249
253772109	"0,64 | 1,19 | 1,7; |  | 0,15"	ECBD_0686	YGIM_ECOLI	C6EHU0_ECOBD	P0ADT8
253774934	"2,16 | 3,39 | 1,68; | 0,21 | 0,03;0,03 | 0,21 | 0,31;0,06 |  | "	ECBD_3582	CARB_ECOLI	C6EB19_ECOBD	P00968
253775228	"0,25 | 0,64 | 0,83; |  | 0,65"	ECBD_3887	YJEI_ECOLI	C6ECY1_ECOBD	P0AF70
253771546	"0,4 | 0,96 | 1,5; | 0,48 | ;0,48 |  | "	ECBD_0114	YIBN_ECOLI	C6EDH8_ECOBD	P0AG27
253771502	"1,04 | 11,14 | 2,48; | 0,05 | "	ECBD_0069	YICH_ECOLI	C6EDD4_ECOBD	P31433
253773241	"0,12 | 0,54 | 0,66;0,56 |  | 0,35; | 1,10 | ; | 0,16 | "	ECBD_1836	YEAY_ECOLI	C6EC25_ECOBD	P0AA91
253773307	"1,67 | 4,85 | 4,85; | 1,69 | ; |  | 0,28"	ECBD_1906	OSME_ECOLI	C6ECL9_ECOBD	P0ADB1
253774289	"0,2 | 0,65 | 0,8; |  | 0,07; | 0,74 | ;0,15 |  | 0,32"	ECBD_2920	TOLB_ECOLI	C6EJJ7_ECOBD	P0A855
253771921	"0,2 | 0,55 | 0,64; | 0,17 | ; | 0,17 | ; |  | 0,17"	ECBD_0497	MREC_ECOLI	C6EGL1_ECOBD	P16926
253772669	"0,15 | 3,08 | 0,76; | 0,34 | ;0,34 |  | "	ECBD_1250	YFEY_ECOLI	C6EKS2_ECOBD	P76537
253774915	0,52 | 0,75 | 0,75	ECBD_3562	SURA_ECOLI	C6EB00_ECOBD	P0ABZ6
253774020	"1,52 | 7,61 | 2,42; | 0,11 | 0,24; | 0,24 | 0,11;0,17 | 0,11 | "	ECBD_2644	PQIB_ECOLI	C6EI31_ECOBD	P43671
253771699	"1,78 | 3,18 | 1,78; | 0,87 | "	ECBD_0269	DCRB_ECOLI	C6EFA2_ECOBD	P0AEE1
253774280	"0,39 | 0,48 | 0,48; | 0,07 | ;0,07 |  | "	ECBD_2910	YBHC_ECOLI	C6EJI8_ECOBD	P46130
253774780	"0,21 | 0,4 | 0,47; | 0,13 | ; |  | 0,13"	ECBD_3426	NLPE_ECOLI	C6EA92_ECOBD	P40710
253773897	"0,08 | 0,35 | 0,58; | 0,46 | ; |  | 0,13"	ECBD_2521	FLGH_ECOLI	C6EHD4_ECOBD	P0A6S0
253772294	"0,86 | 1,53 | 0,86;0,26 | 0,26 | 0,26; | 0,42 | 0,12; |  | 0,26"	ECBD_0872	YGER_ECOLI	C6EIP3_ECOBD	Q46798
253772919	0,16 | 0,83 | 0,7	ECBD_1503	CIRA_ECOLI	C6EAF8_ECOBD	P17315
253775553	"0,34 | 1,08 | 0,93;0,1 |  | ; | 0,33 | ; |  | 0,21"	ECBD_4217	PA1_ECOLI	C6EF90_ECOBD	P0A921
253772907	"0,23 | 0,37 | 0,52; |  | 0,12; | 0,06 | ; | 0,06 | "	ECBD_1491	PTFBC_ECOLI	C6EA31_ECOBD	P20966
253773872	" | 0,53 | 0,38; | 0,74 | ;0,15 |  | 0,32"	ECBD_2496	YCFM_ECOLI	C6EGY7_ECOBD	P0AB38
253774307	"0,21 | 0,53 | 0,84;1,03 |  | "	ECBD_2938	DHSD_ECOLI	C6EJL5_ECOBD	P0AC44
253772126	"0,25 | 1,21 | 0,4;0,14 |  | 0,14; |  | 0,14; | 0,14 | "	ECBD_0703	YGIB_ECOLI	C6EHV7_ECOBD	P0ADT2
253774305	"0,23 | 0,88 | 0,52; |  | 0,26; | 0,12 | 0,12; | 0,12 | 0,12"	ECBD_2936	DHSB_ECOLI	C6EJL3_ECOBD	P07014
253773136	"0,1 | 0,47 | 0,87; | 0,16 | "	ECBD_1731	PGSA_ECOLI	C6EBF0_ECOBD	P0ABF8
253774913	"0,08 | 0,68 | 0,35; |  | ; |  | ; | 0,23 | "	ECBD_3560	DJLA_ECOLI	C6EAZ8_ECOBD	P31680
253774359	"0,59 | 7,07 | 2,19; |  | 0,18"	ECBD_2994	LNT_ECOLI	C6EK38_ECOBD	P23930
253774188	1,21 | 0,94 | 0,7	ECBD_2814	GLNQ_ECOLI	C6EIX3_ECOBD	P10346
253772819	"0,07 | 0,22 | 0,5; |  | 0,17"	ECBD_1402	ARNT_ECOLI	C6E9U3_ECOBD	P76473
253772145	0,29 | 0,66 | 0,66	ECBD_0722	PLSC_ECOLI	C6EHX6_ECOBD	P26647
253775449	"0,25 | 0,25 | 0,12; | 0,13 | ; | 0,06 | "	ECBD_4112	CPXA_ECOLI	C6EEY6_ECOBD	P0AE82
253774382	"0,05 | 0,21 | 0,27; |  | 0,15; | 2,63 | ;0,77 |  | 1,20"	ECBD_3019	DACA_ECOLI	C6EK61_ECOBD	P0AEB2
253775091	" | 2,97 | 1,15;0,04 | 0,04 | 0,08; | 0,12 | 0,04;0,21 | 0,16 | 0,35"	ECBD_3747	FECA_ECOLI	C6EC65_ECOBD	P13036
253774545	" | 1,02 | 1,02; |  | 0,08; | 0,03 | 0,08; |  | 0,05"	ECBD_3191	KEFA_ECOLI	C6EKZ9_ECOBD	P77338
253773442	" | 0,91 | 0,91; |  | 0,14; | 0,07 | "	ECBD_2044	PNTB_ECOLI	C6EDP6_ECOBD	P0AB67
253775259	"0,69 | 0,52 | 1,58; | 0,08 | "	ECBD_3919	BASS_ECOLI	C6ED12_ECOBD	P30844
253774381	" | 0,74 | 0,32; |  | 0,18"	ECBD_3018	RLPA_ECOLI	C6EK60_ECOBD	P10100
253771956	" | 0,26 | 0,19; | 0,08 | ; | 0,04 | ; | 0,04 | 0,08"	ECBD_0532	ARCB_ECOLI	C6EH17_ECOBD	P0AEC3
253771756	" | 0,29 | 0,43; | 0,15 | 0,15; | 0,15 | ;0,23 |  | 0,15"	ECBD_0330	GNTT_ECOLI	C6EFF9_ECOBD	P39835
253775132	" | 0,26 | 0,34; |  | 0,1; | 0,03 | 0,07"	ECBD_3791	ATMA_ECOLI	C6ECA6_ECOBD	P0ABB8
253772599	0,09 | 0,55 | 0,84	ECBD_1179	GUAA_ECOLI	C6EKK2_ECOBD	P04079
253771774	"1,28 | 1,28 | 1,28;0,04 |  | ; | 0,04 | "	ECBD_0348	IGAA_ECOLI	C6EFH7_ECOBD	P45800
253774026	0,12 | 0,59 | 0,12	ECBD_2650	PYRD_ECOLI	C6EI37_ECOBD	P0A7E1
253774880	"0,39 | 1,68 | 0,93; | 0,29 | ; |  | 0,18"	ECBD_3527	MURG_ECOLI	C6EAW5_ECOBD	P17443
253774084	"0,2 | 0,09 | 0,09; |  | 0,05; | 0,10 | ;0,10 |  | "	ECBD_2708	CYDD_ECOLI	C6EI95_ECOBD	P29018
253773876	"0,04 | 0,13 | 0,13;0,06 |  | 0,29; | 0,13 | ;0,06 |  | 0,06"	ECBD_2500	PTGCB_ECOLI	C6EGZ1_ECOBD	P69786
253773216	 | 0,15 | 0,27	ECBD_1811	HTPX_ECOLI	C6EC00_ECOBD	P23894
253774159	"0,07 | 0,21 | 0,14; |  | 0,08; | 0,67 | ;0,44 |  | 0,44"	ECBD_2784	DACC_ECOLI	C6EIU4_ECOBD	P08506
253771641	" | 0,2 | 0,25;0,07 |  | ;0,07 |  | 0,15"	ECBD_0211	DCTA_ECOLI	C6EEF5_ECOBD	P0A830
253774775	"0,15 | 0,23 | 0,4; | 0,24 | ;0,38 |  | 0,24"	ECBD_3421	METQ_ECOLI	C6EA87_ECOBD	P28635
253772159	" | 0,21 | 0,1; |  | ; |  | "	ECBD_0736	YQHA_ECOLI	C6EHZ0_ECOBD	P67244
253775242	"0,16 | 0,16 | 0,25; | 0,12 | ;0,06 | 0,12 | 0,12"	ECBD_3901	SYK2_ECOLI	C6ECZ5_ECOBD	P0A8N5
253775260	" | 0,15 | 0,15; |  | 0,06"	ECBD_3920	PROP_ECOLI	C6ED13_ECOBD	P0C0L7
253772219	0,37 | 1,2 | 	ECBD_0797	GALP_ECOLI	C6EIG8_ECOBD	P0AEP1
253774292	" | 0,63 | 0,28;0,13 | 0,45 | ; | 0,13 | 0,28"	ECBD_2923	TOLQ_ECOLI	C6EJK0_ECOBD	P0ABU9
253773228	"0,16 | 0,25 | 0,35; | 0,12 | "	ECBD_1823	PTNC_ECOLI	C6EC12_ECOBD	P69801
253775589	" | 0,21 | 0,29; | 0,27 | ; |  | 0,08"	ECBD_4254	WZZE_ECOLI	C6EG27_ECOBD	P0AG00
253774942	" | 0,15 | 0,42;0,02 |  | ; | 0,02 | ; |  | "	ECBD_3590	SYI_ECOLI	C6EB27_ECOBD	P00956
253773813	" | 0,62 | 0,38; | 0,14 | "	ECBD_2433	DADA_ECOLI	C6EGS8_ECOBD	P0A6J5
253771631	 | 0,3 | 0,3	ECBD_0201	YHJU_ECOLI	C6EEE5_ECOBD	P37659
253772992	 | 0,03 | 0,03	ECBD_1579	MDTA_ECOLI	C6EAN1_ECOBD	P76397
253775223	"0,22 | 0,5 | 0,22; | 0,75 | ;0,75 |  | 0,75"	ECBD_3882	ECNB_ECOLI	C6ECX6_ECOBD	P0ADB7
253773317	 | 0,03 | 0,07	ECBD_1916	YDJN_ECOLI	C6ECM9_ECOBD	P77529
253771777	" | 0,8 | 0,22; |  | 0,03;0,03 |  | "	ECBD_0351	PBPA_ECOLI	C6EFI0_ECOBD	P02918
253775330	" | 0,07 | 0,07; |  | 0,26; | 0,26 | 0,26"	ECBD_3991	KDGL_ECOLI	C6EDX8_ECOBD	P0ABN1
253775257	" | 0,51 | 0,51;0,11 |  | 0,29; | 0,29 | ; | 0,11 | 0,36"	ECBD_3917	EPTA_ECOLI	C6ED10_ECOBD	P30845
253775010	" | 1,28 | ; |  | 0,04"	ECBD_3660	OPGB_ECOLI	C6EBL1_ECOBD	P39401
253773343	" | 0,12 | 0,26; |  | 0,04"	ECBD_1944	PPSA_ECOLI	C6ECQ5_ECOBD	P23538
253774882	" | 1,1 | 1,1; |  | "	ECBD_3529	MURD_ECOLI	C6EAW7_ECOBD	P14900
253775545	" | 0,07 | 0,15; | 0,08 | ;0,12 | 0,25 | 0,16;0,16 |  | 0,12"	ECBD_4209	METE_ECOLI	C6EF82_ECOBD	P25665
253774724	" | 1,19 | 0,69; | 0,31 | ; | 0,15 | "	ECBD_3370	YAGU_ECOLI	C6EA36_ECOBD	P0AAA1
253775522	" | 2,77 | ; | 0,18 | "	ECBD_4186	TATB_ECOLI	C6EF59_ECOBD	P69425
253772236	" | 0,32 | 0,75; | 0,11 | ; |  | 0,11"	ECBD_0814	MSCS_ECOLI	C6EII5_ECOBD	P0C0S1
253774387	" | 0,16 | 0,16; |  | 0,51; | 0,51 | 0,51"	ECBD_3024	TATE_ECOLI	C6EK66_ECOBD	P0A843
253775572	" | 0,06 | 0,06; |  | 0,10"	ECBD_4237	HEM3_ECOLI	C6EG10_ECOBD	P06983
253774581	" | 0,23 | 0,07; |  | 0,19; | 0,04 | "	ECBD_3227	CYOB_ECOLI	C6EL35_ECOBD	P0ABI8
253774848	" | 0,18 | 0,18; |  | 0,12; | 0,16 | ; | 0,16 | 0,12"	ECBD_3495	DHG_ECOLI	C6EAT3_ECOBD	P15877
