Merge ID	OurStudy_Feb2011CEPNonDet_BL21	OurStudy_Feb2011CEPNonDet	TableS4_BL21_DE3_ProteomeV8	TableS6_MatchingK12_BL21(DE3)_V2	# Studies	OurStudy_Feb2011CEPNonDet_BL21 Duplicates	OurStudy_Feb2011CEPNonDet Duplicates	TableS4_BL21_DE3_ProteomeV8 Duplicates	TableS6_MatchingK12_BL21(DE3)_V2 Duplicates	K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Merge ID	OurStudy_Feb2011_Common	K12 Entry name (Uniprot)	Category	BL21(DE3) Entry name (Uniprot)
NRFA_ECOLI	1	1	1	1	4	1	1	1	1	NRFA_ECOLI	C6ED55_ECOBD	NRFA_ECOLI		NRFA_ECOLI	G	C6ED55_ECOBD
NLPC_ECOLI	1	1	1	1	4	1	1	1	1	NLPC_ECOLI	C6ECP9_ECOBD	NLPC_ECOLI		NLPC_ECOLI	I	C6ECP9_ECOBD
NIRC_ECOLI	1	1	1	1	4	1	1	1	1	NIRC_ECOLI	C6EFK9_ECOBD	NIRC_ECOLI		NIRC_ECOLI	B	C6EFK9_ECOBD
NIKE_ECOLI	1	1	1	1	4	1	1	1	1	NIKE_ECOLI	C6EF94_ECOBD	NIKE_ECOLI		NIKE_ECOLI	F1	C6EF94_ECOBD
NIKD_ECOLI	1	1	1	1	4	1	1	1	1	NIKD_ECOLI	C6EF95_ECOBD	NIKD_ECOLI		NIKD_ECOLI	F1	C6EF95_ECOBD
NIKC_ECOLI	1	1	1	1	4	1	1	1	1	NIKC_ECOLI	C6EF96_ECOBD	NIKC_ECOLI		NIKC_ECOLI	B	C6EF96_ECOBD
NIKB_ECOLI	1	1	1	1	4	1	1	1	1	NIKB_ECOLI	C6EF97_ECOBD	NIKB_ECOLI		NIKB_ECOLI	B	C6EF97_ECOBD
NIKA_ECOLI	1	1	1	1	4	1	1	1	1	NIKA_ECOLI	C6EF98_ECOBD	NIKA_ECOLI		NIKA_ECOLI	G	C6EF98_ECOBD
NARV_ECOLI	1	1	1	1	4	1	1	1	1	NARV_ECOLI	C6EEQ0_ECOBD	NARV_ECOLI		NARV_ECOLI	B	C6EEQ0_ECOBD
NARU_ECOLI	1	1	1	1	4	1	1	1	1	NARU_ECOLI	C6EEP6_ECOBD	NARU_ECOLI		NARU_ECOLI	B	C6EEP6_ECOBD
NARK_ECOLI	1	1	1	1	4	1	1	1	1	NARK_ECOLI	C6EGP0_ECOBD	NARK_ECOLI		NARK_ECOLI	B	C6EGP0_ECOBD
NAPH_ECOLI	1	1	1	1	4	1	1	1	1	NAPH_ECOLI	C6E9Z6_ECOBD	NAPH_ECOLI		NAPH_ECOLI	B	C6E9Z6_ECOBD
NAPG_ECOLI	1	1	1	1	4	1	1	1	1	NAPG_ECOLI	C6E9Z5_ECOBD	NAPG_ECOLI		NAPG_ECOLI	G	C6E9Z5_ECOBD
NAPC_ECOLI	1	1	1	1	4	1	1	1	1	NAPC_ECOLI	C6E9Z8_ECOBD	NAPC_ECOLI		NAPC_ECOLI	B	C6E9Z8_ECOBD
NAPB_ECOLI	1	1	1	1	4	1	1	1	1	NAPB_ECOLI	C6E9Z7_ECOBD	NAPB_ECOLI		NAPB_ECOLI	G	C6E9Z7_ECOBD
NANT_ECOLI	1	1	1	1	4	1	1	1	1	NANT_ECOLI	C6EH08_ECOBD	NANT_ECOLI		NANT_ECOLI	B	C6EH08_ECOBD
NANM_ECOLI	1	1	1	1	4	1	1	1	1	NANM_ECOLI	C6EBS5_ECOBD	NANM_ECOLI		NANM_ECOLI	G	C6EBS5_ECOBD
NANK_ECOLI	1	1	1	1	4	1	1	1	1	NANK_ECOLI	C6EH10_ECOBD	NANK_ECOLI		NANK_ECOLI	B	C6EH10_ECOBD
NANC_ECOLI	1	1	1	1	4	1	1	1	1	NANC_ECOLI	C6EBS4_ECOBD	NANC_ECOLI		NANC_ECOLI	G	C6EBS4_ECOBD
MTR_ECOLI	1	1	1	1	4	1	1	1	1	MTR_ECOLI	C6EH64_ECOBD	MTR_ECOLI		MTR_ECOLI	B	C6EH64_ECOBD
MTOX_ECOLI	1	1	1	1	4	1	1	1	1	MTOX_ECOLI	C6EHF4_ECOBD	MTOX_ECOLI		MTOX_ECOLI	B	C6EHF4_ECOBD
MRED_ECOLI	1	1	1	1	4	1	1	1	1	MRED_ECOLI	C6EGL2_ECOBD	MRED_ECOLI		MRED_ECOLI	B	C6EGL2_ECOBD
MOTB_ECOLI	1	1	1	1	4	1	1	1	1	MOTB_ECOLI	C6EBT8_ECOBD	MOTB_ECOLI		MOTB_ECOLI	B	C6EBT8_ECOBD
MOTA_ECOLI	1	1	1	1	4	1	1	1	1	MOTA_ECOLI	C6EBT7_ECOBD	MOTA_ECOLI		MOTA_ECOLI	B	C6EBT7_ECOBD
MOKC_ECOLI	1	1	1	1	4	1	1	1	1	MOKC_ECOLI	C6EB36_ECOBD	MOKC_ECOLI		MOKC_ECOLI	B	C6EB36_ECOBD
MOBB_ECOLI	1	1	1	1	4	1	1	1	1	MOBB_ECOLI	C6EF47_ECOBD	MOBB_ECOLI		MOBB_ECOLI	B	C6EF47_ECOBD
MNTH_ECOLI	1	1	1	1	4	1	1	1	1	MNTH_ECOLI	C6EL77_ECOBD	MNTH_ECOLI		MNTH_ECOLI	B	C6EL77_ECOBD
MLTF_ECOLI	1	1	1	1	4	1	1	1	1	MLTF_ECOLI	C6EK32_ECOBD	MLTF_ECOLI		MLTF_ECOLI	F3	C6EK32_ECOBD
MHPT_ECOLI	1	1	1	1	4	1	1	1	1	MHPT_ECOLI	C6ELM7_ECOBD	MHPT_ECOLI		MHPT_ECOLI	B	C6ELM7_ECOBD
MHPA_ECOLI	1	1	1	1	4	1	1	1	1	MHPA_ECOLI	C6ELN3_ECOBD	MHPA_ECOLI		MHPA_ECOLI	B	C6ELN3_ECOBD
MGRB_ECOLI	1	1	1	1	4	1	1	1	1	MGRB_ECOLI	C6EC04_ECOBD	MGRB_ECOLI		MGRB_ECOLI	G	C6EC04_ECOBD
MELB_ECOLI	1	1	1	1	4	1	1	1	1	MELB_ECOLI	C6ED04_ECOBD	MELB_ECOLI		MELB_ECOLI	B	C6ED04_ECOBD
MDTQ_ECOLI	1	1	1	1	4	1	1	1	1	MDTQ_ECOLI	C6EAH3_ECOBD	MDTQ_ECOLI		MDTQ_ECOLI	I	C6EAH3_ECOBD
MDTP_ECOLI	1	1	1	1	4	1	1	1	1	MDTP_ECOLI	C6ED44_ECOBD	MDTP_ECOLI		MDTP_ECOLI	I	C6ED44_ECOBD
MDTO_ECOLI	1	1	1	1	4	1	1	1	1	MDTO_ECOLI	C6ED43_ECOBD	MDTO_ECOLI		MDTO_ECOLI	B	C6ED43_ECOBD
MDTN_ECOLI	1	1	1	1	4	1	1	1	1	MDTN_ECOLI	C6ED42_ECOBD	MDTN_ECOLI		MDTN_ECOLI	B	C6ED42_ECOBD
MDTM_ECOLI	1	1	1	1	4	1	1	1	1	MDTM_ECOLI	C6EBP1_ECOBD	MDTM_ECOLI		MDTM_ECOLI	B	C6EBP1_ECOBD
MDTL_ECOLI	1	1	1	1	4	1	1	1	1	MDTL_ECOLI	C6EG93_ECOBD	MDTL_ECOLI		MDTL_ECOLI	B	C6EG93_ECOBD
MDTJ_ECOLI	1	1	1	1	4	1	1	1	1	MDTJ_ECOLI	C6EDP8_ECOBD	MDTJ_ECOLI		MDTJ_ECOLI	B	C6EDP8_ECOBD
MDTI_ECOLI	1	1	1	1	4	1	1	1	1	MDTI_ECOLI	C6EDP9_ECOBD	MDTI_ECOLI		MDTI_ECOLI	B	C6EDP9_ECOBD
MDTH_ECOLI	1	1	1	1	4	1	1	1	1	MDTH_ECOLI	C6EHE8_ECOBD	MDTH_ECOLI		MDTH_ECOLI	B	C6EHE8_ECOBD
MDTD_ECOLI	1	1	1	1	4	1	1	1	1	MDTD_ECOLI	C6EAM8_ECOBD	MDTD_ECOLI		MDTD_ECOLI	B	C6EAM8_ECOBD
MCP4_ECOLI	1	1	1	1	4	1	1	1	1	MCP4_ECOLI	C6EBU2_ECOBD	MCP4_ECOLI		MCP4_ECOLI	B	C6EBU2_ECOBD
MCP2_ECOLI	1	1	1	1	4	1	1	1	1	MCP2_ECOLI	C6EBU1_ECOBD	MCP2_ECOLI		MCP2_ECOLI	B	C6EBU1_ECOBD
MCP1_ECOLI	1	1	1	1	4	1	1	1	1	MCP1_ECOLI	C6EBL4_ECOBD	MCP1_ECOLI		MCP1_ECOLI	B	C6EBL4_ECOBD
MCBA_ECOLI	1	1	1	1	4	1	1	1	1	MCBA_ECOLI	C6EIX6_ECOBD	MCBA_ECOLI		MCBA_ECOLI	G	C6EIX6_ECOBD
MBHS_ECOLI	1	1	1	1	4	1	1	1	1	MBHS_ECOLI	C6EI10_ECOBD	MBHS_ECOLI		MBHS_ECOLI	B	C6EI10_ECOBD
MATC_ECOLI	1	1	1	1	4	1	1	1	1	MATC_ECOLI	C6ELT8_ECOBD	MATC_ECOLI		MATC_ECOLI	G	C6ELT8_ECOBD
MATB_ECOLI	1	1	1	1	4	1	1	1	1	MATB_ECOLI	C6ELT7_ECOBD	MATB_ECOLI		MATB_ECOLI	G	C6ELT7_ECOBD
MARB_ECOLI	1	1	1	1	4	1	1	1	1	MARB_ECOLI	C6EDV5_ECOBD	MARB_ECOLI		MARB_ECOLI	G	C6EDV5_ECOBD
MALY_ECOLI	1	1	1	1	4	1	1	1	1	MALY_ECOLI	C6EDM5_ECOBD	MALY_ECOLI		MALY_ECOLI	B	C6EDM5_ECOBD
MALM_ECOLI	1	1	1	1	4	1	1	1	1	MALM_ECOLI	C6EDY5_ECOBD	MALM_ECOLI		MALM_ECOLI	G	C6EDY5_ECOBD
MALK_ECOLI	1	1	1	1	4	1	1	1	1	MALK_ECOLI	C6EDY7_ECOBD	MALK_ECOLI		MALK_ECOLI	F1	C6EDY7_ECOBD
MALG_ECOLI	1	1	1	1	4	1	1	1	1	MALG_ECOLI	C6EDZ1_ECOBD	MALG_ECOLI		MALG_ECOLI	B	C6EDZ1_ECOBD
MALF_ECOLI	1	1	1	1	4	1	1	1	1	MALF_ECOLI	C6EDZ0_ECOBD	MALF_ECOLI		MALF_ECOLI	B	C6EDZ0_ECOBD
LSRB_ECOLI	1	1	1	1	4	1	1	1	1	LSRB_ECOLI	C6EEK7_ECOBD	LSRB_ECOLI		LSRB_ECOLI	G	C6EEK7_ECOBD
LPLT_ECOLI	1	1	1	1	4	1	1	1	1	LPLT_ECOLI	C6EJ33_ECOBD	LPLT_ECOLI		LPLT_ECOLI	B	C6EJ33_ECOBD
LLDP_ECOLI	1	1	1	1	4	1	1	1	1	LLDP_ECOLI	C6EDI6_ECOBD	LLDP_ECOLI		LLDP_ECOLI	B	C6EDI6_ECOBD
LIVM_ECOLI	1	1	1	1	4	1	1	1	1	LIVM_ECOLI	C6EFB8_ECOBD	LIVM_ECOLI		LIVM_ECOLI	B	C6EFB8_ECOBD
LIVK_ECOLI	1	1	1	1	4	1	1	1	1	LIVK_ECOLI	C6EFB6_ECOBD	LIVK_ECOLI		LIVK_ECOLI	G	C6EFB6_ECOBD
LIVH_ECOLI	1	1	1	1	4	1	1	1	1	LIVH_ECOLI	C6EFB7_ECOBD	LIVH_ECOLI		LIVH_ECOLI	B	C6EFB7_ECOBD
LHR_ECOLI	1	1	1	1	4	1	1	1	1	LHR_ECOLI	C6ECV0_ECOBD	LHR_ECOLI		LHR_ECOLI	B	C6ECV0_ECOBD
LEUE_ECOLI	1	1	1	1	4	1	1	1	1	LEUE_ECOLI	C6EC32_ECOBD	LEUE_ECOLI		LEUE_ECOLI	B	C6EC32_ECOBD
LEP4_ECOLI	1	1	1	1	4	1	1	1	1	LEP4_ECOLI	C6EGD1_ECOBD	LEP4_ECOLI		LEP4_ECOLI	B	C6EGD1_ECOBD
LDRD_ECOLI	1	1	1	1	4	2	1	2	2	LDRD_ECOLI	C6EEE4_ECOBD	LDRD_ECOLI		LDRD_ECOLI	B	C6EEE4_ECOBD
LDRB_ECOLI	1	1	1	1	4	2	1	2	2	LDRB_ECOLI	C6EGP9_ECOBD	LDRB_ECOLI		LDRB_ECOLI	B	C6EGP9_ECOBD
LAMB_ECOLI	1	1	1	1	4	1	1	1	1	LAMB_ECOLI	C6EDY6_ECOBD	LAMB_ECOLI		LAMB_ECOLI	H	C6EDY6_ECOBD
LACY_ECOLI	1	1	1	1	4	1	1	1	1	LACY_ECOLI	C6ELN7_ECOBD	LACY_ECOLI		LACY_ECOLI	B	C6ELN7_ECOBD
KEFF_ECOLI	1	1	1	1	4	1	1	1	1	KEFF_ECOLI	C6EB07_ECOBD	KEFF_ECOLI		KEFF_ECOLI	F1	C6EB07_ECOBD
KDGT_ECOLI	1	1	1	1	4	1	1	1	1	KDGT_ECOLI	C6EEY8_ECOBD	KDGT_ECOLI		KDGT_ECOLI	B	C6EEY8_ECOBD
IVY_ECOLI	1	1	1	1	4	1	1	1	1	IVY_ECOLI	C6EA68_ECOBD	IVY_ECOLI		IVY_ECOLI	G	C6EA68_ECOBD
ISPZ_ECOLI	1	1	1	1	4	1	1	1	1	ISPZ_ECOLI	C6EFY2_ECOBD	ISPZ_ECOLI		ISPZ_ECOLI	B	C6EFY2_ECOBD
INTB_ECOLI	1	1	1	1	4	1	1	1	1	INTB_ECOLI	C6EC81_ECOBD	INTB_ECOLI		INTB_ECOLI	B	C6EC81_ECOBD
INSG_ECOLI	1	1	1	1	4	1	1	1	1	INSG_ECOLI	C6EC80_ECOBD	INSG_ECOLI		INSG_ECOLI	B	C6EC80_ECOBD
IDNT_ECOLI	1	1	1	1	4	1	1	1	1	IDNT_ECOLI	C6EC86_ECOBD	IDNT_ECOLI		IDNT_ECOLI	B	C6EC86_ECOBD
IDND_ECOLI	1	1	1	1	4	1	1	1	1	IDND_ECOLI	C6EC84_ECOBD	IDND_ECOLI		IDND_ECOLI	B	C6EC84_ECOBD
IAP_ECOLI	1	1	1	1	4	1	1	1	1	IAP_ECOLI	C6EJB4_ECOBD	IAP_ECOLI		IAP_ECOLI	F2	C6EJB4_ECOBD
HYFG_ECOLI	1	1	1	1	4	1	1	1	1	HYFG_ECOLI	C6EKM4_ECOBD	HYFG_ECOLI		HYFG_ECOLI	B	C6EKM4_ECOBD
HYFF_ECOLI	1	1	1	1	4	1	1	1	1	HYFF_ECOLI	C6EKM5_ECOBD	HYFF_ECOLI		HYFF_ECOLI	B	C6EKM5_ECOBD
HYFE_ECOLI	1	1	1	1	4	1	1	1	1	HYFE_ECOLI	C6EKM6_ECOBD	HYFE_ECOLI		HYFE_ECOLI	B	C6EKM6_ECOBD
HYFD_ECOLI	1	1	1	1	4	2	1	2	2	HYFD_ECOLI	C6EKM7_ECOBD	HYFD_ECOLI		HYFD_ECOLI	B	C6EKM7_ECOBD
HYFB_ECOLI	1	1	1	1	4	1	1	1	1	HYFB_ECOLI	C6EKM9_ECOBD	HYFB_ECOLI		HYFB_ECOLI	B	C6EKM9_ECOBD
HYCE_ECOLI	1	1	1	1	4	1	1	1	1	HYCE_ECOLI	C6EJE7_ECOBD	HYCE_ECOLI		HYCE_ECOLI	B	C6EJE7_ECOBD
HYCD_ECOLI	1	1	1	1	4	1	1	1	1	HYCD_ECOLI	C6EJE6_ECOBD	HYCD_ECOLI		HYCD_ECOLI	B	C6EJE6_ECOBD
HYCC_ECOLI	1	1	1	1	4	1	1	1	1	HYCC_ECOLI	C6EJE5_ECOBD	HYCC_ECOLI		HYCC_ECOLI	B	C6EJE5_ECOBD
HYBB_ECOLI	1	1	1	1	4	1	1	1	1	HYBB_ECOLI	C6EHZ7_ECOBD	HYBB_ECOLI		HYBB_ECOLI	B	C6EHZ7_ECOBD
HTRE_ECOLI	1	1	1	1	4	1	1	1	1	HTRE_ECOLI	C6EAE5_ECOBD	HTRE_ECOLI		HTRE_ECOLI	H	C6EAE5_ECOBD
HSRA_ECOLI	1	1	1	1	4	1	1	1	1	HSRA_ECOLI	C6EG48_ECOBD	HSRA_ECOLI		HSRA_ECOLI	B	C6EG48_ECOBD
HRSA_ECOLI	1	1	1	1	4	1	1	1	1	HRSA_ECOLI	C6EJK7_ECOBD	HRSA_ECOLI		HRSA_ECOLI	B	C6EJK7_ECOBD
HOKE_ECOLI	1	1	1	1	4	2	1	2	2	HOKE_ECOLI	C6EKB6_ECOBD	HOKE_ECOLI		HOKE_ECOLI	B	C6EKB6_ECOBD
HOKD_ECOLI	1	1	1	1	4	1	1	1	1	HOKD_ECOLI	C6EDS9_ECOBD	HOKD_ECOLI		HOKD_ECOLI	G	C6EDS9_ECOBD
HOKA_ECOLI	1	1	1	1	4	1	1	1	1	HOKA_ECOLI	C6EEC3_ECOBD	HOKA_ECOLI		HOKA_ECOLI	B	C6EEC3_ECOBD
HOFQ_ECOLI	1	1	1	1	4	1	1	1	1	HOFQ_ECOLI	C6EFI5_ECOBD	HOFQ_ECOLI		HOFQ_ECOLI	H	C6EFI5_ECOBD
HOFC_ECOLI	1	1	1	1	4	1	1	1	1	HOFC_ECOLI	C6EAV1_ECOBD	HOFC_ECOLI		HOFC_ECOLI	B	C6EAV1_ECOBD
HIUH_ECOLI	1	1	1	1	4	1	1	1	1	HIUH_ECOLI	C6EB98_ECOBD	HIUH_ECOLI		HIUH_ECOLI	G	C6EB98_ECOBD
HDED_ECOLI	1	1	1	1	4	1	1	1	1	HDED_ECOLI	C6EEH4_ECOBD	HDED_ECOLI		HDED_ECOLI	B	C6EEH4_ECOBD
HDEB_ECOLI	1	1	1	1	4	1	1	1	1	HDEB_ECOLI	C6EEH6_ECOBD	HDEB_ECOLI		HDEB_ECOLI	G	C6EEH6_ECOBD
HDEA_ECOLI	1	1	1	1	4	1	1	1	1	HDEA_ECOLI	C6EEH5_ECOBD	HDEA_ECOLI		HDEA_ECOLI	G	C6EEH5_ECOBD
HCAT_ECOLI	1	1	1	1	4	1	1	1	1	HCAT_ECOLI	C6EKH1_ECOBD	HCAT_ECOLI		HCAT_ECOLI	B	C6EKH1_ECOBD
GUDP_ECOLI	1	1	1	1	4	1	1	1	1	GUDP_ECOLI	C6EJ83_ECOBD	GUDP_ECOLI		GUDP_ECOLI	B	C6EJ83_ECOBD
GSPM_ECOLI	1	1	1	1	4	1	1	1	1	GSPM_ECOLI	C6EGD2_ECOBD	GSPM_ECOLI		GSPM_ECOLI	B	C6EGD2_ECOBD
GSPL_ECOLI	1	1	1	1	4	1	1	1	1	GSPL_ECOLI	C6EGD3_ECOBD	GSPL_ECOLI		GSPL_ECOLI	B	C6EGD3_ECOBD
GSPK_ECOLI	1	1	1	1	4	1	1	1	1	GSPK_ECOLI	C6EGD4_ECOBD	GSPK_ECOLI		GSPK_ECOLI	G	C6EGD4_ECOBD
GSPJ_ECOLI	1	1	1	1	4	1	1	1	1	GSPJ_ECOLI	C6EGD5_ECOBD	GSPJ_ECOLI		GSPJ_ECOLI	G	C6EGD5_ECOBD
GSPI_ECOLI	1	1	1	1	4	1	1	1	1	GSPI_ECOLI	C6EGD6_ECOBD	GSPI_ECOLI		GSPI_ECOLI	G	C6EGD6_ECOBD
GSPH_ECOLI	1	1	1	1	4	1	1	1	1	GSPH_ECOLI	C6EGD7_ECOBD	GSPH_ECOLI		GSPH_ECOLI	G	C6EGD7_ECOBD
GSPG_ECOLI	1	1	1	1	4	1	1	1	1	GSPG_ECOLI	C6EGD8_ECOBD	GSPG_ECOLI		GSPG_ECOLI	B	C6EGD8_ECOBD
GSPE_ECOLI	1	1	1	1	4	1	1	1	1	GSPE_ECOLI	C6EGE0_ECOBD	GSPE_ECOLI		GSPE_ECOLI	F1	C6EGE0_ECOBD
GSPD_ECOLI	1	1	1	1	4	1	1	1	1	GSPD_ECOLI	C6EGE1_ECOBD	GSPD_ECOLI		GSPD_ECOLI	G	C6EGE1_ECOBD
GSPC_ECOLI	1	1	1	1	4	1	1	1	1	GSPC_ECOLI	C6EGE2_ECOBD	GSPC_ECOLI		GSPC_ECOLI	B	C6EGE2_ECOBD
GSPA_ECOLI	1	1	1	1	4	1	1	1	1	GSPA_ECOLI	C6EGE3_ECOBD	GSPA_ECOLI		GSPA_ECOLI	B	C6EGE3_ECOBD
GSID_ECOLI	1	1	1	1	4	1	1	1	1	GSID_ECOLI	C6EIV0_ECOBD	GSID_ECOLI		GSID_ECOLI	B	C6EIV0_ECOBD
GNTU_ECOLI	1	1	1	1	4	1	1	1	1	GNTU_ECOLI	C6EFD9_ECOBD	GNTU_ECOLI		GNTU_ECOLI	B	C6EFD9_ECOBD
GNTP_ECOLI	1	1	1	1	4	1	1	1	1	GNTP_ECOLI	C6EBR2_ECOBD	GNTP_ECOLI		GNTP_ECOLI	B	C6EBR2_ECOBD
GLXK2_ECOLI	1	1	1	1	4	1	1	1	1	GLXK2_ECOLI	C6EHA2_ECOBD	GLXK2_ECOLI		GLXK2_ECOLI	B	C6EHA2_ECOBD
GLVG_ECOLI	1	1	1	1	4	1	1	1	1	GLVG_ECOLI	C6ED87_ECOBD	GLVG_ECOLI		GLVG_ECOLI	F1	C6ED87_ECOBD
GLPT_ECOLI	1	1	1	1	4	1	1	1	1	GLPT_ECOLI	C6E9W1_ECOBD	GLPT_ECOLI		GLPT_ECOLI	B	C6E9W1_ECOBD
GLPC_ECOLI	1	1	1	1	4	1	1	1	1	GLPC_ECOLI	C6E9V8_ECOBD	GLPC_ECOLI		GLPC_ECOLI	F1	C6E9V8_ECOBD
GLPB_ECOLI	1	1	1	1	4	1	1	1	1	GLPB_ECOLI	C6E9V9_ECOBD	GLPB_ECOLI		GLPB_ECOLI	F1	C6E9V9_ECOBD
GLPA_ECOLI	1	1	1	1	4	1	1	1	1	GLPA_ECOLI	C6E9W0_ECOBD	GLPA_ECOLI		GLPA_ECOLI	F1	C6E9W0_ECOBD
GLNK_ECOLI	1	1	1	1	4	1	1	1	1	GLNK_ECOLI	C6EL13_ECOBD	GLNK_ECOLI		GLNK_ECOLI	F1	C6EL13_ECOBD
GLCA_ECOLI	1	1	1	1	4	1	1	1	1	GLCA_ECOLI	C6EID6_ECOBD	GLCA_ECOLI		GLCA_ECOLI	B	C6EID6_ECOBD
GGT_ECOLI	1	1	1	1	4	1	1	1	1	GGT_ECOLI	C6EFC7_ECOBD	GGT_ECOLI		GGT_ECOLI	G	C6EFC7_ECOBD
GFCD_ECOLI	1	1	1	1	4	1	1	1	1	GFCD_ECOLI	C6EHM3_ECOBD	GFCD_ECOLI		GFCD_ECOLI	G	C6EHM3_ECOBD
GFCC_ECOLI	1	1	1	1	4	1	1	1	1	GFCC_ECOLI	C6EHM2_ECOBD	GFCC_ECOLI		GFCC_ECOLI	G	C6EHM2_ECOBD
GFCB_ECOLI	1	1	1	1	4	1	1	1	1	GFCB_ECOLI	C6EHM1_ECOBD	GFCB_ECOLI		GFCB_ECOLI	I	C6EHM1_ECOBD
GFCA_ECOLI	1	1	1	1	4	1	1	1	1	GFCA_ECOLI	C6EHM0_ECOBD	GFCA_ECOLI		GFCA_ECOLI	B	C6EHM0_ECOBD
GARP_ECOLI	1	1	1	1	4	1	1	1	1	GARP_ECOLI	C6EH99_ECOBD	GARP_ECOLI		GARP_ECOLI	B	C6EH99_ECOBD
GADC_ECOLI	1	1	1	1	4	1	1	1	1	GADC_ECOLI	C6EEM5_ECOBD	GADC_ECOLI		GADC_ECOLI	B	C6EEM5_ECOBD
GABP_ECOLI	1	1	1	1	4	1	1	1	1	GABP_ECOLI	C6EJW2_ECOBD	GABP_ECOLI		GABP_ECOLI	B	C6EJW2_ECOBD
FRLA_ECOLI	1	1	1	1	4	1	1	1	1	FRLA_ECOLI	C6EFK6_ECOBD	FRLA_ECOLI		FRLA_ECOLI	B	C6EFK6_ECOBD
FOCB_ECOLI	1	1	1	1	4	1	1	1	1	FOCB_ECOLI	C6EKL9_ECOBD	FOCB_ECOLI		FOCB_ECOLI	B	C6EKL9_ECOBD
FLIR_ECOLI	1	1	1	1	4	1	1	1	1	FLIR_ECOLI	C6EBB5_ECOBD	FLIR_ECOLI		FLIR_ECOLI	B	C6EBB5_ECOBD
FLIQ_ECOLI	1	1	1	1	4	1	1	1	1	FLIQ_ECOLI	C6EBB6_ECOBD	FLIQ_ECOLI		FLIQ_ECOLI	B	C6EBB6_ECOBD
FLIP_ECOLI	1	1	1	1	4	1	1	1	1	FLIP_ECOLI	C6EBB7_ECOBD	FLIP_ECOLI		FLIP_ECOLI	B	C6EBB7_ECOBD
FLIO_ECOLI	1	1	1	1	4	1	1	1	1	FLIO_ECOLI	C6EBB8_ECOBD	FLIO_ECOLI		FLIO_ECOLI	B	C6EBB8_ECOBD
FLIN_ECOLI	1	1	1	1	4	1	1	1	1	FLIN_ECOLI	C6EBB9_ECOBD	FLIN_ECOLI		FLIN_ECOLI	F1	C6EBB9_ECOBD
FLIM_ECOLI	1	1	1	1	4	1	1	1	1	FLIM_ECOLI	C6EBC0_ECOBD	FLIM_ECOLI		FLIM_ECOLI	F1	C6EBC0_ECOBD
FLIL_ECOLI	1	1	1	1	4	1	1	1	1	FLIL_ECOLI	C6EBC1_ECOBD	FLIL_ECOLI		FLIL_ECOLI	F1	C6EBC1_ECOBD
FLIJ_ECOLI	1	1	1	1	4	1	1	1	1	FLIJ_ECOLI	C6EBC3_ECOBD	FLIJ_ECOLI		FLIJ_ECOLI	F1	C6EBC3_ECOBD
FLIG_ECOLI	1	1	1	1	4	1	1	1	1	FLIG_ECOLI	C6EBC6_ECOBD	FLIG_ECOLI		FLIG_ECOLI	F1	C6EBC6_ECOBD
FLIF_ECOLI	1	1	1	1	4	1	1	1	1	FLIF_ECOLI	C6EBC7_ECOBD	FLIF_ECOLI		FLIF_ECOLI	B	C6EBC7_ECOBD
FLIE_ECOLI	1	1	1	1	4	1	1	1	1	FLIE_ECOLI	C6EBC8_ECOBD	FLIE_ECOLI		FLIE_ECOLI	B	C6EBC8_ECOBD
FLID_ECOLI	1	1	1	1	4	1	1	1	1	FLID_ECOLI	C6EBD7_ECOBD	FLID_ECOLI		FLID_ECOLI	F4	C6EBD7_ECOBD
FLIC_ECOLI	1	1	1	1	4	1	1	1	1	FLIC_ECOLI	C6EBD8_ECOBD	FLIC_ECOLI		FLIC_ECOLI	F4	C6EBD8_ECOBD
FLHE_ECOLI	1	1	1	1	4	1	1	1	1	FLHE_ECOLI	C6EBU9_ECOBD	FLHE_ECOLI		FLHE_ECOLI	G	C6EBU9_ECOBD
FLGL_ECOLI	1	1	1	1	4	1	1	1	1	FLGL_ECOLI	C6EHD0_ECOBD	FLGL_ECOLI		FLGL_ECOLI	F4	C6EHD0_ECOBD
FLGK_ECOLI	1	1	1	1	4	1	1	1	1	FLGK_ECOLI	C6EHD1_ECOBD	FLGK_ECOLI		FLGK_ECOLI	F4	C6EHD1_ECOBD
FLGI_ECOLI	1	1	1	1	4	1	1	1	1	FLGI_ECOLI	C6EHD3_ECOBD	FLGI_ECOLI		FLGI_ECOLI	G	C6EHD3_ECOBD
FLGH_ECOLI	1	1	1	1	4	1	1	1	1	FLGH_ECOLI	C6EHD4_ECOBD	FLGH_ECOLI		FLGH_ECOLI	I	C6EHD4_ECOBD
FLGG_ECOLI	1	1	1	1	4	1	1	1	1	FLGG_ECOLI	C6EHD5_ECOBD	FLGG_ECOLI		FLGG_ECOLI	G	C6EHD5_ECOBD
FLGF_ECOLI	1	1	1	1	4	1	1	1	1	FLGF_ECOLI	C6EHD6_ECOBD	FLGF_ECOLI		FLGF_ECOLI	G	C6EHD6_ECOBD
FLGE_ECOLI	1	1	1	1	4	1	1	1	1	FLGE_ECOLI	C6EHD7_ECOBD	FLGE_ECOLI		FLGE_ECOLI	F4	C6EHD7_ECOBD
