Merge ID	Mobile_Elements_BL21	400Mobile_Elements	# Studies	Mobile_Elements_BL21 Duplicates	400Mobile_Elements Duplicates	K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Category	Pseudogenes / Mobile Elements Notes	Entry name K12 (Uniprot)	Entry Name BL21(DE3) (Uniprot)	Subcellular Location(this study)	Common Core	Pseudogene/Mobile Element Notes	
C6ED87_ECOBD	1	1	2	1	1	GLVG_ECOLI	C6ED87_ECOBD		 	F1	Uniprot pseudo	GLVG_ECOLI	C6ED87_ECOBD	F1		pseudogene (Uniprot)	
C6EFK4_ECOBD	1	1	2	1	1	FRLC_ECOLI	C6EFK4_ECOBD		 	A	pseudogenes (Ohman 2006)	FRLC_ECOLI	C6EFK4_ECOBD	A		pseudogene (Ohman 2006)	
C6EL71_ECOBD	1	1	2	1	1	FLXA_ECOLI	C6EL71_ECOBD		 	A	Prophage Integrase (EcoGene) 	FLXA_ECOLI	C6EL71_ECOBD	A		Prophage Integrase (EcoGene)	
C6EHD8_ECOBD	1	1	2	1	1	FLGD_ECOLI	C6EHD8_ECOBD		 	F4	pseudogenes (Ohman 2006) 	FLGD_ECOLI	C6EHD8_ECOBD	F4		pseudogene (Ohman 2006) 	
C6EBS0_ECOBD	1	1	2	1	1	FIME_ECOLI	C6EBS0_ECOBD		 	A	Prophage Integrase	FIME_ECOLI	C6EBS0_ECOBD	A		Prophage Integrase	
C6EA58_ECOBD	1	1	2	1	1	FHIA_ECOLI	C6EA58_ECOBD		 	B	pseudogenes (Uniprot)	FHIA_ECOLI	C6EA58_ECOBD	B		pseudogene (Uniprot) 	
C6EFM7_ECOBD	1	1	2	1	1	ESSD_ECOLI	C6EFM7_ECOBD		 	B	Prophage Integrase (EcoGene) 	ESSD_ECOLI	C6EFM7_ECOBD	B		Prophage Integrase (EcoGene)	
C6EKS5_ECOBD	1	1	2	1	1	EMRE_ECOLI	C6EKS5_ECOBD	"Membrane; Multi-pass membrane protein. "	 	B	Prophage Integrase (EcoGene) 	EMRE_ECOLI	C6EKS5_ECOBD	B		Prophage Integrase (EcoGene)	
C6EHJ0_ECOBD	1	1	2	1	1	EFEU_ECOLI	C6EHJ0_ECOBD		 	B	pseudogenes (Uniprot)	EFEU_ECOLI	C6EHJ0_ECOBD	B		pseudogene (Uniprot) 	
C6ELT1_ECOBD	1	1	2	1	1	EAEH_ECOLI	C6ELT1_ECOBD		 	H	pseudogenes (Uniprot)	EAEH_ECOLI	C6ELT1_ECOBD	H		pseudogene (Uniprot) 	
C6EDS5_ECOBD	1	1	2	1	1	DICC_ECOLI	C6EDS5_ECOBD		 	A	"Prophage Integrase (EcoGene);homolog to C6EJG8"	DICC_ECOLI	C6EDS5_ECOBD	A		Prophage Integrase (EcoGene)	
C6EJG8_ECOBD	1		1	1		DICC_ECOLI	C6EJG8_ECOBD		 	A	Prophage Integrase (EcoGene) 						
C6EDS1_ECOBD	1	1	2	1	1	DICB_ECOLI	C6EDS1_ECOBD		 	A	Prophage Integrase (EcoGene) 	DICB_ECOLI	C6EDS1_ECOBD	A		Prophage Integrase (EcoGene)	
C6EDS4_ECOBD	1	1	2	1	1	DICA_ECOLI	C6EDS4_ECOBD		 	A	Prophage Integrase (EcoGene) 	DICA_ECOLI	C6EDS4_ECOBD	A		Prophage Integrase (EcoGene)	
C6EJF8_ECOBD	1	1	2	1	1	BORD_ECOLI	C6EJF8_ECOBD		 	I	"Prophage Integrase (EcoGene);homolog to C6EKD4"	BORD_ECOLI	C6EJF8_ECOBD	I		Prophage Integrase (EcoGene)	
C6EKD4_ECOBD	1		1	1		BORD_ECOLI	C6EKD4_ECOBD		 	I	Prophage Integrase (EcoGene) 						
C6EEI3_ECOBD	1	1	2	1	1	ARSR_ECOLI	C6EEI3_ECOBD		 	A	pseudogenes (Ohman 2006)	ARSR_ECOLI	C6EEI3_ECOBD	A		pseudogene (Ohman 2006)	
C6EH90_ECOBD	1	1	2	1	1	AGAA_ECOLI	C6EH90_ECOBD		 	A	pseudogenes (Uniprot)	AGAA_ECOLI	C6EH90_ECOBD	A		pseudogene (Uniprot) 	
C6EDI7_ECOBD	1	1	2	1	1	AG43_ECOLI	C6EDI7_ECOBD		 	H	Prophage Integrase (EcoGene) 	AG43_ECOLI	C6EDI7_ECOBD	H		Prophage Integrase (EcoGene)	
C6E9S7_ECOBD	1		1	1		Null	C6E9S7_ECOBD		 	A	Transposase						
C6E9S8_ECOBD	1		1	1		Null	C6E9S8_ECOBD		 	A	Transposase						
C6E9Y4_ECOBD	1		1	1		Null	C6E9Y4_ECOBD		 	A	Transposase						
C6EA45_ECOBD	1		1	1		Null	C6EA45_ECOBD		 	A	Transposase						
C6EA59_ECOBD	1		1	1		Null	C6EA59_ECOBD		 	A	Transposase						
C6EA70_ECOBD	1		1	1		Null	C6EA70_ECOBD		 	A	Transposase						
C6EA72_ECOBD	1		1	1		Null	C6EA72_ECOBD		 	A	Transposase						
C6EAD4_ECOBD	1		1	1		Null	C6EAD4_ECOBD		 	A	Transposase						
C6EAK0_ECOBD	1		1	1		Null	C6EAK0_ECOBD		 	A	Transposase						
C6EB38_ECOBD	1		1	1		Null	C6EB38_ECOBD		 	A	Transposase						
C6EB53_ECOBD	1		1	1		Null	C6EB53_ECOBD		 	A	Transposase						
C6EB92_ECOBD	1		1	1		Null	C6EB92_ECOBD		 	A	Transposase						
C6EB95_ECOBD	1		1	1		Null	C6EB95_ECOBD		 	A	Transposase						
C6EBN9_ECOBD	1		1	1		Null	C6EBN9_ECOBD		 	A	Transposase						
C6EC71_ECOBD	1		1	1		Null	C6EC71_ECOBD		 	A	Transposase						
C6EC75_ECOBD	1		1	1		Null	C6EC75_ECOBD		 	A	Transposase						
C6EDB8_ECOBD	1		1	1		Null	C6EDB8_ECOBD		 	A	Transposase						
C6EDC3_ECOBD	1		1	1		Null	C6EDC3_ECOBD		 	A	Transposase						
C6EDT6_ECOBD	1		1	1		Null	C6EDT6_ECOBD		 	A	Transposase						
C6EDT7_ECOBD	1		1	1		Null	C6EDT7_ECOBD		 	A	Transposase						
C6EEC1_ECOBD	1		1	1		Null	C6EEC1_ECOBD		 	A	Transposase						
C6EET1_ECOBD	1		1	1		Null	C6EET1_ECOBD		 	A	Transposase						
C6EFG3_ECOBD	1		1	1		Null	C6EFG3_ECOBD		 	A	Transposase						
C6EIC8_ECOBD	1		1	1		Null	C6EIC8_ECOBD		 	A	Transposase						
C6EE80_ECOBD	1		1	1		Null	C6EE80_ECOBD		 	A	Rhs Element						
C6EBE0_ECOBD	1		1	1		Null	C6EBE0_ECOBD		 	A	Prophage transposase						
C6EBS3_ECOBD	1		1	1		Null	C6EBS3_ECOBD		 	A	Prophage transposase						
C6ECG7_ECOBD	1		1	1		Null	C6ECG7_ECOBD		 	A	Prophage transposase						
C6ECH4_ECOBD	1		1	1		Null	C6ECH4_ECOBD		 	B	Prophage transposase						
C6EDD1_ECOBD	1		1	1		Null	C6EDD1_ECOBD		 	A	Prophage transposase						
C6EDS7_ECOBD	1		1	1		Null	C6EDS7_ECOBD		 	A	Prophage transposase						
C6EDT3_ECOBD	1		1	1		Null	C6EDT3_ECOBD		 	A	Prophage transposase						
C6EDV8_ECOBD	1		1	1		Null	C6EDV8_ECOBD		 	A	Prophage transposase						
C6EDV9_ECOBD	1		1	1		Null	C6EDV9_ECOBD		 	A	Prophage transposase						
C6EFM3_ECOBD	1		1	1		Null	C6EFM3_ECOBD		 	I	Prophage transposase						
C6EFM4_ECOBD	1		1	1		Null	C6EFM4_ECOBD		 	G	Prophage transposase						
C6EFN6_ECOBD	1		1	1		Null	C6EFN6_ECOBD		 	A	Prophage transposase						
C6EFS7_ECOBD	1		1	1		Null	C6EFS7_ECOBD		 	B	Prophage transposase						
C6EIR3_ECOBD	1		1	1		Null	C6EIR3_ECOBD		 	A	Prophage transposase						
C6EIR4_ECOBD	1		1	1		Null	C6EIR4_ECOBD		 	G	Prophage transposase						
C6EIR5_ECOBD	1		1	1		Null	C6EIR5_ECOBD		 	A	Prophage transposase						
C6EIR6_ECOBD	1		1	1		Null	C6EIR6_ECOBD		 	A	Prophage transposase						
C6EIR7_ECOBD	1		1	1		Null	C6EIR7_ECOBD		 	A	Prophage transposase						
C6EIR8_ECOBD	1		1	1		Null	C6EIR8_ECOBD		 	A	Prophage transposase						
C6EIS0_ECOBD	1		1	1		Null	C6EIS0_ECOBD		 	A	Prophage transposase						
C6EIS1_ECOBD	1		1	1		Null	C6EIS1_ECOBD		 	A	Prophage transposase						
C6EIS2_ECOBD	1		1	1		Null	C6EIS2_ECOBD		 	G	Prophage transposase						
C6EIS3_ECOBD	1		1	1		Null	C6EIS3_ECOBD		 	A	Prophage transposase						
C6EIS4_ECOBD	1		1	1		Null	C6EIS4_ECOBD		 	A	Prophage transposase						
C6EIS5_ECOBD	1		1	1		Null	C6EIS5_ECOBD		 	A	Prophage transposase						
C6EIT1_ECOBD	1		1	1		Null	C6EIT1_ECOBD		 	A	Prophage transposase						
C6EIT3_ECOBD	1		1	1		Null	C6EIT3_ECOBD		 	A	Prophage transposase						
C6EIT5_ECOBD	1		1	1		Null	C6EIT5_ECOBD		 	A	Prophage transposase						
C6EJ13_ECOBD	1		1	1		Null	C6EJ13_ECOBD		 	B	Prophage transposase						
C6EJ15_ECOBD	1		1	1		Null	C6EJ15_ECOBD		 	A	Prophage transposase						
C6EJ16_ECOBD	1		1	1		Null	C6EJ16_ECOBD		 	A	Prophage transposase						
C6EJ17_ECOBD	1		1	1		Null	C6EJ17_ECOBD		 	A	Prophage transposase						
C6EJ18_ECOBD	1		1	1		Null	C6EJ18_ECOBD		 	A	Prophage transposase						
C6EJ19_ECOBD	1		1	1		Null	C6EJ19_ECOBD		 	A	Prophage transposase						
C6EJ21_ECOBD	1		1	1		Null	C6EJ21_ECOBD		 	A	Prophage transposase						
C6EJ23_ECOBD	1		1	1		Null	C6EJ23_ECOBD		 	A	Prophage transposase						
C6EJ25_ECOBD	1		1	1		Null	C6EJ25_ECOBD		 	A	Prophage transposase						
C6EJE9_ECOBD	1		1	1		Null	C6EJE9_ECOBD		 	A	Prophage transposase						
C6EJF1_ECOBD	1		1	1		Null	C6EJF1_ECOBD		 	A	Prophage transposase						
C6EJF4_ECOBD	1		1	1		Null	C6EJF4_ECOBD		 	A	Prophage transposase						
C6EJF9_ECOBD	1		1	1		Null	C6EJF9_ECOBD		 	I	Prophage transposase						
C6EJG0_ECOBD	1		1	1		Null	C6EJG0_ECOBD		 	A	Prophage transposase						
C6EJG1_ECOBD	1		1	1		Null	C6EJG1_ECOBD		 	A	Prophage transposase						
C6EJG5_ECOBD	1		1	1		Null	C6EJG5_ECOBD		 	A	Prophage transposase						
C6EJG6_ECOBD	1		1	1		Null	C6EJG6_ECOBD		 	A	Prophage transposase						
C6EJG7_ECOBD	1		1	1		Null	C6EJG7_ECOBD		 	A	Prophage transposase						
C6EJH0_ECOBD	1		1	1		Null	C6EJH0_ECOBD		 	A	Prophage transposase						
C6EJH3_ECOBD	1		1	1		Null	C6EJH3_ECOBD		 	A	Prophage transposase						
C6EJH4_ECOBD	1		1	1		Null	C6EJH4_ECOBD		 	A	Prophage transposase						
C6EJH6_ECOBD	1		1	1		Null	C6EJH6_ECOBD		 	A	Prophage transposase						
C6EJI4_ECOBD	1		1	1		Null	C6EJI4_ECOBD		 	A	Prophage transposase						
C6EJI5_ECOBD	1		1	1		Null	C6EJI5_ECOBD		 	A	Prophage transposase						
C6EJX2_ECOBD	1		1	1		Null	C6EJX2_ECOBD		 	A	Prophage transposase						
C6EKD5_ECOBD	1		1	1		Null	C6EKD5_ECOBD		 	I	Prophage transposase						
C6EKD6_ECOBD	1		1	1		Null	C6EKD6_ECOBD		 	G	Prophage transposase						
C6EKD7_ECOBD	1		1	1		Null	C6EKD7_ECOBD		 	B	Prophage transposase						
C6EKE0_ECOBD	1		1	1		Null	C6EKE0_ECOBD		 	A	Prophage transposase						
C6E9Y3_ECOBD	1		1	1		Null	C6E9Y3_ECOBD		 	A	Insertion Element						
Null		1	1		363							TISB_ECOLI	Null	B		pseudogene (Ecogene/Uniprot)	
