K12 Uniproti Entry name	BL21(DE3) Uniprot Entry name	Curated Subcellular Location
USPA_ECOLI	C6EEJ0_ECOBD	F1
NARZ_ECOLI	C6EEP7_ECOBD	F1
NARY_ECOLI	C6EEP8_ECOBD	F1
UBID_ECOLI	C6EF55_ECOBD	F1
PLDB_ECOLI	C6EF86_ECOBD	F1
NIKE_ECOLI	C6EF94_ECOBD	F1
NIKD_ECOLI	C6EF95_ECOBD	F1
FTSY_ECOLI	C6EFB0_ECOBD	F1
FTSE_ECOLI	C6EFB1_ECOBD	F1
LIVG_ECOLI	C6EFB9_ECOBD	F1
LIVF_ECOLI	C6EFC0_ECOBD	F1
UGPC_ECOLI	C6EFC4_ECOBD	F1
SAPD_ECOLI	C6EFU1_ECOBD	F1
SAPF_ECOLI	C6EFU2_ECOBD	F1
FABI_ECOLI	C6EFU4_ECOBD	F1
TRPG_ECOLI	C6EFX3_ECOBD	F1
OPPF_ECOLI	C6EFY9_ECOBD	F1
OPPD_ECOLI	C6EFZ0_ECOBD	F1
ATPG_ECOLI	C6EG70_ECOBD	F1
ATPB_ECOLI	C6EG71_ECOBD	F1
PSTB_ECOLI	C6EG78_ECOBD	F1
PHOU_ECOLI	C6EG79_ECOBD	F1
MNME_ECOLI	C6EG97_ECOBD	F1
YHES_ECOLI	C6EGB1_ECOBD	F1
KEFG_ECOLI	C6EGB2_ECOBD	F1
YHDZ_ECOLI	C6EGI8_ECOBD	F1
MREB_ECOLI	C6EGL0_ECOBD	F1
NARH_ECOLI	C6EGN8_ECOBD	F1
NARG_ECOLI	C6EGN9_ECOBD	F1
YCGR_ECOLI	C6EGS3_ECOBD	F1
DADA_ECOLI	C6EGS8_ECOBD	F1
MIND_ECOLI	C6EGU1_ECOBD	F1
MINE_ECOLI	C6EGU2_ECOBD	F1
HFLD_ECOLI	C6EGV9_ECOBD	F1
POTA_ECOLI	C6EGW5_ECOBD	F1
LOLD_ECOLI	C6EGX5_ECOBD	F1
DHNA_ECOLI	C6EGY3_ECOBD	F1
MDH_ECOLI	C6EGZ6_ECOBD	F1
PTSN_ECOLI	C6EH23_ECOBD	F1
LPTB_ECOLI	C6EH26_ECOBD	F1
KDSC_ECOLI	C6EH29_ECOBD	F1
MLAF_ECOLI	C6EH32_ECOBD	F1
PUTA_ECOLI	C6EHJ3_ECOBD	F1
RIBB_ECOLI	C6EHV2_ECOBD	F1
PARC_ECOLI	C6EHX4_ECOBD	F1
PLSC_ECOLI	C6EHX6_ECOBD	F1
YGHU_ECOLI	C6EI03_ECOBD	F1
PYRD_ECOLI	C6EI37_ECOBD	F1
AMPN_ECOLI	C6EI50_ECOBD	F1
YBJX_ECOLI	C6EIA4_ECOBD	F1
POXB_ECOLI	C6EIB0_ECOBD	F1
ARTP_ECOLI	C6EIB7_ECOBD	F1
POTG_ECOLI	C6EIC6_ECOBD	F1
UBIH_ECOLI	C6EIK1_ECOBD	F1
GSIA_ECOLI	C6EIV3_ECOBD	F1
YBIT_ECOLI	C6EIW2_ECOBD	F1
GLNQ_ECOLI	C6EIX3_ECOBD	F1
YBHF_ECOLI	C6EIY8_ECOBD	F1
YBHO_ECOLI	C6EIZ3_ECOBD	F1
PT1P_ECOLI	C6EJ40_ECOBD	F1
SYDP_ECOLI	C6EJ79_ECOBD	F1
YBGC_ECOLI	C6EJK1_ECOBD	F1
DHSB_ECOLI	C6EJL3_ECOBD	F1
DHSA_ECOLI	C6EJL4_ECOBD	F1
SEQA_ECOLI	C6EJP7_ECOBD	F1
PPNK_ECOLI	C6EJX8_ECOBD	F1
SRP54_ECOLI	C6EJY2_ECOBD	F1
PSS_ECOLI	C6EK01_ECOBD	F1
RPOE_ECOLI	C6EK14_ECOBD	F1
LEPA_ECOLI	C6EK18_ECOBD	F1
ERA_ECOLI	C6EK21_ECOBD	F1
ENTB_ECOLI	C6EK99_ECOBD	F1
ENTE_ECOLI	C6EKA0_ECOBD	F1
FEPC_ECOLI	C6EKA7_ECOBD	F1
ENTF_ECOLI	C6EKA9_ECOBD	F1
YPHE_ECOLI	C6EKG0_ECOBD	F1
PPX_ECOLI	C6EKK9_ECOBD	F1
PPK_ECOLI	C6EKL0_ECOBD	F1
HDA_ECOLI	C6EKL5_ECOBD	F1
LPXH_ECOLI	C6EKU2_ECOBD	F1
YBBL_ECOLI	C6EKX4_ECOBD	F1
HTPG_ECOLI	C6EKZ1_ECOBD	F1
GLNK_ECOLI	C6EL13_ECOBD	F1
CYSA_ECOLI	C6EL55_ECOBD	F1
PTGA_ECOLI	C6EL60_ECOBD	F1
PT1_ECOLI	C6EL61_ECOBD	F1
HISP_ECOLI	C6ELE7_ECOBD	F1
ACP_ECOLI	C6EHC0_ECOBD	F1
ALSA_ECOLI	C6ED36_ECOBD	F1
ARGK_ECOLI	C6EIJ1_ECOBD	F1
ATPA_ECOLI	C6EG69_ECOBD	F1
ATPD_ECOLI	C6EG68_ECOBD	F1
ATPE_ECOLI	C6EG72_ECOBD	F1
BETA_ECOLI	C6ELS0_ECOBD	F1
CCMA_ECOLI	C6E9Z9_ECOBD	F1
CPXR_ECOLI	C6EEY5_ECOBD	F1
CYSQ_ECOLI	C6ECD0_ECOBD	F1
DDPD_ECOLI	C6EEN3_ECOBD	F1
DDPF_ECOLI	C6EEN4_ECOBD	F1
DHAM_ECOLI	C6EGR9_ECOBD	F1
DNAA_ECOLI	C6ECH7_ECOBD	F1
DPPD_ECOLI	C6EED9_ECOBD	F1
EFTU1_ECOLI	C6EGC5_ECOBD	F1
EFTU2_ECOLI	C6EE39_ECOBD	F1
FECE_ECOLI	C6EC69_ECOBD	F1
FLIG_ECOLI	C6EBC6_ECOBD	F1
FLIJ_ECOLI	C6EBC3_ECOBD	F1
FLIL_ECOLI	C6EBC1_ECOBD	F1
FLIM_ECOLI	C6EBC0_ECOBD	F1
FLIN_ECOLI	C6EBB9_ECOBD	F1
FRDB_ECOLI	C6ECX0_ECOBD	F1
FTSZ_ECOLI	C6EAW0_ECOBD	F1
GLPD_ECOLI	C6EFE8_ECOBD	F1
GSPE_ECOLI	C6EGE0_ECOBD	F1
MBHL_ECOLI	C6EHN5_ECOBD	F1
MGLA_ECOLI	C6EAG3_ECOBD	F1
MLAB_ECOLI	C6EH36_ECOBD	F1
MNMG_ECOLI	C6EG62_ECOBD	F1
ODP2_ECOLI	C6EAU2_ECOBD	F1
PLSB_ECOLI	C6EDX9_ECOBD	F1
PROV_ECOLI	C6EJU8_ECOBD	F1
PSD_ECOLI	C6ECW5_ECOBD	F1
PTFA_ECOLI	C6EEZ9_ECOBD	F1
PTFAH_ECOLI	C6EA29_ECOBD	F1
PTFB2_ECOLI	C6EE59_ECOBD	F1
PTFX1_ECOLI	C6EL85_ECOBD	F1
PTHA_ECOLI	C6EJS7_ECOBD	F1
PTKA_ECOLI	C6EAL6_ECOBD	F1
PTKB_ECOLI	C6EAL7_ECOBD	F1
PTMA_ECOLI	C6EIH6_ECOBD	F1
PTNAB_ECOLI	C6EC13_ECOBD	F1
PTQB_ECOLI	C6ECM0_ECOBD	F1
RECA_ECOLI	C6EJT2_ECOBD	F1
SSUB_ECOLI	C6EI49_ECOBD	F1
SUFE_ECOLI	C6ECS6_ECOBD	F1
TAUB_ECOLI	C6ELL8_ECOBD	F1
THIQ_ECOLI	C6EAY9_ECOBD	F1
TRKA_ECOLI	C6EGH7_ECOBD	F1
ULAC_ECOLI	C6ECF4_ECOBD	F1
UUP_ECOLI	C6EI33_ECOBD	F1
UVRA_ECOLI	C6ED66_ECOBD	F1
WECF_ECOLI	C6EG19_ECOBD	F1
YAAY_ECOLI	C6EB29_ECOBD	F1
YBBA_ECOLI	C6EKW9_ECOBD	F1
YDCT_ECOLI	C6EES2_ECOBD	F1
YECC_ECOLI	C6EBE4_ECOBD	F1
YNJD_ECOLI	C6ECK1_ECOBD	F1
YTFR_ECOLI	C6ECC0_ECOBD	F1
ZAPB_ECOLI	C6EEX0_ECOBD	F1
RNE_ECOLI	C6EHC9_ECOBD	F1
SGCB_ECOLI	C6EC54_ECOBD	F1
RNFC_ECOLI	C6EDL7_ECOBD	F1
YEFI_ECOLI	C6EB51_ECOBD	F1
PSPA_ECOLI	C6EFS8_ECOBD	F1
GLVG_ECOLI	C6ED87_ECOBD	F1
YCJV_ECOLI	C6EFR4_ECOBD	F1
APBE_ECOLI	C6E9Y5_ECOBD	E
METQ_ECOLI	C6EA87_ECOBD	E
YIDQ_ECOLI	C6ED82_ECOBD	E
YNFC_ECOLI	C6EDR3_ECOBD	E
YJBH_ECOLI	C6EDZ5_ECOBD	E
YIAF_ECOLI	C6EEC7_ECOBD	E
MDTE_ECOLI	C6EEH1_ECOBD	E
DCRB_ECOLI	C6EFA2_ECOBD	E
YMBA_ECOLI	C6EI30_ECOBD	E
YFIM_ECOLI	C6EK00_ECOBD	E
YFHM_ECOLI	C6EKI9_ECOBD	E
ACFD_ECOLI	C6EID7_ECOBD	E
ACRA_ECOLI	C6EL01_ECOBD	E
ACRE_ECOLI	C6EGJ5_ECOBD	E
NLPA_ECOLI	C6EDB0_ECOBD	E
YDJY_ECOLI	C6ECK6_ECOBD	E
YHJA_ECOLI	C6EEG5_ECOBD	E
YIIG_ECOLI	C6EF03_ECOBD	E
YDEK_ECOLI	C6EEK8_ECOBD	E
YMGE_ECOLI	C6EC36_ECOBD	B
LDRB_ECOLI	C6EGP9_ECOBD	B
NUOA_ECOLI	C6E9R4_ECOBD	B
NUOH_ECOLI	C6E9S0_ECOBD	B
NUOL_ECOLI	C6E9S4_ECOBD	B
NUOM_ECOLI	C6E9S5_ECOBD	B
NUON_ECOLI	C6E9S6_ECOBD	B
ARNT_ECOLI	C6E9U3_ECOBD	B
ARNC_ECOLI	C6E9U6_ECOBD	B
RIR2_ECOLI	C6E9W6_ECOBD	B
RCSC_ECOLI	C6E9Y2_ECOBD	B
ALKB_ECOLI	C6E9Y7_ECOBD	B
MQO_ECOLI	C6E9Y9_ECOBD	B
NAPH_ECOLI	C6E9Z6_ECOBD	B
NAPC_ECOLI	C6E9Z8_ECOBD	B
CCME_ECOLI	C6EA03_ECOBD	B
CCMF_ECOLI	C6EA04_ECOBD	B
CCMH_ECOLI	C6EA06_ECOBD	B
YEJM_ECOLI	C6EA09_ECOBD	B
YEJE_ECOLI	C6EA18_ECOBD	B
YEJB_ECOLI	C6EA19_ECOBD	B
RTN_ECOLI	C6EA21_ECOBD	B
YEIU_ECOLI	C6EA23_ECOBD	B
FADE_ECOLI	C6EA67_ECOBD	B
YAFC_ECOLI	C6EA82_ECOBD	B
RSEP_ECOLI	C6EAA9_ECOBD	B
CDSA_ECOLI	C6EAB0_ECOBD	B
PCNB_ECOLI	C6EAE1_ECOBD	B
PSUT_ECOLI	C6EAE9_ECOBD	B
LYSP_ECOLI	C6EAF7_ECOBD	B
SANA_ECOLI	C6EAG8_ECOBD	B
CDD_ECOLI	C6EAG9_ECOBD	B
YOHK_ECOLI	C6EAH0_ECOBD	B
YOHC_ECOLI	C6EAH6_ECOBD	B
MLRA_ECOLI	C6EAI5_ECOBD	B
YEHU_ECOLI	C6EAI6_ECOBD	B
YEGX_ECOLI	C6EAK8_ECOBD	B
BAES_ECOLI	C6EAM7_ECOBD	B
MDTB_ECOLI	C6EAN0_ECOBD	B
YEGI_ECOLI	C6EAN7_ECOBD	B
ASMA_ECOLI	C6EAP3_ECOBD	B
YEGH_ECOLI	C6EAP4_ECOBD	B
WZC_ECOLI	C6EAP7_ECOBD	B
WCAI_ECOLI	C6EAQ7_ECOBD	B
WCAJ_ECOLI	C6EAR0_ECOBD	B
WZXC_ECOLI	C6EAR1_ECOBD	B
GALF_ECOLI	C6EAR5_ECOBD	B
DHG_ECOLI	C6EAT3_ECOBD	B
ODP1_ECOLI	C6EAU3_ECOBD	B
AROP_ECOLI	C6EAU5_ECOBD	B
AMPE_ECOLI	C6EAU6_ECOBD	B
PPDD_ECOLI	C6EAU9_ECOBD	B
GUAC_ECOLI	C6EAV2_ECOBD	B
FTSQ_ECOLI	C6EAW2_ECOBD	B
FTSI_ECOLI	C6EAX1_ECOBD	B
YAAU_ECOLI	C6EB08_ECOBD	B
CAIT_ECOLI	C6EB13_ECOBD	B
LSPA_ECOLI	C6EB26_ECOBD	B
YAAH_ECOLI	C6EB43_ECOBD	B
UDG_ECOLI	C6EB57_ECOBD	B
YEEF_ECOLI	C6EB69_ECOBD	B
YEEA_ECOLI	C6EB75_ECOBD	B
SHIA_ECOLI	C6EB88_ECOBD	B
YEDZ_ECOLI	C6EB96_ECOBD	B
YEDV_ECOLI	C6EBA0_ECOBD	B
PGSA_ECOLI	C6EBF0_ECOBD	B
YAAJ_ECOLI	C6EBG2_ECOBD	B
CREC_ECOLI	C6EBH2_ECOBD	B
SERB_ECOLI	C6EBI3_ECOBD	B
TYPH_ECOLI	C6EBI9_ECOBD	B
YJJP_ECOLI	C6EBK6_ECOBD	B
YJJB_ECOLI	C6EBK7_ECOBD	B
MOTA_ECOLI	C6EBT7_ECOBD	B
MOTB_ECOLI	C6EBT8_ECOBD	B
TORY_ECOLI	C6EBV4_ECOBD	B
YECN_ECOLI	C6EBV8_ECOBD	B
YEBA_ECOLI	C6EBX1_ECOBD	B
MSBB_ECOLI	C6EBX2_ECOBD	B
HEXR_ECOLI	C6EBX4_ECOBD	B
YEBZ_ECOLI	C6EBY9_ECOBD	B
YEBT_ECOLI	C6EBZ5_ECOBD	B
YEBS_ECOLI	C6EBZ6_ECOBD	B
HTPX_ECOLI	C6EC00_ECOBD	B
YEBQ_ECOLI	C6EC01_ECOBD	B
YEBN_ECOLI	C6EC09_ECOBD	B
YOBD_ECOLI	C6EC10_ECOBD	B
PTND_ECOLI	C6EC11_ECOBD	B
PTNC_ECOLI	C6EC12_ECOBD	B
YOAE_ECOLI	C6EC15_ECOBD	B
ADRB_ECOLI	C6EC16_ECOBD	B
SDHL_ECOLI	C6EC17_ECOBD	B
NUDL_ECOLI	C6EC18_ECOBD	B
LEUE_ECOLI	C6EC32_ECOBD	B
YEAI_ECOLI	C6EC45_ECOBD	B
YDJL_ECOLI	C6EC53_ECOBD	B
YJGR_ECOLI	C6EC88_ECOBD	B
LPTG_ECOLI	C6EC89_ECOBD	B
ATMA_ECOLI	C6ECA6_ECOBD	B
PTTBC_ECOLI	C6ECA8_ECOBD	B
YTFN_ECOLI	C6ECC4_ECOBD	B
YTFL_ECOLI	C6ECC7_ECOBD	B
YTFH_ECOLI	C6ECD2_ECOBD	B
YTFF_ECOLI	C6ECD4_ECOBD	B
CYCA_ECOLI	C6ECD6_ECOBD	B
ULAA_ECOLI	C6ECF6_ECOBD	B
YJFL_ECOLI	C6ECG5_ECOBD	B
YDJJ_ECOLI	C6ECI3_ECOBD	B
YDJE_ECOLI	C6ECI8_ECOBD	B
SPPA_ECOLI	C6ECJ1_ECOBD	B
YNJA_ECOLI	C6ECK4_ECOBD	B
YDJZ_ECOLI	C6ECK5_ECOBD	B
VES_ECOLI	C6ECL6_ECOBD	B
PTQC_ECOLI	C6ECM1_ECOBD	B
YDJM_ECOLI	C6ECN0_ECOBD	B
YNIB_ECOLI	C6ECN2_ECOBD	B
YDIN_ECOLI	C6ECR6_ECOBD	B
YDHY_ECOLI	C6ECT1_ECOBD	B
MDTK_ECOLI	C6ECU0_ECOBD	B
YJEP_ECOLI	C6ECW6_ECOBD	B
CADB_ECOLI	C6ECZ2_ECOBD	B
YJDL_ECOLI	C6ECZ4_ECOBD	B
ADIC_ECOLI	C6ED09_ECOBD	B
EPTA_ECOLI	C6ED10_ECOBD	B
BASS_ECOLI	C6ED12_ECOBD	B
PROP_ECOLI	C6ED13_ECOBD	B
MDTO_ECOLI	C6ED43_ECOBD	B
GLTP_ECOLI	C6ED48_ECOBD	B
YJCB_ECOLI	C6ED64_ECOBD	B
UHPC_ECOLI	C6EDA2_ECOBD	B
UHPT_ECOLI	C6EDA3_ECOBD	B
YICO_ECOLI	C6EDA5_ECOBD	B
YICN_ECOLI	C6EDA6_ECOBD	B
NEPI_ECOLI	C6EDA7_ECOBD	B
YICJ_ECOLI	C6EDD2_ECOBD	B
YICH_ECOLI	C6EDD4_ECOBD	B
XANP_ECOLI	C6EDD5_ECOBD	B
KDTA_ECOLI	C6EDF8_ECOBD	B
YIBN_ECOLI	C6EDH8_ECOBD	B
LLDD_ECOLI	C6EDI4_ECOBD	B
PTM3C_ECOLI	C6EDJ3_ECOBD	B
YIBI_ECOLI	C6EDJ4_ECOBD	B
YIBH_ECOLI	C6EDJ5_ECOBD	B
DTPA_ECOLI	C6EDL1_ECOBD	B
RNFD_ECOLI	C6EDL6_ECOBD	B
RNFA_ECOLI	C6EDL9_ECOBD	B
MALY_ECOLI	C6EDM5_ECOBD	B
RSTB_ECOLI	C6EDN9_ECOBD	B
YDGC_ECOLI	C6EDP1_ECOBD	B
ARCD_ECOLI	C6EDP3_ECOBD	B
PNTA_ECOLI	C6EDP5_ECOBD	B
PNTB_ECOLI	C6EDP6_ECOBD	B
YNFM_ECOLI	C6EDQ2_ECOBD	B
BIOD2_ECOLI	C6EDQ5_ECOBD	B
YNFA_ECOLI	C6EDR6_ECOBD	B
EAMA_ECOLI	C6EDV4_ECOBD	B
MARC_ECOLI	C6EDW0_ECOBD	B
MALF_ECOLI	C6EDZ0_ECOBD	B
MALG_ECOLI	C6EDZ1_ECOBD	B
THIC_ECOLI	C6EE24_ECOBD	B
THIF_ECOLI	C6EE26_ECOBD	B
BIRA_ECOLI	C6EE41_ECOBD	B
YIJD_ECOLI	C6EE45_ECOBD	B
CPTA_ECOLI	C6EE54_ECOBD	B
YIJE_ECOLI	C6EE65_ECOBD	B
MENA_ECOLI	C6EE79_ECOBD	B
EPTB_ECOLI	C6EED5_ECOBD	B
DPPB_ECOLI	C6EED7_ECOBD	B
YHJV_ECOLI	C6EEE1_ECOBD	B
BCSB_ECOLI	C6EEF1_ECOBD	B
YHJK_ECOLI	C6EEF4_ECOBD	B
YHJD_ECOLI	C6EEG1_ECOBD	B
YHJC_ECOLI	C6EEG2_ECOBD	B
MDTF_ECOLI	C6EEH0_ECOBD	B
YHID_ECOLI	C6EEH7_ECOBD	B
DTPB_ECOLI	C6EEI9_ECOBD	B
USPB_ECOLI	C6EEJ1_ECOBD	B
PITA_ECOLI	C6EEJ2_ECOBD	B
YHIN_ECOLI	C6EEJ3_ECOBD	B
YHIH_ECOLI	C6EEJ8_ECOBD	B
YDEO_ECOLI	C6EEL8_ECOBD	B
FDNI_ECOLI	C6EEP1_ECOBD	B
YDDG_ECOLI	C6EEP4_ECOBD	B
NARU_ECOLI	C6EEP6_ECOBD	B
YDBH_ECOLI	C6EEW3_ECOBD	B
GLPF_ECOLI	C6EEX1_ECOBD	B
YIIR_ECOLI	C6EEX7_ECOBD	B
CDH_ECOLI	C6EEY0_ECOBD	B
FIEF_ECOLI	C6EEY3_ECOBD	B
CPXA_ECOLI	C6EEY6_ECOBD	B
FDOH_ECOLI	C6EF06_ECOBD	B
FDOI_ECOLI	C6EF07_ECOBD	B
YIHG_ECOLI	C6EF40_ECOBD	B
MOBB_ECOLI	C6EF47_ECOBD	B
TRKH_ECOLI	C6EF49_ECOBD	B
TATC_ECOLI	C6EF58_ECOBD	B
TATB_ECOLI	C6EF59_ECOBD	B
UBIB_ECOLI	C6EF61_ECOBD	B
RMUC_ECOLI	C6EF64_ECOBD	B
NIKB_ECOLI	C6EF97_ECOBD	B
YHHT_ECOLI	C6EFA0_ECOBD	B
YHHQ_ECOLI	C6EFA3_ECOBD	B
FTSX_ECOLI	C6EFB2_ECOBD	B
UGPA_ECOLI	C6EFC2_ECOBD	B
UGPE_ECOLI	C6EFC3_ECOBD	B
DHAS_ECOLI	C6EFE1_ECOBD	B
GLPG_ECOLI	C6EFF0_ECOBD	B
FEOB_ECOLI	C6EFG5_ECOBD	B
ENVZ_ECOLI	C6EFH0_ECOBD	B
IGAA_ECOLI	C6EFH7_ECOBD	B
PBPA_ECOLI	C6EFI0_ECOBD	B
YRFB_ECOLI	C6EFI3_ECOBD	B
NIRC_ECOLI	C6EFK9_ECOBD	B
TSGA_ECOLI	C6EFL2_ECOBD	B
ZNTB_ECOLI	C6EFP1_ECOBD	B
YNAJ_ECOLI	C6EFQ0_ECOBD	B
YNAI_ECOLI	C6EFQ1_ECOBD	B
AEEP_ECOLI	C6EFQ7_ECOBD	B
YCJF_ECOLI	C6EFR0_ECOBD	B
SAPB_ECOLI	C6EFT9_ECOBD	B
SAPC_ECOLI	C6EFU0_ECOBD	B
PGPB_ECOLI	C6EFV6_ECOBD	B
TRPB_ECOLI	C6EFX5_ECOBD	B
KCH_ECOLI	C6EFY6_ECOBD	B
CLS_ECOLI	C6EFY7_ECOBD	B
YIGI_ECOLI	C6EFZ2_ECOBD	B
RARD_ECOLI	C6EFZ3_ECOBD	B
CORA_ECOLI	C6EFZ7_ECOBD	B
HEMY_ECOLI	C6EG13_ECOBD	B
WZZE_ECOLI	C6EG27_ECOBD	B
THD1_ECOLI	C6EG39_ECOBD	B
HSRA_ECOLI	C6EG48_ECOBD	B
KUP_ECOLI	C6EG56_ECOBD	B
ATP6_ECOLI	C6EG65_ECOBD	B
PSTA_ECOLI	C6EG77_ECOBD	B
PURP_ECOLI	C6EG89_ECOBD	B
YIEE_ECOLI	C6EG91_ECOBD	B
MDTL_ECOLI	C6EG93_ECOBD	B
OXAA_ECOLI	C6EG98_ECOBD	B
YHFK_ECOLI	C6EGA5_ECOBD	B
SECY_ECOLI	C6EGG6_ECOBD	B
RSMB_ECOLI	C6EGH8_ECOBD	B
YHDY_ECOLI	C6EGI9_ECOBD	B
YHDX_ECOLI	C6EGJ0_ECOBD	B
CSRD_ECOLI	C6EGK8_ECOBD	B
MRED_ECOLI	C6EGL2_ECOBD	B
AAER_ECOLI	C6EGL7_ECOBD	B
AAEX_ECOLI	C6EGL8_ECOBD	B
AAEA_ECOLI	C6EGL9_ECOBD	B
YCHE_ECOLI	C6EGM7_ECOBD	B
GALU_ECOLI	C6EGN1_ECOBD	B
NARI_ECOLI	C6EGN6_ECOBD	B
NARX_ECOLI	C6EGP2_ECOBD	B
SIRB1_ECOLI	C6EGQ2_ECOBD	B
SIRB2_ECOLI	C6EGQ3_ECOBD	B
IDH_ECOLI	C6EGV5_ECOBD	B
PHOQ_ECOLI	C6EGW2_ECOBD	B
POTB_ECOLI	C6EGW6_ECOBD	B
POTC_ECOLI	C6EGW7_ECOBD	B
THIK_ECOLI	C6EGY6_ECOBD	B
PTGCB_ECOLI	C6EGZ1_ECOBD	B
ARCB_ECOLI	C6EH17_ECOBD	B
MTGA_ECOLI	C6EH19_ECOBD	B
LPTC_ECOLI	C6EH28_ECOBD	B
KDSD_ECOLI	C6EH30_ECOBD	B
MLAE_ECOLI	C6EH33_ECOBD	B
YHBE_ECOLI	C6EH43_ECOBD	B
SECG_ECOLI	C6EH52_ECOBD	B
YHBX_ECOLI	C6EH53_ECOBD	B
MTR_ECOLI	C6EH64_ECOBD	B
YRAQ_ECOLI	C6EH74_ECOBD	B
PTPD_ECOLI	C6EH85_ECOBD	B
GLXK2_ECOLI	C6EHA2_ECOBD	B
THD2_ECOLI	C6EHA7_ECOBD	B
TDCC_ECOLI	C6EHA8_ECOBD	B
YCEG_ECOLI	C6EHB7_ECOBD	B
YCEH_ECOLI	C6EHE6_ECOBD	B
MTOX_ECOLI	C6EHF4_ECOBD	B
HTRB_ECOLI	C6EHF9_ECOBD	B
OPGH_ECOLI	C6EHG3_ECOBD	B
OPGC_ECOLI	C6EHG5_ECOBD	B
YCDZ_ECOLI	C6EHH6_ECOBD	B
TORC_ECOLI	C6EHL1_ECOBD	B
TORS_ECOLI	C6EHL4_ECOBD	B
YCCM_ECOLI	C6EHL5_ECOBD	B
APPB_ECOLI	C6EHM9_ECOBD	B
APPC_ECOLI	C6EHN0_ECOBD	B
CYBH_ECOLI	C6EHN4_ECOBD	B
YHAH_ECOLI	C6EHN9_ECOBD	B
YQJK_ECOLI	C6EHP3_ECOBD	B
YQJA_ECOLI	C6EHP8_ECOBD	B
UXAA_ECOLI	C6EHQ3_ECOBD	B
YGJV_ECOLI	C6EHQ4_ECOBD	B
ALX_ECOLI	C6EHQ7_ECOBD	B
YGJQ_ECOLI	C6EHR0_ECOBD	B
YGJI_ECOLI	C6EHR8_ECOBD	B
AER_ECOLI	C6EHS4_ECOBD	B
PRIM_ECOLI	C6EHS9_ECOBD	B
TTDR_ECOLI	C6EHT5_ECOBD	B
PLSY_ECOLI	C6EHT6_ECOBD	B
UPPP_ECOLI	C6EHT8_ECOBD	B
MDAB_ECOLI	C6EHW5_ECOBD	B
QSEC_ECOLI	C6EHW7_ECOBD	B
EXBB_ECOLI	C6EHY7_ECOBD	B
EXBD_ECOLI	C6EHY8_ECOBD	B
YQHA_ECOLI	C6EHZ0_ECOBD	B
HYBB_ECOLI	C6EHZ7_ECOBD	B
MBHS_ECOLI	C6EI10_ECOBD	B
YCCA_ECOLI	C6EI11_ECOBD	B
YCCF_ECOLI	C6EI20_ECOBD	B
YCCS_ECOLI	C6EI21_ECOBD	B
PQIB_ECOLI	C6EI31_ECOBD	B
PQIA_ECOLI	C6EI32_ECOBD	B
YCBB_ECOLI	C6EI57_ECOBD	B
MSBA_ECOLI	C6EI68_ECOBD	B
YCAP_ECOLI	C6EI76_ECOBD	B
FOCA_ECOLI	C6EI78_ECOBD	B
YCAD_ECOLI	C6EI84_ECOBD	B
FTSK_ECOLI	C6EI92_ECOBD	B
LRP_ECOLI	C6EI93_ECOBD	B
CYDD_ECOLI	C6EI95_ECOBD	B
CYDC_ECOLI	C6EI96_ECOBD	B
YBJD_ECOLI	C6EIA5_ECOBD	B
YBJT_ECOLI	C6EIB2_ECOBD	B
ARTQ_ECOLI	C6EIB9_ECOBD	B
YBJO_ECOLI	C6EIC3_ECOBD	B
VISC_ECOLI	C6EIK2_ECOBD	B
YQFA_ECOLI	C6EIK9_ECOBD	B
YGFX_ECOLI	C6EIL2_ECOBD	B
RECJ_ECOLI	C6EIL6_ECOBD	B
YGFU_ECOLI	C6EIM1_ECOBD	B
XANQ_ECOLI	C6EIM6_ECOBD	B
YQEB_ECOLI	C6EIN3_ECOBD	B
YQEG_ECOLI	C6EIP8_ECOBD	B
YBJM_ECOLI	C6EIQ7_ECOBD	B
YBJL_ECOLI	C6EIQ8_ECOBD	B
MDFA_ECOLI	C6EIU1_ECOBD	B
YBJG_ECOLI	C6EIU2_ECOBD	B
YLIF_ECOLI	C6EIU9_ECOBD	B
GSID_ECOLI	C6EIV0_ECOBD	B
YBIP_ECOLI	C6EIW7_ECOBD	B
YBHS_ECOLI	C6EIY9_ECOBD	B
YBHR_ECOLI	C6EIZ0_ECOBD	B
YBHL_ECOLI	C6EIZ6_ECOBD	B
BIOB_ECOLI	C6EJ07_ECOBD	B
AAS_ECOLI	C6EJ32_ECOBD	B
LGT_ECOLI	C6EJ41_ECOBD	B
PPDB_ECOLI	C6EJ44_ECOBD	B
YGDL_ECOLI	C6EJ54_ECOBD	B
YGDD_ECOLI	C6EJ59_ECOBD	B
XNI_ECOLI	C6EJ73_ECOBD	B
SDAC_ECOLI	C6EJ75_ECOBD	B
GUDP_ECOLI	C6EJ83_ECOBD	B
PYRG_ECOLI	C6EJ92_ECOBD	B
CYSC_ECOLI	C6EJB7_ECOBD	B
YGBE_ECOLI	C6EJB8_ECOBD	B
MUTS_ECOLI	C6EJD4_ECOBD	B
HYCD_ECOLI	C6EJE6_ECOBD	B
HYCE_ECOLI	C6EJE7_ECOBD	B
PNUC_ECOLI	C6EJJ3_ECOBD	B
TOLR_ECOLI	C6EJJ9_ECOBD	B
TOLQ_ECOLI	C6EJK0_ECOBD	B
YBGE_ECOLI	C6EJK2_ECOBD	B
