Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK0878:JW0870:b0887	cydD	fused cysteine transporter subunits and membrane component and ATP-binding component of ABC superfamily	 	931384	929618	Chromosome Escherichia coli W3110	
ECK0879:JW0871:b0888	trxB	thioredoxin reductase, FAD/NAD(P)-binding	 	932472	931507	Chromosome Escherichia coli W3110	
ECK0880:JW0872:b0889	lrp	DNA-binding transcriptional dual regulator, leucine-binding	 	933017	933511	Chromosome Escherichia coli W3110	
ECK0881:JW0873:b0890	ftsK	DNA-binding membrane protein required for chromosome resolution and partitioning	 	933646	937635	Chromosome Escherichia coli W3110	
ECK0882:JW0874:b0891	lolA	chaperone for lipoproteins	 	937791	938405	Chromosome Escherichia coli W3110	
ECK0883:JW0875:b0892	ycaJ	recombination protein	 	938416	939759	Chromosome Escherichia coli W3110	
ECK0884:JW0876:b0893	serS	seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine	 	939850	941142	Chromosome Escherichia coli W3110	
ECK0886:JW0878:b0895	dmsB	dimethyl sulfoxide reductase, anaerobic, subunit B	 	943836	944453	Chromosome Escherichia coli W3110	
ECK0889:JW0881:b0898	ycaD	predicted transporter	 	946293	947441	Chromosome Escherichia coli W3110	
ECK0893:JW0885:b0902	pflA	pyruvate formate lyase activating enzyme 1	 	951502	950762	Chromosome Escherichia coli W3110	
ECK0895:JW0887:b0904	focA	formate transporter	 	954888	954031	Chromosome Escherichia coli W3110	
ECK0896:JW0888:b0905	ycaO	conserved hypothetical protein	 	957054	955294	Chromosome Escherichia coli W3110	
ECK0897:JW0889:b0906	ycaP	conserved inner membrane protein	 	957184	957876	Chromosome Escherichia coli W3110	
ECK0898:JW0890:b0907	serC	3-phosphoserine/phosphohydroxythreonine aminotransferase	 	958075	959163	Chromosome Escherichia coli W3110	
ECK0900:JW0892:b0909	ycaL	predicted peptidase with chaperone function	 	960686	961450	Chromosome Escherichia coli W3110	
ECK0905:JW0897:b0914	msbA	fused lipid transporter subunits and membrane component and ATP-binding component of ABC superfamily	 	967043	968791	Chromosome Escherichia coli W3110	
ECK0909:JW0901:b0918	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	 	971274	972020	Chromosome Escherichia coli W3110	
ECK0910:JW0902:b0919	ycbJ	conserved hypothetical protein	 	972174	973067	Chromosome Escherichia coli W3110	
ECK0912:JW0904:b0921	smtA	S-adenosylmethionine-dependent methyltransferase	 	973959	974744	Chromosome Escherichia coli W3110	
ECK0913:JW0905:b0922	mukF	Involved in chromosome partioning, Ca2+ binding protein	 	974741	976063	Chromosome Escherichia coli W3110	
ECK0914:JW0906:b0923	mukE	protein involved in chromosome partitioning	 	976071	976748	Chromosome Escherichia coli W3110	
ECK0915:JW0907:b0924	mukB	fused chromosome partitioning proteins	 	976748	981208	Chromosome Escherichia coli W3110	
ECK0916:JW0908:b0925	ycbB	predicted carboxypeptidase	 	981469	983316	Chromosome Escherichia coli W3110	
ECK0917:JW0909:b0926	ycbK	conserved hypothetical protein	 	983497	984045	Chromosome Escherichia coli W3110	
ECK0918:JW0910:b0927	ycbL	predicted metal-binding enzyme	 	984072	984719	Chromosome Escherichia coli W3110	
ECK0919:JW0911:b0928	aspC	aspartate aminotransferase, PLP-dependent	 	986131	984941	Chromosome Escherichia coli W3110	
ECK0920:JW0912:b0929	ompF	outer membrane porin 1a (Iab;F)	 	987404	986316	Chromosome Escherichia coli W3110	
ECK0921:JW0913:b0930	asnS	asparaginyl tRNA synthetase	 	989407	988007	Chromosome Escherichia coli W3110	
ECK0923:JW0915:b0932	pepN	aminopeptidase N	 	991044	993656	Chromosome Escherichia coli W3110	
ECK0926:JW0918:b0935	ssuD	alkanesulfonate monooxygenase, FMNH(2)-dependent	 	996410	995265	Chromosome Escherichia coli W3110	
ECK0927:JW0919:b0936	ssuA	alkanesulfonate transporter subunit	 	997366	996407	Chromosome Escherichia coli W3110	
ECK0928:JW0920:b0937	ssuE	NAD(P)H-dependent FMN reductase	 	997934	997359	Chromosome Escherichia coli W3110	
ECK0936:JW0928:b0945	pyrD	dihydro-orotate oxidase, FMN-linked	 	1005190	1006200	Chromosome Escherichia coli W3110	
ECK0937:JW5125:b0946	ycbW	hypothetical protein	 	1006374	1006916	Chromosome Escherichia coli W3110	
ECK0938:JW5126:b0947	ycbX	predicted 2Fe-2S cluster-containing protein	 	1008022	1006913	Chromosome Escherichia coli W3110	
ECK0939:JW0931:b0948	ycbY	predicted methyltransferase	 	1008266	1010374	Chromosome Escherichia coli W3110	
ECK0941:JW0933:b0950	pqiA	paraquat-inducible membrane protein A	 	1012423	1013676	Chromosome Escherichia coli W3110	
ECK0942:JW0934:b0951	pqiB	paraquat-inducible protein B	 	1013681	1015321	Chromosome Escherichia coli W3110	
ECK0943:JW5127:b0952	ymbA	conserved hypothetical protein	 	1015333	1015881	Chromosome Escherichia coli W3110	
ECK0945:JW0937:b0954	fabA	beta-hydroxydecanoyl thioester dehydrase	 	1016892	1016374	Chromosome Escherichia coli W3110	
ECK0946:JW0938:b0955	ycbZ	predicted peptidase	 	1018721	1016961	Chromosome Escherichia coli W3110	
ECK0947:JW0939:b0956	ycbG	conserved hypothetical protein	 	1018907	1019359	Chromosome Escherichia coli W3110	
ECK0950:JW0942:b0959	yccR	conserved hypothetical protein	 	1021560	1022189	Chromosome Escherichia coli W3110	
ECK0951:JW5128:b0960	yccS	predicted inner membrane protein	 	1024305	1022152	Chromosome Escherichia coli W3110	
ECK0952:JW0944:b0961	yccF	conserved inner membrane protein	 	1024770	1024324	Chromosome Escherichia coli W3110	
ECK0953:JW0945:b0962	helD	DNA helicase IV	 	1024893	1026947	Chromosome Escherichia coli W3110	
ECK0954:JW5129:b0963	mgsA	methylglyoxal synthase	 	1027437	1026979	Chromosome Escherichia coli W3110	
ECK0955:JW0947:b0964	yccT	conserved hypothetical protein	 	1028195	1027533	Chromosome Escherichia coli W3110	
ECK0956:JW5130:b0965	yccU	predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain	 	1028368	1028781	Chromosome Escherichia coli W3110	
ECK0957:JW5970:b0966	yccV	DNA-binding protein, hemimethylated	 	1029143	1028826	Chromosome Escherichia coli W3110	
ECK0958:JW5898:b0967	yccW	predicted methyltransferase	 	1030304	1029201	Chromosome Escherichia coli W3110	
ECK0960:JW0952:b0969	yccK	predicted sulfite reductase subunit	 	1031090	1030761	Chromosome Escherichia coli W3110	
ECK0961:JW0953:b0970	yccA	inner membrane protein	 	1031840	1031181	Chromosome Escherichia coli W3110	
ECK0963:JW0954:b0972	hyaA	hydrogenase 1, small subunit	 	1032561	1033679	Chromosome Escherichia coli W3110	
ECK0965:JW0956:b0974	hyaC	hydrogenase 1, b-type cytochrome subunit	 	1035488	1036195	Chromosome Escherichia coli W3110	
ECK0967:JW0958:b0976	hyaE	protein involved in processing of HyaA and HyaB proteins	 	1036776	1037174	Chromosome Escherichia coli W3110	
ECK0968:JW0959:b0977	hyaF	protein involved in nickel incorporation into hydrogenase-1 proteins	 	1037171	1038028	Chromosome Escherichia coli W3110	
ECK0969:JW0960:b0978	appC	cytochrome bd-II oxidase, subunit I	 	1038162	1039706	Chromosome Escherichia coli W3110	
ECK0970:JW0961:b0979	appB	cytochrome bd-II oxidase, subunit II	 	1039718	1040854	Chromosome Escherichia coli W3110	
ECK0971:JW0963:b0980	appA	phosphoanhydride phosphorylase	 	1041039	1042337	Chromosome Escherichia coli W3110	
ECK0983:JW0977:b0992	yccM	predicted 4Fe-4S membrane protein	 	1053784	1052711	Chromosome Escherichia coli W3110	
ECK0984:JW5135:b0993	torS	hybrid sensory histidine kinase in two-component regulatory system with TorR	 	1056600	1053856	Chromosome Escherichia coli W3110	
ECK0985:JW0979:b0994	torT	periplasmic sensory protein associated with the TorRS two-component regulatory system	 	1056683	1057711	Chromosome Escherichia coli W3110	
ECK0986:JW0980:b0995	torR	DNA-binding response regulator in two-component regulatory system with TorS	 	1058376	1057684	Chromosome Escherichia coli W3110	
ECK0987:JW0981:b0996	torC	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit	 	1058506	1059678	Chromosome Escherichia coli W3110	
ECK0988:JW0982:b0997	torA	trimethylamine N-oxide (TMAO) reductase I, catalytic subunit	 	1059678	1062224	Chromosome Escherichia coli W3110	
ECK0989:JW0983:b0998	torD	chaperone involved in maturation of TorA subunit of trimethylamine N-oxide reductase system I	 	1062221	1062820	Chromosome Escherichia coli W3110	
ECK0990:JW0984:b0999	cbpM	modulator of CbpA co-chaperone	 	1063277	1062972	Chromosome Escherichia coli W3110	
ECK0991:JW0985:b1000	cbpA	curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK	 	1064197	1063277	Chromosome Escherichia coli W3110	
ECK0998:JW5138:b1007	ycdH	predicted oxidoreductase, flavin:NADH component	 	1070776	1070282	Chromosome Escherichia coli W3110	
ECK0999:JW0993:b1008	ycdI	predicted oxidoreductase	 	1071377	1070787	Chromosome Escherichia coli W3110	
ECK1001:JW0995:b1010	ycdK	conserved hypothetical protein	 	1072581	1072195	Chromosome Escherichia coli W3110	
ECK1002:JW5139:b1011	ycdL	hypothetical protein	 	1073285	1072593	Chromosome Escherichia coli W3110	
ECK1003:JW0997:b1012	ycdM	predicted monooxygenase	 	1074433	1073285	Chromosome Escherichia coli W3110	
ECK1004:JW0998:b1013	ycdC	predicted DNA-binding transcriptional regulator	 	1074664	1075302	Chromosome Escherichia coli W3110	
ECK1005:JW0999:b1014	putA	fused DNA-binding transcriptional regulator, proline dehydrogenase, and pyrroline-5-carboxylate dehydrogenase	 	1079304	1075342	Chromosome Escherichia coli W3110	
ECK1008:JW1003:b1018	ycdO	conserved hypothetical protein	 	1082665	1083792	Chromosome Escherichia coli W3110	
ECK1009:JW1004:b1019	ycdB	lipoprotein, putative	 	1083798	1085069	Chromosome Escherichia coli W3110	
ECK1020:JW1017:b1034	ycdX	predicted zinc-binding hydrolase	 	1099120	1099857	Chromosome Escherichia coli W3110	
ECK1021:JW1018:b1035	ycdY	conserved hypothetical protein	 	1099881	1100435	Chromosome Escherichia coli W3110	
ECK1022:JW5147:b1036	ycdZ	predicted inner membrane protein	 	1100537	1101028	Chromosome Escherichia coli W3110	
ECK1023:JW1020:b1037	csgG	outer membrane lipoprotein	 	1101925	1101092	Chromosome Escherichia coli W3110	
ECK1025:JW1022:b1039	csgE	predicted transport protein	 	1102782	1102393	Chromosome Escherichia coli W3110	
ECK1027:JW1024:b1041	csgB	curlin nucleator protein, minor subunit in curli complex	 	1104192	1104647	Chromosome Escherichia coli W3110	
ECK1029:JW1026:b1043	csgC	predicted curli production protein	 	1105202	1105534	Chromosome Escherichia coli W3110	
ECK1031:JW1032:b1045	ymdB	conserved hypothetical protein	 	1107397	1107930	Chromosome Escherichia coli W3110	
ECK1032:JW5150:b1046	ymdC	predicted hydrolase	 	1107932	1109353	Chromosome Escherichia coli W3110	
ECK1033:JW1034:b1047	mdoC	membrane protein required for modification of periplasmic glucan	 	1110518	1109361	Chromosome Escherichia coli W3110	
ECK1034:JW1035:b1048	mdoG	glucan biosynthesis protein, periplasmic	 	1110912	1112447	Chromosome Escherichia coli W3110	
ECK1035:JW1037:b1049	mdoH	glucan biosynthesis: glycosyl transferase	 	1112440	1114983	Chromosome Escherichia coli W3110	
ECK1037:JW1039:b1051	msyB	hypothetical protein	 	1115758	1115384	Chromosome Escherichia coli W3110	
ECK1039:JW1041:b1054	lpxL	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	 	1118159	1117239	Chromosome Escherichia coli W3110	
ECK1040:JW1042:b1055	yceA	conserved hypothetical protein	 	1118384	1119436	Chromosome Escherichia coli W3110	
ECK1041:JW1043:b1056	yceI	hypothetical protein	 	1120053	1119478	Chromosome Escherichia coli W3110	
ECK1044:JW1046:b1059	solA	N-methyltryptophan oxidase, FAD-binding	 	1122163	1121045	Chromosome Escherichia coli W3110	
ECK1045:JW5152:b1060	yceP	hypothetical protein	 	1122532	1122278	Chromosome Escherichia coli W3110	
ECK1046:JW1048:b1061	dinI	DNA damage-inducible protein I	 	1123064	1122819	Chromosome Escherichia coli W3110	
ECK1047:JW1049:b1062	pyrC	dihydro-orotase	 	1124184	1123138	Chromosome Escherichia coli W3110	
ECK1048:JW1050:b1063	yceB	predicted lipoprotein	 	1124850	1124290	Chromosome Escherichia coli W3110	
ECK1049:JW1051:b1064	grxB	glutaredoxin 2	 	1125631	1124984	Chromosome Escherichia coli W3110	
ECK1051:JW1053:b1066	rimJ	ribosomal-protein-S5-alanine N-acetyltransferase	 	1127139	1127723	Chromosome Escherichia coli W3110	
ECK1052:JW1054:b1067	yceH	conserved hypothetical protein	 	1127734	1128381	Chromosome Escherichia coli W3110	
ECK1055:JW1057:b1070	flgN	export chaperone for FlgK and FlgL	 	1131407	1130991	Chromosome Escherichia coli W3110	
ECK1058:JW1060:b1073	flgB	flagellar component of cell-proximal portion of basal-body rod	 	1132595	1133011	Chromosome Escherichia coli W3110	
ECK1059:JW1061:b1074	flgC	flagellar component of cell-proximal portion of basal-body rod	 	1133015	1133419	Chromosome Escherichia coli W3110	
ECK1062:JW1064:b1077	flgF	flagellar component of cell-proximal portion of basal-body rod	 	1135379	1136134	Chromosome Escherichia coli W3110	
ECK1063:JW1065:b1078	flgG	flagellar component of cell-distal portion of basal-body rod	 	1136306	1137088	Chromosome Escherichia coli W3110	
ECK1064:JW5153:b1079	flgH	flagellar protein of basal-body outer-membrane L ring	 	1137141	1137839	Chromosome Escherichia coli W3110	
ECK1066:JW1068:b1081	flgJ	muramidase	 	1138948	1139889	Chromosome Escherichia coli W3110	
ECK1067:JW1069:b1082	flgK	flagellar hook-filament junction protein 1	 	1139955	1141598	Chromosome Escherichia coli W3110	
ECK1068:JW1070:b1083	flgL	flagellar hook-filament junction protein	 	1141610	1142563	Chromosome Escherichia coli W3110	
ECK1071:JW1072:b1086	rluC	23S rRNA pseudouridylate synthase	 	1146517	1147476	Chromosome Escherichia coli W3110	
ECK1072:JW5155:b1087	yceF	hypothetical protein	 	1148172	1147588	Chromosome Escherichia coli W3110	
ECK1077:JW1077:b1091	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III	 	1150336	1151289	Chromosome Escherichia coli W3110	
ECK1078:JW1078:b1092	fabD	malonyl-CoA-[acyl-carrier-protein] transacylase	 	1151305	1152234	Chromosome Escherichia coli W3110	
ECK1081:JW1081:b1095	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	 	1153516	1154757	Chromosome Escherichia coli W3110	
ECK1082:JW1082:b1096	pabC	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	 	1154877	1155686	Chromosome Escherichia coli W3110	
ECK1083:JW1083:b1097	yceG	predicted aminodeoxychorismate lyase	 	1155689	1156711	Chromosome Escherichia coli W3110	
ECK1084:JW1084:b1098	tmk	thymidylate kinase	 	1156701	1157342	Chromosome Escherichia coli W3110	
ECK1086:JW1086:b1100	ycfH	predicted metallodependent hydrolase	 	1158354	1159151	Chromosome Escherichia coli W3110	
ECK1087:JW1087:b1101	ptsG	fused glucose-specific PTS enzyme IIBC components	 	1159446	1160879	Chromosome Escherichia coli W3110	
ECK1089:JW1089:b1103	hinT	purine nucleoside phosphoramidase	 	1163462	1163821	Chromosome Escherichia coli W3110	
ECK1090:JW1090:b1104	ycfL	lipoprotein, putative	 	1163824	1164201	Chromosome Escherichia coli W3110	
ECK1091:JW5157:b1105	ycfM	predicted outer membrane lipoprotein	 	1164215	1164856	Chromosome Escherichia coli W3110	
ECK1092:JW1092:b1106	ycfN	thiamin kinase	 	1164837	1165661	Chromosome Escherichia coli W3110	
ECK1093:JW1093:b1107	nagZ	beta N-acetyl-glucosaminidase	 	1165672	1166697	Chromosome Escherichia coli W3110	
ECK1094:JW5158:b1108	ycfP	conserved hypothetical protein	 	1166720	1167262	Chromosome Escherichia coli W3110	
ECK1095:JW1095:b1109	ndh	respiratory NADH dehydrogenase 2/cupric reductase	 	1167662	1168966	Chromosome Escherichia coli W3110	
ECK1097:JW5159:b1111	ycfQ	predicted DNA-binding transcriptional regulator	 	1170409	1169777	Chromosome Escherichia coli W3110	
ECK1098:JW1098:b1112	ycfR	hypothetical protein	 	1170650	1170907	Chromosome Escherichia coli W3110	
ECK1099:JW5820:b1113	ycfS	conserved hypothetical protein	 	1171951	1170989	Chromosome Escherichia coli W3110	
ECK1100:JW1100:b1114	mfd	transcription-repair coupling factor	 	1175541	1172095	Chromosome Escherichia coli W3110	
ECK1103:JW5162:b1117	lolD	outer membrane-specific lipoprotein transporter subunit	 	1178196	1178897	Chromosome Escherichia coli W3110	
ECK1106:JW1106:b1120	cobB	deacetylase of acetyl-CoA synthetase, NAD-dependent	 	1181097	1181936	Chromosome Escherichia coli W3110	
ECK1109:JW1109:b1123	potD	polyamine transporter subunit	 	1184406	1183360	Chromosome Escherichia coli W3110	
ECK1110:JW1110:b1124	potC	polyamine transporter subunit	 	1185197	1184403	Chromosome Escherichia coli W3110	
ECK1111:JW1111:b1125	potB	polyamine transporter subunit	 	1186021	1185194	Chromosome Escherichia coli W3110	
ECK1112:JW1112:b1126	potA	polyamine transporter subunit	 	1187171	1186035	Chromosome Escherichia coli W3110	
ECK1113:JW1113:b1127	pepT	peptidase T	 	1187421	1188647	Chromosome Escherichia coli W3110	
ECK1114:JW1114:b1128	ycfD	conserved hypothetical protein	 	1189817	1188696	Chromosome Escherichia coli W3110	
ECK1115:JW1115:b1129	phoQ	sensory histidine kinase in two-compoent regulatory system with PhoP	 	1191353	1189893	Chromosome Escherichia coli W3110	
ECK1116:JW1116:b1130	phoP	DNA-binding response regulator in two-component regulatory system with PhoQ	 	1192024	1191353	Chromosome Escherichia coli W3110	
ECK1117:JW1117:b1131	purB	adenylosuccinate lyase	 	1193563	1192193	Chromosome Escherichia coli W3110	
ECK1118:JW5165:b1132	hflD	predicted lysogenization regulator	 	1194208	1193567	Chromosome Escherichia coli W3110	
ECK1119:JW1119:b1133	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)- methyltransferase	 	1195350	1194244	Chromosome Escherichia coli W3110	
ECK1120:JW1120:b1134	ymfB	bifunctional thiamin pyrimidine pyrophosphate hydrolase and thiamin pyrophosphate hydrolase	 	1195865	1195404	Chromosome Escherichia coli W3110	
ECK1122:JW1122:b1136	icd	isocitrate dehydrogenase, specific for NADP+	 	1196700	1197950	Chromosome Escherichia coli W3110	
ECK1162:JW1163:b1174	minE	cell division topological specificity factor	 	1226122	1225856	Chromosome Escherichia coli W3110	
ECK1163:JW1164:b1175	minD	membrane ATPase of the MinC-MinD-MinE system	 	1226938	1226126	Chromosome Escherichia coli W3110	
ECK1164:JW1165:b1176	minC	cell division inhibitor	 	1227657	1226962	Chromosome Escherichia coli W3110	
ECK1165:JW1166:b1177	ycgJ	hypothetical protein	 	1228177	1228545	Chromosome Escherichia coli W3110	
ECK1167:JW1168:b1179	ycgL	conserved hypothetical protein	 	1229258	1229584	Chromosome Escherichia coli W3110	
ECK1168:JW1169:b1180	ycgM	predicted isomerase/hydrolase	 	1229656	1230315	Chromosome Escherichia coli W3110	
ECK1169:JW5180:b1181	ycgN	conserved hypothetical protein	 	1230407	1230853	Chromosome Escherichia coli W3110	
ECK1172:JW1173:b1184	umuC	DNA polymerase V, subunit C	 	1232763	1234031	Chromosome Escherichia coli W3110	
ECK1175:JW1176:b1187	fadR	DNA-binding transcriptional dual regulator	 	1236515	1237234	Chromosome Escherichia coli W3110	
ECK1176:JW1177:b1188	ycgB	conserved hypothetical protein	 	1238818	1237286	Chromosome Escherichia coli W3110	
ECK1177:JW1178:b1189	dadA	D-amino acid dehydrogenase	 	1239148	1240446	Chromosome Escherichia coli W3110	
ECK1178:JW1179:b1190	dadX	alanine racemase 2, PLP-binding	 	1240456	1241526	Chromosome Escherichia coli W3110	
ECK1180:JW1181:b1192	ldcA	L,D-carboxypeptidase A	 	1244657	1243743	Chromosome Escherichia coli W3110	
ECK1181:JW5821:b1193	emtA	lytic murein endotransglycosylase E	 	1244757	1245368	Chromosome Escherichia coli W3110	
ECK1182:JW1183:b1194	ycgR	protein involved in flagellar function	 	1246104	1245370	Chromosome Escherichia coli W3110	
ECK1191:JW1194:b1203	ychF	predicted GTP-binding protein	 	1259389	1258298	Chromosome Escherichia coli W3110	
ECK1195:JW1198:b1207	prsA	phosphoribosylpyrophosphate synthase	 	1263452	1262505	Chromosome Escherichia coli W3110	
ECK1196:JW1199:b1208	ispE	4-diphosphocytidyl-2-C-methylerythritol kinase	 	1264454	1263603	Chromosome Escherichia coli W3110	
ECK1197:JW1200:b1209	lolB	chaperone for lipoproteins	 	1265077	1264454	Chromosome Escherichia coli W3110	
ECK1198:JW1201:b1210	hemA	glutamyl tRNA reductase	 	1265291	1266547	Chromosome Escherichia coli W3110	
ECK1199:JW1202:b1211	prfA	peptide chain release factor RF-1	 	1266589	1267671	Chromosome Escherichia coli W3110	
ECK1200:JW1203:b1212	prmC	N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2	 	1267671	1268504	Chromosome Escherichia coli W3110	
ECK1201:JW1204:b1213	ychQ	predicted transcriptional regulator	 	1268501	1268893	Chromosome Escherichia coli W3110	
ECK1202:JW1205:b1214	ychA	predicted transcriptional regulator	 	1268897	1269706	Chromosome Escherichia coli W3110	
ECK1203:JW1206:b1215	kdsA	3-deoxy-D-manno-octulosonate 8-phosphate synthase	 	1269742	1270596	Chromosome Escherichia coli W3110	
ECK1212:JW1209:b1218	chaC	regulatory protein for cation transport	 	1274063	1274779	Chromosome Escherichia coli W3110	
ECK1213:JW1210:b1219	ychN	conserved hypothetical protein	 	1275176	1274823	Chromosome Escherichia coli W3110	
ECK1214:JW1211:b1220	ychP	predicted invasin	 	1275502	1276755	Chromosome Escherichia coli W3110	
ECK1215:JW1212:b1221	narL	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)	 	1277406	1276756	Chromosome Escherichia coli W3110	
ECK1216:JW1213:b1222	narX	sensory histidine kinase in two-component regulatory system with NarL	 	1279195	1277399	Chromosome Escherichia coli W3110	
ECK1218:JW1215:b1224	narG	nitrate reductase 1, alpha subunit	 	1281441	1285184	Chromosome Escherichia coli W3110	
ECK1219:JW1216:b1225	narH	nitrate reductase 1, beta (Fe-S) subunit	 	1285181	1286719	Chromosome Escherichia coli W3110	
ECK1220:JW1217:b1226	narJ	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	 	1286716	1287426	Chromosome Escherichia coli W3110	
ECK1221:JW1218:b1227	narI	nitrate reductase 1, gamma (cytochrome b(NR)) subunit	 	1287426	1288103	Chromosome Escherichia coli W3110	
ECK1227:JW1220:b1232	purU	formyltetrahydrofolate hydrolase	 	1290201	1289359	Chromosome Escherichia coli W3110	
ECK1228:JW1221:b1233	ychJ	conserved hypothetical protein	 	1290709	1290251	Chromosome Escherichia coli W3110	
ECK1229:JW1222:b1234	rssA	conserved hypothetical protein	 	1290783	1291727	Chromosome Escherichia coli W3110	
ECK1230:JW1223:b1235	rssB	response regulator of RpoS	 	1291819	1292832	Chromosome Escherichia coli W3110	
ECK1231:JW1224:b1236	galU	glucose-1-phosphate uridylyltransferase	 	1293034	1293942	Chromosome Escherichia coli W3110	
ECK1232:JW1225:b1237	hns	global DNA-binding transcriptional dual regulator H-NS	 	1294499	1294086	Chromosome Escherichia coli W3110	
ECK1233:JW1226:b1238	tdk	thymidine kinase/deoxyuridine kinase	 	1295104	1295721	Chromosome Escherichia coli W3110	
ECK1235:JW1228:b1241	adhE	fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenase and pyruvate-formate lyase deactivase	 	1299698	1297023	Chromosome Escherichia coli W3110	
ECK1236:JW1229:b1242	ychE	predicted inner membrane protein	 	1300175	1300822	Chromosome Escherichia coli W3110	
ECK1237:JW1235:b1243	oppA	oligopeptide transporter subunit	 	1302896	1304527	Chromosome Escherichia coli W3110	
ECK1240:JW1238:b1246	oppD	oligopeptide transporter subunit	 	1306468	1307481	Chromosome Escherichia coli W3110	
ECK1241:JW1239:b1247	oppF	oligopeptide transporter subunit	 	1307478	1308482	Chromosome Escherichia coli W3110	
ECK1242:JW1240:b1248	yciU	hypothetical protein	 	1308864	1308535	Chromosome Escherichia coli W3110	
ECK1243:JW1241:b1249	cls	cardiolipin synthase 1	 	1310359	1308899	Chromosome Escherichia coli W3110	
ECK1244:JW1242:b1250	kch	voltage-gated potassium channel	 	1311983	1310730	Chromosome Escherichia coli W3110	
ECK1245:JW1243:b1251	yciI	hypothetical protein	 	1312579	1312283	Chromosome Escherichia coli W3110	
ECK1247:JW1245:b1253	yciA	predicted hydrolase	 	1313960	1313562	Chromosome Escherichia coli W3110	
ECK1255:JW1253:b1261	trpB	tryptophan synthase, beta subunit	 	1320129	1318936	Chromosome Escherichia coli W3110	
ECK1257:JW1255:b1263	trpD	fused glutamine amidotransferase (component II) of anthranilate synthase and anthranilate phosphoribosyl transferase	 	1323098	1321503	Chromosome Escherichia coli W3110	
ECK1258:JW1256:b1264	trpE	component I of anthranilate synthase	 	1324660	1323098	Chromosome Escherichia coli W3110	
ECK1260:JW1258:b1266	yciV	conserved hypothetical protein	 	1324934	1325815	Chromosome Escherichia coli W3110	
ECK1261:JW5196:b1267	yciO	conserved hypothetical protein	 	1325812	1326432	Chromosome Escherichia coli W3110	
ECK1263:JW1261:b1269	rluB	23S rRNA pseudouridylate synthase	 	1328566	1329441	Chromosome Escherichia coli W3110	
ECK1265:JW1263:b1271	yciK	predicted oxoacyl-(acyl carrier protein) reductase, EmrKY-TolC system	 	1330826	1330068	Chromosome Escherichia coli W3110	
ECK1267:JW1265:b1273	yciN	hypothetical protein	 	1332382	1332131	Chromosome Escherichia coli W3110	
ECK1268:JW1266:b1274	topA	DNA topoisomerase I, omega subunit	 	1332762	1335359	Chromosome Escherichia coli W3110	
ECK1269:JW1267:b1275	cysB	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding	 	1335569	1336543	Chromosome Escherichia coli W3110	
ECK1272:JW1269:b1277	ribA	GTP cyclohydrolase II	 	1340874	1340284	Chromosome Escherichia coli W3110	
ECK1273:JW1270:b1278	pgpB	phosphatidylglycerophosphate phosphatase B	 	1341044	1341808	Chromosome Escherichia coli W3110	
ECK1275:JW1272:b1280	yciM	conserved hypothetical protein	 	1342272	1343441	Chromosome Escherichia coli W3110	
ECK1276:JW1273:b1281	pyrF	orotidine-5-phosphate decarboxylase	 	1343635	1344372	Chromosome Escherichia coli W3110	
ECK1279:JW1276:b1284	yciT	predicted DNA-binding transcriptional regulator	 	1346060	1345311	Chromosome Escherichia coli W3110	
ECK1280:JW1278:b1285	gmr	modulator of Rnase II stability	 	1348456	1346471	Chromosome Escherichia coli W3110	
ECK1281:JW1279:b1286	rnb	ribonuclease II	 	1350626	1348692	Chromosome Escherichia coli W3110	
ECK1283:JW1281:b1288	fabI	enoyl-[acyl-carrier-protein] reductase, NADH-dependent	 	1352753	1351965	Chromosome Escherichia coli W3110	
ECK1285:JW1283:b1290	sapF	predicted antimicrobial peptide transporter subunit	 	1354348	1353542	Chromosome Escherichia coli W3110	
ECK1286:JW1284:b1291	sapD	predicted antimicrobial peptide transporter subunit	 	1355342	1354350	Chromosome Escherichia coli W3110	
ECK1287:JW1285:b1292	sapC	predicted antimicrobial peptide transporter subunit	 	1356232	1355342	Chromosome Escherichia coli W3110	
ECK1288:JW1286:b1293	sapB	predicted antimicrobial peptide transporter subunit	 	1357184	1356219	Chromosome Escherichia coli W3110	
ECK1289:JW1287:b1294	sapA	predicted antimicrobial peptide transporter subunit	 	1358824	1357181	Chromosome Escherichia coli W3110	
