Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK1786:JW5885:b1788	yoaI	hypothetical protein	 	1875896	1875792	Chromosome Escherichia coli W3110	
ECK1787:JW1778:b1789	yeaL	conserved inner membrane protein	 	1876066	1876512	Chromosome Escherichia coli W3110	
ECK1789:JW1780:b1791	yeaN	predicted transporter	 	1877387	1878568	Chromosome Escherichia coli W3110	
ECK1793:JW1784:b1795	yeaQ	conserved inner membrane protein	 	1880969	1880721	Chromosome Escherichia coli W3110	
ECK1794:JW1785:b1796	yoaG	hypothetical protein	 	1881299	1881117	Chromosome Escherichia coli W3110	
ECK1823:JW1814:b1825	yebO	hypothetical protein	 	1910262	1909975	Chromosome Escherichia coli W3110	
ECK1824:JW1815:b1826	yobG	lipoprotein, putative	 	1910480	1910337	Chromosome Escherichia coli W3110	
ECK1840:JW1828:b1839	yebY	hypothetical protein	 	1925420	1925079	Chromosome Escherichia coli W3110	
ECK1842:JW1830:b1841	yobA	conserved hypothetical protein	 	1926683	1926309	Chromosome Escherichia coli W3110	
ECK1847:JW1835:b1846	yebE	conserved hypothetical protein	 	1931421	1930762	Chromosome Escherichia coli W3110	
ECK1849:JW1837:b1848	yebG	conserved hypothetical protein regulated by LexA	 	1932461	1932171	Chromosome Escherichia coli W3110	
ECK1858:JW5831:b1857	znuA	zinc transporter subunit	 	1944297	1943365	Chromosome Escherichia coli W3110	
ECK1860:JW1848:b1859	znuB	zinc transporter subunit	 	1945128	1945913	Chromosome Escherichia coli W3110	
ECK1880:JW1868:b1879	flhA	predicted flagellar export pore protein	 	1966764	1964686	Chromosome Escherichia coli W3110	
ECK1881:JW1869:b1880	flhB	predicted flagellar export pore protein	 	1967905	1966757	Chromosome Escherichia coli W3110	
ECK1883:JW1871:b1882	cheY	chemotaxis regulator transmitting signal to flagellar motor component	 	1969151	1968762	Chromosome Escherichia coli W3110	
ECK1887:JW1875:b1886	tar	methyl-accepting chemotaxis protein II	 	1974405	1972744	Chromosome Escherichia coli W3110	
ECK1906:JW1895:b1907	tyrP	tyrosine transporter	 	1991818	1993029	Chromosome Escherichia coli W3110	
ECK1917:JW1903:b1918	yecS	predicted transporter subunit	 	2000616	1999948	Chromosome Escherichia coli W3110	
ECK1922:JW1908:b1923	fliC	flagellar filament structural protein	 	2005743	2004247	Chromosome Escherichia coli W3110	
ECK1923:JW1909:b1924	fliD	flagellar filament capping protein	 	2006009	2007415	Chromosome Escherichia coli W3110	
ECK1927:JW1913:b1928	yedD	lipoprotein, putative	 	2010227	2009814	Chromosome Escherichia coli W3110	
ECK1928:JW1914:b1929	yedE	predicted inner membrane protein	 	2010414	2011619	Chromosome Escherichia coli W3110	
ECK1932:JW1918:b1933	 	ECK1932:JW1918:b1933	 	2013676	2013485	Chromosome Escherichia coli W3110	
ECK1932:JW5912:b1934	 	ECK1932:JW5912:b1934	 	2014006	2013686	Chromosome Escherichia coli W3110	
ECK1934:JW5913:b1936	 	predicted defective phage integrase	 	2014639	2014917	Chromosome Escherichia coli W3110	
ECK1945:JW5316:b1947	fliO	flagellar biosynthesis protein	 	2023641	2024006	Chromosome Escherichia coli W3110	
ECK1947:JW1933:b1949	fliQ	flagellar biosynthesis protein	 	2024753	2025022	Chromosome Escherichia coli W3110	
ECK1956:JW1941:b1958	yedI	conserved inner membrane protein	 	2031503	2030586	Chromosome Escherichia coli W3110	
ECK1957:JW1942:b1959	yedA	predicted inner membrane protein	 	2031676	2032596	Chromosome Escherichia coli W3110	
ECK1962:JW5319:b1964	 	hypothetical protein, N-ter fragment	 	2036188	2036673	Chromosome Escherichia coli W3110	
ECK1962:JW5319+JW1948+JW1	 	hypothetical protein	 	2036188	2037380	Chromosome Escherichia coli W3110	
ECK1962:JW1948:b1965	 	hypothetical protein, middle fragment	 	2036683	2036892	Chromosome Escherichia coli W3110	
ECK1962:JW1949:b1966	 	hypothetical protein, C-ter fragment	 	2036976	2037380	Chromosome Escherichia coli W3110	
ECK1975:JW5325:b1979	 	hypothetical protein, C-ter fragment	 	2054739	2054413	Chromosome Escherichia coli W3110	
ECK1975:JW1961:b1980	 	hypothetical protein, N-ter fragment	 	2055465	2054761	Chromosome Escherichia coli W3110	
ECK1987:JW1970:b1992	cobS	cobalamin 5-phosphate synthase	 	2067359	2066616	Chromosome Escherichia coli W3110	
ECK1989:JW5326:b1995	 	predicted disrupted hemin or colicin receptor	 	2070772	2071164	Chromosome Escherichia coli W3110	
ECK1991:JW5327:b1999	 	predicted GTP-binding protein	 	2072923	2073348	Chromosome Escherichia coli W3110	
ECK2013:JW2000:b2018	hisL	his operon leader peptide	 	2092133	2092183	Chromosome Escherichia coli W3110	
ECK2019:JW2006:b2024	hisA	N-(5-phospho-L-ribosyl-formimino)-5-amino-1- (5-phosphoribosyl)-4-imidazolecarboxamide isomerase	 	2097262	2097999	Chromosome Escherichia coli W3110	
ECK2025:JW2012:b4540	 	ECK2025:JW2012:b4540	 	2103814	2103533	Chromosome Escherichia coli W3110	
ECK2025:JW2016:b2031	 	ECK2025:JW2016:b2031	 	2105526	2105053	Chromosome Escherichia coli W3110	
ECK2073:JW2062:b2077	mdtD	multidrug efflux system protein	 	2163601	2165016	Chromosome Escherichia coli W3110	
ECK2080:JW5886:b2083	 	hypothetical protein fragment	 	2169957	2169739	Chromosome Escherichia coli W3110	
ECK2082:JW2070:b2086	yegS	conserved hypothetical protein	 	2170849	2171748	Chromosome Escherichia coli W3110	
ECK2083:JW5340:b2087	 	DNA-binding transcriptional regulator, N-ter fragment	 	2172276	2171830	Chromosome Escherichia coli W3110	
ECK2083:JW2074:b2090	 	DNA-binding transcriptional regulator, C-ter fragment	 	2173870	2173532	Chromosome Escherichia coli W3110	
ECK2085:JW2076:b2092	gatC	galactitol-specific enzyme IIC component of PTS	 	2176413	2175058	Chromosome Escherichia coli W3110	
ECK2097:JW2091:b2104	thiM	hydoxyethylthiazole kinase	 	2188635	2187847	Chromosome Escherichia coli W3110	
ECK2099:JW2093:b2106	yohM	membrane protein conferring nickel and cobalt resistance	 	2189251	2190075	Chromosome Escherichia coli W3110	
ECK2104:JW2098:b2111	yehD	predicted fimbrial-like adhesin protein	 	2195556	2195014	Chromosome Escherichia coli W3110	
ECK2108:JW5915:b2116	 	DNA-binding transcriptional regulator, middle fragment	 	2200744	2202681	Chromosome Escherichia coli W3110	
ECK2108:JW5916:b2117	 	ECK2108:JW5916:b2117	 	2202656	2203603	Chromosome Escherichia coli W3110	
ECK2123:JW2118:b2130	yehY	predicted transporter subunit	 	2221891	2220734	Chromosome Escherichia coli W3110	
ECK2129:JW2124:b2136	yohD	conserved inner membrane protein	 	2229135	2229713	Chromosome Escherichia coli W3110	
ECK2134:JW2129:b2141	yohJ	conserved inner membrane protein	 	2233958	2234356	Chromosome Escherichia coli W3110	
ECK2138:JW5359:b2145	yeiS	predicted inner membrane protein	 	2236934	2237173	Chromosome Escherichia coli W3110	
ECK2141:JW2135:b2148	mglC	methyl-galactoside transporter subunit	 	2241087	2240077	Chromosome Escherichia coli W3110	
ECK2145:JW2139:b2152	yeiB	conserved inner membrane protein	 	2246301	2245144	Chromosome Escherichia coli W3110	
ECK2146:JW2140:b2153	folE	GTP cyclohydrolase I	 	2246986	2246318	Chromosome Escherichia coli W3110	
ECK2151:JW2145:b2158	yeiH	conserved inner membrane protein	 	2253051	2254100	Chromosome Escherichia coli W3110	
ECK2160:JW2154:b2167	fruA	fused fructose-specific PTS enzyme IIBBC components	 	2264744	2263053	Chromosome Escherichia coli W3110	
ECK2162:JW2156:b2169	fruB	fused fructose-specific PTS enzyme IIA component and HPr component	 	2266829	2265699	Chromosome Escherichia coli W3110	
ECK2176:JW5363:b2182	bcr	bicyclomycin/multidrug efflux system	 	2283094	2281904	Chromosome Escherichia coli W3110	
ECK2187:JW2183:b2195	ccmG	periplasmic thioredoxin of cytochrome c-type biogenesis	 	2296298	2295741	Chromosome Escherichia coli W3110	
ECK2190:JW2186:b2198	ccmD	cytochrome c biogenesis protein	 	2298920	2298711	Chromosome Escherichia coli W3110	
ECK2192:JW2188:b2200	ccmB	heme exporter subunit	 	2300358	2299696	Chromosome Escherichia coli W3110	
ECK2193:JW5366:b2201	ccmA	heme exporter subunit	 	2300978	2300355	Chromosome Escherichia coli W3110	
ECK2220:JW2221:b2227	 	hypothetical protein, C-ter fragment	 	2334953	2334468	Chromosome Escherichia coli W3110	
ECK2220:JW2222:b2228	 	ECK2220:JW2222:b2228	 	2339072	2334969	Chromosome Escherichia coli W3110	
ECK2232:JW2234:b2240	glpT	sn-glycerol-3-phosphate transporter	 	2357044	2355686	Chromosome Escherichia coli W3110	
ECK2237:JW5964:b4543	 	ECK2237:JW5964:b4543	 	2362486	2362671	Chromosome Escherichia coli W3110	
ECK2238:JW2239:b2245	yfaU	predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	 	2363515	2362712	Chromosome Escherichia coli W3110	
ECK2243:JW5371:b2250	yfaZ	predicted outer membrane porin protein	 	2368945	2368403	Chromosome Escherichia coli W3110	
ECK2244:JW2245:b2251	yfaO	predicted NUDIX hydrolase	 	2369224	2369649	Chromosome Escherichia coli W3110	
ECK2251:JW2252:b4544	yfbW	conserved hypothetical protein	 	2377227	2377562	Chromosome Escherichia coli W3110	
ECK2252:JW5373:b2258	yfbJ	predicted inner membrane protein	 	2377562	2377948	Chromosome Escherichia coli W3110	
ECK2260:JW2261:b2266	elaB	conserved hypothetical protein	 	2385697	2385392	Chromosome Escherichia coli W3110	
ECK2264:JW2265:b2270	yfbK	lipoprotein, putative	 	2390392	2388665	Chromosome Escherichia coli W3110	
ECK2273:JW2274:b2279	nuoK	NADH:ubiquinone oxidoreductase, membrane subunit K	 	2400015	2399713	Chromosome Escherichia coli W3110	
ECK2274:JW2275:b2280	nuoJ	NADH:ubiquinone oxidoreductase, membrane subunit J	 	2400566	2400012	Chromosome Escherichia coli W3110	
ECK2301:JW2304:b2307	hisM	histidine/lysine/arginine/ornithine transporter subunit	 	2430679	2429963	Chromosome Escherichia coli W3110	
ECK2313:JW2316:b2319	usg	predicted semialdehyde dehydrogenase	 	2442095	2441082	Chromosome Escherichia coli W3110	
ECK2316:JW2319:b2322	yfcJ	predicted transporter	 	2445566	2444388	Chromosome Escherichia coli W3110	
ECK2322:JW2325:b2328	mepA	murein DD-endopeptidase	 	2451830	2451006	Chromosome Escherichia coli W3110	
ECK2333:JW2336:b2339	yfcV	predicted fimbrial-like adhesin protein	 	2461092	2460529	Chromosome Escherichia coli W3110	
ECK2337:JW2340:b2343	yfcZ	conserved hypothetical protein	 	2466380	2466096	Chromosome Escherichia coli W3110	
ECK2341:JW2344:b2347	yfdC	predicted inner membrane protein	 	2470747	2471679	Chromosome Escherichia coli W3110	
ECK2344:JW2346:b2350	yfdG	bactoprenol-linked glucose translocase (flippase)	 	2473301	2473663	Chromosome Escherichia coli W3110	
ECK2347:JW5383:b2353	 	CPS-53 (KpLE1) prophage region  tail fiber assembly protein fragment    gene            complement(2476523..2476963) /gene=yfdK	 	2476249	2476551	Chromosome Escherichia coli W3110	
ECK2361:JW2362:b2365	dsdX	predicted transporter	 	2483293	2484630	Chromosome Escherichia coli W3110	
ECK2363:JW2364:b2367	emrY	predicted multidrug efflux system	 	2487622	2486084	Chromosome Escherichia coli W3110	
ECK2365:JW2366:b2369	evgA	DNA-binding response regulator in two-component regulatory system with EvgS	 	2489201	2489815	Chromosome Escherichia coli W3110	
ECK2383:JW5389:b2387	ypdH	predicted enzyme IIB component of PTS	 	2513688	2513362	Chromosome Escherichia coli W3110	
ECK2385:JW2386:b2389	yfeO	predicted ion channel protein	 	2515076	2516332	Chromosome Escherichia coli W3110	
ECK2386:JW2387:b2390	ypeC	conserved hypothetical protein	 	2516447	2516773	Chromosome Escherichia coli W3110	
ECK2400:JW2397:b2406	xapB	xanthosine transporter	 	2529431	2528175	Chromosome Escherichia coli W3110	
ECK2402:JW2399:b2408	yfeN	conserved outer membrane protein	 	2530573	2531337	Chromosome Escherichia coli W3110	
ECK2419:JW2417:b2424	cysU	sulfate/thiosulfate transporter subunit	 	2547958	2547125	Chromosome Escherichia coli W3110	
ECK2424:JW2422:b2429	murP	fused predicted enzyme IIBC components of PTS	 	2552119	2553543	Chromosome Escherichia coli W3110	
ECK2428:JW2426:b2433	yfeZ	predicted inner membrane protein	 	2557172	2556723	Chromosome Escherichia coli W3110	
ECK2433:JW2431:b2438	yffI	predicted carboxysome structural protein with predicted role in ethanolamine utilization	 	2561174	2560674	Chromosome Escherichia coli W3110	
ECK2450:JW2439:b2455	eutE	predicted aldehyde dehydrogenase, ethanolamine utilization protein	 	2570407	2569004	Chromosome Escherichia coli W3110	
ECK2452:JW2441:b2457	cchA	predicted carboxysome structural protein, ethanolamine utilization protein	 	2571106	2570813	Chromosome Escherichia coli W3110	
ECK2468:JW2457:b4547	ypfN	hypothetical protein	 	2591418	2591618	Chromosome Escherichia coli W3110	
ECK2473:JW2462:b2477	nlpB	lipoprotein	 	2597521	2596487	Chromosome Escherichia coli W3110	
ECK2478:JW2467:b2482	hyfB	hydrogenase 4, membrane subunit	 	2600474	2602492	Chromosome Escherichia coli W3110	
ECK2479:JW2468:b2483	hyfC	hydrogenase 4, membrane subunit	 	2602503	2603450	Chromosome Escherichia coli W3110	
ECK2482:JW2471:b2486	hyfF	hydrogenase 4, membrane subunit	 	2605573	2607153	Chromosome Escherichia coli W3110	
ECK2484:JW2473:b2488	hyfH	hydrogenase 4, Fe-S subunit	 	2608820	2609365	Chromosome Escherichia coli W3110	
ECK2489:JW2478:b2493	yfgO	predicted inner membrane protein	 	2614537	2613476	Chromosome Escherichia coli W3110	
ECK2501:JW5400:b2505	yfgH	predicted outer membrane lipoprotein	 	2628448	2628966	Chromosome Escherichia coli W3110	
ECK2502:JW2490:b2506	yfgI	conserved hypothetical protein	 	2628982	2629521	Chromosome Escherichia coli W3110	
ECK2504:JW5401:b2508	guaB	IMP dehydrogenase	 	2632726	2631260	Chromosome Escherichia coli W3110	
ECK2512:JW2500:b2516	yfgA	conserved hypothetical protein	 	2641500	2640487	Chromosome Escherichia coli W3110	
ECK2525:JW2512:b2528	iscA	FeS cluster assembly protein	 	2658542	2658219	Chromosome Escherichia coli W3110	
ECK2539:JW2526:b2542	hcaD	phenylpropionate dioxygenase, ferredoxin reductase subunit	 	2670703	2671905	Chromosome Escherichia coli W3110	
ECK2540:JW2527:b2543	yphA	predicted inner membrane protein	 	2671930	2672424	Chromosome Escherichia coli W3110	
ECK2543:JW2530:b2546	yphD	predicted sugar transporter subunit	 	2675481	2674483	Chromosome Escherichia coli W3110	
ECK2550:JW2537:b2553	glnB	regulatory protein P-II for glutamine synthetase	 	2686064	2685726	Chromosome Escherichia coli W3110	
ECK2552:JW2539:b2555	yfhG	lipoprotein, putative	 	2688162	2687449	Chromosome Escherichia coli W3110	
ECK2561:JW2547:b2563	acpS	holo-[acyl-carrier-protein] synthase 1	 	2699654	2699274	Chromosome Escherichia coli W3110	
ECK2568:JW2554:b2570	rseC	RseC protein involved in reduction of the SoxR iron-sulfur cluster	 	2706457	2705978	Chromosome Escherichia coli W3110	
ECK2570:JW2556:b2572	rseA	anti-sigma factor	 	2708060	2707410	Chromosome Escherichia coli W3110	
ECK2573:JW2559:b2575	yfiC	predicted methyltransferase	 	2711420	2710683	Chromosome Escherichia coli W3110	
ECK2574:JW2560:b2576	srmB	ATP-dependent RNA helicase	 	2711552	2712886	Chromosome Escherichia coli W3110	
ECK2577:JW2563:b2579	yfiD	pyruvate formate lyase subunit	 	2715105	2714722	Chromosome Escherichia coli W3110	
ECK2595:JW2579:b2598	pheL	pheA gene leader peptide	 	2736255	2736302	Chromosome Escherichia coli W3110	
ECK2608:JW2592:b2611	ypjD	predicted inner membrane protein	 	2746543	2747409	Chromosome Escherichia coli W3110	
ECK2625:JW2610:b2629	yfjM	hypothetical protein	 	2764432	2764169	Chromosome Escherichia coli W3110	
ECK2631:JW5888:b2635	ypjK	predicted inner membrane protein	 	2769101	2769337	Chromosome Escherichia coli W3110	
ECK2637:JW5420:b2641	 	CP4-57 prophage region hypothetical protein	 	2771814	2771632	Chromosome Escherichia coli W3110	
ECK2645:JW5423:b2648	 	predicted invertase fragment	 	2781864	2781721	Chromosome Escherichia coli W3110	
ECK2651:JW5426:b2657	 	conserved hypothetical protein	 	2786298	2786894	Chromosome Escherichia coli W3110	
ECK2661:JW2642:b2667	ygaV	predicted DNA-binding transcriptional regulator	 	2795867	2796166	Chromosome Escherichia coli W3110	
ECK2663:JW2644:b2669	stpA	DNA binding protein, nucleoid-associated	 	2797151	2796747	Chromosome Escherichia coli W3110	
ECK2672:JW2653:b2678	proW	glycine betaine transporter subunit	 	2804666	2805730	Chromosome Escherichia coli W3110	
ECK2675:JW5428:b2681	 	predicted transporter	 	2807268	2808149	Chromosome Escherichia coli W3110	
ECK2718:JW2693:b2723	hycC	hydrogenase 3, membrane subunit	 	2847897	2846071	Chromosome Escherichia coli W3110	
ECK2731:JW2706:b2736	ygbJ	predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain	 	2860086	2860994	Chromosome Escherichia coli W3110	
ECK2737:JW2712:b2742	nlpD	predicted outer membrane lipoprotein	 	2867409	2866270	Chromosome Escherichia coli W3110	
ECK2741:JW2716:b2746	ispF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	 	2870436	2869957	Chromosome Escherichia coli W3110	
ECK2743:JW2718:b2748	ftsB	cell division protein	 	2871476	2871165	Chromosome Escherichia coli W3110	
ECK2766:JW5845:b2771	ygcS	predicted transporter	 	2896526	2895189	Chromosome Escherichia coli W3110	
ECK2772:JW5445:b2778	ygcG	hypothetical protein	 	2904367	2905239	Chromosome Escherichia coli W3110	
ECK2786:JW2763:b2792	yqcC	conserved hypothetical protein	 	2922769	2922440	Chromosome Escherichia coli W3110	
ECK2796:JW2772:b2801	fucP	L-fucose transporter	 	2932891	2934207	Chromosome Escherichia coli W3110	
ECK2819:JW2791:b2823	ppdC	hypothetical protein	 	2961420	2961097	Chromosome Escherichia coli W3110	
ECK2828:JW2800:b2832	ygdQ	predicted inner membrane protein	 	2969076	2969789	Chromosome Escherichia coli W3110	
ECK2831:JW2803:b2835	ygeD	predicted inner membrane protein	 	2972518	2971325	Chromosome Escherichia coli W3110	
ECK2847:JW2817:b2849	yqeK	hypothetical protein	 	2989016	2988591	Chromosome Escherichia coli W3110	
ECK2852:JW5457:b2854	 	predicted peptidoglycan-binding enzyme	 	2992697	2993071	Chromosome Escherichia coli W3110	
ECK2856:JW5460:b2858	 	hypothetical protein	 	2994676	2994404	Chromosome Escherichia coli W3110	
ECK2861:JW2833:b2865	ygeR	Tetratricopeptide repeat transcriptional regulator	 	2998547	2997792	Chromosome Escherichia coli W3110	
ECK2870:JW2842:b2874	yqeA	predicted amino acid kinase	 	3010117	3011049	Chromosome Escherichia coli W3110	
ECK2895:JW2868:b2900	yqfB	conserved hypothetical protein	 	3042279	3041968	Chromosome Escherichia coli W3110	
ECK2920:JW2891:b2924	mscS	mechanosensitive channel	 	3068463	3067603	Chromosome Escherichia coli W3110	
ECK2929:JW2901:b2934	cmtB	predicted mannitol-specific enzyme IIA component of PTS	 	3077986	3077543	Chromosome Escherichia coli W3110	
ECK2935:JW2907:b2940	yqgC	hypothetical protein	 	3084843	3085058	Chromosome Escherichia coli W3110	
ECK2947:JW2919:b2952	yggT	predicted inner membrane protein	 	3094476	3095042	Chromosome Escherichia coli W3110	
ECK2948:JW5479:b2953	yggU	conserved hypothetical protein	 	3095039	3095329	Chromosome Escherichia coli W3110	
ECK2961:JW2934:b2966	yqgA	predicted inner membrane protein	 	3108209	3108916	Chromosome Escherichia coli W3110	
ECK2964:JW5924:b2969	 	predicted secretion pathway protein, L-type protein	 	3110644	3109784	Chromosome Escherichia coli W3110	
ECK2966:JW2938:b2971	yghG	lipoprotein, putative	 	3112133	3111723	Chromosome Escherichia coli W3110	
ECK2969:JW2942:b2975	yghK	glycolate transporter	 	3119935	3118253	Chromosome Escherichia coli W3110	
ECK2981:JW2955:b2987	pitB	phosphate transporter	 	3135027	3133528	Chromosome Escherichia coli W3110	
ECK2991:JW2965:b2997	hybO	hydrogenase 2, small subunit	 	3144917	3143799	Chromosome Escherichia coli W3110	
ECK2993:JW5926:b2999	 	predicted hydrolase	 	3145922	3145512	Chromosome Escherichia coli W3110	
ECK2994:JW5496:b3000	 	predicted dienlactone hydrolase	 	3146275	3145922	Chromosome Escherichia coli W3110	
ECK3001:JW2976:b3009	yghB	conserved inner membrane protein	 	3152219	3152878	Chromosome Escherichia coli W3110	
ECK3018:JW2995:b3027	ygiZ	conserved inner membrane protein	 	3170867	3170535	Chromosome Escherichia coli W3110	
ECK3031:JW3008:b3040	ygiE	zinc transporter	 	3181206	3181979	Chromosome Escherichia coli W3110	
ECK3040:JW3023:b3051	yqiK	conserved hypothetical protein	 	3191520	3193181	Chromosome Escherichia coli W3110	
ECK3045:JW3027:b3055	htrG	predicted signal transduction protein	 	3199863	3200483	Chromosome Escherichia coli W3110	
ECK3048:JW3030:b3058	folB	bifunctional dihydroneopterin aldolase and dihydroneopterin triphosphate 2-epimerase	 	3203245	3202877	Chromosome Escherichia coli W3110	
ECK3053:JW3035:b3063	ygjE	predicted tartrate:succinate antiporter	 	3206680	3208143	Chromosome Escherichia coli W3110	
ECK3080:JW3060:b3089	sstT	sodium:serine/threonine symporter	 	3238600	3239844	Chromosome Escherichia coli W3110	
ECK3087:JW3067:b3096	yqjB	conserved hypothetical protein	 	3247095	3247478	Chromosome Escherichia coli W3110	
ECK3089:JW3069:b3098	yqjD	conserved hypothetical protein	 	3248031	3248336	Chromosome Escherichia coli W3110	
ECK3090:JW3070:b3099	yqjE	conserved inner membrane protein	 	3248339	3248743	Chromosome Escherichia coli W3110	
ECK3092:JW5850:b3101	yqjF	predicted quinol oxidase subunit	 	3249218	3249610	Chromosome Escherichia coli W3110	
ECK3095:JW3075:b3104	yhaI	predicted inner membrane protein	 	3251567	3251923	Chromosome Escherichia coli W3110	
ECK3122:JW3103:b3134	 	N-acetylgalactosamine-specific enzyme IIC component of PTS, fragment     gene            3280977..3281480 /gene=agaA	 	3280556	3280957	Chromosome Escherichia coli W3110	
ECK3157:JW3137:b3168	infB	fused protein chain initiation factor 2, IF2	 	3315869	3313197	Chromosome Escherichia coli W3110	
ECK3172:JW3150:b3183	obgE	GTPase involved in cell partioning and DNA repair	 	3331609	3330437	Chromosome Escherichia coli W3110	
ECK3180:JW5535:b3191	yrbB	hypothetical protein	 	3337111	3336818	Chromosome Escherichia coli W3110	
ECK3191:JW3169:b3202	rpoN	RNA polymerase, sigma 54 (sigma N) factor	 	3344572	3346005	Chromosome Escherichia coli W3110	
ECK3207:JW3184:b3217	 	hypothetical protein, N-ter fragment	 	3365040	3365519	Chromosome Escherichia coli W3110	
ECK3207:JW3187:b4549	 	ECK3207:JW3187:b4549	 	3366536	3366784	Chromosome Escherichia coli W3110	
ECK3211:JW5538:b3222	nanK	predicted N-acetylmannosamine kinase	 	3370205	3369330	Chromosome Escherichia coli W3110	
ECK3212:JW3192:b3223	nanE	predicted N-acetylmannosamine-6-P epimerase	 	3370891	3370202	Chromosome Escherichia coli W3110	
ECK3213:JW3193:b3224	nanT	sialic acid transporter	 	3372429	3370939	Chromosome Escherichia coli W3110	
ECK3222:JW5539:b3233	yhcB	conserved hypothetical protein	 	3380046	3380444	Chromosome Escherichia coli W3110	
ECK3227:JW5540:b3238	yhcN	conserved hypothetical protein	 	3385393	3385656	Chromosome Escherichia coli W3110	
ECK3238:JW3219:b3250	mreC	cell wall structural complex MreBCD transmembrane component MreC	 	3399833	3398730	Chromosome Escherichia coli W3110	
ECK3242:JW3223:b3255	accB	acetyl CoA carboxylase, BCCP subunit	 	3405291	3405761	Chromosome Escherichia coli W3110	
ECK3244:JW3225:b3257	yhdT	conserved inner membrane protein	 	3407230	3407472	Chromosome Escherichia coli W3110	
ECK3246:JW3227:b3259	prmA	methylase for 50S ribosomal subunit protein L11	 	3408925	3409806	Chromosome Escherichia coli W3110	
ECK3254:JW3235:b3267	yhdV	predicted outer membrane protein	 	3418245	3418466	Chromosome Escherichia coli W3110	
ECK3995:JW3967:b4003	zraS	sensory histidine kinase in two-component regulatory system with ZraR	 	3434755	3433358	Chromosome Escherichia coli W3110	
ECK3994:JW5546:b4002	zraP	Zn-binding periplasmic protein	 	3434993	3435418	Chromosome Escherichia coli W3110	
ECK3977:JW3949:b3986	rplL	50S ribosomal subunit protein L7/L12	 	3456121	3455756	Chromosome Escherichia coli W3110	
ECK3975:JW3947:b3984	rplA	50S ribosomal subunit protein L1	 	3457802	3457098	Chromosome Escherichia coli W3110	
ECK3972:JW3944:b3981	secE	preprotein translocase membrane subunit	 	3459323	3458940	Chromosome Escherichia coli W3110	
ECK3971:JW3943:b3980	tufB	protein chain elongation factor EF-Tu	 	3460737	3459553	Chromosome Escherichia coli W3110	
ECK3955:JW3935:b3963	fabR	DNA-binding transcriptional repressor	 	3475614	3474910	Chromosome Escherichia coli W3110	
ECK3941:JW3922:b3950	frwB	predicted enzyme IIB component of PTS	 	3493057	3492737	Chromosome Escherichia coli W3110	
ECK3925:JW3904:b3933	ftsN	essential cell division protein	 	3513342	3514301	Chromosome Escherichia coli W3110	
ECK3905:JW3883:b3912	cpxR	DNA-binding response regulator in two-component regulatory system with CpxA	 	3531011	3531709	Chromosome Escherichia coli W3110	
ECK3902:JW5560:b3909	kdgT	2-keto-3-deoxy-D-gluconate transporter	 	3534991	3534008	Chromosome Escherichia coli W3110	
ECK3879:JW3857:b3886	rbn	tRNA processing exoribonuclease BN	 	3560535	3559663	Chromosome Escherichia coli W3110	
ECK3859:JW3837:b3866	yihI	conserved hypothetical protein	 	3585334	3584825	Chromosome Escherichia coli W3110	
ECK3830:JW3813:b3836	tatA	TatABCE protein translocation system subunit	 	3614736	3614467	Chromosome Escherichia coli W3110	
ECK3802:JW3780:b3808	yzcX	hypothetical protein	 	3642831	3642346	Chromosome Escherichia coli W3110	
ECK3797:JW3775:b3803	hemX	uroporphyrinogen III methylase	 	3647615	3648796	Chromosome Escherichia coli W3110	
ECK3788:JW5595:b3795	yifK	predicted transporter	 	3655794	3654409	Chromosome Escherichia coli W3110	
ECK3786:JW3769:b3793	wzyE	predicted Wzy protein involved in ECA polysaccharide chain elongation	 	3658080	3656728	Chromosome Escherichia coli W3110	
ECK3782:JW5597:b3790	rffC	TDP-fucosamine acetyltransferase	 	3662085	3661540	Chromosome Escherichia coli W3110	
ECK3776:JW3758:b3784	rfe	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	 	3668765	3667662	Chromosome Escherichia coli W3110	
ECK3769:JW3750:b3777	 	conserved hypothetical protein	 	3676221	3676439	Chromosome Escherichia coli W3110	
ECK3760:JW3741:b3768	 	ECK3760:JW3741:b3768	 	3685058	3684477	Chromosome Escherichia coli W3110	
ECK3760:JW3740:b3767	 	acetolactate synthase II, large subunit, N-ter fragment	 	3686121	3685138	Chromosome Escherichia coli W3110	
ECK3759:JW3739:b3766	ilvL	ilv operon leader peptide	 	3686359	3686261	Chromosome Escherichia coli W3110	
ECK3744:JW3729:b3750	rbsC	D-ribose transporter subunit	 	3701393	3700428	Chromosome Escherichia coli W3110	
ECK3742:JW5857:b3748	rbsD	predicted cytoplasmic sugar-binding protein	 	3703330	3702911	Chromosome Escherichia coli W3110	
ECK3735:JWS0001:b4489	 	origin of replication	 	3710937	3710706	Chromosome Escherichia coli W3110	
ECK3732:JW5611:b3739	atpI	ATP synthase, membrane-bound accesory subunit	 	3714241	3714621	Chromosome Escherichia coli W3110	
