Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B
PHNA_A	SECA_F1	PHNA_ECOLI	SECA_ECOLI	P0AFJ1	P10408
PHOB_A	PHOR_B	PHOB_ECOLI	PHOR_ECOLI	P0AFJ5	P08400
PHOB_A	PHOB_A	PHOB_ECOLI	PHOB_ECOLI	P0AFJ5	P0AFJ5
PHOB_A	PHOB_A	PHOB_ECOLI	PHOB_ECOLI	P0AFJ5	P0AFJ5
PMBA_A	GMR_A	PMBA_ECOLI	GMR_ECOLI	P0AFK0	P77334
POTC_B	RARA_A	POTC_ECOLI	RARA_ECOLI	P0AFK6	P0AAZ4
PPX_F1	PPX_F1	PPX_ECOLI	PPX_ECOLI	P0AFL6	P0AFL6
PPX_F1	HOLA_A	PPX_ECOLI	HOLA_ECOLI	P0AFL6	P28630
PSPA_F1	PSPC_B	PSPA_ECOLI	PSPC_ECOLI	P0AFM6	P0AFN2
PSPA_F1	PSPA_F1	PSPA_ECOLI	PSPA_ECOLI	P0AFM6	P0AFM6
PSPB_B	PSPA_F1	PSPB_ECOLI	PSPA_ECOLI	P0AFM9	P0AFM6
PSPC_B	PSPC_B	PSPC_ECOLI	PSPC_ECOLI	P0AFN2	P0AFN2
PSPC_B	NANM_G	PSPC_ECOLI	NANM_ECOLI	P0AFN2	P39371
YBAZ_A	RL7_A	YBAZ_ECOLI	RL7_ECOLI	P0AFP2	P0A7K2
YBAZ_A	RL1_A	YBAZ_ECOLI	RL1_ECOLI	P0AFP2	P0A7L0
YBAZ_A	RS10_A	YBAZ_ECOLI	RS10_ECOLI	P0AFP2	P0A7R5
YBAZ_A	SYK1_A	YBAZ_ECOLI	SYK1_ECOLI	P0AFP2	P0A8N3
YBAZ_A	DBHA_A	YBAZ_ECOLI	DBHA_ECOLI	P0AFP2	P0ACF0
YBAZ_A	MARA_A	YBAZ_ECOLI	MARA_ECOLI	P0AFP2	P0ACH5
YBAZ_A	MARA_A	YBAZ_ECOLI	MARA_ECOLI	P0AFP2	P0ACH5
YBAZ_A	YBAZ_A	YBAZ_ECOLI	YBAZ_ECOLI	P0AFP2	P0AFP2
YBAZ_A	RUMA_A	YBAZ_ECOLI	RUMA_ECOLI	P0AFP2	P55135
YBAZ_A	YDGJ_A	YBAZ_ECOLI	YDGJ_ECOLI	P0AFP2	P77376
YBAZ_A	YDGJ_A	YBAZ_ECOLI	YDGJ_ECOLI	P0AFP2	P77376
YBAZ_A	YDGA_F2	YBAZ_ECOLI	YDGA_ECOLI	P0AFP2	P77804
YBBO_A	IHFA_A	YBBO_ECOLI	IHFA_ECOLI	P0AFP4	P0A6X7
YBBO_A	DBHA_A	YBBO_ECOLI	DBHA_ECOLI	P0AFP4	P0ACF0
YBBO_A	HNS_A	YBBO_ECOLI	HNS_ECOLI	P0AFP4	P0ACF8
YBBO_A	ROB_A	YBBO_ECOLI	ROB_ECOLI	P0AFP4	P0ACI0
YBBO_A	PHNI_A	YBBO_ECOLI	PHNI_ECOLI	P0AFP4	P16687
YBGI_A	EFG_A	YBGI_ECOLI	EFG_ECOLI	P0AFP6	P0A6M8
YBGI_A	IF2_A	YBGI_ECOLI	IF2_ECOLI	P0AFP6	P0A705
YBGI_A	SLYD_A	YBGI_ECOLI	SLYD_ECOLI	P0AFP6	P0A9K9
YBGI_A	CISY_A	YBGI_ECOLI	CISY_ECOLI	P0AFP6	P0ABH7
YBGI_A	KPYK1_A	YBGI_ECOLI	KPYK1_ECOLI	P0AFP6	P0AD61
YBGI_A	MIAB_A	YBGI_ECOLI	MIAB_ECOLI	P0AFP6	P0AEI1
YBGI_A	YEBT_B	YBGI_ECOLI	YEBT_ECOLI	P0AFP6	P76272
YBGI_A	DHNA_F1	YBGI_ECOLI	DHNA_ECOLI	P0AFP6	P00393
YBGI_A	PHOE_H	YBGI_ECOLI	PHOE_ECOLI	P0AFP6	P02932
YBGI_A	UVRD_A	YBGI_ECOLI	UVRD_ECOLI	P0AFP6	P03018
YBGI_A	PDXB_A	YBGI_ECOLI	PDXB_ECOLI	P0AFP6	P05459
YBGI_A	OMPC_H	YBGI_ECOLI	OMPC_ECOLI	P0AFP6	P06996
YBGI_A	CH10_A	YBGI_ECOLI	CH10_ECOLI	P0AFP6	P0A6F9
YBGI_A	RECA_F1	YBGI_ECOLI	RECA_ECOLI	P0AFP6	P0A7G6
YBGI_A	OMPA_H	YBGI_ECOLI	OMPA_ECOLI	P0AFP6	P0A910
YBGI_A	LON_A	YBGI_ECOLI	LON_ECOLI	P0AFP6	P0A9M0
YBGI_A	MREB_F1	YBGI_ECOLI	MREB_ECOLI	P0AFP6	P0A9X4
YBGI_A	PSTB_F1	YBGI_ECOLI	PSTB_ECOLI	P0AFP6	P0AAH0
YBGI_A	YBIS_G	YBGI_ECOLI	YBIS_ECOLI	P0AFP6	P0AAX8
YBGI_A	SKP_G	YBGI_ECOLI	SKP_ECOLI	P0AFP6	P0AEU7
YBGI_A	UGPB_G	YBGI_ECOLI	UGPB_ECOLI	P0AFP6	P0AG80
YBGI_A	FTSY_F1	YBGI_ECOLI	FTSY_ECOLI	P0AFP6	P10121
YBGI_A	MUKE_A	YBGI_ECOLI	MUKE_ECOLI	P0AFP6	P22524
YBGI_A	ADIA_A	YBGI_ECOLI	ADIA_ECOLI	P0AFP6	P28629
YBGI_A	YBIB_A	YBGI_ECOLI	YBIB_ECOLI	P0AFP6	P30177
YBGI_A	MALK_F1	YBGI_ECOLI	MALK_ECOLI	P0AFP6	P68187
YBGI_A	YBGK_A	YBGI_ECOLI	YBGK_ECOLI	P0AFP6	P75745
YBGI_A	YCGG_A	YBGI_ECOLI	YCGG_ECOLI	P0AFP6	P75995
YBHR_B	PUR4_A	YBHR_ECOLI	PUR4_ECOLI	P0AFP9	P15254
YCFH_A	DHG_B	YCFH_ECOLI	DHG_ECOLI	P0AFQ7	P15877
YCFH_A	YCFH_A	YCFH_ECOLI	YCFH_ECOLI	P0AFQ7	P0AFQ7
RSSA_A	RSSA_A	RSSA_ECOLI	RSSA_ECOLI	P0AFR0	P0AFR0
RSSA_A	USPG_A	RSSA_ECOLI	USPG_ECOLI	P0AFR0	P39177
YCHM_B	ALSK_A	YCHM_ECOLI	ALSK_ECOLI	P0AFR2	P32718
YCIO_A	YCIO_A	YCIO_ECOLI	YCIO_ECOLI	P0AFR4	P0AFR4
FOLM_A	FOLM_A	FOLM_ECOLI	FOLM_ECOLI	P0AFS3	P0AFS3
FOLM_A	GABD_A	FOLM_ECOLI	GABD_ECOLI	P0AFS3	P25526
FOLM_A	YNJB_G	FOLM_ECOLI	YNJB_ECOLI	P0AFS3	P76223
FOLM_A	SIXA_B	FOLM_ECOLI	SIXA_ECOLI	P0AFS3	P76502
YEHT_A	YEHU_B	YEHT_ECOLI	YEHU_ECOLI	P0AFT5	P0AD14
YEHT_A	PROA_A	YEHT_ECOLI	PROA_ECOLI	P0AFT5	P07004
YFHA_A	YFHA_A	YFHA_ECOLI	YFHA_ECOLI	P0AFU4	P0AFU4
RISA_A	RISA_A	RISA_ECOLI	RISA_ECOLI	P0AFU8	P0AFU8
RMF_A	CLPB_A	RMF_ECOLI	CLPB_ECOLI	P0AFW2	P63284
RNK_A	LPXD_A	RNK_ECOLI	LPXD_ECOLI	P0AFW4	P21645
RP5M_A	DPO3B_A	RP5M_ECOLI	DPO3B_ECOLI	P0AFX0	P0A988
RP5M_A	DPO3B_A	RP5M_ECOLI	DPO3B_ECOLI	P0AFX0	P0A988
RP5M_A	RP5M_A	RP5M_ECOLI	RP5M_ECOLI	P0AFX0	P0AFX0
RSD_A	RPOD_A	RSD_ECOLI	RPOD_ECOLI	P0AFX4	P00579
RSD_A	RPOC_A	RSD_ECOLI	RPOC_ECOLI	P0AFX4	P0A8T7
RSD_A	RPOZ_A	RSD_ECOLI	RPOZ_ECOLI	P0AFX4	P0A800
RSD_A	FLIA_A	RSD_ECOLI	FLIA_ECOLI	P0AFX4	P0AEM6
RSD_A	RP32_A	RSD_ECOLI	RP32_ECOLI	P0AFX4	P0AGB3
RSD_A	RPOE_F1	RSD_ECOLI	RPOE_ECOLI	P0AFX4	P0AGB6
RSD_A	RPOS_A	RSD_ECOLI	RPOS_ECOLI	P0AFX4	P13445
RSEA_B	DEGS_B	RSEA_ECOLI	DEGS_ECOLI	P0AFX7	P0AEE3
RSEA_B	RSEP_B	RSEA_ECOLI	RSEP_ECOLI	P0AFX7	P0AEH1
RSEA_B	RSEB_G	RSEA_ECOLI	RSEB_ECOLI	P0AFX7	P0AFX9
RSEB_G	RPOE_F1	RSEB_ECOLI	RPOE_ECOLI	P0AFX9	P0AGB6
SEQA_F1	SEQA_F1	SEQA_ECOLI	SEQA_ECOLI	P0AFY8	P0AFY8
SSPB_A	CLPX_A	SSPB_ECOLI	CLPX_ECOLI	P0AFZ3	P0A6H1
SSPB_A	CLPA_A	SSPB_ECOLI	CLPA_ECOLI	P0AFZ3	P0ABH9
SSPB_A	CLPA_A	SSPB_ECOLI	CLPA_ECOLI	P0AFZ3	P0ABH9
SSPB_A	SSPB_A	SSPB_ECOLI	SSPB_ECOLI	P0AFZ3	P0AFZ3
SSPB_A	RHO_A	SSPB_ECOLI	RHO_ECOLI	P0AFZ3	P0AG30
SSPB_A	RHO_A	SSPB_ECOLI	RHO_ECOLI	P0AFZ3	P0AG30
SULA_A	FTSZ_F1	SULA_ECOLI	FTSZ_ECOLI	P0AFZ5	P0A9A6
TRKH_B	FKBB_A	TRKH_ECOLI	FKBB_ECOLI	P0AFZ7	P0A9L3
TRKH_B	FKBB_A	TRKH_ECOLI	FKBB_ECOLI	P0AFZ7	P0A9L3
TRKH_B	GLMS_A	TRKH_ECOLI	GLMS_ECOLI	P0AFZ7	P17169
TRKH_B	GLMS_A	TRKH_ECOLI	GLMS_ECOLI	P0AFZ7	P17169
RPE_A	T1MK_A	RPE_ECOLI	T1MK_ECOLI	P0AG07	P08957
RPE_A	SYT_A	RPE_ECOLI	SYT_ECOLI	P0AG07	P0A8M3
RPE_A	SELD_A	RPE_ECOLI	SELD_ECOLI	P0AG07	P16456
RPE_A	SYP_A	RPE_ECOLI	SYP_ECOLI	P0AG07	P16659
RPE_A	MCP3_B	RPE_ECOLI	MCP3_ECOLI	P0AG07	P05704
RPE_A	MCP3_B	RPE_ECOLI	MCP3_ECOLI	P0AG07	P05704
RPE_A	FLIM_F1	RPE_ECOLI	FLIM_ECOLI	P0AG07	P06974
RPE_A	DPO3B_A	RPE_ECOLI	DPO3B_ECOLI	P0AG07	P0A988
RPE_A	RNG_A	RPE_ECOLI	RNG_ECOLI	P0AG07	P0A9J0
RPE_A	RNG_A	RPE_ECOLI	RNG_ECOLI	P0AG07	P0A9J0
RPE_A	FLGC_G	RPE_ECOLI	FLGC_ECOLI	P0AG07	P0ABX2
RPE_A	RPE_A	RPE_ECOLI	RPE_ECOLI	P0AG07	P0AG07
RPE_A	RPE_A	RPE_ECOLI	RPE_ECOLI	P0AG07	P0AG07
RPE_A	RPOE_F1	RPE_ECOLI	RPOE_ECOLI	P0AG07	P0AGB6
RPE_A	FLIS_A	RPE_ECOLI	FLIS_ECOLI	P0AG07	P26608
RPE_A	FLIR_B	RPE_ECOLI	FLIR_ECOLI	P0AG07	P33135
RPE_A	YDAY_A	RPE_ECOLI	YDAY_ECOLI	P0AG07	P76069
UMUD_A	UMUC_A	UMUD_ECOLI	UMUC_ECOLI	P0AG11	P04152
UMUD_A	RECA_F1	UMUD_ECOLI	RECA_ECOLI	P0AG11	P0A7G6
UMUD_A	UMUD_A	UMUD_ECOLI	UMUD_ECOLI	P0AG11	P0AG11
UMUD_A	UMUD_A	UMUD_ECOLI	UMUD_ECOLI	P0AG11	P0AG11
PUR6_A	PUR6_A	PUR6_ECOLI	PUR6_ECOLI	P0AG18	P0AG18
RELA_A	RELA_A	RELA_ECOLI	RELA_ECOLI	P0AG20	P0AG20
SPOT_A	RS6_A	SPOT_ECOLI	RS6_ECOLI	P0AG24	P02358
SPOT_A	RS7_A	SPOT_ECOLI	RS7_ECOLI	P0AG24	P02359
SPOT_A	RL15_A	SPOT_ECOLI	RL15_ECOLI	P0AG24	P02413
SPOT_A	ACP_F1	SPOT_ECOLI	ACP_ECOLI	P0AG24	P0A6A8
SPOT_A	HFQ_F1	SPOT_ECOLI	HFQ_ECOLI	P0AG24	P0A6X3
SPOT_A	RL7_A	SPOT_ECOLI	RL7_ECOLI	P0AG24	P0A7K2
SPOT_A	RL19_A	SPOT_ECOLI	RL19_ECOLI	P0AG24	P0A7K6
SPOT_A	RL28_A	SPOT_ECOLI	RL28_ECOLI	P0AG24	P0A7M2
SPOT_A	RL28_A	SPOT_ECOLI	RL28_ECOLI	P0AG24	P0A7M2
SPOT_A	RL9_A	SPOT_ECOLI	RL9_ECOLI	P0AG24	P0A7R1
SPOT_A	RL9_A	SPOT_ECOLI	RL9_ECOLI	P0AG24	P0A7R1
SPOT_A	RS10_A	SPOT_ECOLI	RS10_ECOLI	P0AG24	P0A7R5
SPOT_A	RS12_A	SPOT_ECOLI	RS12_ECOLI	P0AG24	P0A7S3
SPOT_A	RS18_A	SPOT_ECOLI	RS18_ECOLI	P0AG24	P0A7T7
SPOT_A	RS2_A	SPOT_ECOLI	RS2_ECOLI	P0AG24	P0A7V0
SPOT_A	RS3_A	SPOT_ECOLI	RS3_ECOLI	P0AG24	P0A7V3
SPOT_A	RS3_A	SPOT_ECOLI	RS3_ECOLI	P0AG24	P0A7V3
SPOT_A	RS4_A	SPOT_ECOLI	RS4_ECOLI	P0AG24	P0A7V8
SPOT_A	RS9_A	SPOT_ECOLI	RS9_ECOLI	P0AG24	P0A7X3
SPOT_A	RNPA_A	SPOT_ECOLI	RNPA_ECOLI	P0AG24	P0A7Y8
SPOT_A	YIHI_A	SPOT_ECOLI	YIHI_ECOLI	P0AG24	P0A8H6
SPOT_A	RHLB_A	SPOT_ECOLI	RHLB_ECOLI	P0AG24	P0A8J8
SPOT_A	RPOC_A	SPOT_ECOLI	RPOC_ECOLI	P0AG24	P0A8T7
SPOT_A	DEAD_A	SPOT_ECOLI	DEAD_ECOLI	P0AG24	P0A9P6
SPOT_A	RL13_A	SPOT_ECOLI	RL13_ECOLI	P0AG24	P0AA10
SPOT_A	RLUC_A	SPOT_ECOLI	RLUC_ECOLI	P0AG24	P0AA39
SPOT_A	TOLR_B	SPOT_ECOLI	TOLR_ECOLI	P0AG24	P0ABV6
SPOT_A	DBHA_A	SPOT_ECOLI	DBHA_ECOLI	P0AG24	P0ACF0
SPOT_A	SKP_G	SPOT_ECOLI	SKP_ECOLI	P0AG24	P0AEU7
SPOT_A	SPOT_A	SPOT_ECOLI	SPOT_ECOLI	P0AG24	P0AG24
SPOT_A	RHO_A	SPOT_ECOLI	RHO_ECOLI	P0AG24	P0AG30
SPOT_A	RL17_A	SPOT_ECOLI	RL17_ECOLI	P0AG24	P0AG44
SPOT_A	RL21_A	SPOT_ECOLI	RL21_ECOLI	P0AG24	P0AG48
SPOT_A	RL21_A	SPOT_ECOLI	RL21_ECOLI	P0AG24	P0AG48
SPOT_A	RS14_A	SPOT_ECOLI	RS14_ECOLI	P0AG24	P0AG59
SPOT_A	RS14_A	SPOT_ECOLI	RS14_ECOLI	P0AG24	P0AG59
SPOT_A	RS1_A	SPOT_ECOLI	RS1_ECOLI	P0AG24	P0AG67
SPOT_A	RL18_A	SPOT_ECOLI	RL18_ECOLI	P0AG24	P0C018
SPOT_A	RL18_A	SPOT_ECOLI	RL18_ECOLI	P0AG24	P0C018
SPOT_A	SRMB_A	SPOT_ECOLI	SRMB_ECOLI	P0AG24	P21507
SPOT_A	RLUB_A	SPOT_ECOLI	RLUB_ECOLI	P0AG24	P37765
SPOT_A	HRPA_A	SPOT_ECOLI	HRPA_ECOLI	P0AG24	P43329
SPOT_A	RL2_A	SPOT_ECOLI	RL2_ECOLI	P0AG24	P60422
SPOT_A	RL24_A	SPOT_ECOLI	RL24_ECOLI	P0AG24	P60624
SPOT_A	RL4_A	SPOT_ECOLI	RL4_ECOLI	P0AG24	P60723
SPOT_A	RL22_A	SPOT_ECOLI	RL22_ECOLI	P0AG24	P61175
SPOT_A	YDIH_A	SPOT_ECOLI	YDIH_ECOLI	P0AG24	P64476
RHO_A	RPOD_A	RHO_ECOLI	RPOD_ECOLI	P0AG30	P00579
RHO_A	MALT_F1	RHO_ECOLI	MALT_ECOLI	P0AG30	P06993
RHO_A	DNAJ_A	RHO_ECOLI	DNAJ_ECOLI	P0AG30	P08622
RHO_A	GREA_A	RHO_ECOLI	GREA_ECOLI	P0AG30	P0A6W5
RHO_A	HFQ_F1	RHO_ECOLI	HFQ_ECOLI	P0AG30	P0A6X3
RHO_A	PLSB_F1	RHO_ECOLI	PLSB_ECOLI	P0AG30	P0A7A7
RHO_A	PYRH_A	RHO_ECOLI	PYRH_ECOLI	P0AG30	P0A7E9
RHO_A	RNPA_A	RHO_ECOLI	RNPA_ECOLI	P0AG30	P0A7Y8
RHO_A	RPOB_A	RHO_ECOLI	RPOB_ECOLI	P0AG30	P0A8V2
RHO_A	CSPD_A	RHO_ECOLI	CSPD_ECOLI	P0AG30	P0A968
RHO_A	MREB_F1	RHO_ECOLI	MREB_ECOLI	P0AG30	P0A9X4
RHO_A	CSPC_A	RHO_ECOLI	CSPC_ECOLI	P0AG30	P0A9Y6
RHO_A	CLPA_A	RHO_ECOLI	CLPA_ECOLI	P0AG30	P0ABH9
RHO_A	CLPA_A	RHO_ECOLI	CLPA_ECOLI	P0AG30	P0ABH9
RHO_A	GSP_A	RHO_ECOLI	GSP_ECOLI	P0AG30	P0AES0
RHO_A	GYRA_A	RHO_ECOLI	GYRA_ECOLI	P0AG30	P0AES4
RHO_A	NUSG_A	RHO_ECOLI	NUSG_ECOLI	P0AG30	P0AFG0
RHO_A	NUSG_A	RHO_ECOLI	NUSG_ECOLI	P0AG30	P0AFG0
RHO_A	RHO_A	RHO_ECOLI	RHO_ECOLI	P0AG30	P0AG30
RHO_A	RHO_A	RHO_ECOLI	RHO_ECOLI	P0AG30	P0AG30
RHO_A	YHBY_A	RHO_ECOLI	YHBY_ECOLI	P0AG30	P0AGK4
RHO_A	EFTU1_F1	RHO_ECOLI	EFTU1_ECOLI	P0AG30	P0CE47
RHO_A	SECA_F1	RHO_ECOLI	SECA_ECOLI	P0AG30	P10408
RHO_A	ISPA_A	RHO_ECOLI	ISPA_ECOLI	P0AG30	P22939
RHO_A	CBPA_A	RHO_ECOLI	CBPA_ECOLI	P0AG30	P36659
RHO_A	RL3_A	RHO_ECOLI	RL3_ECOLI	P0AG30	P60438
RHO_A	LOLB_I	RHO_ECOLI	LOLB_ECOLI	P0AG30	P61320
RHO_A	ISPG_A	RHO_ECOLI	ISPG_ECOLI	P0AG30	P62620
RHO_A	YDCP_A	RHO_ECOLI	YDCP_ECOLI	P0AG30	P76104
RHO_A	DXS_A	RHO_ECOLI	DXS_ECOLI	P0AG30	P77488
RHO_A	DXS_A	RHO_ECOLI	DXS_ECOLI	P0AG30	P77488
RIBF_A	ODP1_B	RIBF_ECOLI	ODP1_ECOLI	P0AG40	P0AFG8
RIBF_A	ACRD_B	RIBF_ECOLI	ACRD_ECOLI	P0AG40	P24177
RIBF_A	EX5A_A	RIBF_ECOLI	EX5A_ECOLI	P0AG40	P04993
RIBF_A	ACP_F1	RIBF_ECOLI	ACP_ECOLI	P0AG40	P0A6A8
RIBF_A	ACP_F1	RIBF_ECOLI	ACP_ECOLI	P0AG40	P0A6A8
RIBF_A	RIBF_A	RIBF_ECOLI	RIBF_ECOLI	P0AG40	P0AG40
RL17_A	ILVG_A	RL17_ECOLI	ILVG_ECOLI	P0AG44	P00892
RL17_A	RL15_A	RL17_ECOLI	RL15_ECOLI	P0AG44	P02413
RL17_A	PUTA_F1	RL17_ECOLI	PUTA_ECOLI	P0AG44	P09546
RL17_A	RPPH_A	RL17_ECOLI	RPPH_ECOLI	P0AG44	P0A776
RL17_A	RL7_A	RL17_ECOLI	RL7_ECOLI	P0AG44	P0A7K2
RL17_A	RL32_A	RL17_ECOLI	RL32_ECOLI	P0AG44	P0A7N4
RL17_A	RNPA_A	RL17_ECOLI	RNPA_ECOLI	P0AG44	P0A7Y8
RL17_A	RNPA_A	RL17_ECOLI	RNPA_ECOLI	P0AG44	P0A7Y8
RL17_A	TGT_A	RL17_ECOLI	TGT_ECOLI	P0AG44	P0A847
RL17_A	TIG_A	RL17_ECOLI	TIG_ECOLI	P0AG44	P0A850
RL17_A	YACL_A	RL17_ECOLI	YACL_ECOLI	P0AG44	P0A8E5
RL17_A	YACL_A	RL17_ECOLI	YACL_ECOLI	P0AG44	P0A8E5
RL17_A	YCIU_A	RL17_ECOLI	YCIU_ECOLI	P0AG44	P0A8L7
RL17_A	YEEX_A	RL17_ECOLI	YEEX_ECOLI	P0AG44	P0A8M6
RL17_A	RPOC_A	RL17_ECOLI	RPOC_ECOLI	P0AG44	P0A8T7
RL17_A	DEAD_A	RL17_ECOLI	DEAD_ECOLI	P0AG44	P0A9P6
RL17_A	RLUC_A	RL17_ECOLI	RLUC_ECOLI	P0AG44	P0AA39
RL17_A	YBCJ_A	RL17_ECOLI	YBCJ_ECOLI	P0AG44	P0AAS7
RL17_A	YBCJ_A	RL17_ECOLI	YBCJ_ECOLI	P0AG44	P0AAS7
RL17_A	SPOT_A	RL17_ECOLI	SPOT_ECOLI	P0AG44	P0AG24
RL17_A	RLMN_A	RL17_ECOLI	RLMN_ECOLI	P0AG44	P36979
RL17_A	RL2_A	RL17_ECOLI	RL2_ECOLI	P0AG44	P60422
RL17_A	YBJX_F1	RL17_ECOLI	YBJX_ECOLI	P0AG44	P75829
RL17_A	YNEG_A	RL17_ECOLI	YNEG_ECOLI	P0AG44	P76148
RL17_A	YFIQ_A	RL17_ECOLI	YFIQ_ECOLI	P0AG44	P76594
RL17_A	YFIQ_A	RL17_ECOLI	YFIQ_ECOLI	P0AG44	P76594
RL21_A	RPOD_A	RL21_ECOLI	RPOD_ECOLI	P0AG48	P00579
RL21_A	RPOD_A	RL21_ECOLI	RPOD_ECOLI	P0AG48	P00579
RL21_A	ILVG_A	RL21_ECOLI	ILVG_ECOLI	P0AG48	P00892
RL21_A	SYGA_A	RL21_ECOLI	SYGA_ECOLI	P0AG48	P00960
RL21_A	PNP_A	RL21_ECOLI	PNP_ECOLI	P0AG48	P05055
RL21_A	T1SK_A	RL21_ECOLI	T1SK_ECOLI	P0AG48	P05719
RL21_A	BIRA_B	RL21_ECOLI	BIRA_ECOLI	P0AG48	P06709
RL21_A	FDHF_A	RL21_ECOLI	FDHF_ECOLI	P0AG48	P07658
RL21_A	GLTD_A	RL21_ECOLI	GLTD_ECOLI	P0AG48	P09832
RL21_A	CLPP_A	RL21_ECOLI	CLPP_ECOLI	P0AG48	P0A6G7
RL21_A	FABA_A	RL21_ECOLI	FABA_ECOLI	P0AG48	P0A6Q3
RL21_A	HFQ_F1	RL21_ECOLI	HFQ_ECOLI	P0AG48	P0A6X3
RL21_A	IF3_A	RL21_ECOLI	IF3_ECOLI	P0AG48	P0A707
RL21_A	IF3_A	RL21_ECOLI	IF3_ECOLI	P0AG48	P0A707
RL21_A	KDSA_A	RL21_ECOLI	KDSA_ECOLI	P0AG48	P0A715
RL21_A	LPXA_A	RL21_ECOLI	LPXA_ECOLI	P0AG48	P0A722
RL21_A	RPPH_A	RL21_ECOLI	RPPH_ECOLI	P0AG48	P0A776
RL21_A	RPPH_A	RL21_ECOLI	RPPH_ECOLI	P0AG48	P0A776
RL21_A	HSLV_A	RL21_ECOLI	HSLV_ECOLI	P0AG48	P0A7B8
RL21_A	PYRH_A	RL21_ECOLI	PYRH_ECOLI	P0AG48	P0A7E9
RL21_A	RL20_A	RL21_ECOLI	RL20_ECOLI	P0AG48	P0A7L3
RL21_A	RL33_A	RL21_ECOLI	RL33_ECOLI	P0AG48	P0A7N9
RL21_A	RS12_A	RL21_ECOLI	RS12_ECOLI	P0AG48	P0A7S3
RL21_A	RS5_A	RL21_ECOLI	RS5_ECOLI	P0AG48	P0A7W1
RL21_A	RNPA_A	RL21_ECOLI	RNPA_ECOLI	P0AG48	P0A7Y8
RL21_A	TGT_A	RL21_ECOLI	TGT_ECOLI	P0AG48	P0A847
RL21_A	UVRC_A	RL21_ECOLI	UVRC_ECOLI	P0AG48	P0A8G0
RL21_A	UVRC_A	RL21_ECOLI	UVRC_ECOLI	P0AG48	P0A8G0
RL21_A	YEEX_A	RL21_ECOLI	YEEX_ECOLI	P0AG48	P0A8M6
RL21_A	DEAD_A	RL21_ECOLI	DEAD_ECOLI	P0AG48	P0A9P6
RL21_A	ACCD_A	RL21_ECOLI	ACCD_ECOLI	P0AG48	P0A9Q5
RL21_A	FTSE_F1	RL21_ECOLI	FTSE_ECOLI	P0AG48	P0A9R7
RL21_A	ULAR_A	RL21_ECOLI	ULAR_ECOLI	P0AG48	P0A9W0
RL21_A	ULAR_A	RL21_ECOLI	ULAR_ECOLI	P0AG48	P0A9W0
RL21_A	FTSH_B	RL21_ECOLI	FTSH_ECOLI	P0AG48	P0AAI3
RL21_A	FTSA_F1	RL21_ECOLI	FTSA_ECOLI	P0AG48	P0ABH0
RL21_A	EXBB_B	RL21_ECOLI	EXBB_ECOLI	P0AG48	P0ABU7
RL21_A	ALLR_A	RL21_ECOLI	ALLR_ECOLI	P0AG48	P0ACN4
RL21_A	RL23_A	RL21_ECOLI	RL23_ECOLI	P0AG48	P0ADZ0
RL21_A	DCM_A	RL21_ECOLI	DCM_ECOLI	P0AG48	P0AED9
RL21_A	DCM_A	RL21_ECOLI	DCM_ECOLI	P0AG48	P0AED9
RL21_A	SKP_G	RL21_ECOLI	SKP_ECOLI	P0AG48	P0AEU7
RL21_A	SKP_G	RL21_ECOLI	SKP_ECOLI	P0AG48	P0AEU7
RL21_A	YFIF_A	RL21_ECOLI	YFIF_ECOLI	P0AG48	P0AGJ5
RL21_A	YHBY_A	RL21_ECOLI	YHBY_ECOLI	P0AG48	P0AGK4
RL21_A	RELE_A	RL21_ECOLI	RELE_ECOLI	P0AG48	P0C077
RL21_A	DPO3A_A	RL21_ECOLI	DPO3A_ECOLI	P0AG48	P10443
RL21_A	TOP3_A	RL21_ECOLI	TOP3_ECOLI	P0AG48	P14294
RL21_A	SRLR_A	RL21_ECOLI	SRLR_ECOLI	P0AG48	P15082
RL21_A	ICLR_A	RL21_ECOLI	ICLR_ECOLI	P0AG48	P16528
RL21_A	RNR_A	RL21_ECOLI	RNR_ECOLI	P0AG48	P21499
RL21_A	RNR_A	RL21_ECOLI	RNR_ECOLI	P0AG48	P21499
RL21_A	RNE_F1	RL21_ECOLI	RNE_ECOLI	P0AG48	P21513
RL21_A	LPXD_A	RL21_ECOLI	LPXD_ECOLI	P0AG48	P21645
RL21_A	LPXD_A	RL21_ECOLI	LPXD_ECOLI	P0AG48	P21645
RL21_A	PSS_F1	RL21_ECOLI	PSS_ECOLI	P0AG48	P23830
RL21_A	PSS_F1	RL21_ECOLI	PSS_ECOLI	P0AG48	P23830
RL21_A	RIBD_A	RL21_ECOLI	RIBD_ECOLI	P0AG48	P25539
RL21_A	HOLD_A	RL21_ECOLI	HOLD_ECOLI	P0AG48	P28632
RL21_A	AIDB_A	RL21_ECOLI	AIDB_ECOLI	P0AG48	P33224
RL21_A	YADG_F1	RL21_ECOLI	YADG_ECOLI	P0AG48	P36879
RL21_A	RLMN_A	RL21_ECOLI	RLMN_ECOLI	P0AG48	P36979
RL21_A	RLUB_A	RL21_ECOLI	RLUB_ECOLI	P0AG48	P37765
RL21_A	RLUB_A	RL21_ECOLI	RLUB_ECOLI	P0AG48	P37765
