Entry Name A	Entry Name B	Accession A	Accession B
IBPB_ECOLI	MREB_ECOLI	P0C058	P0A9X4
IBPB_ECOLI	PSTB_ECOLI	P0C058	P0AAH0
RLME_ECOLI	ODP2_ECOLI	P0C0R7	P06959
GATY_ECOLI	DNAK_ECOLI	P0C8J6	P0A6Y8
GATY_ECOLI	MALT_ECOLI	P0C8J6	P06993
GATY_ECOLI	EFTU1_ECOLI	P0C8J6	P0CE47
GATY_ECOLI	FTSZ_ECOLI	P0C8J6	P0A9A6
GATZ_ECOLI	MREB_ECOLI	P0C8J8	P0A9X4
GATZ_ECOLI	SECA_ECOLI	P0C8J8	P10408
EFTU1_ECOLI	XYLA_ECOLI	P0CE47	P00944
EFTU1_ECOLI	SYA_ECOLI	P0CE47	P00957
EFTU1_ECOLI	EFTS_ECOLI	P0CE47	P0A6P1
EFTU1_ECOLI	RHO_ECOLI	P0CE47	P0AG30
EFTU1_ECOLI	NUSA_ECOLI	P0CE47	P0AFF6
EFTU1_ECOLI	DNAA_ECOLI	P0CE47	P03004
EFTU1_ECOLI	DNAB_ECOLI	P0CE47	P0ACB0
EFTU1_ECOLI	DPO3E_ECOLI	P0CE47	P03007
EFTU1_ECOLI	YDIA_ECOLI	P0CE47	P0A8A4
EFTU1_ECOLI	METK_ECOLI	P0CE47	P0A817
EFTU1_ECOLI	FTSA_ECOLI	P0CE47	P0ABH0
EFTU1_ECOLI	FTSZ_ECOLI	P0CE47	P0A9A6
EFTU1_ECOLI	ERA_ECOLI	P0CE47	P06616
EFTU1_ECOLI	GYRB_ECOLI	P0CE47	P0AES6
EFTU1_ECOLI	MALT_ECOLI	P0CE47	P06993
EFTU1_ECOLI	POXB_ECOLI	P0CE47	P07003
EFTU1_ECOLI	SYV_ECOLI	P0CE47	P07118
EFTU1_ECOLI	USG_ECOLI	P0CE47	P08390
EFTU1_ECOLI	EX5B_ECOLI	P0CE47	P08394
EFTU1_ECOLI	PUTA_ECOLI	P0CE47	P09546
EFTU1_ECOLI	CH60_ECOLI	P0CE47	P0A6F5
EFTU1_ECOLI	HSLU_ECOLI	P0CE47	P0A6H5
EFTU1_ECOLI	HSCB_ECOLI	P0CE47	P0A6L9
EFTU1_ECOLI	EFTU1_ECOLI	P0CE47	P0CE47
EFTU1_ECOLI	EFTS_ECOLI	P0CE47	P0A6P1
EFTU1_ECOLI	HFQ_ECOLI	P0CE47	P0A6X3
EFTU1_ECOLI	UBIE_ECOLI	P0CE47	P0A887
EFTU1_ECOLI	YAAA_ECOLI	P0CE47	P0A8I3
EFTU1_ECOLI	YBED_ECOLI	P0CE47	P0A8J4
EFTU1_ECOLI	YIDA_ECOLI	P0CE47	P0A8Y5
EFTU1_ECOLI	RIMI_ECOLI	P0CE47	P0A944
EFTU1_ECOLI	P5CR_ECOLI	P0CE47	P0A9L8
EFTU1_ECOLI	LON_ECOLI	P0CE47	P0A9M0
EFTU1_ECOLI	PTA_ECOLI	P0CE47	P0A9M8
EFTU1_ECOLI	ULAR_ECOLI	P0CE47	P0A9W0
EFTU1_ECOLI	MREB_ECOLI	P0CE47	P0A9X4
EFTU1_ECOLI	PSTB_ECOLI	P0CE47	P0AAH0
EFTU1_ECOLI	FDNH_ECOLI	P0CE47	P0AAJ3
EFTU1_ECOLI	FTSA_ECOLI	P0CE47	P0ABH0
EFTU1_ECOLI	CLPA_ECOLI	P0CE47	P0ABH9
EFTU1_ECOLI	KDTA_ECOLI	P0CE47	P0AC75
EFTU1_ECOLI	DNAB_ECOLI	P0CE47	P0ACB0
EFTU1_ECOLI	YCIS_ECOLI	P0CE47	P0ACV4
EFTU1_ECOLI	UVRY_ECOLI	P0CE47	P0AED5
EFTU1_ECOLI	GYRB_ECOLI	P0CE47	P0AES6
EFTU1_ECOLI	RMF_ECOLI	P0CE47	P0AFW2
EFTU1_ECOLI	RLME_ECOLI	P0CE47	P0C0R7
EFTU1_ECOLI	GATY_ECOLI	P0CE47	P0C8J6
EFTU1_ECOLI	YAAA_ECOLI	P0CE47	P0A8I3
EFTU1_ECOLI	NARH_ECOLI	P0CE47	P11349
EFTU1_ECOLI	MREB_ECOLI	P0CE47	P0A9X4
EFTU1_ECOLI	SYK2_ECOLI	P0CE47	P0A8N5
EFTU1_ECOLI	HELD_ECOLI	P0CE47	P15038
EFTU1_ECOLI	CLPA_ECOLI	P0CE47	P0ABH9
EFTU1_ECOLI	IPYR_ECOLI	P0CE47	P0A7A9
EFTU1_ECOLI	MURG_ECOLI	P0CE47	P17443
EFTU1_ECOLI	KDSA_ECOLI	P0CE47	P0A715
EFTU1_ECOLI	PRIA_ECOLI	P0CE47	P17888
EFTU1_ECOLI	MURC_ECOLI	P0CE47	P17952
EFTU1_ECOLI	GREA_ECOLI	P0CE47	P0A6W5
EFTU1_ECOLI	FABZ_ECOLI	P0CE47	P0A6Q6
EFTU1_ECOLI	MURI_ECOLI	P0CE47	P22634
EFTU1_ECOLI	ISPA_ECOLI	P0CE47	P22939
EFTU1_ECOLI	PHOP_ECOLI	P0CE47	P23836
EFTU1_ECOLI	MUTS_ECOLI	P0CE47	P23909
EFTU1_ECOLI	RLME_ECOLI	P0CE47	P0C0R7
EFTU1_ECOLI	MURA_ECOLI	P0CE47	P0A749
EFTU1_ECOLI	MOAA_ECOLI	P0CE47	P30745
EFTU1_ECOLI	HSLV_ECOLI	P0CE47	P0A7B8
EFTU1_ECOLI	GLMM_ECOLI	P0CE47	P31120
EFTU1_ECOLI	HSLU_ECOLI	P0CE47	P0A6H5
EFTU1_ECOLI	CLPX_ECOLI	P0CE47	P0A6H1
EFTU1_ECOLI	YEJF_ECOLI	P0CE47	P33916
EFTU1_ECOLI	CUTA_ECOLI	P0CE47	P69488
EFTU1_ECOLI	FBPC_ECOLI	P0CE47	P37009
EFTU1_ECOLI	MBHM_ECOLI	P0CE47	P0ACE0
EFTU1_ECOLI	YCFH_ECOLI	P0CE47	P0AFQ7
EFTU1_ECOLI	PTA_ECOLI	P0CE47	P0A9M8
EFTU1_ECOLI	ULAR_ECOLI	P0CE47	P0A9W0
EFTU1_ECOLI	HRPA_ECOLI	P0CE47	P43329
EFTU1_ECOLI	YHBU_ECOLI	P0CE47	P45527
EFTU1_ECOLI	RCSB_ECOLI	P0CE47	P69407
EFTU1_ECOLI	CUTA_ECOLI	P0CE47	P69488
EFTU1_ECOLI	YDHQ_ECOLI	P0CE47	P77552
EFTU1_ECOLI	MIAB_ECOLI	P0CE47	P0AEI1
EFTU1_ECOLI	YGEV_ECOLI	P0CE47	Q46802
RNPH_ECOLI	RECA_ECOLI	P0CG19	P0A7G6
RNPH_ECOLI	PSTB_ECOLI	P0CG19	P0AAH0
RNPH_ECOLI	EFTU1_ECOLI	P0CG19	P0CE47
RNPH_ECOLI	RECA_ECOLI	P0CG19	P0A7G6
FTSY_ECOLI	SRP54_ECOLI	P10121	P0AGD7
FTSY_ECOLI	SRP54_ECOLI	P10121	P0AGD7
FTSY_ECOLI	RSMH_ECOLI	P10121	P60390
ENTE_ECOLI	DUSC_ECOLI	P10378	P33371
ENTE_ECOLI	FKBA_ECOLI	P10378	P45523
SECA_ECOLI	RPOB_ECOLI	P10408	P0A8V2
SECA_ECOLI	SSB_ECOLI	P10408	P0AGE0
SECA_ECOLI	RL4_ECOLI	P10408	P60723
SECA_ECOLI	RL7_ECOLI	P10408	P0A7K2
SECA_ECOLI	RL23_ECOLI	P10408	P0ADZ0
SECA_ECOLI	ACP_ECOLI	P10408	P0A6A8
SECA_ECOLI	OMPA_ECOLI	P10408	P0A910
SECA_ECOLI	IF3_ECOLI	P10408	P0A707
SECA_ECOLI	FIMA1_ECOLI	P10408	P04128
SECA_ECOLI	METK_ECOLI	P10408	P0A817
SECA_ECOLI	ASPA_ECOLI	P10408	P0AC38
SECA_ECOLI	FTSQ_ECOLI	P10408	P06136
SECA_ECOLI	FTSZ_ECOLI	P10408	P0A9A6
SECA_ECOLI	HNS_ECOLI	P10408	P0ACF8
SECA_ECOLI	EFTU1_ECOLI	P10408	P0CE47
SECA_ECOLI	RL11_ECOLI	P10408	P0A7J7
SECA_ECOLI	RS16_ECOLI	P10408	P0A7T3
SECA_ECOLI	SSRP_ECOLI	P10408	P0A832
SECA_ECOLI	YEEX_ECOLI	P10408	P0A8M6
SECA_ECOLI	RPOB_ECOLI	P10408	P0A8V2
SECA_ECOLI	FTSZ_ECOLI	P10408	P0A9A6
SECA_ECOLI	YJJK_ECOLI	P10408	P0A9W3
SECA_ECOLI	YOAB_ECOLI	P10408	P0AEB7
SECA_ECOLI	DCM_ECOLI	P10408	P0AED9
SECA_ECOLI	MIND_ECOLI	P10408	P0AEZ3
SECA_ECOLI	YJGD_ECOLI	P10408	P0AF90
SECA_ECOLI	RHO_ECOLI	P10408	P0AG30
SECA_ECOLI	SECB_ECOLI	P10408	P0AG86
SECA_ECOLI	GATZ_ECOLI	P10408	P0C8J8
SECA_ECOLI	SECA_ECOLI	P10408	P10408
SECA_ECOLI	MREB_ECOLI	P10408	P0A9X4
SECA_ECOLI	SECB_ECOLI	P10408	P0AG86
SECA_ECOLI	CLPA_ECOLI	P10408	P0ABH9
SECA_ECOLI	SECE_ECOLI	P10408	P0AG96
SECA_ECOLI	NUSG_ECOLI	P10408	P0AFG0
SECA_ECOLI	HLDD_ECOLI	P10408	P67910
SECA_ECOLI	CLPP_ECOLI	P10408	P0A6G7
SECA_ECOLI	PARC_ECOLI	P10408	P0AFI2
SECA_ECOLI	HFQ_ECOLI	P10408	P0A6X3
SECA_ECOLI	MNME_ECOLI	P10408	P25522
SECA_ECOLI	HOLB_ECOLI	P10408	P28631
SECA_ECOLI	PYRH_ECOLI	P10408	P0A7E9
SECA_ECOLI	AAS_ECOLI	P10408	P31119
SECA_ECOLI	YIHI_ECOLI	P10408	P0A8H6
SECA_ECOLI	HSLU_ECOLI	P10408	P0A6H5
SECA_ECOLI	DUSC_ECOLI	P10408	P33371
SECA_ECOLI	NIKE_ECOLI	P10408	P33594
SECA_ECOLI	HSCA_ECOLI	P10408	P0A6Z1
SECA_ECOLI	RLMN_ECOLI	P10408	P36979
SECA_ECOLI	CSPE_ECOLI	P10408	P0A972
SECA_ECOLI	USPG_ECOLI	P10408	P39177
SECA_ECOLI	RL4_ECOLI	P10408	P60723
SECA_ECOLI	YODC_ECOLI	P10408	P64517
SECA_ECOLI	YQJI_ECOLI	P10408	P64588
SECA_ECOLI	YBHK_ECOLI	P10408	P75767
SECA_ECOLI	HLDE_ECOLI	P10408	P76658
SECA_ECOLI	YDJL_ECOLI	P10408	P77539
SECA_ECOLI	YGHU_ECOLI	P10408	Q46845
SECA_ECOLI	NORV_ECOLI	P10408	Q46877
LPXB_ECOLI	EFTU1_ECOLI	P10441	P0CE47
LPXB_ECOLI	KPRS_ECOLI	P10441	P0A717
LPXB_ECOLI	RS4_ECOLI	P10441	P0A7V8
LPXB_ECOLI	LPXB_ECOLI	P10441	P10441
LPXB_ECOLI	UPPP_ECOLI	P10441	P60932
LPXB_ECOLI	TORC_ECOLI	P10441	P33226
DPO3A_ECOLI	DNAK_ECOLI	P10443	P0A6Y8
DPO3A_ECOLI	EFTU1_ECOLI	P10443	P0CE47
DPO3A_ECOLI	YEJF_ECOLI	P10443	P33916
UGPA_ECOLI	ATPE_ECOLI	P10905	P0A6E6
UGPC_ECOLI	UGPA_ECOLI	P10907	P10905
NARH_ECOLI	NARG_ECOLI	P11349	P09152
NARH_ECOLI	HYPA_ECOLI	P11349	P0A700
NARH_ECOLI	NARJ_ECOLI	P11349	P0AF26
NARH_ECOLI	NARH_ECOLI	P11349	P11349
NARH_ECOLI	NARJ_ECOLI	P11349	P0AF26
NARH_ECOLI	NARY_ECOLI	P11349	P19318
NARH_ECOLI	NARZ_ECOLI	P11349	P19319
NARH_ECOLI	FADH_ECOLI	P11349	P42593
NARH_ECOLI	YODC_ECOLI	P11349	P64517
ENTF_ECOLI	HLDD_ECOLI	P11454	P67910
TDCD_ECOLI	EFTU1_ECOLI	P11868	P0CE47
MURF_ECOLI	PARC_ECOLI	P11880	P0AFI2
MOEB_ECOLI	DNAK_ECOLI	P12282	P0A6Y8
BIOB_ECOLI	SECA_ECOLI	P12996	P10408
FDHE_ECOLI	SUFE_ECOLI	P13024	P76194
GLPD_ECOLI	YCIS_ECOLI	P13035	P0ACV4
GLPD_ECOLI	DACA_ECOLI	P13035	P0AEB2
GLPD_ECOLI	DMA_ECOLI	P13035	P0AEE8
GLPD_ECOLI	GLPD_ECOLI	P13035	P13035
RPOS_ECOLI	PTNAB_ECOLI	P13445	P69797
RPOS_ECOLI	EFTU1_ECOLI	P13445	P0CE47
SBCC_ECOLI	FTSE_ECOLI	P13458	P0A9R7
TREA_ECOLI	SECB_ECOLI	P13482	P0AG86
SELB_ECOLI	ODP2_ECOLI	P14081	P06959
SELB_ECOLI	HFQ_ECOLI	P14081	P0A6X3
SELB_ECOLI	HFQ_ECOLI	P14081	P0A6X3
PROV_ECOLI	YACL_ECOLI	P14175	P0A8E5
PROV_ECOLI	CLPA_ECOLI	P14175	P0ABH9
PROV_ECOLI	CLPA_ECOLI	P14175	P0ABH9
PROV_ECOLI	YACL_ECOLI	P14175	P0A8E5
TOP3_ECOLI	ATPA_ECOLI	P14294	P0ABB0
MCRB_ECOLI	HTPG_ECOLI	P15005	P0A6Z3
RECE_ECOLI	LEPA_ECOLI	P15032	P60785
RECE_ECOLI	LEPA_ECOLI	P15032	P60785
HELD_ECOLI	ATPB_ECOLI	P15038	P0ABB4
HELD_ECOLI	DNAK_ECOLI	P15038	P0A6Y8
DNLJ_ECOLI	MREB_ECOLI	P15042	P0A9X4
RECQ_ECOLI	ODP2_ECOLI	P15043	P06959
FLIN_ECOLI	RPE_ECOLI	P15070	P0AG07
FLIN_ECOLI	FLIN_ECOLI	P15070	P15070
FLIN_ECOLI	SYP_ECOLI	P15070	P16659
FLIN_ECOLI	FLIR_ECOLI	P15070	P33135
PEPD_ECOLI	YEFI_ECOLI	P15288	P37751
HYCG_ECOLI	METN_ECOLI	P16433	P30750
ICLR_ECOLI	ODP2_ECOLI	P16528	P06959
CYSA_ECOLI	PROA_ECOLI	P16676	P07004
PHNK_ECOLI	RL28_ECOLI	P16678	P0A7M2
PHNK_ECOLI	PHNH_ECOLI	P16678	P16686
PHNK_ECOLI	PHNI_ECOLI	P16678	P16687
PHNG_ECOLI	PHNK_ECOLI	P16685	P16678
PHNJ_ECOLI	PHNK_ECOLI	P16688	P16678
CYSP_ECOLI	DHAM_ECOLI	P16700	P37349
RHSA_ECOLI	ATPG_ECOLI	P16916	P0ABA6
RHSC_ECOLI	PSTB_ECOLI	P16918	P0AAH0
MREC_ECOLI	MREB_ECOLI	P16926	P0A9X4
CIRA_ECOLI	ATPA_ECOLI	P17315	P0ABB0
CIRA_ECOLI	ATPB_ECOLI	P17315	P0ABB4
MURG_ECOLI	DBHA_ECOLI	P17443	P0ACF0
MURG_ECOLI	RL13_ECOLI	P17443	P0AA10
MURG_ECOLI	RL33_ECOLI	P17443	P0A7N9
MURG_ECOLI	MURG_ECOLI	P17443	P17443
MURG_ECOLI	HYFB_ECOLI	P17443	P23482
MURG_ECOLI	FIMD_ECOLI	P17443	P30130
MUTY_ECOLI	DNAK_ECOLI	P17802	P0A6Y8
MURC_ECOLI	FTSE_ECOLI	P17952	P0A9R7
MINC_ECOLI	FTSZ_ECOLI	P18196	P0A9A6
MINC_ECOLI	MIND_ECOLI	P18196	P0AEZ3
DMSA_ECOLI	DMSD_ECOLI	P18775	P69853
DMSA_ECOLI	DMSD_ECOLI	P18775	P69853
NARW_ECOLI	NARG_ECOLI	P19317	P09152
NARW_ECOLI	NARH_ECOLI	P19317	P11349
NARW_ECOLI	NARY_ECOLI	P19317	P19318
NARY_ECOLI	NARG_ECOLI	P19318	P09152
NARY_ECOLI	NARJ_ECOLI	P19318	P0AF26
NARY_ECOLI	NARY_ECOLI	P19318	P19318
NARZ_ECOLI	NARW_ECOLI	P19319	P19317
NARZ_ECOLI	NARZ_ECOLI	P19319	P19319
ENTD_ECOLI	ACP_ECOLI	P19925	P0A6A8
HYAE_ECOLI	SECA_ECOLI	P19931	P10408
PARE_ECOLI	ATPA_ECOLI	P20083	P0ABB0
PARE_ECOLI	SECA_ECOLI	P20083	P10408
YCAC_ECOLI	YEFI_ECOLI	P21367	P37751
RNR_ECOLI	RNE_ECOLI	P21499	P21513
RNR_ECOLI	PSS_ECOLI	P21499	P23830
RNR_ECOLI	YBJX_ECOLI	P21499	P75829
SRMB_ECOLI	EFTU1_ECOLI	P21507	P0CE47
SRMB_ECOLI	YBJX_ECOLI	P21507	P75829
RNE_ECOLI	RS2_ECOLI	P21513	P0A7V0
RNE_ECOLI	RS4_ECOLI	P21513	P0A7V8
RNE_ECOLI	RS6_ECOLI	P21513	P02358
RNE_ECOLI	RS10_ECOLI	P21513	P0A7R5
RNE_ECOLI	RS20_ECOLI	P21513	P0A7U7
RNE_ECOLI	RL2_ECOLI	P21513	P60422
RNE_ECOLI	RL7_ECOLI	P21513	P0A7K2
RNE_ECOLI	RL21_ECOLI	P21513	P0AG48
RNE_ECOLI	RL23_ECOLI	P21513	P0ADZ0
RNE_ECOLI	EFTU1_ECOLI	P21513	P0CE47
RNE_ECOLI	ENO_ECOLI	P21513	P0A6P9
RNE_ECOLI	RL11_ECOLI	P21513	P0A7J7
RNE_ECOLI	RL7_ECOLI	P21513	P0A7K2
RNE_ECOLI	RL1_ECOLI	P21513	P0A7L0
RNE_ECOLI	RS16_ECOLI	P21513	P0A7T3
RNE_ECOLI	RS20_ECOLI	P21513	P0A7U7
RNE_ECOLI	RS3_ECOLI	P21513	P0A7V3
RNE_ECOLI	RS4_ECOLI	P21513	P0A7V8
RNE_ECOLI	RL13_ECOLI	P21513	P0AA10
RNE_ECOLI	YFIF_ECOLI	P21513	P0AGJ5
RNE_ECOLI	PGK_ECOLI	P21513	P0A799
RNE_ECOLI	SRMB_ECOLI	P21513	P21507
RNE_ECOLI	RNE_ECOLI	P21513	P21513
RNE_ECOLI	HFQ_ECOLI	P21513	P0A6X3
RNE_ECOLI	YFIF_ECOLI	P21513	P0AGJ5
RNE_ECOLI	RLMN_ECOLI	P21513	P36979
RNE_ECOLI	RL2_ECOLI	P21513	P60422
RNE_ECOLI	CSRA_ECOLI	P21513	P69913
RNE_ECOLI	YNCE_ECOLI	P21513	P76116
KPYK2_ECOLI	DNAK_ECOLI	P21599	P0A6Y8
LPXD_ECOLI	ACP_ECOLI	P21645	P0A6A8
LPXD_ECOLI	ACP_ECOLI	P21645	P0A6A8
LPXD_ECOLI	PSS_ECOLI	P21645	P23830
LPXD_ECOLI	HFQ_ECOLI	P21645	P0A6X3
SYD_ECOLI	RPOA_ECOLI	P21889	P0A7Z4
SYD_ECOLI	PBPA_ECOLI	P21889	P02918
SYD_ECOLI	SYD_ECOLI	P21889	P21889
SYD_ECOLI	UPPS_ECOLI	P21889	P60472
RECJ_ECOLI	ODP2_ECOLI	P21893	P06959
RECJ_ECOLI	EFTU1_ECOLI	P21893	P0CE47
RECJ_ECOLI	ATPG_ECOLI	P21893	P0ABA6
MURE_ECOLI	MURG_ECOLI	P22188	P17443
ADD_ECOLI	FTSZ_ECOLI	P22333	P0A9A6
ADD_ECOLI	MREB_ECOLI	P22333	P0A9X4
ADD_ECOLI	MREB_ECOLI	P22333	P0A9X4
MUKB_ECOLI	FTSZ_ECOLI	P22523	P0A9A6
MUKB_ECOLI	ACP_ECOLI	P22523	P0A6A8
MUKB_ECOLI	EFTU1_ECOLI	P22523	P0CE47
FLIO_ECOLI	FLIL_ECOLI	P22586	P0ABX8
ISPA_ECOLI	PLSB_ECOLI	P22939	P0A7A7
TRMA_ECOLI	RNE_ECOLI	P23003	P21513
MALY_ECOLI	MALT_ECOLI	P23256	P06993
MUTL_ECOLI	EFTU1_ECOLI	P23367	P0CE47
PSS_ECOLI	RS3_ECOLI	P23830	P0A7V3
PSS_ECOLI	RS4_ECOLI	P23830	P0A7V8
PSS_ECOLI	RS21_ECOLI	P23830	P68679
PSS_ECOLI	RL3_ECOLI	P23830	P60438
PSS_ECOLI	RL7_ECOLI	P23830	P0A7K2
PSS_ECOLI	RL23_ECOLI	P23830	P0ADZ0
PSS_ECOLI	PNP_ECOLI	P23830	P05055
PSS_ECOLI	RNPA_ECOLI	P23830	P0A7Y8
PSS_ECOLI	TOP1_ECOLI	P23830	P06612
PSS_ECOLI	RS3_ECOLI	P23830	P0A7V3
PSS_ECOLI	RNPA_ECOLI	P23830	P0A7Y8
PSS_ECOLI	YEEX_ECOLI	P23830	P0A8M6
PSS_ECOLI	PHOL_ECOLI	P23830	P0A9K3
PSS_ECOLI	RL23_ECOLI	P23830	P0ADZ0
PSS_ECOLI	NUSG_ECOLI	P23830	P0AFG0
PSS_ECOLI	SPOT_ECOLI	P23830	P0AG24
PSS_ECOLI	RS14_ECOLI	P23830	P0AG59
PSS_ECOLI	RS1_ECOLI	P23830	P0AG67
PSS_ECOLI	NUSG_ECOLI	P23830	P0AFG0
PSS_ECOLI	PSS_ECOLI	P23830	P23830
PSS_ECOLI	YBCJ_ECOLI	P23830	P0AAS7
PSS_ECOLI	RS21_ECOLI	P23830	P68679
PSS_ECOLI	YBJX_ECOLI	P23830	P75829
PSS_ECOLI	YCAO_ECOLI	P23830	P75838
PSS_ECOLI	YDII_ECOLI	P23830	P77781
YICC_ECOLI	DLDH_ECOLI	P23839	P0A9P0
YICC_ECOLI	DNAK_ECOLI	P23839	P0A6Y8
YICC_ECOLI	EFTU1_ECOLI	P23839	P0CE47
YFEA_ECOLI	METN_ECOLI	P23842	P30750
OPPA_ECOLI	YEFI_ECOLI	P23843	P37751
MAK_ECOLI	ZAPB_ECOLI	P23917	P0AF36
ACRF_ECOLI	EFTU1_ECOLI	P24181	P0CE47
ACCC_ECOLI	DNAK_ECOLI	P24182	P0A6Y8
FDNG_ECOLI	EFTU1_ECOLI	P24183	P0CE47
YCEA_ECOLI	DNAK_ECOLI	P24188	P0A6Y8
HYPD_ECOLI	EFTU1_ECOLI	P24192	P0CE47
HYPD_ECOLI	RECA_ECOLI	P24192	P0A7G6
HYPD_ECOLI	MREB_ECOLI	P24192	P0A9X4
YJIA_ECOLI	SECA_ECOLI	P24203	P10408
ACPS_ECOLI	ACP_ECOLI	P24224	P0A6A8
ACPS_ECOLI	EFTU1_ECOLI	P24224	P0CE47
RP54_ECOLI	DNAK_ECOLI	P24255	P0A6Y8
RP54_ECOLI	PTNAB_ECOLI	P24255	P69797
MNME_ECOLI	DLDH_ECOLI	P25522	P0A9P0
MNME_ECOLI	SSB_ECOLI	P25522	P0AGE0
MNME_ECOLI	RS2_ECOLI	P25522	P0A7V0
MNME_ECOLI	RS6_ECOLI	P25522	P02358
MNME_ECOLI	RS10_ECOLI	P25522	P0A7R5
MNME_ECOLI	RS14_ECOLI	P25522	P0AG59
MNME_ECOLI	RL22_ECOLI	P25522	P61175
MNME_ECOLI	RL33_ECOLI	P25522	P0A7N9
MNME_ECOLI	ODP1_ECOLI	P25522	P0AFG8
MNME_ECOLI	MNMG_ECOLI	P25522	P0A6U3
MNME_ECOLI	YIDA_ECOLI	P25522	P0A8Y5
MNME_ECOLI	SAPF_ECOLI	P25522	P0AAH8
MNME_ECOLI	MNME_ECOLI	P25522	P25522
MNME_ECOLI	SAPF_ECOLI	P25522	P0AAH8
MNME_ECOLI	YLIL_ECOLI	P25522	P75786
UBIH_ECOLI	HLDD_ECOLI	P25534	P67910
UBIH_ECOLI	UBIH_ECOLI	P25534	P25534
ALDA_ECOLI	UUP_ECOLI	P25553	P43672
RFAQ_ECOLI	PARC_ECOLI	P25742	P0AFI2
MNMA_ECOLI	SECA_ECOLI	P25745	P10408
FLIF_ECOLI	FLIG_ECOLI	P25798	P0ABZ1
FLIF_ECOLI	FLIG_ECOLI	P25798	P0ABZ1
UBIC_ECOLI	ODP2_ECOLI	P26602	P06959
WAAU_ECOLI	RF1_ECOLI	P27242	P0A7I0
ASMA_ECOLI	YEFI_ECOLI	P28249	P37751
QOR1_ECOLI	DNAK_ECOLI	P28304	P0A6Y8
HOLA_ECOLI	DNAK_ECOLI	P28630	P0A6Y8
HOLA_ECOLI	PPX_ECOLI	P28630	P0AFL6
HOLD_ECOLI	SECA_ECOLI	P28632	P10408
METQ_ECOLI	ARAG_ECOLI	P28635	P0AAF3
METQ_ECOLI	KEFF_ECOLI	P28635	P0A754
HOLC_ECOLI	DNAK_ECOLI	P28905	P0A6Y8
HOLC_ECOLI	UVRA_ECOLI	P28905	P0A698
HOLC_ECOLI	SECA_ECOLI	P28905	P10408
ALR2_ECOLI	PTKA_ECOLI	P29012	P69828
PEPT_ECOLI	EFTU1_ECOLI	P29745	P0CE47
NADC_ECOLI	NUOG_ECOLI	P30011	P33602
RNT_ECOLI	ODP2_ECOLI	P30014	P06959
LEUD_ECOLI	NUOG_ECOLI	P30126	P33602
YBIB_ECOLI	SECA_ECOLI	P30177	P10408
METN_ECOLI	EFTU1_ECOLI	P30750	P0CE47
METN_ECOLI	GYRB_ECOLI	P30750	P0AES6
METN_ECOLI	METN_ECOLI	P30750	P30750
METN_ECOLI	YHJB_ECOLI	P30750	P37640
METN_ECOLI	YJHC_ECOLI	P30750	P39353
METN_ECOLI	PERR_ECOLI	P30750	Q57083
YGIF_ECOLI	HFQ_ECOLI	P30871	P0A6X3
GLMM_ECOLI	RECA_ECOLI	P31120	P0A7G6
POTG_ECOLI	IGAA_ECOLI	P31134	P45800
GLVG_ECOLI	INTA_ECOLI	P31450	P32053
RAVA_ECOLI	FRDA_ECOLI	P31473	P00363
RAVA_ECOLI	DLDH_ECOLI	P31473	P0A9P0
RAVA_ECOLI	EFTU1_ECOLI	P31473	P0CE47
FIXB_ECOLI	MALT_ECOLI	P31574	P06993
NFRA_ECOLI	HDA_ECOLI	P31600	P69931
NUOF_ECOLI	EXBB_ECOLI	P31979	P0ABU7
INTA_ECOLI	NUOI_ECOLI	P32053	P0AFD6
YIHM_ECOLI	DNAK_ECOLI	P32134	P0A6Y8
FDHD_ECOLI	DLDH_ECOLI	P32177	P0A9P0
PTFX2_ECOLI	PTFX2_ECOLI	P32670	P32670
YJBL_ECOLI	PTKA_ECOLI	P32693	P69828
SFGH2_ECOLI	SECA_ECOLI	P33018	P10408
AIDB_ECOLI	DNAK_ECOLI	P33224	P0A6Y8
TORA_ECOLI	DMSD_ECOLI	P33225	P69853
YEHX_ECOLI	PPIC_ECOLI	P33360	P0A9L5
YEHX_ECOLI	YBGI_ECOLI	P33360	P0AFP6
YEHX_ECOLI	PPIC_ECOLI	P33360	P0A9L5
NIKD_ECOLI	DNAK_ECOLI	P33593	P0A6Y8
NIKD_ECOLI	CH60_ECOLI	P33593	P0A6F5
NIKD_ECOLI	HSLO_ECOLI	P33593	P0A6Y5
NIKD_ECOLI	DPO3A_ECOLI	P33593	P10443
NIKD_ECOLI	NIKD_ECOLI	P33593	P33593
NIKD_ECOLI	HSLO_ECOLI	P33593	P0A6Y5
NIKE_ECOLI	RS3_ECOLI	P33594	P0A7V3
NIKE_ECOLI	RS4_ECOLI	P33594	P0A7V8
NIKE_ECOLI	RS7_ECOLI	P33594	P02359
NIKE_ECOLI	EFTU1_ECOLI	P33594	P0CE47
NIKE_ECOLI	RS4_ECOLI	P33594	P0A7V8
NIKE_ECOLI	SRMB_ECOLI	P33594	P21507
NIKE_ECOLI	NIKE_ECOLI	P33594	P33594
RECX_ECOLI	RECA_ECOLI	P33596	P0A7G6
NUOCD_ECOLI	PFLB_ECOLI	P33599	P09373
NUOCD_ECOLI	METK_ECOLI	P33599	P0A817
NUOCD_ECOLI	OMPA_ECOLI	P33599	P0A910
NUOCD_ECOLI	MREB_ECOLI	P33599	P0A9X4
